
[00:00:00.000 --> 00:00:03.880]  我們天父再次感謝你讓在這個週六的早上
[00:00:03.880 --> 00:00:07.240]  在一個特別的時候讓我們一起去敬拜你
[00:00:07.240 --> 00:00:10.000]  更加有機會一起去思想你的話語
[00:00:10.000 --> 00:00:13.680]  今天我們來到三本很特別的書
[00:00:13.680 --> 00:00:18.080]  《針研》、《傳道書》和《雅歌》
[00:00:18.080 --> 00:00:22.760]  有些人可能會覺得是很困難去明白的書
[00:00:22.760 --> 00:00:25.080]  也有些人可能一看就明白
[00:00:25.080 --> 00:00:29.440]  但無論如何我們今天一起花這段時間去思想的時候
[00:00:29.440 --> 00:00:35.760]  我們會發現當中其實有很多是困難去明白的地方
[00:00:35.760 --> 00:00:38.320]  但當我們將它們組織起來
[00:00:38.320 --> 00:00:42.760]  我們會看到一個福音的整體
[00:00:42.760 --> 00:00:46.000]  幫助我們有一個安靜的心去聆聽
[00:00:46.000 --> 00:00:50.160]  而且一起去思索你話語的目標
[00:00:50.160 --> 00:00:52.680]  這樣祈禱是同主耶穌基督明求
[00:00:52.680 --> 00:00:53.680]  阿門
[00:00:53.680 --> 00:00:59.120]  好 轉眼之間今天已經是我們舊約講座第十五講
[00:00:59.120 --> 00:01:04.880]  我計算過大概要二十二講才可以講完舊約
[00:01:04.880 --> 00:01:06.200]  今天是第十五講
[00:01:06.200 --> 00:01:08.640]  今天要講的《針研》、《傳道書》
[00:01:08.640 --> 00:01:11.720]  和《雅歌》中的基督福音
[00:01:11.720 --> 00:01:16.480]  今天我們講的是三本所謂的智慧書
[00:01:16.480 --> 00:01:20.320]  這三本智慧書其實是非常難明白
[00:01:20.320 --> 00:01:22.760]  也好像是當中很隱晦
[00:01:22.760 --> 00:01:25.640]  有很多含糊的三本書
[00:01:25.640 --> 00:01:26.760]  我會告訴你
[00:01:26.760 --> 00:01:29.320]  讓你聽到最後你會知道其實我也不是很懂
[00:01:29.320 --> 00:01:31.360]  這三本書應該是怎樣明白的
[00:01:31.360 --> 00:01:34.280]  然而我們可以看到這三本書
[00:01:34.280 --> 00:01:37.800]  給了我們一些outline一個大的圖畫
[00:01:37.800 --> 00:01:41.800]  而這個圖畫很明顯是指向主耶穌基督
[00:01:41.800 --> 00:01:44.960]  這三本書對於不單止是我有挑戰
[00:01:44.960 --> 00:01:46.760]  對於聖經學者
[00:01:46.760 --> 00:01:49.280]  無論是基督教的聖經學者
[00:01:49.280 --> 00:01:51.760]  又或者是猶太教的拉比
[00:01:51.760 --> 00:01:54.440]  其實都是非常有挑戰性的書
[00:01:54.440 --> 00:01:57.920]  沒有一個學者或者一班學者是很肯定
[00:01:57.920 --> 00:02:01.360]  這三本書應該是怎樣去明白的
[00:02:01.360 --> 00:02:06.880]  所以我們知道這三本書背後有一種神秘在那裏
[00:02:06.880 --> 00:02:09.280]  然而在眾多的神秘當中
[00:02:09.280 --> 00:02:12.360]  我們都很清楚看到主耶穌基督的影子
[00:02:12.360 --> 00:02:15.320]  所以今天我想帶大家去看這個大圖畫
[00:02:15.320 --> 00:02:17.240]  我們也不斷記得
[00:02:17.240 --> 00:02:20.080]  我們所看的其實不是那一棵
[00:02:20.080 --> 00:02:22.280]  我們是在看樹根
[00:02:22.280 --> 00:02:23.600]  樹根是舊的
[00:02:23.600 --> 00:02:25.320]  但是我們去到新約的時候
[00:02:25.320 --> 00:02:27.680]  這些樹根會變成了樹葉
[00:02:27.680 --> 00:02:30.120]  最後可能最後五分鐘
[00:02:30.120 --> 00:02:34.600]  我就會幫你形容怎樣由舊約走去新約
[00:02:34.600 --> 00:02:37.840]  仍然鼓勵大家如果你是在讀聖經
[00:02:37.840 --> 00:02:41.000]  或者你遲開始也好
[00:02:41.000 --> 00:02:44.000]  你有去到2020年的暑假
[00:02:44.000 --> 00:02:46.200]  可以一起看完一本聖經
[00:02:46.200 --> 00:02:49.200]  很多時候你聽講座就是聽講座
[00:02:49.200 --> 00:02:52.000]  但是其實你真的要去看這本聖經
[00:02:52.000 --> 00:02:53.840]  你要看回那三本書
[00:02:53.840 --> 00:02:55.400]  你才比較明白
[00:02:55.400 --> 00:02:57.920]  甚至你需要看整本的聖經
[00:02:57.920 --> 00:03:00.640]  才可以明白這三本書究竟是講甚麼
[00:03:00.640 --> 00:03:01.840]  我鼓勵大家
[00:03:01.840 --> 00:03:04.360]  如果你還未看完這本聖經
[00:03:04.360 --> 00:03:05.480]  或者你看完一次
[00:03:05.480 --> 00:03:07.520]  繼續開始看第二次的時候
[00:03:07.520 --> 00:03:10.320]  不斷重覆去看這本聖經
[00:03:10.320 --> 00:03:13.320]  而最後我們的目標不是要有些知識
[00:03:13.320 --> 00:03:15.560]  或者別人知道我們懂一些東西
[00:03:15.560 --> 00:03:19.640]  而是我們希望我們都是奔跑著這個天路的
[00:03:19.640 --> 00:03:21.720]  如果你之前幾個月在這裏
[00:03:21.720 --> 00:03:25.280]  知道我們之前幾個月可以開始看智慧書
[00:03:25.280 --> 00:03:28.720]  智慧書在教育聖經裏面大概有五本
[00:03:28.720 --> 00:03:32.400]  《若白記》、《詩篇》、《針研傳道書》和《顏樂書》
[00:03:32.400 --> 00:03:35.720]  兩個月之前我們看了《若白記》
[00:03:35.720 --> 00:03:37.920]  一個月之前我們看了《詩篇》
[00:03:37.920 --> 00:03:40.680]  就是我們沒有崇拜的那一天
[00:03:40.680 --> 00:03:42.000]  但是在我自己家裏
[00:03:42.000 --> 00:03:44.400]  我們幾位弟兄姊妹一起讀了《詩篇》
[00:03:44.400 --> 00:03:45.800]  然後我錄了音
[00:03:45.800 --> 00:03:46.920]  如果你未聽過
[00:03:46.920 --> 00:03:48.520]  你都可以上網去聽
[00:03:48.520 --> 00:03:53.800]  今日要講的就是《針研傳道書》和《顏樂書》
[00:03:53.800 --> 00:03:56.240]  你記不記得《若白記》是講什麼的呢?
[00:03:56.240 --> 00:03:57.920]  很簡單,七個字
[00:03:57.920 --> 00:04:01.240]  受苦以復得榮耀
[00:04:01.240 --> 00:04:03.320]  你記不記得《詩篇》是什麼呢?
[00:04:03.320 --> 00:04:04.720]  《詩篇》是比較困難一點
[00:04:04.720 --> 00:04:08.960]  《詩篇》是「詩詞歌賦國國臨」
[00:04:08.960 --> 00:04:18.120]  當你去到讀教育聖經裏面的這些所謂的智慧書的時候
[00:04:18.120 --> 00:04:19.920]  其中很多學者說
[00:04:19.920 --> 00:04:25.720]  突然間我們以前所講的這些歷史背景就沒有了
[00:04:25.720 --> 00:04:30.440]  很多時候說智慧書是由何時到何時都是一樣的
[00:04:30.440 --> 00:04:33.840]  我們不需要理會舊約聖經裏面的一些歷史背景
[00:04:33.840 --> 00:04:36.600]  如果你再記得三個月之前
[00:04:36.600 --> 00:04:38.280]  或者四個月、五個月之前
[00:04:38.280 --> 00:04:40.280]  我們讀所有的歷史書
[00:04:40.280 --> 00:04:42.720]  以色列人的歷史背景是很重要的
[00:04:42.720 --> 00:04:43.880]  你要明白那本書
[00:04:43.880 --> 00:04:46.200]  你一定要知道那個歷史背景
[00:04:46.200 --> 00:04:49.680]  通常歷史背景都是秘魯回歸
[00:04:49.680 --> 00:04:51.280]  秘魯等待著回歸
[00:04:51.280 --> 00:04:53.440]  或者秘魯回歸了
