
[00:00:00.000 --> 00:00:04.000]  開始的時候我想邀請大家想一想
[00:00:04.000 --> 00:00:07.000]  我不知道你們有沒有經歷過
[00:00:07.000 --> 00:00:12.000]  有一些場景是令你一望
[00:00:12.000 --> 00:00:15.000]  你就覺得嘆為觀止
[00:00:15.000 --> 00:00:18.000]  嘩!這樣
[00:00:18.000 --> 00:00:20.000]  想不想得到?
[00:00:20.000 --> 00:00:25.000]  我最近看了一個電視節目
[00:00:25.000 --> 00:00:29.000]  這個是一個紀錄片
[00:00:30.000 --> 00:00:32.000]  是外國人拍攝的
[00:00:32.000 --> 00:00:36.000]  是講香港的一個建築
[00:00:36.000 --> 00:00:40.000]  就是香港的昂船洲大橋
[00:00:40.000 --> 00:00:46.000]  我不知道大家知不知道這條橋其實很厲害
[00:00:46.000 --> 00:00:54.000]  是全世界用長度來計算排第三的斜拉索的橋
[00:00:54.000 --> 00:00:57.000]  就是一直這樣拉上去排第三
[00:00:58.000 --> 00:01:06.000]  這條橋是八號幹線的其中一部分
[00:01:06.000 --> 00:01:11.000]  如果你從機場去西九那邊
[00:01:11.000 --> 00:01:13.000]  你一定經過過
[00:01:13.000 --> 00:01:19.000]  這個紀錄片最主要就是技術
[00:01:19.000 --> 00:01:24.000]  這條橋的設計和建築的過程
[00:01:25.000 --> 00:01:30.000]  當中有一個外國人擔任主持人
[00:01:30.000 --> 00:01:33.000]  為了拍攝漂亮的景色
[00:01:33.000 --> 00:01:37.000]  他在拍攝的時候要爬到很高
[00:01:37.000 --> 00:01:41.000]  甚至我覺得挺驚險的位置
[00:01:41.000 --> 00:01:45.000]  我不知道如果叫你站在那裡
[00:01:45.000 --> 00:01:47.000]  你會怎樣
[00:01:47.000 --> 00:01:49.000]  我是畏高的
[00:01:49.000 --> 00:01:51.000]  所以你不要叫我站在那裡
[00:01:51.000 --> 00:01:56.000]  但我看下去其實也很驚險
[00:01:56.000 --> 00:01:58.000]  場景很震撼
[00:01:58.000 --> 00:02:05.000]  上星期和大家分享司徒幸傳的一章
[00:02:05.000 --> 00:02:06.000]  一節到第八節
[00:02:06.000 --> 00:02:10.000]  今天我會由第九節開始講
[00:02:10.000 --> 00:02:16.000]  在前面八節之前
[00:02:16.000 --> 00:02:21.000]  主耶穌留下了一個寶貴的應許給他們
[00:02:21.000 --> 00:02:24.000]  然後就被接升天
[00:02:24.000 --> 00:02:29.000]  如果當主耶穌升天那一刻
[00:02:29.000 --> 00:02:33.000]  你站在那裡看著這個場景
[00:02:33.000 --> 00:02:37.000]  我不知道你裡面有什麼感受
[00:02:37.000 --> 00:02:42.000]  我們先來讀讀第九至第十四節
[00:02:42.000 --> 00:02:43.000]  預備起
[00:02:43.000 --> 00:02:46.000]  說了這話他們靜看的時候
[00:02:46.000 --> 00:02:48.000]  他就被取上升
[00:02:48.000 --> 00:02:50.000]  有一朵雲彩把他接去
[00:02:50.000 --> 00:02:52.000]  便看不見他了
[00:02:52.000 --> 00:02:54.000]  當他往上去
[00:02:54.000 --> 00:02:56.000]  他們定睛望天的時候
[00:02:56.000 --> 00:03:00.000]  忽然有兩個人身穿白衣站在旁邊說
[00:03:00.000 --> 00:03:04.000]  加里里人啊你們為什麼站著望天呢
[00:03:04.000 --> 00:03:07.000]  這離開你們被接升天的耶穌
[00:03:07.000 --> 00:03:10.000]  你們見他怎樣往天上去
[00:03:10.000 --> 00:03:12.000]  他還要怎樣來
[00:03:12.000 --> 00:03:15.000]  有一座山名叫橄欖山
[00:03:15.000 --> 00:03:17.000]  離耶路撒冷不遠
[00:03:17.000 --> 00:03:19.000]  若有安息日可走的路程
[00:03:19.000 --> 00:03:23.000]  當下門徒從那裡回耶路撒冷去
[00:03:23.000 --> 00:03:26.000]  進了城就上了鎖住的一間樓房
[00:03:26.000 --> 00:03:30.000]  在那裡有彼得、約翰、雅各、安德烈
[00:03:30.000 --> 00:03:34.000]  肥力、多瑪、巴當羅邁、馬太
[00:03:34.000 --> 00:03:36.000]  哈勒肥的兒子雅各
[00:03:36.000 --> 00:03:40.000]  奮睿黨的西門和雅各的兒子猶大
[00:03:40.000 --> 00:03:42.000]  這些人同著幾個婦人
[00:03:42.000 --> 00:03:44.000]  和耶穌的母親瑪利亞
[00:03:44.000 --> 00:03:49.000]  並耶穌的弟兄都同心合意的行徹禱告
[00:03:49.000 --> 00:03:54.000]  這段經文由第九節到第十節的上半節
[00:03:54.000 --> 00:03:57.000]  就這樣形容門徒的反應
[00:03:57.000 --> 00:04:00.000]  說了這話他們正看的時候
[00:04:00.000 --> 00:04:02.000]  他就被取上升
[00:04:02.000 --> 00:04:04.000]  有一朵雲彩把他接去
[00:04:04.000 --> 00:04:06.000]  便看不見他了
[00:04:06.000 --> 00:04:07.000]  當他往上去
[00:04:07.000 --> 00:04:09.000]  他們定睛望天的時候
[00:04:09.000 --> 00:04:12.000]  接著下去
[00:04:12.000 --> 00:04:22.000]  這裡其實沒有繪影繪聲仔細地描述他們的表情
[00:04:22.000 --> 00:04:24.000]  不過我的想像
[00:04:24.000 --> 00:04:27.000]  就好像有一個很小的小朋友
[00:04:27.000 --> 00:04:32.000]  他有一堆氣球一直升向天空
[00:04:32.000 --> 00:04:35.000]  於是他眼睛都不眨地看著
[00:04:35.000 --> 00:04:38.000]  大概是這樣
[00:04:38.000 --> 00:04:40.000]  當然
[00:04:40.000 --> 00:04:43.000]  如果你相比起
[00:04:43.000 --> 00:04:46.000]  望著主耶穌升天
[00:04:46.000 --> 00:04:49.000]  和望著一堆氣球
[00:04:49.000 --> 00:04:52.000]  其實相差很遠
[00:04:52.000 --> 00:04:56.000]  應該反應大很多
[00:04:56.000 --> 00:04:59.000]  但這裡的描述
[00:04:59.000 --> 00:05:02.000]  其實是要突出一件事
[00:05:02.000 --> 00:05:06.000]  主耶穌已經完成了地上的工作
[00:05:06.000 --> 00:05:07.000]  經過復活
[00:05:07.000 --> 00:05:10.000]  向眾人顯現
[00:05:10.000 --> 00:05:12.000]  接著升天
[00:05:12.000 --> 00:05:15.000]  這一連串的作為
[00:05:15.000 --> 00:05:17.000]  正正就是成就了
[00:05:17.000 --> 00:05:21.000]  路加福音22章69節的預言
[00:05:21.000 --> 00:05:22.000]  從今以後
[00:05:22.000 --> 00:05:26.000]  人只要坐在神權能的右邊
[00:05:26.000 --> 00:05:28.000]  但故事未完
[00:05:28.000 --> 00:05:31.000]  因為第十節的下半節至十一節
[00:05:31.000 --> 00:05:33.000]  接著就說
[00:05:33.000 --> 00:05:37.000]  忽然有兩個人身穿白衣站在旁邊說
[00:05:37.000 --> 00:05:40.000]  伽利尼人你們為什麼站著望天呢?
[00:05:40.000 --> 00:05:43.000]  這離開你們被接升天的耶穌
[00:05:43.000 --> 00:05:46.000]  你們見他怎樣往天上去
[00:05:46.000 --> 00:05:48.000]  他還要怎樣來?
[00:05:48.000 --> 00:05:51.000]  正當門徒覺得很詫異
[00:05:51.000 --> 00:05:53.000]  站在那裡
[00:05:53.000 --> 00:05:55.000]  不懂得反應的時候
[00:05:55.000 --> 00:05:57.000]  兩個天使就來了
[00:05:57.000 --> 00:05:59.000]  他跟他們說
[00:05:59.000 --> 00:06:01.000]  叫他們不要遲疑
[00:06:01.000 --> 00:06:05.000]  因為按照聖經的另外一段預言
[00:06:05.000 --> 00:06:08.000]  記載在撒吉利亞書的十四章第四節
[00:06:08.000 --> 00:06:10.000]  那裡說
[00:06:10.000 --> 00:06:11.000]  主耶穌
[00:06:11.000 --> 00:06:14.000]  祂在橄欖山升天
[00:06:14.000 --> 00:06:16.000]  祂在那裡升天
[00:06:16.000 --> 00:06:20.000]  就會同樣在橄欖山回來
[00:06:20.000 --> 00:06:23.000]  到時世界就會終結
[00:06:23.000 --> 00:06:26.000]  神的旨意最終會被成就
[00:06:26.000 --> 00:06:29.000]  所以這兩位天使要挑戰他們
[00:06:29.000 --> 00:06:32.000]  不單要相信主耶穌的應許
[00:06:32.000 --> 00:06:39.000]  更加要回應早前給過他們的使命
[00:06:39.000 --> 00:06:42.000]  所以接著在第十二節
[00:06:42.000 --> 00:06:45.000]  門徒真的有行動回應
[00:06:45.000 --> 00:06:46.000]  經文這樣說
[00:06:46.000 --> 00:06:48.000]  有一座山名叫橄欖山
[00:06:48.000 --> 00:06:50.000]  離耶路撒冷不遠
[00:06:50.000 --> 00:06:52.000]  若有安息日可走的路程
[00:06:52.000 --> 00:06:56.000]  當下門徒從那裡回耶路撒冷去?
[00:06:56.000 --> 00:07:01.000]  這告訴我們若有安息日可走的路程
[00:07:01.000 --> 00:07:03.000]  那是多遠呢?
[00:07:03.000 --> 00:07:06.000]  當時猶太拉比
[00:07:06.000 --> 00:07:10.000]  根據春埃及記十六章二十九節
[00:07:10.000 --> 00:07:12.000]  他們引申出來
[00:07:12.000 --> 00:07:16.000]  在安息日的時候不能走得太遠
[00:07:16.000 --> 00:07:18.000]  什麼叫太遠?
[00:07:18.000 --> 00:07:22.000]  約書亞記三章四節說了給我們聽
[00:07:22.000 --> 00:07:28.000]  因為這裡描述這些以色列人要過約旦河
[00:07:28.000 --> 00:07:30.000]  你記得過約旦河的時候
[00:07:30.000 --> 00:07:35.000]  他們要跟約櫃的距離是二千爪
[00:07:35.000 --> 00:07:38.000]  即是大概一公里
[00:07:38.000 --> 00:07:43.000]  如果你走的路程超過這個距離
[00:07:43.000 --> 00:07:46.000]  就叫做干犯了安息日
[00:07:46.000 --> 00:07:52.000]  一公里其實很近
[00:07:52.000 --> 00:07:55.000]  但是如果你記得上星期我說
[00:07:55.000 --> 00:07:57.000]  對於這些門徒來說
[00:07:57.000 --> 00:08:01.000]  耶路撒冷是一個很危險的地方
[00:08:01.000 --> 00:08:03.000]  可能會沒命的地方
[00:08:03.000 --> 00:08:08.000]  所以要他們突破這個心理障礙
