
[00:00:00.000 --> 00:00:03.360]  今日要講到的經文是在《路加福音》第十五章
[00:00:03.360 --> 00:00:08.500]  今日要講的題目是
[00:00:08.500 --> 00:00:10.600]  Lost and Found
[00:00:10.600 --> 00:00:13.000]  失物 袋嶺
[00:00:13.000 --> 00:00:14.200]  怎麼翻譯都好
[00:00:14.200 --> 00:00:16.300]  總之你不見了東西,你找回來
[00:00:16.300 --> 00:00:18.100]  為什麼會想起這個題目呢?
[00:00:18.100 --> 00:00:19.500]  其實就大概...
[00:00:19.500 --> 00:00:21.500]  剛才都不停報告講了
[00:00:21.500 --> 00:00:23.900]  接下來我們有Gospel Month
[00:00:23.900 --> 00:00:24.400]  是不是?
[00:00:24.400 --> 00:00:26.300]  那麼Gospel Month的主題呢
[00:00:26.300 --> 00:00:28.600]  那四個星期就是講Lost and Found
[00:00:29.100 --> 00:00:33.100]  一想到Lost and Found這個主題的時候
[00:00:33.100 --> 00:00:35.400]  我就想到
[00:00:35.400 --> 00:00:37.600]  其實很多人都很迷失
[00:00:37.600 --> 00:00:38.700]  我們需要神
[00:00:38.700 --> 00:00:40.200]  如果我們找到
[00:00:40.200 --> 00:00:42.200]  上帝找到我們
[00:00:42.200 --> 00:00:44.000]  或者我們找到上帝就好了
[00:00:44.000 --> 00:00:46.200]  一想到這個題目
[00:00:46.200 --> 00:00:47.300]  我就想起這段經文
[00:00:47.300 --> 00:00:49.900]  《路加福音》第十五章
[00:00:49.900 --> 00:00:53.200]  我都請你揭露《路加福音》第十五章了沒有?
[00:00:53.200 --> 00:00:54.500]  還沒有
[00:00:54.500 --> 00:00:56.500]  那就多給你十五秒
[00:00:56.500 --> 00:00:57.800]  《路加福音》第十五章
[00:00:58.200 --> 00:00:59.200]  我想你看看
[00:00:59.200 --> 00:01:00.400]  這張聖經很長
[00:01:00.400 --> 00:01:01.600]  總共有三十多...
[00:01:01.600 --> 00:01:03.200]  差不多四十節的經文
[00:01:03.200 --> 00:01:05.400]  它裡面有三個的比喻
[00:01:05.400 --> 00:01:06.500]  這三個比喻是什麼?
[00:01:06.500 --> 00:01:10.300]  大聲一點,這裡很小
[00:01:10.300 --> 00:01:11.500]  失陽,還有呢?
[00:01:11.500 --> 00:01:12.400]  失淺
[00:01:12.400 --> 00:01:13.800]  失儀
[00:01:13.800 --> 00:01:15.500]  這個翻譯十分好
[00:01:15.500 --> 00:01:17.100]  如果你看和合本
[00:01:17.100 --> 00:01:18.500]  通常會告訴你
[00:01:18.500 --> 00:01:20.000]  是迷陽的比喻
[00:01:20.000 --> 00:01:22.000]  失淺的比喻
[00:01:22.000 --> 00:01:23.700]  浪子的比喻
[00:01:23.700 --> 00:01:26.900]  你說的好像是三個不同的比喻
[00:01:27.400 --> 00:01:31.300]  但其實你在中間是很容易找到它有一個共通點的
[00:01:31.300 --> 00:01:33.500]  就是說你不見了的東西
[00:01:33.500 --> 00:01:34.400]  找回來
[00:01:34.400 --> 00:01:35.800]  不見了的東西
[00:01:35.800 --> 00:01:36.400]  找回來
[00:01:36.400 --> 00:01:40.100]  如果你看英文的 message(訊息)的 topic(題目)
[00:01:40.100 --> 00:01:41.000]  它就會這樣寫的
[00:01:41.000 --> 00:01:43.100]  The story of the lost ship
[00:01:43.100 --> 00:01:45.400]  The story of the lost coin
[00:01:45.400 --> 00:01:47.300]  The story of the lost sun
[00:01:47.300 --> 00:01:50.400]  我不知道你明白不明白
[00:01:50.400 --> 00:01:52.200]  它的鋪排是怎樣
[00:01:52.200 --> 00:01:52.500]  是不是?
[00:01:52.500 --> 00:01:54.500]  我猜你回教會回得久
[00:01:54.500 --> 00:01:55.900]  你一定聽過這些比喻
[00:01:55.900 --> 00:01:56.300]  是不是?
[00:01:56.300 --> 00:01:57.600]  原本有一百隻羊
[00:01:57.600 --> 00:01:58.300]  不見了一隻
[00:01:58.300 --> 00:01:58.900]  找回來
[00:01:58.900 --> 00:01:59.900]  有十個銀
[00:01:59.900 --> 00:02:00.800]  不見了一個
[00:02:00.800 --> 00:02:01.200]  找回來
[00:02:01.200 --> 00:02:02.600]  後來有多少個兒子?
[00:02:02.600 --> 00:02:04.000]  兩個兒子
[00:02:04.000 --> 00:02:04.900]  不見了一個
[00:02:04.900 --> 00:02:05.400]  找回來
[00:02:05.400 --> 00:02:07.400]  你看到是層層遞進的
[00:02:07.400 --> 00:02:08.000]  是不是?
[00:02:08.000 --> 00:02:09.500]  由百分之一
[00:02:09.500 --> 00:02:10.900]  到十分之一
[00:02:10.900 --> 00:02:12.200]  到現在是
[00:02:12.200 --> 00:02:13.200]  二分之一
[00:02:13.200 --> 00:02:16.700]  你會看到作者路加是很
[00:02:16.700 --> 00:02:18.800]  清晰地想表達
[00:02:18.800 --> 00:02:20.400]  上帝的心是怎樣
[00:02:20.400 --> 00:02:22.600]  上帝的心很簡單說就是
[00:02:22.600 --> 00:02:24.200]  他不見了的東西
[00:02:24.200 --> 00:02:25.200]  他會找回來
[00:02:25.800 --> 00:02:28.200]  但當我自己一直讀這段經文的時候
[00:02:28.200 --> 00:02:29.300]  我發覺了一件事
[00:02:29.300 --> 00:02:31.300]  我發覺了一件事
[00:02:31.300 --> 00:02:32.400]  其實這個訊息
[00:02:32.400 --> 00:02:34.400]  不只是未信的人需要
[00:02:34.400 --> 00:02:37.100]  反而在教會
[00:02:37.100 --> 00:02:38.200]  我們同樣需要
[00:02:38.200 --> 00:02:42.000]  我發覺我們教會有一樣很重要的東西
[00:02:42.000 --> 00:02:43.100]  我們不見了
[00:02:43.100 --> 00:02:45.500]  我希望今天可以找回來
[00:02:45.500 --> 00:02:48.100]  所以今天的做法很簡單
[00:02:48.100 --> 00:02:49.300]  你也知道我講到
[00:02:49.300 --> 00:02:51.200]  不是經常都是三點
[00:02:51.200 --> 00:02:52.400]  第一點第二點第三點
[00:02:52.400 --> 00:02:54.800]  我很想用短短的時間
[00:02:54.800 --> 00:02:56.300]  跟你講了頭兩個比喻
[00:02:56.300 --> 00:02:57.800]  我們今天只是講頭兩個
[00:02:57.800 --> 00:02:59.600]  因為最後那個讀完也夠鐘了
[00:02:59.600 --> 00:03:01.400]  還有大家太熟了那個
[00:03:01.400 --> 00:03:03.100]  講完頭兩個比喻
[00:03:03.100 --> 00:03:04.500]  解了這段經文的時候
[00:03:04.500 --> 00:03:06.000]  我們一起去反省
[00:03:06.000 --> 00:03:07.900]  到底我們生命裡面
[00:03:07.900 --> 00:03:09.100]  不見了些什麼
[00:03:09.100 --> 00:03:09.800]  好嗎?
[00:03:09.800 --> 00:03:12.900]  好,那就請弟兄姊妹一起讀第一節
[00:03:12.900 --> 00:03:13.800]  至到第七節
[00:03:13.800 --> 00:03:14.200]  好嗎?
[00:03:14.200 --> 00:03:14.700]  預備
[00:03:14.700 --> 00:03:15.000]  一
[00:03:15.000 --> 00:03:15.400]  二
[00:03:15.400 --> 00:03:15.700]  三
[00:03:24.800 --> 00:03:25.300]  三
[00:03:25.300 --> 00:03:25.800]  四
[00:03:25.800 --> 00:03:26.300]  五
[00:03:26.300 --> 00:03:26.800]  六
[00:03:26.800 --> 00:03:27.300]  七
[00:03:27.300 --> 00:03:27.800]  八
[00:03:27.800 --> 00:03:28.300]  九
[00:03:28.300 --> 00:03:28.800]  十
[00:03:28.800 --> 00:03:29.300]  一
[00:03:29.300 --> 00:03:29.800]  二
[00:03:29.800 --> 00:03:30.300]  三
[00:03:30.300 --> 00:03:30.800]  四
[00:03:30.800 --> 00:03:31.300]  五
[00:03:31.300 --> 00:03:31.800]  六
[00:03:31.800 --> 00:03:32.300]  七
[00:03:32.300 --> 00:03:32.800]  八
[00:03:32.800 --> 00:03:33.300]  九
[00:03:33.300 --> 00:03:33.800]  十
[00:03:33.800 --> 00:03:34.300]  一
[00:03:34.300 --> 00:03:34.800]  二
[00:03:34.800 --> 00:03:35.300]  三
[00:03:35.300 --> 00:03:35.800]  四
[00:03:35.800 --> 00:03:36.300]  五
[00:03:36.300 --> 00:03:36.800]  六
[00:03:36.800 --> 00:03:37.300]  七
[00:03:37.300 --> 00:03:37.800]  八
[00:03:37.800 --> 00:03:38.300]  九
[00:03:38.300 --> 00:03:38.800]  十
[00:03:38.800 --> 00:03:39.300]  一
[00:03:39.300 --> 00:03:39.800]  二
[00:03:39.800 --> 00:03:40.300]  三
[00:03:40.300 --> 00:03:40.800]  四
[00:03:40.800 --> 00:03:41.300]  五
[00:03:41.300 --> 00:03:41.800]  六
[00:03:41.800 --> 00:03:42.300]  七
[00:03:42.300 --> 00:03:42.800]  八
[00:03:42.800 --> 00:03:43.300]  九
[00:03:43.300 --> 00:03:43.800]  十
[00:03:43.800 --> 00:03:44.300]  一
[00:03:44.300 --> 00:03:44.800]  二
[00:03:44.800 --> 00:03:45.300]  三
[00:03:45.300 --> 00:03:45.800]  四
[00:03:45.800 --> 00:03:46.300]  五
[00:03:46.300 --> 00:03:46.800]  六
[00:03:46.800 --> 00:03:47.300]  七
[00:03:47.300 --> 00:03:47.800]  八
[00:03:47.800 --> 00:03:48.300]  九
[00:03:48.300 --> 00:03:48.800]  十
[00:03:48.800 --> 00:03:49.300]  一
[00:03:49.300 --> 00:03:49.800]  二
[00:03:49.800 --> 00:03:50.300]  三
[00:03:50.300 --> 00:03:50.800]  四
[00:03:50.800 --> 00:03:51.300]  五
[00:03:51.300 --> 00:03:51.800]  六
[00:03:51.800 --> 00:03:52.300]  七
[00:03:52.300 --> 00:03:52.800]  八
[00:03:52.800 --> 00:03:53.300]  九
[00:03:53.300 --> 00:03:53.800]  十
[00:03:53.800 --> 00:03:54.300]  一
[00:03:54.300 --> 00:03:54.800]  二
[00:03:54.800 --> 00:03:55.300]  三
[00:03:55.300 --> 00:03:55.800]  四
[00:03:55.800 --> 00:03:56.300]  五
[00:03:56.300 --> 00:03:56.800]  六
[00:03:56.800 --> 00:03:57.300]  七
[00:03:57.300 --> 00:03:57.800]  八
[00:03:57.800 --> 00:03:58.300]  九
[00:03:58.300 --> 00:03:58.800]  十
[00:03:58.800 --> 00:03:59.300]  一
[00:03:59.300 --> 00:03:59.800]  二
[00:03:59.800 --> 00:04:00.300]  三
[00:04:00.300 --> 00:04:00.800]  四
[00:04:00.800 --> 00:04:01.300]  五
[00:04:01.300 --> 00:04:01.800]  六
[00:04:01.800 --> 00:04:02.300]  七
[00:04:02.300 --> 00:04:02.800]  八
[00:04:02.800 --> 00:04:03.300]  九
[00:04:03.300 --> 00:04:03.800]  十
[00:04:03.800 --> 00:04:04.300]  一
[00:04:04.300 --> 00:04:04.800]  二
[00:04:04.800 --> 00:04:05.300]  三
[00:04:05.300 --> 00:04:05.800]  四
[00:04:05.800 --> 00:04:06.300]  五
[00:04:06.300 --> 00:04:06.800]  六
[00:04:06.800 --> 00:04:07.300]  七
[00:04:07.300 --> 00:04:07.800]  八
[00:04:07.800 --> 00:04:08.300]  九
[00:04:08.300 --> 00:04:08.800]  十
[00:04:08.800 --> 00:04:09.300]  一
[00:04:09.300 --> 00:04:09.800]  二
[00:04:09.800 --> 00:04:10.300]  三
[00:04:10.300 --> 00:04:10.800]  四
[00:04:10.800 --> 00:04:11.300]  五
[00:04:11.300 --> 00:04:11.800]  六
[00:04:11.800 --> 00:04:12.300]  七
[00:04:12.300 --> 00:04:12.800]  八
[00:04:12.800 --> 00:04:13.300]  九
[00:04:13.300 --> 00:04:13.800]  十
[00:04:13.800 --> 00:04:14.300]  一
[00:04:14.300 --> 00:04:14.800]  二
[00:04:14.800 --> 00:04:15.300]  三
[00:04:15.300 --> 00:04:15.800]  四
[00:04:15.800 --> 00:04:16.300]  五
[00:04:16.300 --> 00:04:16.800]  六
[00:04:16.800 --> 00:04:17.300]  七
[00:04:17.300 --> 00:04:17.800]  八
[00:04:17.800 --> 00:04:18.300]  九
[00:04:18.300 --> 00:04:18.800]  七
[00:04:18.800 --> 00:04:19.300]  八
[00:04:19.300 --> 00:04:19.800]  九
[00:04:19.800 --> 00:04:20.300]  十
[00:04:20.300 --> 00:04:20.800]  一
[00:04:20.800 --> 00:04:21.300]  二
[00:04:21.300 --> 00:04:21.800]  三
[00:04:21.800 --> 00:04:22.300]  四
[00:04:22.300 --> 00:04:22.800]  五
[00:04:22.800 --> 00:04:23.300]  六
[00:04:23.300 --> 00:04:23.800]  七
[00:04:23.800 --> 00:04:24.300]  八
[00:04:24.300 --> 00:04:24.800]  九
[00:04:24.800 --> 00:04:25.300]  一
[00:04:25.300 --> 00:04:25.800]  二
[00:04:25.800 --> 00:04:26.300]  三
