
[00:00:00.000 --> 00:00:02.560]  再過十一天就是聖誕節了。
[00:00:02.560 --> 00:00:07.000]  聖誕節到處可以聽到非常美妙的聖誕詩歌,
[00:00:07.000 --> 00:00:11.240]  購物中心也沾沾潔彩,迎接聖誕節的來臨。
[00:00:11.240 --> 00:00:14.000]  我們看到許許多多購買聖誕禮物的人,
[00:00:14.000 --> 00:00:19.240]  甚至在購物中心看到非常多的人山人海。
[00:00:19.240 --> 00:00:24.080]  其實聖誕節乃是每年最美好的季節。
[00:00:24.080 --> 00:00:25.000]  爲什麼呢?
[00:00:25.000 --> 00:00:27.280]  因爲是要慶祝耶穌基督的誕生。
[00:00:27.280 --> 00:00:30.000]  我們再次要提醒我們自己說:
[00:00:30.000 --> 00:00:36.280]  耶穌基督是我們慶祝聖誕節的意義。
[00:00:36.280 --> 00:00:40.280]  因爲耶穌基督的到來,我們在絕望當中纔有盼望。
[00:00:40.280 --> 00:00:45.280]  因爲耶穌基督的到來,我們在黑暗當中纔看見了光。
[00:00:45.280 --> 00:00:48.280]  所以在詩篇103篇詩人提醒我們說:
[00:00:48.280 --> 00:00:54.280]  我的心啊,你要稱頌耶和華,不可忘記祂的一切恩惠。
[00:00:54.280 --> 00:00:59.280]  是的,我們要記得祖的恩惠,要記得耶穌基督誕生的日子,
[00:00:59.280 --> 00:01:02.280]  但是太太的生日也不要忘記哦。
[00:01:02.280 --> 00:01:07.280]  有一天老張早上起來的時候,就走到太太的身邊說:
[00:01:07.280 --> 00:01:11.280]  哎呀,親愛的,昨天晚上我做了一個非常可怕的夢,
[00:01:11.280 --> 00:01:17.280]  在夢中我忘記了你的生日,你就把我所有的信用卡都撿了,
[00:01:17.280 --> 00:01:20.280]  把我最新的手機扔到廁所裏面去,
[00:01:20.280 --> 00:01:24.280]  把我所心愛的跑車也賣給了鄰居。
[00:01:24.280 --> 00:01:29.280]  太太一面喝着咖啡,一面就是很冷淡地問她說:
[00:01:29.280 --> 00:01:36.280]  所以呢?所以我就從噩夢中驚醒了過來,很高興地發現。
[00:01:36.280 --> 00:01:40.280]  太太就迫不及待地說:你到底發現了什麼?
[00:01:40.280 --> 00:01:44.280]  我發現,原來這只不過是一個噩夢吧。
[00:01:44.280 --> 00:01:48.280]  幹嘛還沒人說要記得太太的生日?
[00:01:48.280 --> 00:01:54.280]  更不要忘記,聖誕節乃是慶祝耶穌基督的生日。
[00:01:54.280 --> 00:01:58.280]  每年這個時候我們都會來訴說耶穌基督誕生的故事,
[00:01:58.280 --> 00:02:03.280]  提醒我們耶穌基督是爲你爲我而來到這個世上。
[00:02:03.280 --> 00:02:07.280]  今天早上我們從路加福音第一章,我們從26節到38節,
[00:02:07.280 --> 00:02:12.280]  我們先看26到33節記載耶穌基督誕生的一些故事。
[00:02:12.280 --> 00:02:20.280]  26節說,到了第6個月,天使加百列奉神差遣,晚加歷歷地拿撒勒的神去,
[00:02:20.280 --> 00:02:26.280]  到了一個童貞女那裏,她已經和大衛家的一個名叫月氏的人訂了婚,
[00:02:26.280 --> 00:02:29.280]  童貞女的名字是瑪利亞。
[00:02:29.280 --> 00:02:35.280]  28節說,天使進去對她說:恭喜蒙大恩的女子,主與你同在。
[00:02:35.280 --> 00:02:39.280]  蒙大恩就是蒙受神特別恩典的女子,主與你同在。
[00:02:39.280 --> 00:02:45.280]  她卻因這話驚歡起來,彷彿思想這樣祝賀是什麼意思。
[00:02:45.280 --> 00:02:52.280]  30節說,天使說:瑪利亞,不要害怕,因爲你已經在神那裏蒙了恩,
[00:02:52.280 --> 00:02:57.280]  你要懷孕生子,要給他起名叫耶穌。
[00:02:57.280 --> 00:03:05.280]  32節說,他將要被尊爲大,成爲至高者的兒子,主神要把他主大位的王位賜給他,
[00:03:05.280 --> 00:03:12.280]  他要做王統治雅各迦,直到永遠,他的國也沒有窮盡。
[00:03:12.280 --> 00:03:14.280]  阿利路亞。
[00:03:14.280 --> 00:03:17.280]  其實聖誕節是非常重要的季節。
[00:03:17.280 --> 00:03:20.280]  聖誕經文是告訴我們六個月以後,
[00:03:20.280 --> 00:03:27.280]  六個月以後是告訴我們她的親戚伊麗莎白懷孕了六個月以後,
[00:03:27.280 --> 00:03:31.280]  天使就向瑪利亞來顯現。
[00:03:31.280 --> 00:03:36.280]  你可以想象伊麗莎白之所以能夠懷孕也是一個神蹟。
[00:03:36.280 --> 00:03:42.280]  在上文告訴我們說,伊麗莎白跟她的丈夫祭司撒加利亞已經過了能夠生育的年齡,
[00:03:42.280 --> 00:03:45.280]  已經年紀老邁,根本不能夠再生小孩了。
[00:03:45.280 --> 00:03:52.280]  他們期望有個男孩,但是神卻向他們顯現,告訴他們說他們要生一個男孩,而且名叫約翰。
[00:03:52.280 --> 00:03:56.280]  所以這時候伊麗莎白已經懷孕六個月。
[00:03:56.280 --> 00:03:59.280]  然後這個故事的背景告訴我們是發生在什麼時候呢?
[00:03:59.280 --> 00:04:05.280]  是在剛好在舊月到新月之間,兩月中間非常重要的時期。
[00:04:05.280 --> 00:04:12.280]  我們知道從舊月最後一本書,瑪拉基書到新月的時候已經有四百年的時間,
[00:04:12.280 --> 00:04:20.280]  神好像靜默,沒有再向人顯現,沒有天使顯現,沒有天使向人傳說神話。
[00:04:20.280 --> 00:04:23.280]  這段時期聖經學者稱它爲靜默時期,
[00:04:23.280 --> 00:04:28.280]  可以說是從尼西米一直到耶穌基督誕生的時期。
[00:04:28.280 --> 00:04:31.280]  尼西米跟瑪拉基是同一個時代的人,
[00:04:31.280 --> 00:04:35.280]  所以瑪拉基書最後一本書也是代表舊月的最後一個時期。
[00:04:35.280 --> 00:04:40.280]  一直到四百年,神也不再跟人來說話。
[00:04:40.280 --> 00:04:43.280]  所以大家可以想象當時以色列的百姓從以賽爾先知書等等,
[00:04:43.280 --> 00:04:48.280]  已經知道將來會有個彌賽亞救主會臨到他們當中。
[00:04:48.280 --> 00:04:50.280]  但是這四百年他們等來等去,
[00:04:50.280 --> 00:04:58.280]  神不再向他們顯現,也不再跟他們來說話,他們以爲神把他們給忘記了。
[00:04:58.280 --> 00:04:59.280]  你可以想象嗎?
[00:04:59.280 --> 00:05:03.280]  以色列人何等失望,他們卻期待彌賽的到來,
[00:05:03.280 --> 00:05:09.280]  但是神卻沒有任何的啓示,沒有再給他們任何的話語,沒有任何的顯現。
[00:05:09.280 --> 00:05:14.280]  所以今天我們從聖誕的季節裏面,我們來思想三個非常重要的信息。
[00:05:14.280 --> 00:05:16.280]  首先第一,神沒有忘記你,不要氣餒。
[00:05:16.280 --> 00:05:20.280]  剛纔旁邊的人說,神沒有忘記你,不要氣餒。
[00:05:20.280 --> 00:05:22.280]  是的,神沒有忘記你,不要氣餒。
[00:05:22.280 --> 00:05:27.280]  當時以色列的百姓他們有點氣餒了,神真的是把我們忘記了。
[00:05:27.280 --> 00:05:34.280]  已經預言了四百年這麼久,但是卻沒有任何的跡象,彌賽亞要到來。
[00:05:34.280 --> 00:05:39.280]  所以你可以想象當時他們是何等何等的氣餒灰心嗎?
[00:05:39.280 --> 00:05:46.280]  但是神卻透過先知書,一而再,再而三地提醒他們說,神是永遠不會忘記他們的。
[00:05:46.280 --> 00:05:51.280]  特別是他們背叛神的時候,神用外邦人的國家來管教他們,
[00:05:51.280 --> 00:05:56.280]  他們在這種非常困苦流離的時候,他們心中裏面的吶喊說,
[00:05:56.280 --> 00:05:58.280]  神啊,你難道忘記了我們嗎?
[00:05:58.280 --> 00:06:02.280]  這神通過以色列先知書第四十九章十五節怎麼告訴他們呢?
[00:06:02.280 --> 00:06:15.280]  "如果婦人焉能忘記他赤乃的嬰孩,不連續他所生的兒子,即或有忘記的,我卻不忘記你。"
[00:06:15.280 --> 00:06:20.280]  我們可以想象這不可能的事情,婦人怎能忘記他赤乃的嬰孩呢?
[00:06:20.280 --> 00:06:23.280]  不連續他自己的兒子呢?
[00:06:23.280 --> 00:06:33.280]  可是即或有忘記的,神說,非常確定地告訴他的百姓說,我卻不忘記你。
[00:06:33.280 --> 00:06:38.280]  你知道嗎?有些母親真的可能會忘記自己赤乃的嬰孩。
[00:06:38.280 --> 00:06:46.280]  很多年前,聽到一位姐妹告訴我說,她跟她先生帶着她的嬰孩到小組裏面參加小組聚會,
[00:06:46.280 --> 00:06:52.280]  小組聚會結束了以後,大家在喫點心,很高興,彼此分享交通,她跟她先生就開車回家了。
[00:06:52.280 --> 00:06:57.280]  回到家以後,準備休息的時候,突然間電話響了。
[00:06:57.280 --> 00:07:02.280]  小組長打電話來說,某某姐妹,你忘記了什麼嗎?
[00:07:02.280 --> 00:07:09.280]  她說,沒有啊,我們準備要休息了,你的嬰孩還在我家呢。
[00:07:09.280 --> 00:07:14.280]  這姐妹還告訴我說,不但只是一次,她忘記了兩次。
[00:07:14.280 --> 00:07:24.280]  所以薩雅先生說,婦人依然能忘記赤乃的嬰孩,不連續她自己的孩子,即或有的話,真的是有啊。
[00:07:24.280 --> 00:07:30.280]  神說,我卻不忘記你。
[00:07:30.280 --> 00:07:33.280]  真的是我們看到神,真的是沒有忘記祂的百姓。
[00:07:33.280 --> 00:07:36.280]  怎麼知道祂沒有忘記祂的百姓呢?從兩方面我們來看。
[00:07:36.280 --> 00:07:45.280]  首先第一,天使造訪被人藐視的那撒勒城。
[00:07:45.280 --> 00:07:49.280]  這裏說天使加百列到加利利的那撒勒城。
[00:07:49.280 --> 00:07:51.280]  你要知道這個歷史的背景。
[00:07:51.280 --> 00:07:57.280]  加利利人一般上是被耶路撒冷的猶太人看爲次等公民。
[00:07:57.280 --> 00:08:00.280]  主要是加利利一帶的人,他們是跟外邦有接觸的。
[00:08:00.280 --> 00:08:07.280]  因此在耶路撒冷的猶太人就非常藐視這些加利利人。
[00:08:07.280 --> 00:08:14.280]  特別是加利利的撒麻勒城。
[00:08:14.280 --> 00:08:19.280]  這個撒麻勒城可以說是他們非常非常藐視。
[00:08:19.280 --> 00:08:21.280]  爲什麼會藐視這個撒麻勒城呢?
[00:08:21.280 --> 00:08:25.280]  到一種地步,他們覺得沒有任何好東西能夠從這個城市出來。
[00:08:25.280 --> 00:08:30.280]  記得嗎?有一次當菲利遇見了耶穌基督以後,
[00:08:30.280 --> 00:08:33.280]  他非常高興,找到他的好朋友納旦耶,
[00:08:33.280 --> 00:08:40.280]  告訴他說我遇見的就是經上所講的那一位就是那撒勒人的耶穌。
[00:08:40.280 --> 00:08:48.280]  你現場看,菲利的好朋友納旦耶聽到那撒勒人的耶穌以後會有什麼反應呢?
[00:08:48.280 --> 00:08:50.280]  在約翰福音第一章第四十六節,
[00:08:50.280 --> 00:08:55.280]  納旦耶對他說,納撒勒還能出什麼好的嗎?
[00:08:55.280 --> 00:08:59.280]  哇,他是納撒勒的耶穌啊。
[00:08:59.280 --> 00:09:02.280]  但是納旦耶卻說,納撒勒能出什麼好嗎?
[00:09:02.280 --> 00:09:06.280]  納撒勒有什麼好東西啊?菲利說,你來看。
[00:09:06.280 --> 00:09:12.280]  那你說爲什麼當時的猶太人他們這麼藐視納撒勒城?
[00:09:12.280 --> 00:09:14.280]  特別是納撒勒人呢?
[00:09:14.280 --> 00:09:22.280]  天使加白利偏偏奉神差遣到被人藐視的納撒勒城去。
[00:09:22.280 --> 00:09:24.280]  那你說爲什麼納撒勒城被人藐視呢?
[00:09:24.280 --> 00:09:27.280]  其實當時他們在羅馬的統治底下,
[00:09:27.280 --> 00:09:34.280]  羅馬政府當時就在納撒勒城的附近設立了他們的所謂的軍事總部,
[00:09:34.280 --> 00:09:39.280]  因此納撒勒城成爲他們軍事基地的營地。
[00:09:39.280 --> 00:09:46.280]  所以你可以想象,所有犯罪的事情,所有腐敗的事情,都在納撒勒城可以看得見。
[00:09:46.280 --> 00:09:51.280]  所以納撒勒城也被當時的猶太人稱爲"罪惡之城"。
[00:09:51.280 --> 00:09:56.280]  哇,你可以想象,被人藐視的納撒勒城,
[00:09:56.280 --> 00:10:02.280]  怎麼會有天使奉神來差派到瑪利亞的家,
[00:10:02.280 --> 00:10:05.280]  報告他大豪的信書,你是蒙大恩的女子啊。
[00:10:05.280 --> 00:10:08.280]  你是靈獸神特別的恩典的蒙大恩的女子,
[00:10:08.280 --> 00:10:12.280]  說瑪利亞是靈獸神的恩典,他本身並不是恩典的源頭,
[00:10:12.280 --> 00:10:17.280]  請不要搞錯,你是蒙大恩的女子,恭喜你啦!
