
[00:00:00.000 --> 00:00:03.440]  我們再祈禱仰望神引導我們
[00:00:30.000 --> 00:00:33.000]  親自藉藥祢的真理教導我們
[00:00:33.000 --> 00:00:36.000]  讓我們知道心轉向祢
[00:00:36.000 --> 00:00:40.000]  我們就可以承受祢要給我們的恩典
[00:00:40.000 --> 00:00:42.000]  如今我們打開聖經
[00:00:42.000 --> 00:00:44.000]  渴慕祢自己的真理
[00:00:44.000 --> 00:00:47.000]  因為祢的真理是靈是生命
[00:00:47.000 --> 00:00:50.000]  是叫我們真正得到飽足
[00:00:50.000 --> 00:00:53.000]  主也求祢自己藉藥祢真理的聖靈
[00:00:53.000 --> 00:00:56.000]  再次引導我們領受祢的道
[00:00:56.000 --> 00:01:00.000]  又在行的過程中得著恩典
[00:01:00.000 --> 00:01:01.000]  我們下一次時間
[00:01:01.000 --> 00:01:04.000]  求主再次施恩引導我們
[00:01:04.000 --> 00:01:06.000]  我們同心祈禱
[00:01:06.000 --> 00:01:08.000]  奉耶穌基督的聖名求
[00:01:08.000 --> 00:01:09.000]  阿門
[00:01:09.000 --> 00:01:14.000]  我們揭開剛才聖經瑪利基書第三章的經文
[00:01:14.000 --> 00:01:22.000]  瑪利基書第三章有提及到十一奉獻的真理
[00:01:22.000 --> 00:01:24.000]  當你看聖經的時候
[00:01:24.000 --> 00:01:26.000]  你會發覺聖經有很多處地方
[00:01:26.000 --> 00:01:28.000]  不單止在瑪利基書
[00:01:28.000 --> 00:01:32.000]  都有提及到有關於金錢的真理
[00:01:32.000 --> 00:01:33.000]  如果你看回四方書的時候
[00:01:33.000 --> 00:01:37.000]  你會發覺主耶穌講了很多的比喻
[00:01:37.000 --> 00:01:40.000]  而比喻裡面有很多不同的主題
[00:01:40.000 --> 00:01:45.000]  但比喻當中講及最多的主題就是金錢
[00:01:45.000 --> 00:01:47.000]  在主的心裡面
[00:01:47.000 --> 00:01:49.000]  祂知道要教導祂的門徒
[00:01:49.000 --> 00:01:51.000]  要明白神的心意
[00:01:51.000 --> 00:01:53.000]  其中要明白的
[00:01:53.000 --> 00:01:55.000]  就是怎樣去了解
[00:01:55.000 --> 00:01:57.000]  怎樣去看金錢
[00:01:57.000 --> 00:01:58.000]  怎樣去明白
[00:01:58.000 --> 00:02:00.000]  合宜的運用金錢
[00:02:00.000 --> 00:02:02.000]  怎樣去奉獻金錢
[00:02:02.000 --> 00:02:04.000]  這方面也是我們
[00:02:04.000 --> 00:02:06.000]  作為跟隨主的人
[00:02:06.000 --> 00:02:08.000]  需要留心聖經的教導
[00:02:08.000 --> 00:02:11.000]  明白神對我們的心意是怎樣
[00:02:11.000 --> 00:02:14.000]  因此我們看到瑪利基書三章
[00:02:14.000 --> 00:02:15.000]  一開始的時候
[00:02:15.000 --> 00:02:19.000]  你會發覺聖經就提及一件很嚴重的事情
[00:02:19.000 --> 00:02:24.000]  就提到神的子民竟然搶奪了神自己的物品
[00:02:24.000 --> 00:02:29.000]  我們看第三章第七節
[00:02:29.000 --> 00:02:31.000]  從你們列祖的日子以來
[00:02:31.000 --> 00:02:35.000]  你們就偏離了我的律例而不遵守
[00:02:35.000 --> 00:02:37.000]  現在你們要轉向我
[00:02:37.000 --> 00:02:39.000]  我就必轉向你們
[00:02:39.000 --> 00:02:40.000]  你們還問
[00:02:40.000 --> 00:02:43.000]  我們要怎樣迴轉呢?
[00:02:43.000 --> 00:02:45.000]  是當時神責備他的子民
[00:02:45.000 --> 00:02:49.000]  是常常轉離他的誡命
[00:02:49.000 --> 00:02:52.000]  沒有聽從到神的心意
[00:02:52.000 --> 00:02:54.000]  當人們不聽從神的心意的時候
[00:02:54.000 --> 00:02:58.000]  是應該面對著神給人的審判
[00:02:58.000 --> 00:03:00.000]  但是這一群神的子民
[00:03:00.000 --> 00:03:04.000]  沒有因此被消滅
[00:03:04.000 --> 00:03:05.000]  是為甚麼呢?
[00:03:05.000 --> 00:03:08.000]  你看看前面的第六節
[00:03:08.000 --> 00:03:09.000]  第三章第六節就說
[00:03:09.000 --> 00:03:11.000]  萬君的耶和華說
[00:03:11.000 --> 00:03:14.000]  因為我耶和華是不改變的
[00:03:14.000 --> 00:03:18.000]  所以你們雅各的子孫也不會滅亡
[00:03:18.000 --> 00:03:22.000]  因為上帝的憐憫是沒有改變的
[00:03:22.000 --> 00:03:25.000]  縱使人撥逆離開上帝
[00:03:25.000 --> 00:03:29.000]  不因此改變神自己的屬性
[00:03:29.000 --> 00:03:31.000]  他仍然是沒有憐憫
[00:03:31.000 --> 00:03:33.000]  所以仍然不斷呼籲人
[00:03:33.000 --> 00:03:36.000]  來迴轉歸回向神
[00:03:36.000 --> 00:03:39.000]  所以他們不至於滅沒
[00:03:39.000 --> 00:03:41.000]  耶穌就說你們要轉向我
[00:03:41.000 --> 00:03:43.000]  剛才讀的第七節
[00:03:43.000 --> 00:03:44.000]  你們要轉向我
[00:03:44.000 --> 00:03:47.000]  我就要轉向你們
[00:03:47.000 --> 00:03:49.000]  神告訴他們
[00:03:49.000 --> 00:03:50.000]  當你們的心轉向我
[00:03:50.000 --> 00:03:52.000]  聽從我的時候
[00:03:52.000 --> 00:03:54.000]  我就轉向你們
[00:03:54.000 --> 00:03:57.000]  我就向你們施恩典
[00:03:57.000 --> 00:03:58.000]  是一種很特別
[00:03:58.000 --> 00:04:01.000]  曾經上述提及的呼應
[00:04:01.000 --> 00:04:03.000]  人轉向神
[00:04:03.000 --> 00:04:06.000]  神轉向人
[00:04:06.000 --> 00:04:07.000]  有些時候我們會覺得
[00:04:07.000 --> 00:04:13.000]  會不會有些交換式的原則
[00:04:13.000 --> 00:04:16.000]  但聖經並不是說交換
[00:04:16.000 --> 00:04:20.000]  而是說一種心靈的狀況
[00:04:20.000 --> 00:04:21.000]  當人轉向上帝的時候
[00:04:21.000 --> 00:04:25.000]  意味著他的心向神開闖
[00:04:25.000 --> 00:04:27.000]  當人向神開闖的時候
[00:04:27.000 --> 00:04:30.000]  神就可以將恩典賜給人
[00:04:30.000 --> 00:04:32.000]  神不會勉強我們
[00:04:32.000 --> 00:04:33.000]  我們不要的時候
[00:04:33.000 --> 00:04:37.000]  他不會勉強我們要
[00:04:37.000 --> 00:04:39.000]  好像一間房屋
[00:04:39.000 --> 00:04:41.000]  當外面很新鮮的空氣
[00:04:41.000 --> 00:04:44.000]  很好的環境
[00:04:44.000 --> 00:04:46.000]  但整間屋是密封的
[00:04:46.000 --> 00:04:48.000]  關上所有的窗
[00:04:48.000 --> 00:04:49.000]  因此進去的時候
[00:04:49.000 --> 00:04:53.000]  不感覺到有新鮮空氣
[00:04:53.000 --> 00:04:56.000]  但當人在裡面打開窗戶
[00:04:56.000 --> 00:04:58.000]  闖開窗戶
[00:04:58.000 --> 00:04:59.000]  在那個時候
[00:04:59.000 --> 00:05:00.000]  外面的新鮮空氣
[00:05:00.000 --> 00:05:03.000]  就可以進入裡面
[00:05:03.000 --> 00:05:05.000]  當人的心轉向神
[00:05:05.000 --> 00:05:07.000]  承認祂是上帝
[00:05:07.000 --> 00:05:08.000]  轉向祂
[00:05:08.000 --> 00:05:11.000]  承認自己有得罪神的事情
[00:05:11.000 --> 00:05:12.000]  向神開闖
[00:05:12.000 --> 00:05:14.000]  神是豐富的上帝
[00:05:14.000 --> 00:05:16.000]  滿有恩慈的上帝
[00:05:16.000 --> 00:05:21.000]  祂就可以將恩惠注入我們生命當中
[00:05:21.000 --> 00:05:22.000]  因此聖經就說
[00:05:22.000 --> 00:05:24.000]  你們要轉向我
[00:05:24.000 --> 00:05:26.000]  我就轉向你們
[00:05:26.000 --> 00:05:30.000]  但當時的人好像不明白
[00:05:30.000 --> 00:05:31.000]  他們就問神
[00:05:31.000 --> 00:05:34.000]  我們要怎樣迴轉呢?
[00:05:34.000 --> 00:05:37.000]  意味著我們都很好
[00:05:37.000 --> 00:05:39.000]  我們沒有什麼做得不好
[00:05:39.000 --> 00:05:40.000]  沒有不聽祢的話
[00:05:40.000 --> 00:05:42.000]  有什麼問題呢?
[00:05:42.000 --> 00:05:43.000]  在那個時候
[00:05:43.000 --> 00:05:46.000]  神就直接指出他們的問題
[00:05:46.000 --> 00:05:48.000]  第八節
[00:05:48.000 --> 00:05:51.000]  人怎可搶奪神之物呢?
[00:05:51.000 --> 00:05:54.000]  你們卻搶奪屬我之物
[00:05:54.000 --> 00:05:59.000]  竟還問我們搶奪了你什麼呢?
[00:05:59.000 --> 00:06:00.000]  聖經就說
[00:06:00.000 --> 00:06:03.000]  你們搶奪了神的物
[00:06:03.000 --> 00:06:06.000]  也意味著本來是屬於神的
[00:06:06.000 --> 00:06:08.000]  但是他們搶奪了
[00:06:08.000 --> 00:06:11.000]  奪去了屬於神的物品
[00:06:11.000 --> 00:06:12.000]  但是他們就說
[00:06:12.000 --> 00:06:13.000]  沒有啊
[00:06:13.000 --> 00:06:15.000]  我們沒有做過
[00:06:15.000 --> 00:06:16.000]  大家會記得
[00:06:16.000 --> 00:06:19.000]  我們中國人神上說一句話
[00:06:19.000 --> 00:06:24.000]  「習非成事」
[00:06:24.000 --> 00:06:25.000]  一些錯誤的事情
[00:06:25.000 --> 00:06:26.000]  習慣了之後
[00:06:26.000 --> 00:06:28.000]  就覺得是對的事
[00:06:28.000 --> 00:06:30.000]  正確的事
[00:06:30.000 --> 00:06:31.000]  有位朋友說到
[00:06:31.000 --> 00:06:32.000]  他自己的家
[00:06:32.000 --> 00:06:35.000]  是住在一條大街的旁邊
[00:06:35.000 --> 00:06:36.000]  一出門的時候
[00:06:36.000 --> 00:06:38.000]  對著一條大馬路
[00:06:38.000 --> 00:06:39.000]  很多時候趕時間
[00:06:39.000 --> 00:06:41.000]  就不理那麼多
[00:06:41.000 --> 00:06:43.000]  直接插過一條馬路
[00:06:43.000 --> 00:06:44.000]  去到對面
[00:06:44.000 --> 00:06:46.000]  就找車搭了
[00:06:46.000 --> 00:06:47.000]  很多次都是
[00:06:47.000 --> 00:06:49.000]  插過對面馬路
[00:06:49.000 --> 00:06:51.000]  就去找車
[00:06:51.000 --> 00:06:54.000]  有一次突然被警察看到
[00:06:54.000 --> 00:06:55.000]  抓住他
[00:06:55.000 --> 00:06:57.000]  你剛才走什麼路啊?
[00:06:57.000 --> 00:06:59.000]  剛才?
[00:06:59.000 --> 00:07:02.000]  剛才過斑馬線
[00:07:02.000 --> 00:07:04.000]  他不是說謊
[00:07:04.000 --> 00:07:05.000]  他真的以為自己
[00:07:05.000 --> 00:07:08.000]  在過一條斑馬線
[00:07:08.000 --> 00:07:10.000]  因為太習慣這樣走
[00:07:10.000 --> 00:07:11.000]  太習慣
[00:07:11.000 --> 00:07:15.000]  好像覺得那條是正式的路
[00:07:15.000 --> 00:07:18.000]  我們很需要上帝給我們光照
[00:07:18.000 --> 00:07:20.000]  有些時候我們都以為
[00:07:20.000 --> 00:07:22.000]  有某些的行動
[00:07:22.000 --> 00:07:25.000]  是正確的行動
[00:07:25.000 --> 00:07:26.000]  但是不知道
[00:07:26.000 --> 00:07:30.000]  那個原來是走錯的路
[00:07:30.000 --> 00:07:31.000]  在當時晨奏
[00:07:31.000 --> 00:07:32.000]  看到他們這樣說的時候
[00:07:32.000 --> 00:07:34.000]  很直接地再跟他們說
[00:07:34.000 --> 00:07:36.000]  大家再看第八節
[00:07:36.000 --> 00:07:40.000]  最後一句話
[00:07:40.000 --> 00:07:45.000]  「就是搶奪了當立的十分之一
[00:07:45.000 --> 00:07:49.000]  和當獻的祭物」
[00:07:49.000 --> 00:07:51.000]  神跟他們提出兩件事情
[00:07:51.000 --> 00:07:52.000]  第一
[00:07:52.000 --> 00:07:55.000]  就是你們應當奉獻的十分之一
[00:07:55.000 --> 00:07:58.000]  你們沒有奉獻給我
[00:07:58.000 --> 00:08:02.000]  是搶奪了屬於我的物品
[00:08:02.000 --> 00:08:03.000]  第二
[00:08:03.000 --> 00:08:06.000]  那些當獻的祭物
[00:08:06.000 --> 00:08:09.000]  這裡是說十分之一以外的金心祭
[00:08:09.000 --> 00:08:12.000]  聖經其他地方用金心祭描述
[00:08:12.000 --> 00:08:14.000]  是人在感恩之餘
[00:08:14.000 --> 00:08:18.000]  按神的感動將禮物獻呈
[00:08:18.000 --> 00:08:19.000]  是當立的
