
[00:00:00.000 --> 00:00:05.400]  新命記 舊約 摩西五經第五卷 第十二章
[00:00:05.400 --> 00:00:10.000]  今天我們會讀差不多28節的聖經
[00:00:10.000 --> 00:00:12.700]  當然有些我會省略了
[00:00:12.700 --> 00:00:16.000]  所以經文都頗多
[00:00:16.000 --> 00:00:20.200]  所以大家好像準備上了這輛賽車上
[00:00:20.200 --> 00:00:22.200]  Fasten your seat belt
[00:00:22.200 --> 00:00:25.600]  綁好你的安全帶
[00:00:25.600 --> 00:00:30.200]  應該半小時多一點會跑完
[00:00:30.200 --> 00:00:34.200]  今天我們分了四點跟大家分享
[00:00:34.200 --> 00:00:37.000]  在十二章的一至二十八節裏面
[00:00:37.000 --> 00:00:38.600]  十二章一開始的時候
[00:00:38.600 --> 00:00:41.400]  我們看今天的主題是敬拜的心
[00:00:41.400 --> 00:00:43.800]  第一我們要除去所有的偶像
[00:00:43.800 --> 00:00:46.000]  我們單單敬拜耶和華
[00:00:46.000 --> 00:00:52.400]  當以色列民要進入迦南的時候
[00:00:52.400 --> 00:00:54.200]  神就這樣吩咐他們
[00:00:54.200 --> 00:00:57.800]  我們一起讀十二章的二至四節
[00:00:57.800 --> 00:00:59.800]  你們趕走的列國的人
[00:00:59.800 --> 00:01:01.600]  侍奉神的地方
[00:01:01.600 --> 00:01:03.000]  完全毀壞
[00:01:03.000 --> 00:01:05.800]  也要拆毀他們的祭壇
[00:01:05.800 --> 00:01:07.800]  打碎他們的神像
[00:01:07.800 --> 00:01:10.800]  用火焚燒他們的阿瑟拉
[00:01:10.800 --> 00:01:13.400]  砍倒他們的神的雕像
[00:01:13.400 --> 00:01:15.400]  並且把他們的名字
[00:01:15.400 --> 00:01:17.400]  從這些地方除滅
[00:01:17.400 --> 00:01:19.600]  你們不可像他們那樣
[00:01:19.600 --> 00:01:22.000]  侍奉耶和華你的神
[00:01:22.000 --> 00:01:23.600]  完全毀壞
[00:01:23.600 --> 00:01:25.200]  怎樣完全化呢
[00:01:25.200 --> 00:01:31.400]  很細節的描寫
[00:01:31.400 --> 00:01:34.800]  完全毀壞包括要拆毀他們的祭壇
[00:01:34.800 --> 00:01:36.600]  打碎他們的神像
[00:01:36.600 --> 00:01:38.400]  焚燒他們的阿瑟拉
[00:01:38.400 --> 00:01:41.200]  阿瑟拉就是當時希臘
[00:01:41.200 --> 00:01:43.400]  即是迦南神話中的女神
[00:01:43.400 --> 00:01:45.200]  在迦南地裏面神話的女神
[00:01:45.200 --> 00:01:46.600]  然後要砍倒
[00:01:46.600 --> 00:01:48.800]  即是不同的動作都齊了
[00:01:48.800 --> 00:01:50.400]  砍倒他們的偶像
[00:01:50.400 --> 00:01:56.800]  最後要連他們的名字都要在那個地方除滅
[00:01:56.800 --> 00:01:59.000]  我們另外讀一段聖經
[00:01:59.000 --> 00:02:01.000]  大家很熟悉的就是十誡
[00:02:01.000 --> 00:02:02.800]  亦都是在生命記的
[00:02:02.800 --> 00:02:04.600]  第五章七至九節
[00:02:04.600 --> 00:02:05.600]  一二三
[00:02:05.600 --> 00:02:06.600]  除我以外
[00:02:06.600 --> 00:02:08.200]  你不可有別的神
[00:02:08.200 --> 00:02:11.000]  你不可為自己做偶像
[00:02:11.000 --> 00:02:14.600]  也不可做天上地上和地下
[00:02:14.600 --> 00:02:17.000]  水中各物的形象
[00:02:17.000 --> 00:02:18.800]  不可跪拜他們
[00:02:18.800 --> 00:02:20.800]  也不可侍奉他們
[00:02:20.800 --> 00:02:25.200]  因為我耶和華你們的神是忌邪的神
[00:02:25.200 --> 00:02:27.000]  是的
[00:02:27.000 --> 00:02:31.000]  我們的神是一個忌邪的神
[00:02:31.000 --> 00:02:33.000]  我以前年輕的時候都想過的
[00:02:33.000 --> 00:02:33.600]  是的
[00:02:33.600 --> 00:02:35.600]  我女朋友即是我現在的老婆
[00:02:35.600 --> 00:02:37.800]  都是一個很忌邪的老婆
[00:02:37.800 --> 00:02:41.000]  所以都是不可以亂來
[00:02:41.000 --> 00:02:45.000]  你要只是要去獨一去尊重祂
[00:02:45.000 --> 00:02:48.400]  這個我們的神是獨一的真神
[00:02:48.400 --> 00:02:51.400]  所以敬拜耶和華獨一的真神
[00:02:51.400 --> 00:02:54.800]  我們要認定耶穌是我們的主
[00:02:54.800 --> 00:02:57.200]  我們在我們的生命要除去
[00:02:57.200 --> 00:03:01.400]  不單止我們要除去我們所有的偶像
[00:03:01.400 --> 00:03:04.600]  連我們以前拜偶像的方式
[00:03:04.600 --> 00:03:08.400]  都不可以帶來去混合了
[00:03:08.400 --> 00:03:10.800]  現在我們敬拜神的方式
[00:03:10.800 --> 00:03:15.200]  不要將一些異教的拜偶像的敬拜
[00:03:15.200 --> 00:03:17.800]  帶到進來去敬拜神的地方
[00:03:17.800 --> 00:03:21.800]  用偶像 敬拜偶像的方式去敬拜耶和華神
[00:03:21.800 --> 00:03:24.600]  這個是神的吩咐
[00:03:24.600 --> 00:03:29.400]  利未記十九章二節這樣說
[00:03:29.400 --> 00:03:30.800]  你們要分別為聖
[00:03:30.800 --> 00:03:35.200]  因為我耶和華你們的神是聖潔的
[00:03:35.200 --> 00:03:36.600]  我們做牧者
[00:03:36.600 --> 00:03:37.600]  我們有侍奉
[00:03:37.600 --> 00:03:40.000]  阿嵐都試過一起
[00:03:40.000 --> 00:03:42.400]  試過有機會去弟兄姊妹家
[00:03:42.400 --> 00:03:45.400]  然後陪他們一起去拆毀
[00:03:45.400 --> 00:03:47.800]  一些信主之前所拜的偶像
[00:03:47.800 --> 00:03:50.400]  我曾經有經驗
[00:03:50.400 --> 00:03:52.400]  試過去一個人的家
[00:03:52.400 --> 00:03:53.600]  在北角區
[00:03:53.600 --> 00:03:57.200]  應該是傳統的福建家庭
[00:03:57.200 --> 00:04:00.400]  去到發覺他有一座東西
[00:04:00.400 --> 00:04:01.800]  整座東西
[00:04:01.800 --> 00:04:03.200]  一個櫃子
[00:04:03.200 --> 00:04:05.200]  從地板一直到天花
[00:04:05.200 --> 00:04:06.000]  幾層
[00:04:06.000 --> 00:04:09.800]  全部都擺滿了
[00:04:09.800 --> 00:04:11.800]  我們幾個人一起去
[00:04:11.800 --> 00:04:14.400]  一起去打破它
[00:04:14.400 --> 00:04:16.400]  然後拿出街丟
[00:04:16.400 --> 00:04:20.000]  搞來搞去都搞了大半天才搞得定
[00:04:20.000 --> 00:04:22.000]  這些是一些實體的偶像
[00:04:22.000 --> 00:04:23.400]  除了實體偶像之外
[00:04:23.400 --> 00:04:25.800]  神亦吩咐我們要除去一些
[00:04:25.800 --> 00:04:29.600]  心裏難阻我們去全心去敬拜神
[00:04:29.600 --> 00:04:30.800]  全心記住
[00:04:30.800 --> 00:04:32.200]  不可以有任何的
[00:04:32.200 --> 00:04:34.600]  是100%
[00:04:34.600 --> 00:04:37.600]  甚至是取代神的一些模型偶像
[00:04:37.600 --> 00:04:40.000]  神都要我們除去
[00:04:40.000 --> 00:04:40.600]  各位弟兄姊妹
[00:04:40.600 --> 00:04:42.200]  其實什麼的偶像
[00:04:42.200 --> 00:04:43.800]  我們心裏有什麼偶像
[00:04:43.800 --> 00:04:46.600]  要去拆除呢
[00:04:46.600 --> 00:04:48.600]  我們有沒有追求著
[00:04:48.600 --> 00:04:49.800]  財富
[00:04:49.800 --> 00:04:50.800]  金錢
[00:04:50.800 --> 00:04:52.400]  追求著名譽
[00:04:52.400 --> 00:04:53.600]  地位
[00:04:53.600 --> 00:04:56.000]  會不會追求著一些成就
[00:04:56.000 --> 00:04:58.200]  我們要一些肯定
[00:04:58.200 --> 00:05:01.200]  可能我們追求著一些關係
[00:05:01.200 --> 00:05:04.800]  或者一些我們撕來撕去都撕不掉的習慣
[00:05:04.800 --> 00:05:07.400]  甚至乎我們的
[00:05:07.400 --> 00:05:10.600]  自己將自己成為了一個偶像
[00:05:10.600 --> 00:05:13.600]  我們要崇拜自己
[00:05:13.600 --> 00:05:15.800]  讓詩篇51篇10節
[00:05:15.800 --> 00:05:17.800]  這段經文成為我們的幫助
[00:05:17.800 --> 00:05:20.800]  神求你為我做一個清潔的心
[00:05:20.800 --> 00:05:25.000]  使我裏面重新有一個堅定的靈
[00:05:25.000 --> 00:05:26.200]  教會有一個
[00:05:26.200 --> 00:05:28.400]  我們知道教會有一個御見神刑會
