
[00:00:00.000 --> 00:00:03.000]  今天的題目是關於婚姻
[00:00:03.000 --> 00:00:12.000]  我想不是很常在講道裏面接觸到一個專題的講道
[00:00:12.000 --> 00:00:21.000]  不過如果教會本身是以家庭為其中一個重心的時候
[00:00:21.000 --> 00:00:24.000]  我想婚姻都是在家庭裏面一個很重要
[00:00:24.000 --> 00:00:27.000]  我們學習怎樣去跟隨神的元素
[00:00:30.000 --> 00:00:34.000]  那麼婚姻也是一個我們在當中很需要學習的元素
[00:00:34.000 --> 00:00:39.000]  首先和大家分享一段新聞
[00:00:39.000 --> 00:00:43.000]  都是去年的新聞
[00:00:43.000 --> 00:00:51.000]  當英國的菲律賓親王去與世長辭過世的時候
[00:00:58.000 --> 00:01:04.000]  傳媒其中一個焦點是放在他和英女皇長達73年的婚姻生活裏面
[00:01:04.000 --> 00:01:12.000]  有很多不同的細節
[00:01:12.000 --> 00:01:15.000]  當中有喜有悲有好也有壞
[00:01:20.000 --> 00:01:28.000]  而大部分的新聞那個著墨的焦點都是他們雙方公開表示一些婚姻的秘訣
[00:01:28.000 --> 00:01:36.000]  例如英女皇表示
[00:01:36.000 --> 00:01:41.000]  那麼多年的裏面菲律賓親王一直是他的力量和支柱
[00:01:47.000 --> 00:01:53.000]  菲律賓親王自己也說在婚姻裏面寬容是任何幸福婚姻必要的元素
[00:01:53.000 --> 00:02:03.000]  整體的報道都是很正面的
[00:02:03.000 --> 00:02:09.000]  在普遍的婚姻觀都崩壞的西方社會裏面
[00:02:09.000 --> 00:02:13.000]  有這麼長的婚姻其實是很少見的
[00:02:17.000 --> 00:02:21.000]  在東方社會裏面有很長的婚姻是罕見的
[00:02:21.000 --> 00:02:34.000]  在東方社會裏聽到金婚或者鑽石婚是常見的
[00:02:34.000 --> 00:02:38.000]  但是真正是一生的去愛對方
[00:02:38.000 --> 00:02:44.000]  在婚姻裏面時刻的去講到I say I love you 只有愛恆久不敷
[00:02:44.000 --> 00:02:47.000]  又真的有多少個呢
[00:02:47.000 --> 00:02:57.000]  反而很多的婚姻是一個破碎的婚姻
[00:02:57.000 --> 00:03:00.000]  有很多離婚的關係
[00:03:00.000 --> 00:03:07.000]  甚至在基督徒之間都不例外
[00:03:07.000 --> 00:03:13.000]  情況好像很唏噓
[00:03:15.000 --> 00:03:19.000]  那到底婚姻關係出現了什麼問題呢
[00:03:19.000 --> 00:03:27.000]  或者婚姻生活到底還有沒有盼望有沒有希望呢
[00:03:27.000 --> 00:03:36.000]  婚姻是不是仍然是很美好的呢
[00:03:36.000 --> 00:03:43.000]  我們今天就會看回人類歷史裏面第一段的婚姻
[00:03:44.000 --> 00:03:47.000]  讓我們從《創世紀》第二章裏面
[00:03:47.000 --> 00:03:52.000]  再次在神的愛裏面肯定婚姻原是美麗
[00:03:52.000 --> 00:03:59.000]  讓我們去看《創世紀》的第二章
[00:03:59.000 --> 00:04:02.000]  再次到神裏面去肯定婚姻原是美好
[00:04:02.000 --> 00:04:07.000]  在神的愛裏面去肯定婚姻原是美麗
[00:04:07.000 --> 00:04:13.000]  我們一起祈禱
[00:04:14.000 --> 00:04:17.000]  親愛的天父我們謝謝你
[00:04:17.000 --> 00:04:21.000]  我們感謝你創造人類的時候有你自己的樣式在當中
[00:04:21.000 --> 00:04:30.000]  求你教我們渴望回歸到你的心意裏面
[00:04:30.000 --> 00:04:39.000]  享受你創造原本有的目標
[00:04:42.000 --> 00:04:46.000]  就求天父你讓我們今天無論講的聽的看的
[00:04:46.000 --> 00:04:49.000]  我都求你的靈與我們同在
[00:04:49.000 --> 00:04:57.000]  求你的靈親自去對我們講說話
[00:04:57.000 --> 00:05:02.000]  讓我們在你的話語裏面更新我們的生命
[00:05:02.000 --> 00:05:08.000]  特別將我們的婚姻交給你
[00:05:10.000 --> 00:05:13.000]  求天父你親自與我們同在
[00:05:13.000 --> 00:05:19.000]  奉主耶穌得勝你的命救
[00:05:19.000 --> 00:05:25.000]  其實《創世紀》第二章裏面
[00:05:25.000 --> 00:05:28.000]  在第二章開始
[00:05:28.000 --> 00:05:31.000]  將創造世界整個過程的技術
[00:05:31.000 --> 00:05:34.000]  集中放大在神與人的互動裏面
[00:05:34.000 --> 00:05:39.000]  《創世紀》第二章將整個世界的創造
[00:05:39.000 --> 00:05:42.000]  集中放在神與人的關係裏面
[00:05:42.000 --> 00:05:45.000]  其實創造天地裏面
[00:05:45.000 --> 00:05:48.000]  神看一切的受造物都為好
[00:05:48.000 --> 00:05:51.000]  創造天地當中
[00:05:51.000 --> 00:05:54.000]  神看一切的受造物都為美好
[00:05:54.000 --> 00:05:57.000]  只有神在造男造女的時候
[00:05:57.000 --> 00:06:00.000]  他視他所造的人為甚好
[00:06:00.000 --> 00:06:04.000]  只有在上帝造男造女的時候
[00:06:04.000 --> 00:06:07.000]  他是他所創造的人為甚好
[00:06:08.000 --> 00:06:11.000]  這一切都是合乎神自己的心意
[00:06:11.000 --> 00:06:15.000]  一切都合乎神美好的心意
[00:06:15.000 --> 00:06:20.000]  但直至到去二章十八節裏面
[00:06:20.000 --> 00:06:23.000]  神竟然開始覺得有一個字不好
[00:06:23.000 --> 00:06:27.000]  但到了二章十八節裏面
[00:06:27.000 --> 00:06:31.000]  神用了一個字眼說不好
[00:06:31.000 --> 00:06:35.000]  那到底這個不好是甚麼意思呢
[00:06:38.000 --> 00:06:41.000]  很多時候我們都會很容易有兩個偏差
[00:06:41.000 --> 00:06:44.000]  去理解這個不好這件事
[00:06:44.000 --> 00:06:52.000]  第一個偏差就是
[00:06:52.000 --> 00:06:56.000]  覺得神說那個人獨居不好的理解
[00:06:56.000 --> 00:07:05.000]  經文提到好像真的因為那個
[00:07:05.000 --> 00:07:08.000]  獨居的情況那個狀態不好
[00:07:08.000 --> 00:07:11.000]  所以神就決定要做一個配偶幫助亞當
[00:07:11.000 --> 00:07:22.000]  但我們自己去議會理解這個不好的時候
[00:07:22.000 --> 00:07:24.000]  我們通常會覺得
[00:07:24.000 --> 00:07:27.000]  一定是亞當自己一個人住所以不好
[00:07:34.000 --> 00:07:37.000]  他一定覺得我空虛我寂寞我凍
[00:07:37.000 --> 00:07:40.000]  沒有人去愛我又沒有人給我去愛他
[00:07:40.000 --> 00:07:50.000]  很容易覺得神做夏娃給亞當
[00:07:50.000 --> 00:07:53.000]  是要去陪伴亞當
[00:07:53.000 --> 00:08:02.000]  要去解決亞當孤單的問題一樣
[00:08:05.000 --> 00:08:08.000]  這個錯覺甚至乎會驅使人覺得
[00:08:08.000 --> 00:08:12.000]  其實婚姻本身就是要解決孤單的問題而設立的
[00:08:12.000 --> 00:08:23.000]  不過如果你看回前文後理的時候
[00:08:23.000 --> 00:08:29.000]  我們會發現實情其實是神創造世界之後
[00:08:29.000 --> 00:08:33.000]  安置人在當中去管理神創造的問題
[00:08:34.000 --> 00:08:37.000]  我們就會發現當神創造世界以後
[00:08:37.000 --> 00:08:40.000]  將人安置當中去管理所造的東西
[00:08:40.000 --> 00:08:51.000]  我們就看到當中亞當去管理
[00:08:51.000 --> 00:08:54.000]  這麼多動物和農作物的時候
[00:08:54.000 --> 00:08:57.000]  他是獨自一人的
[00:08:57.000 --> 00:09:02.000]  就會覺得說一個人不好
[00:09:04.000 --> 00:09:07.000]  但是享受神的創造
[00:09:07.000 --> 00:09:10.000]  神看來不是最好的事
[00:09:10.000 --> 00:09:19.000]  因為一個人會去做這麼多事的時候其實很吃力
[00:09:19.000 --> 00:09:22.000]  所以就想創造一個配偶去幫助他
[00:09:22.000 --> 00:09:32.000]  如果想有人可以和亞當一起去分擔
[00:09:32.000 --> 00:09:35.000]  和一起享受神創造的美好
[00:09:35.000 --> 00:09:44.000]  英文翻譯就是做一個suitable helper
[00:09:44.000 --> 00:09:47.000]  就是helper fit for him
[00:09:47.000 --> 00:09:53.000]  做一個適合亞當的助手
[00:09:53.000 --> 00:09:58.000]  但說到助手你又要很留心
[00:09:58.000 --> 00:10:01.000]  不要犯第二個偏差
[00:10:03.000 --> 00:10:06.000]  因為通常說到助手幫手
[00:10:06.000 --> 00:10:09.000]  一定是訊息或者在那個級數裡面
[00:10:09.000 --> 00:10:12.000]  低一等去理解助手的地位
[00:10:12.000 --> 00:10:25.000]  但你看回舊約的聖經
[00:10:25.000 --> 00:10:28.000]  都未必是這樣理解的
[00:10:28.000 --> 00:10:31.000]  他都曾經形容過耶和華神是以色列人的幫手
[00:10:33.000 --> 00:10:36.000]  但舊約的聖經未必是這樣理解
[00:10:36.000 --> 00:10:39.000]  因為聖經中提到耶和華說
[00:10:39.000 --> 00:10:42.000]  以色列人是耶和華的幫手
[00:10:42.000 --> 00:10:47.000]  說耶和華是以色列人的幫手
[00:10:47.000 --> 00:10:50.000]  就一定不是說耶和華比以色列人低等
[00:10:59.000 --> 00:11:02.000]  所以幫手是提到當時受益的人
[00:11:02.000 --> 00:11:05.000]  他需要一些額外的幫助
[00:11:05.000 --> 00:11:08.000]  在亞當那個範圍裡面
[00:11:08.000 --> 00:11:11.000]  就是他自己一個人處理不了
[00:11:11.000 --> 00:11:14.000]  他也都表示了其實他一個人是有限的
[00:11:14.000 --> 00:11:23.000]  所以在第一段婚姻裡面
[00:11:23.000 --> 00:11:26.000]  是神特意預備一個合適的助手給亞當
[00:11:30.000 --> 00:11:33.000]  讓男人和女人
[00:11:33.000 --> 00:11:36.000]  可以一起去到管理
[00:11:36.000 --> 00:11:39.000]  和一起去享受神所賜的萬物
[00:11:39.000 --> 00:11:49.000]  如果你有聖經你繼續看下去
[00:11:49.000 --> 00:11:52.000]  十八、十九節
[00:11:52.000 --> 00:11:55.000]  十八節說到神覺得亞當獨自一人不好的時候
[00:12:00.000 --> 00:12:03.000]  十九節又說到
[00:12:03.000 --> 00:12:06.000]  如果你去看聖經
[00:12:06.000 --> 00:12:09.000]  你理解下一句應該是幫助
[00:12:09.000 --> 00:12:12.000]  前面那個有問題的時候
[00:12:12.000 --> 00:12:15.000]  下一句應該是解決的方法
[00:12:15.000 --> 00:12:21.000]  十九節又帶出神是帶動物
[00:12:21.000 --> 00:12:24.000]  去給亞當起名
[00:12:24.000 --> 00:12:27.000]  十九節又提到說神將動物
[00:12:27.000 --> 00:12:30.000]  給亞當去起名字
[00:12:30.000 --> 00:12:39.000]  看上去是不是說亞當
[00:12:39.000 --> 00:12:42.000]  要在動物當中找到一個適合的去幫助他
[00:12:42.000 --> 00:12:48.000]  試問一個全知全能的神
[00:12:48.000 --> 00:12:51.000]  又怎麼會給動物亞當
[00:12:51.000 --> 00:12:54.000]  去選他們去做配偶呢
[00:12:58.000 --> 00:13:01.000]  所以我相信那個經文的
[00:13:01.000 --> 00:13:04.000]  記載是想
[00:13:04.000 --> 00:13:07.000]  答出亞當
[00:13:07.000 --> 00:13:10.000]  當時亞當在尋找配偶
[00:13:10.000 --> 00:13:13.000]  的渴求
[00:13:13.000 --> 00:13:20.000]  在他履行管家職訓的時候
[00:13:20.000 --> 00:13:23.000]  去認識自己為什麼
[00:13:23.000 --> 00:13:26.000]  某一個合適的另一半去幫他
[00:13:27.000 --> 00:13:30.000]  去認識為什麼沒有另一個人
[00:13:30.000 --> 00:13:33.000]  和他一起享受神的創造
[00:13:33.000 --> 00:13:36.000]  去認識為什麼沒有另一個人
[00:13:36.000 --> 00:13:39.000]  和他一起享受神的創造
[00:13:39.000 --> 00:13:42.000]  所以經文就記載
[00:13:42.000 --> 00:13:45.000]  神在亞當的身上
[00:13:45.000 --> 00:13:48.000]  取了一條肋骨去做下蛙
[00:13:48.000 --> 00:13:51.000]  所以經文記載
[00:13:51.000 --> 00:13:54.000]  神在亞當身上選了一條肋骨
[00:13:54.000 --> 00:13:57.000]  當神好像一個婚禮裡面的爸爸
[00:13:57.000 --> 00:14:00.000]  帶著下蛙去到亞當面前的時候
[00:14:00.000 --> 00:14:03.000]  當神像一個婚禮當中的父親
[00:14:03.000 --> 00:14:06.000]  帶著下蛙
[00:14:06.000 --> 00:14:09.000]  到亞當面前的時候
[00:14:09.000 --> 00:14:12.000]  亞當就好像平時婚禮的
[00:14:12.000 --> 00:14:15.000]  新郎一樣開始唱歌
[00:14:15.000 --> 00:14:18.000]  亞當就像平常婚禮的新郎一樣
[00:14:18.000 --> 00:14:21.000]  開始唱歌
[00:14:21.000 --> 00:14:24.000]  亞當可以稱她為女人
[00:14:24.000 --> 00:14:27.000]  因為她是從男人身上取出來的
[00:14:27.000 --> 00:14:30.000]  亞當可以稱她為女人
[00:14:30.000 --> 00:14:33.000]  因為她是從男人身上創造出來的
[00:14:33.000 --> 00:14:36.000]  亞當可以稱她為女人
[00:14:36.000 --> 00:14:39.000]  因為她是從男人身上創造出來的
[00:14:39.000 --> 00:14:42.000]  亞當可以稱她為女人
[00:14:42.000 --> 00:14:45.000]  因為她是從男人身上創造出來的
[00:14:45.000 --> 00:14:48.000]  亞當可以稱她為女人
[00:14:48.000 --> 00:14:51.000]  因為她是從男人身上創造出來的
[00:14:51.000 --> 00:14:54.000]  亞當可以稱她為女人
