
[00:00:00.000 --> 00:00:03.000]  那麼今天我們第一個問題也是所謂的
[00:00:03.000 --> 00:00:06.000]  人家說這是一個million dollar question
[00:00:06.000 --> 00:00:10.000]  就是為什麼有苦難,為什麼神會允許苦跟罪的存在
[00:00:10.000 --> 00:00:13.000]  如果神是一位那麼慈愛的神
[00:00:13.000 --> 00:00:17.000]  所以今天我們從聖經裡面來看一些的記載
[00:00:17.000 --> 00:00:21.000]  來看一下聖經到底怎麼樣講到罪跟苦之間的關係
[00:00:21.000 --> 00:00:23.000]  為什麼神會允許它存在
[00:00:23.000 --> 00:00:27.000]  那麼我們先來看第一段的經文
[00:00:27.000 --> 00:00:31.000]  第一段的經文在創世紀的二章十六十七節
[00:00:31.000 --> 00:00:34.000]  在你們的程序單上面也有記載到經文
[00:00:34.000 --> 00:00:36.000]  我們先來看第一個最重要的是
[00:00:36.000 --> 00:00:39.000]  創造我們的時候給我們有自由的意志
[00:00:39.000 --> 00:00:41.000]  我們看聖經怎麼說
[00:00:41.000 --> 00:00:44.000]  我們一起來讀一段很短的經文
[00:00:44.000 --> 00:00:46.000]  耶華神吩咐他說
[00:00:46.000 --> 00:00:51.000]  圓中各樣樹上的果子,你可以隨意吃
[00:00:51.000 --> 00:00:55.000]  只是分別散了樹上的果子,你不可吃
[00:00:55.000 --> 00:00:58.000]  因為你吃的日子必定死
[00:00:58.000 --> 00:01:02.000]  那麼這是神創造了亞當夏娃之後
[00:01:02.000 --> 00:01:06.000]  第一次給他們一個命令說
[00:01:06.000 --> 00:01:08.000]  有伊甸園有很多的樹
[00:01:08.000 --> 00:01:11.000]  那麼所有的果樹你們都可以吃
[00:01:11.000 --> 00:01:15.000]  只是說有一棵樹上的果子你們不可以吃
[00:01:15.000 --> 00:01:19.000]  那麼後來我們知道亞當夏娃他們就吃了
[00:01:19.000 --> 00:01:23.000]  神命令說不要吃,他們第一次違背了神
[00:01:23.000 --> 00:01:25.000]  第二個問題我們需要問的是
[00:01:25.000 --> 00:01:27.000]  為什麼神
[00:01:27.000 --> 00:01:29.000]  因為神創造我們的時候
[00:01:29.000 --> 00:01:33.000]  祂希望是創造一群有自由意志的人
[00:01:33.000 --> 00:01:35.000]  祂希望不是創造一群機器人
[00:01:35.000 --> 00:01:37.000]  就是你program祂
[00:01:37.000 --> 00:01:38.000]  神說我愛你的時候
[00:01:38.000 --> 00:01:40.000]  祂會回應說我也愛你
[00:01:40.000 --> 00:01:42.000]  神要的是一群有自由意志的
[00:01:42.000 --> 00:01:44.000]  有意識的人
[00:01:44.000 --> 00:01:46.000]  就是有自我意識的人
[00:01:46.000 --> 00:01:50.000]  他們會用自己的自由跟神說我愛你
[00:01:50.000 --> 00:01:53.000]  所以也跟神有這種愛的互動的關係
[00:01:53.000 --> 00:01:56.000]  所以我覺得自由意志是神賜給人類
[00:01:56.000 --> 00:01:58.000]  其中一個最寶貴的禮物
[00:01:58.000 --> 00:02:00.000]  所以為什麼現在我們看到的國家
[00:02:00.000 --> 00:02:03.000]  就算很多在歷史當中
[00:02:03.000 --> 00:02:06.000]  包括美國為了爭取民主的自由
[00:02:06.000 --> 00:02:09.000]  其實也經過很多的struggle
[00:02:09.000 --> 00:02:12.000]  有很多國家犧牲很多東西
[00:02:12.000 --> 00:02:16.000]  都只是為了爭取一個可以選舉的自由
[00:02:16.000 --> 00:02:18.000]  所以其實我們喜歡有自由
[00:02:18.000 --> 00:02:20.000]  去做一些選擇
[00:02:20.000 --> 00:02:24.000]  在以前沒有戀愛自由的時代
[00:02:24.000 --> 00:02:26.000]  其實很多人都很suffer
[00:02:26.000 --> 00:02:28.000]  都覺得說我都沒得選擇
[00:02:28.000 --> 00:02:30.000]  我的婚姻都是父母幫我安排好的
[00:02:30.000 --> 00:02:32.000]  那麼現在自由戀愛的年代
[00:02:32.000 --> 00:02:34.000]  大家都很珍惜這種自由
[00:02:34.000 --> 00:02:36.000]  你可以自己選擇
[00:02:36.000 --> 00:02:37.000]  當你來美國讀書的時候
[00:02:37.000 --> 00:02:39.000]  如果選科方面
[00:02:39.000 --> 00:02:41.000]  都是你父母已經幫你選的
[00:02:41.000 --> 00:02:43.000]  有時候他選的不一定是你喜歡的
[00:02:43.000 --> 00:02:44.000]  你很珍惜說
[00:02:44.000 --> 00:02:46.000]  如果我自己可以重新再選一次的話
[00:02:46.000 --> 00:02:48.000]  我要選這個主科
[00:02:48.000 --> 00:02:51.000]  其實我們有生俱來都喜歡
[00:02:51.000 --> 00:02:53.000]  有這種自由選擇的權利
[00:02:53.000 --> 00:02:55.000]  我們很喜歡這個是
[00:02:55.000 --> 00:02:56.000]  如果沒有自由意志
[00:02:56.000 --> 00:02:58.000]  就沒有所謂的自由的選擇
[00:02:58.000 --> 00:03:00.000]  這是神給我們最大的禮物
[00:03:00.000 --> 00:03:01.000]  那麼首先有一個問題
[00:03:01.000 --> 00:03:03.000]  別人會經常問的
[00:03:03.000 --> 00:03:05.000]  有人問說
[00:03:05.000 --> 00:03:08.000]  如果神給我們自由的意志
[00:03:08.000 --> 00:03:11.000]  只要你不要把那棵什麼分別三的樹
[00:03:11.000 --> 00:03:13.000]  擺在那邊就沒事了
[00:03:13.000 --> 00:03:15.000]  就是如果沒有那棵樹
[00:03:15.000 --> 00:03:16.000]  我們雖然有自由意志
[00:03:16.000 --> 00:03:17.000]  也不會選錯嘛
[00:03:17.000 --> 00:03:19.000]  我們就選的都是對的
[00:03:19.000 --> 00:03:22.000]  那就不會有所謂的後來罪的存在
[00:03:22.000 --> 00:03:24.000]  也不會後來有這麼多苦難
[00:03:24.000 --> 00:03:26.000]  這麼多東西搞出來
[00:03:26.000 --> 00:03:29.000]  那麼首先我們要處理一個問題就是
[00:03:29.000 --> 00:03:32.000]  既然神如果給了我們自由意志
[00:03:32.000 --> 00:03:34.000]  你有一個選擇的自由
[00:03:34.000 --> 00:03:37.000]  就必須有選擇
[00:03:37.000 --> 00:03:39.000]  如果給你選擇的自由
[00:03:39.000 --> 00:03:41.000]  但是沒有給選擇你
[00:03:41.000 --> 00:03:43.000]  那我是來忽悠你而已
[00:03:43.000 --> 00:03:46.000]  就比方說如果今天說你來我家吃飯
[00:03:46.000 --> 00:03:48.000]  你可以隨便選擇吃什麼
[00:03:48.000 --> 00:03:50.000]  不過我家只有炒飯而已
[00:03:50.000 --> 00:03:51.000]  那我就騙你嘛
[00:03:51.000 --> 00:03:54.000]  就是你有自由選擇的
[00:03:54.000 --> 00:03:55.000]  你有選擇的自由
[00:03:55.000 --> 00:03:58.000]  但是你沒有那個選擇
[00:03:58.000 --> 00:03:59.000]  那我是騙你
[00:03:59.000 --> 00:04:00.000]  那第二
[00:04:00.000 --> 00:04:02.000]  神給我們自由的意志
[00:04:02.000 --> 00:04:03.000]  有選擇的自由
[00:04:03.000 --> 00:04:05.000]  也必須給我們一個選擇
[00:04:05.000 --> 00:04:06.000]  而且那個選擇呢
[00:04:06.000 --> 00:04:09.000]  必須是一個真正的選擇
[00:04:09.000 --> 00:04:11.000]  而不是假的選擇
[00:04:11.000 --> 00:04:13.000]  我告訴你什麼叫假的選擇
[00:04:13.000 --> 00:04:15.000]  就比方說你來我家吃飯
[00:04:15.000 --> 00:04:17.000]  你真的有自由選擇吃什麼
[00:04:17.000 --> 00:04:20.000]  我也真的給你有這個選擇
[00:04:20.000 --> 00:04:24.000]  你可以選擇吃鹹魚雞粒炒飯
[00:04:24.000 --> 00:04:27.000]  或者雞粒鹹魚炒飯
[00:04:27.000 --> 00:04:28.000]  不要以為是一樣的
[00:04:28.000 --> 00:04:29.000]  是不同的
[00:04:29.000 --> 00:04:31.000]  一個是先放雞粒再放鹹魚
[00:04:31.000 --> 00:04:33.000]  一個是先放鹹魚再放雞粒
[00:04:33.000 --> 00:04:36.000]  所以是不一樣的
[00:04:36.000 --> 00:04:38.000]  在自由戀愛的時代
[00:04:38.000 --> 00:04:40.000]  如果你真的喜歡一個女生
[00:04:40.000 --> 00:04:42.000]  或者一個女生喜歡一個男生
[00:04:42.000 --> 00:04:44.000]  那你去約她約會
[00:04:44.000 --> 00:04:47.000]  你說現在是自由戀愛的時代
[00:04:47.000 --> 00:04:50.000]  你當然有你的選擇
[00:04:50.000 --> 00:04:53.000]  到底答不答應跟我一起去約會
[00:04:53.000 --> 00:04:55.000]  所以你現在可以選擇
[00:04:55.000 --> 00:04:57.000]  你今晚跟我去吃晚餐
[00:04:57.000 --> 00:05:00.000]  還是明天晚上跟我去吃晚餐
[00:05:00.000 --> 00:05:02.000]  你覺得這是一個真正的選擇嗎
[00:05:02.000 --> 00:05:04.000]  這不是真正的選擇對不對
[00:05:04.000 --> 00:05:06.000]  聽起來好像你有選擇的自由
[00:05:06.000 --> 00:05:08.000]  好像我也給你選擇了
[00:05:08.000 --> 00:05:11.000]  可是那個選擇不是真正的選擇
[00:05:11.000 --> 00:05:13.000]  其實中國大陸很久以前
[00:05:13.000 --> 00:05:15.000]  就已經有了民主自由了
[00:05:15.000 --> 00:05:19.000]  很多地方都可以有自由投票選舉的
[00:05:19.000 --> 00:05:21.000]  但是候選人只有一個
[00:05:21.000 --> 00:05:25.000]  所以很長時間都是這樣的
[00:05:25.000 --> 00:05:27.000]  但是神創造人的時候
[00:05:27.000 --> 00:05:29.000]  他並沒有忽悠我們
[00:05:29.000 --> 00:05:31.000]  他真的給我們有選擇的自由
[00:05:31.000 --> 00:05:34.000]  他也給我們一個選擇
[00:05:34.000 --> 00:05:36.000]  並且這個選擇是真的
[00:05:36.000 --> 00:05:38.000]  為什麼這個選擇是真的呢
[00:05:38.000 --> 00:05:40.000]  因為這個選擇不是在乎說
[00:05:40.000 --> 00:05:41.000]  哪一棵樹你要吃
[00:05:41.000 --> 00:05:43.000]  哪一棵樹的果子可以吃
[00:05:43.000 --> 00:05:45.000]  哪一棵樹的果子不可以吃
[00:05:45.000 --> 00:05:47.000]  這不是重點
[00:05:47.000 --> 00:05:48.000]  重點是說
[00:05:48.000 --> 00:05:50.000]  神要我們選擇一樣東西
[00:05:50.000 --> 00:05:53.000]  就是你到底是想要聽我的話
[00:05:53.000 --> 00:05:55.000]  還是不聽我的話
[00:05:55.000 --> 00:05:58.000]  你是選擇信得過我還是信不過我
[00:05:58.000 --> 00:05:59.000]  是這個選擇
[00:05:59.000 --> 00:06:02.000]  所以神必須要放一樣東西
[00:06:02.000 --> 00:06:05.000]  分別上的樹不是重點
[00:06:05.000 --> 00:06:07.000]  重點是必須有一棵樹
[00:06:07.000 --> 00:06:10.000]  必須有一樣東西神說不可以做
[00:06:10.000 --> 00:06:12.000]  然後你才有那個機會說
[00:06:12.000 --> 00:06:15.000]  那如果我不聽你的話
[00:06:15.000 --> 00:06:16.000]  我選擇不相信你
[00:06:16.000 --> 00:06:18.000]  我有什麼可以做出來
[00:06:18.000 --> 00:06:20.000]  讓你知道我已經做了這個選擇
[00:06:20.000 --> 00:06:22.000]  我就選擇不信你
[00:06:22.000 --> 00:06:25.000]  如果神說所有樹都可以吃
[00:06:25.000 --> 00:06:27.000]  連那棵不可以吃的樹都拿走
[00:06:27.000 --> 00:06:29.000]  所以所有樹都可以吃
[00:06:29.000 --> 00:06:30.000]  你有選擇的自由
[00:06:30.000 --> 00:06:32.000]  也有一千棵樹可以選
[00:06:32.000 --> 00:06:34.000]  就唯有那棵樹沒有了
[00:06:34.000 --> 00:06:35.000]  意思就是說
[00:06:35.000 --> 00:06:38.000]  你連選擇說我可不可以不信你
[00:06:38.000 --> 00:06:39.000]  我可不可以不聽你的話
[00:06:39.000 --> 00:06:41.000]  你都沒這個選擇
[00:06:41.000 --> 00:06:42.000]  就像有一天
[00:06:42.000 --> 00:06:44.000]  如果你跟你的孩子說
[00:06:44.000 --> 00:06:47.000]  其實你是有選擇聽老爸的話
[00:06:47.000 --> 00:06:48.000]  還是不聽老爸的話
[00:06:48.000 --> 00:06:51.000]  可是老爸沒有給你任何的管制
[00:06:51.000 --> 00:06:54.000]  你做什麼都是我喜歡的
[00:06:54.000 --> 00:06:55.000]  就表示說
[00:06:55.000 --> 00:06:58.000]  你連給他反叛你的機會都沒有
[00:06:58.000 --> 00:07:00.000]  我逃學可以嗎
[00:07:00.000 --> 00:07:01.000]  你老爸說可以啊
[00:07:01.000 --> 00:07:02.000]  逃學也很好啊
[00:07:02.000 --> 00:07:03.000]  我支持你逃學
[00:07:03.000 --> 00:07:05.000]  你逃學老爸也喜歡
[00:07:05.000 --> 00:07:06.000]  所以就算你逃學
