
[00:00:00.000 --> 00:00:02.000]  先讓大家看看圖片
[00:00:02.000 --> 00:00:07.000]  這是甚麼來的?
[00:00:07.000 --> 00:00:10.000]  斜甚麼?
[00:00:10.000 --> 00:00:12.000]  斜畫還是斜棟?
[00:00:12.000 --> 00:00:15.000]  不要緊,斜畫或斜棟吧
[00:00:15.000 --> 00:00:17.000]  這是一個符號
[00:00:17.000 --> 00:00:21.000]  這個符號其實是形容一種人的
[00:00:21.000 --> 00:00:22.000]  大家有沒有聽過?
[00:00:22.000 --> 00:00:24.000]  是甚麼?
[00:00:24.000 --> 00:00:27.000]  斜畫族
[00:00:27.000 --> 00:00:33.000]  或者斜畫族也好,斜棟族也好
[00:00:33.000 --> 00:00:35.000]  大家都認識
[00:00:35.000 --> 00:00:42.000]  這代表著這些人擁有多重的職業身份
[00:00:42.000 --> 00:00:45.000]  或者是一個自由的工作者
[00:00:45.000 --> 00:00:56.000]  這是近年比較流行的一種工作人的情況
[00:00:56.000 --> 00:01:03.000]  有些人會想,這是否代表著他做多幾份兼職?
[00:01:03.000 --> 00:01:06.000]  這裡做一份,那裡做一份
[00:01:06.000 --> 00:01:08.000]  其實不是這樣
[00:01:08.000 --> 00:01:10.000]  我更加深層的意義在裡面
[00:01:10.000 --> 00:01:14.000]  因為做多幾份兼職現在很多人都會
[00:01:14.000 --> 00:01:17.000]  那些情況是家裡的安排
[00:01:17.000 --> 00:01:19.000]  或者是生活上的需要等等
[00:01:19.000 --> 00:01:21.000]  但這種情況出現
[00:01:21.000 --> 00:01:24.000]  也不是因為現在不興返長工
[00:01:24.000 --> 00:01:26.000]  所謂做了一份很長的工
[00:01:26.000 --> 00:01:28.000]  或者很長時間的工
[00:01:28.000 --> 00:01:29.000]  事實上是的
[00:01:29.000 --> 00:01:31.000]  現在的班工都時間很長
[00:01:31.000 --> 00:01:35.000]  有些時間去到十個小時
[00:01:35.000 --> 00:01:38.000]  每天都很勞累
[00:01:38.000 --> 00:01:41.000]  我不想被工作困住自己
[00:01:41.000 --> 00:01:44.000]  但更多的多數就是
[00:01:44.000 --> 00:01:46.000]  那些人不喜歡這麼刻板的生活
[00:01:46.000 --> 00:01:48.000]  我們以前說朝九晚五
[00:01:48.000 --> 00:01:50.000]  現在朝九晚六晚七晚八都好
[00:01:50.000 --> 00:01:51.000]  都是很刻板
[00:01:51.000 --> 00:01:54.000]  同一個地方上班上班
[00:01:54.000 --> 00:01:57.000]  還長期做一樣的事情
[00:01:57.000 --> 00:02:00.000]  但有些可能是因為年紀
[00:02:00.000 --> 00:02:03.000]  慢慢有不同的階段
[00:02:03.000 --> 00:02:07.000]  可能有些職業去到某個階段
[00:02:07.000 --> 00:02:11.000]  可能要轉一轉行
[00:02:11.000 --> 00:02:12.000]  或者做運動員
[00:02:12.000 --> 00:02:14.000]  不能夠長期做職業運動員
[00:02:14.000 --> 00:02:18.000]  或者做其他的行業及需要
[00:02:18.000 --> 00:02:21.000]  有些人到了人生另一個階段
[00:02:21.000 --> 00:02:23.000]  例如做了父母
[00:02:23.000 --> 00:02:24.000]  想照顧兒子
[00:02:24.000 --> 00:02:27.000]  有些時間做其他工作
[00:02:27.000 --> 00:02:34.000]  自己可以改變單身生活的情況下
[00:02:34.000 --> 00:02:36.000]  找一份不同的工作
[00:02:36.000 --> 00:02:39.000]  更多的人感到
[00:02:39.000 --> 00:02:43.000]  更加想更多時間
[00:02:43.000 --> 00:02:45.000]  做一些自己喜歡做的事
[00:02:45.000 --> 00:02:47.000]  當然可以賺錢
[00:02:47.000 --> 00:02:49.000]  可以生活
[00:02:49.000 --> 00:02:53.000]  於是想做一些自己想有興趣的事
[00:02:53.000 --> 00:02:55.000]  但很多可能是
[00:02:55.000 --> 00:02:57.000]  有一份生活未必是自己有興趣
[00:02:57.000 --> 00:02:59.000]  但真的賺到錢
[00:02:59.000 --> 00:03:01.000]  另外留一些時間
[00:03:01.000 --> 00:03:03.000]  做一些自己想做的事
[00:03:03.000 --> 00:03:05.000]  所以可能同時間
[00:03:05.000 --> 00:03:07.000]  是一個公司裡面的職員
[00:03:07.000 --> 00:03:09.000]  但可能是一個攝影師
[00:03:09.000 --> 00:03:13.000]  同時間是一個醫院裡面的
[00:03:13.000 --> 00:03:17.000]  醫院沒有護士可以兼職
[00:03:17.000 --> 00:03:19.000]  或者老師可以兼職
[00:03:19.000 --> 00:03:25.000]  同時間可能是一個社會服事的人
[00:03:25.000 --> 00:03:28.000]  或者從事藝術的人
[00:03:28.000 --> 00:03:30.000]  總之自己有興趣的事
[00:03:30.000 --> 00:03:34.000]  當然現在很多職青年輕人
[00:03:34.000 --> 00:03:36.000]  都有這樣的情況
[00:03:36.000 --> 00:03:41.000]  自己可以發揮自己的才能
[00:03:41.000 --> 00:03:43.000]  發揮自己的技能
[00:03:43.000 --> 00:03:45.000]  一些夢想可以達致
[00:03:45.000 --> 00:03:48.000]  最重要是能夠自主地
[00:03:48.000 --> 00:03:51.000]  能夠掌握到自己理想的生活
[00:03:51.000 --> 00:03:55.000]  這就是這個"斜劃"出現了
[00:03:55.000 --> 00:03:57.000]  這個"斜劃一族"
[00:03:57.000 --> 00:04:00.000]  對於我來說
[00:04:00.000 --> 00:04:03.000]  其實這件事是挺有興趣的
[00:04:03.000 --> 00:04:05.000]  可能我也有機會做這個情況
[00:04:05.000 --> 00:04:06.000]  當我退休之後
[00:04:06.000 --> 00:04:08.000]  我會做多些不同的事
[00:04:08.000 --> 00:04:11.000]  退休裡面有一個想法
[00:04:11.000 --> 00:04:13.000]  有人會問
[00:04:13.000 --> 00:04:16.000]  如果你就是你的工作的話
[00:04:16.000 --> 00:04:18.000]  就是說你做的工作
[00:04:18.000 --> 00:04:20.000]  一說你就是牧師
[00:04:20.000 --> 00:04:21.000]  你就做那些事
[00:04:21.000 --> 00:04:22.000]  你就是律師
[00:04:22.000 --> 00:04:23.000]  你就做那些事
[00:04:23.000 --> 00:04:25.000]  人生就要做那些事的話
[00:04:25.000 --> 00:04:29.000]  如果你當你的工作停了
[00:04:29.000 --> 00:04:31.000]  或者你不再工作的時候
[00:04:31.000 --> 00:04:34.000]  你什麼都不是了
[00:04:34.000 --> 00:04:36.000]  就是說我不是教會牧師的時候
[00:04:36.000 --> 00:04:38.000]  我什麼都不是了
[00:04:38.000 --> 00:04:39.000]  是不是這樣呢?
[00:04:39.000 --> 00:04:42.000]  當然這是值得思考的事情
[00:04:42.000 --> 00:04:43.000]  想說的是
[00:04:43.000 --> 00:04:48.000]  會不會我們太多過度的工作
[00:04:48.000 --> 00:04:51.000]  或者是專注在自己的職業裡面
[00:04:51.000 --> 00:04:54.000]  或者是忙碌於自己的工作裡面
[00:04:54.000 --> 00:04:57.000]  在生活裡面失去了平衡
[00:04:57.000 --> 00:05:00.000]  生活裡面是勞碌
[00:05:00.000 --> 00:05:04.000]  少了機會跟更多人接觸
[00:05:04.000 --> 00:05:07.000]  少了機會跟家人接觸
[00:05:07.000 --> 00:05:09.000]  少了機會跟自己獨處
[00:05:09.000 --> 00:05:10.000]  跟自己聊天
[00:05:10.000 --> 00:05:15.000]  更加少了機會跟我們的上帝親近
[00:05:15.000 --> 00:05:16.000]  所以今天我的題目是
[00:05:16.000 --> 00:05:19.000]  心靈的勞碌
[00:05:19.000 --> 00:05:20.000]  剛才讀的那段經文
[00:05:20.000 --> 00:05:22.000]  第20到22節
[00:05:22.000 --> 00:05:24.000]  只是三節裡面
[00:05:24.000 --> 00:05:28.000]  中文裡面有五次的勞碌出現了
[00:05:28.000 --> 00:05:29.000]  勞碌勞碌
[00:05:29.000 --> 00:05:30.000]  真的很勞碌
[00:05:30.000 --> 00:05:36.000]  鎖門給我們一個提示
[00:05:36.000 --> 00:05:40.000]  我們要知道這樣的勞碌
[00:05:40.000 --> 00:05:41.000]  日日的勞碌
[00:05:41.000 --> 00:05:43.000]  以致日日的憂慮
[00:05:43.000 --> 00:05:44.000]  夜夜的睡不著
[00:05:44.000 --> 00:05:46.000]  這些是空虛的
[00:05:46.000 --> 00:05:49.000]  所以我今天的題目裡面有三方面
[00:05:49.000 --> 00:05:52.000]  第一是誰是工作狂
[00:05:52.000 --> 00:05:54.000]  第二是對症下藥
[00:05:54.000 --> 00:05:57.000]  第三是安息日的意義
[00:05:57.000 --> 00:06:00.000]  那麼誰是工作狂呢
[00:06:00.000 --> 00:06:09.000]  我就簡單地再分享這幾節經文的主要內容
[00:06:09.000 --> 00:06:13.000]  鎖門說我從另一個思想的角度去看
[00:06:13.000 --> 00:06:17.000]  那些勞碌工作的本身
[00:06:17.000 --> 00:06:19.000]  即是工作的本身
[00:06:19.000 --> 00:06:22.000]  一個工作接著一個工作來看
[00:06:22.000 --> 00:06:30.000]  結果發現很多人的工作不能夠讓他得到滿意的回報
[00:06:30.000 --> 00:06:33.000]  以致他更加感到絕望
[00:06:33.000 --> 00:06:35.000]  社會上很大的問題
[00:06:35.000 --> 00:06:38.000]  就是我們花了很多的心力
[00:06:38.000 --> 00:06:39.000]  很多的體力
[00:06:39.000 --> 00:06:42.000]  很多的心力去工作
[00:06:42.000 --> 00:06:46.000]  擺好這些全心全意的時候
