
[00:00:00.000 --> 00:00:01.280]  同心去禱告
[00:00:01.280 --> 00:00:06.920]  天父求您的靈幫助我們去明白祢的說話
[00:00:06.920 --> 00:00:09.480]  又願意去遵行祢的說話
[00:00:09.480 --> 00:00:11.520]  讓我們的生命
[00:00:11.520 --> 00:00:13.320]  被祢的話去更新
[00:00:13.320 --> 00:00:14.080]  改變
[00:00:14.080 --> 00:00:15.620]  我們仰望祢
[00:00:15.620 --> 00:00:16.900]  奉耶穌基督的聖名
[00:00:16.900 --> 00:00:22.280]  我想在座當中多數都是基督徒
[00:00:22.280 --> 00:00:26.880]  我想問問大家,你猜猜在新約聖經裏面呢
[00:00:26.880 --> 00:00:28.680]  基督徒這個字
[00:00:28.920 --> 00:00:30.200]  出現了多少次?
[00:00:30.200 --> 00:00:34.800]  有多少人認為出現超過一百次?
[00:00:34.800 --> 00:00:40.440]  有多少人認為出現超過十次?
[00:00:40.440 --> 00:00:43.760]  好,看到可以放下
[00:00:43.760 --> 00:00:46.580]  有多少人認為出現超過五次?
[00:00:46.580 --> 00:00:49.660]  好
[00:00:49.660 --> 00:00:52.220]  有多少人認為沒有出現過?
[00:00:52.220 --> 00:00:56.820]  好,那其他的是怎樣的呢?
[00:00:59.640 --> 00:01:04.960]  如果你早前聽我講呢
[00:01:04.960 --> 00:01:07.020]  出現了三次
[00:01:07.020 --> 00:01:11.620]  在新約聖經原來基督徒這個字出現了三次
[00:01:11.620 --> 00:01:16.240]  那新約聖經怎樣形容我們這一班人呢?
[00:01:16.240 --> 00:01:18.540]  是用門徒這個字
[00:01:18.540 --> 00:01:24.200]  門徒在新約聖經出現了二百六十幾次,視乎你怎樣數法
[00:01:25.240 --> 00:01:31.120]  原來神去關注的不是我們,我們信了耶穌基督,我們是基督徒
[00:01:31.120 --> 00:01:34.200]  祂不是關注我們信了就算
[00:01:34.200 --> 00:01:38.300]  祂是關注我們是不是耶穌基督的門徒
[00:01:38.300 --> 00:01:40.860]  門徒就是肯學習
[00:01:40.860 --> 00:01:42.140]  效法
[00:01:42.140 --> 00:01:42.900]  跟從
[00:01:42.900 --> 00:01:44.960]  耶穌基督叫我做什麼
[00:01:44.960 --> 00:01:45.980]  我就做什麼
[00:01:45.980 --> 00:01:48.540]  祂叫我成為一個怎樣的人
[00:01:48.540 --> 00:01:50.840]  我就努力去成為怎樣的人
[00:01:50.840 --> 00:01:52.640]  這個是門徒
[00:01:53.140 --> 00:01:56.220]  原來聖經從來關注的是我們是不是一個門徒
[00:01:56.220 --> 00:01:59.800]  所以耶穌臨升天是一個大使命
[00:01:59.800 --> 00:02:04.400]  你們要去使萬民做耶穌基督的
[00:02:04.400 --> 00:02:05.440]  門徒
[00:02:05.440 --> 00:02:08.500]  我們不只是做一個
[00:02:08.500 --> 00:02:11.840]  順主上天堂的基督徒
[00:02:11.840 --> 00:02:15.160]  所以做門徒的關鍵呢
[00:02:15.160 --> 00:02:18.480]  就不是我們自己我成為一個門徒
[00:02:18.480 --> 00:02:21.040]  我們是使得別人
[00:02:21.300 --> 00:02:23.340]  都能夠成為主的門徒
[00:02:23.340 --> 00:02:25.640]  這個是關鍵
[00:02:25.640 --> 00:02:27.700]  能夠一代一代傳下去
[00:02:27.700 --> 00:02:32.040]  在美國有一個組織叫道行會
[00:02:32.040 --> 00:02:36.920]  道行會是1933年一個人叫Dawson Trotman
[00:02:36.920 --> 00:02:37.680]  去創立
[00:02:37.680 --> 00:02:42.280]  他的理念就是去門訓去訓練門徒
[00:02:42.280 --> 00:02:46.640]  他們的理念就是基於今天這段經文的第二節
[00:02:47.400 --> 00:02:51.760]  他要將神的話去交託那些忠心能教導別人的人
[00:02:51.760 --> 00:02:58.920]  Trotman去創立道行會的時候他的重點就是和大學生和一些
[00:02:58.920 --> 00:03:01.740]  海軍去做門訓
[00:03:01.740 --> 00:03:07.880]  有一次他去了一個船叫西維珍尼亞號
[00:03:07.880 --> 00:03:09.680]  他去傳福音
[00:03:09.680 --> 00:03:13.520]  他帶了一個水手叫Spencer去順主
[00:03:13.520 --> 00:03:16.580]  他開始去門訓這個水手
[00:03:17.360 --> 00:03:19.400]  Spencer生命改變
[00:03:19.400 --> 00:03:22.220]  他吸引其他的同事
[00:03:22.220 --> 00:03:25.300]  他的軍艦裏面的同事
[00:03:25.300 --> 00:03:27.860]  他覺得這個道真是好
[00:03:27.860 --> 00:03:30.420]  這個真是真是好 這個福音好正
[00:03:30.420 --> 00:03:34.760]  Spencer就去找Trotman找師傅
[00:03:34.760 --> 00:03:40.140]  不如你來我們繼續去訓練我的同事
[00:03:40.140 --> 00:03:43.220]  如果你是一個目者
[00:03:43.980 --> 00:03:48.080]  有人找你 你來我公司幫我去傳福音
[00:03:48.080 --> 00:03:49.360]  去門訓
[00:03:49.360 --> 00:03:51.400]  你就反應了
[00:03:51.400 --> 00:03:53.720]  但Trotman說
[00:03:53.720 --> 00:03:54.480]  我不去
[00:03:54.480 --> 00:03:56.280]  你做
[00:03:56.280 --> 00:04:00.620]  他叫Spencer我教你的東西你教他
[00:04:00.620 --> 00:04:03.440]  Spencer就
[00:04:03.440 --> 00:04:04.200]  唯有
[00:04:04.200 --> 00:04:07.800]  剛強壯膽就硬頂上
[00:04:07.800 --> 00:04:12.140]  結果帶了125個他的同事順主
[00:04:12.660 --> 00:04:14.960]  歸向耶穌生命改變
[00:04:14.960 --> 00:04:18.560]  這個就是道行會他們的理念
[00:04:18.560 --> 00:04:20.860]  一代傳一代
[00:04:20.860 --> 00:04:22.640]  不是只有一個人做
[00:04:22.640 --> 00:04:24.180]  一定要
[00:04:24.180 --> 00:04:25.460]  門訓棒
[00:04:25.460 --> 00:04:26.240]  代代傳
[00:04:26.240 --> 00:04:30.320]  在1977年有一個人叫Walter Harrison
[00:04:30.320 --> 00:04:32.640]  他就參加道行會
[00:04:32.640 --> 00:04:35.200]  這個人寫了一本書可能很多人都看過
[00:04:35.200 --> 00:04:38.000]  就是叫息息不斷的門徒訓練
[00:04:38.000 --> 00:04:40.560]  Disciples are made not born
[00:04:41.600 --> 00:04:42.880]  這本書對我影響很大
[00:04:42.880 --> 00:04:46.460]  Walter其實他來過香港
[00:04:46.460 --> 00:04:48.240]  他是門訓了一個醫生
[00:04:48.240 --> 00:04:51.840]  這個醫生就門訓了一個藍護士
[00:04:51.840 --> 00:04:56.180]  這個藍護士繼續門訓了一個電訊工程師
[00:04:56.180 --> 00:04:59.520]  這個電訊工程師就門訓了
[00:04:59.520 --> 00:05:00.800]  一個銀行家
[00:05:00.800 --> 00:05:04.380]  這個銀行家就帶了我順主
[00:05:04.380 --> 00:05:05.660]  然後門訓了我
[00:05:05.660 --> 00:05:09.240]  Walter是我六代之前的
[00:05:09.240 --> 00:05:10.780]  師祖來的
[00:05:12.060 --> 00:05:14.360]  如果Walter沒有來香港做這件事
[00:05:14.360 --> 00:05:15.900]  可能沒有今天的我
[00:05:15.900 --> 00:05:19.740]  其實他所做的事是祝福了
[00:05:19.740 --> 00:05:20.520]  很多的人
[00:05:20.520 --> 00:05:25.640]  其實Walter只不過是其中一個他領受了上帝的使命
[00:05:25.640 --> 00:05:31.260]  他願意不斷去門訓而他的門徒又願意繼續去門訓
[00:05:31.260 --> 00:05:33.060]  讓很多人得到祝福
[00:05:33.060 --> 00:05:34.600]  這個不就是大使命
[00:05:34.600 --> 00:05:37.920]  所以保羅他臨走了
[00:05:37.920 --> 00:05:40.480]  去到提摩太后書這個
[00:05:41.000 --> 00:05:42.520]  他的遺書
[00:05:42.520 --> 00:05:45.600]  他怎樣幫他的門徒提摩太呢
[00:05:45.600 --> 00:05:51.760]  他教導提摩太你怎樣能夠將耶穌基督給你的使命
[00:05:51.760 --> 00:05:53.300]  能夠做下去
[00:05:53.300 --> 00:05:57.140]  就是繼續把這個門訓的棒傳下去
[00:05:57.140 --> 00:06:03.020]  在提摩太后書這一段經文大家剛才讀這段經文
[00:06:03.020 --> 00:06:05.320]  其實結構不是很複雜
[00:06:05.320 --> 00:06:10.960]  我們的結構可以用四個的命令式的動詞去將這段經文分開
[00:06:11.980 --> 00:06:15.560]  第一個的命令動詞就是在第一節要剛強
[00:06:15.560 --> 00:06:18.880]  第二個在第二節要教託
[00:06:18.880 --> 00:06:21.700]  第三個在
[00:06:21.700 --> 00:06:25.040]  第三節要同受苦難
[00:06:25.040 --> 00:06:28.360]  第四個在第七節是要考慮
[00:06:28.360 --> 00:06:33.480]  我們就按照保羅他用的文法他的內容
[00:06:33.480 --> 00:06:37.320]  我們看一看他怎樣去鼓勵提摩太
[00:06:37.320 --> 00:06:39.880]  去完成神給他的使命
[00:06:41.420 --> 00:06:45.720]  其實在原文第一節的開頭有「所以」這個字
[00:06:45.720 --> 00:06:52.360]  「所以」這個字將第一章的尾和第二章的頭去聯繫
