
[00:00:00.000 --> 00:00:02.840]  讓我們同心的 一同的去禱告
[00:00:02.840 --> 00:00:05.360]  將這段時間交給主 我們一同的禱告
[00:00:05.360 --> 00:00:13.320]  創造天地萬物的主宰 我們天上的爸爸
[00:00:13.320 --> 00:00:18.000]  我們一家人安靜在你自己的根前
[00:00:18.000 --> 00:00:21.280]  求你幫助我們
[00:00:21.280 --> 00:00:23.320]  預備一個謙卑
[00:00:23.320 --> 00:00:25.320]  安靜的心
[00:00:25.320 --> 00:00:27.320]  去等候你自己的說話
[00:00:28.120 --> 00:00:30.120]  因為我們知道
[00:00:30.120 --> 00:00:32.120]  來到你自己的殿當中
[00:00:32.120 --> 00:00:34.120]  你是那個的主角
[00:00:34.120 --> 00:00:37.120]  你是我們那個敬拜的對象
[00:00:37.120 --> 00:00:41.120]  我們盼望藉著我們一生能夠去榮耀你的名
[00:00:41.120 --> 00:00:43.120]  亦都在這個時候
[00:00:43.120 --> 00:00:47.120]  全心全意 心靈誠實地來敬拜你
[00:00:47.120 --> 00:00:49.120]  最後我們
[00:00:49.120 --> 00:00:51.120]  剛才藉著詩歌
[00:00:51.120 --> 00:00:53.120]  所表達的那種讚美
[00:00:53.120 --> 00:00:56.120]  所表達的那份信心的倚靠
[00:00:56.120 --> 00:00:58.120]  主下就求你垂聽
[00:00:58.120 --> 00:01:00.120]  求你來到去接納
[00:01:00.120 --> 00:01:03.120]  讓這些詩歌達到你自己的根前
[00:01:03.120 --> 00:01:05.120]  蒙你自己的月亮
[00:01:05.120 --> 00:01:07.120]  接下來
[00:01:07.120 --> 00:01:10.120]  你的僕人都是去分享
[00:01:10.120 --> 00:01:12.120]  你放在他心裏面的訊息
[00:01:12.120 --> 00:01:16.120]  求耶穌基督你自己親自的臨在
[00:01:16.120 --> 00:01:20.120]  求你自己親自的在這個殿當中坐著為王
[00:01:20.120 --> 00:01:23.120]  讓你的聖靈在當中親自在我們心裏面
[00:01:23.120 --> 00:01:25.120]  做心意恆久的工作
[00:01:25.120 --> 00:01:27.120]  以致我們一同去等候
[00:01:27.120 --> 00:01:29.120]  去聆聽你自己的話語的時候
[00:01:29.120 --> 00:01:33.120]  我們不只是單單去認知多一些聖經的教導
[00:01:33.120 --> 00:01:34.120]  一些的道理
[00:01:34.120 --> 00:01:35.120]  而更加重要的就是說
[00:01:35.120 --> 00:01:37.120]  我們整個生命
[00:01:37.120 --> 00:01:40.120]  能夠可以將你自己的話語實踐出來
[00:01:40.120 --> 00:01:43.120]  讓你的名在我們生命當中
[00:01:43.120 --> 00:01:45.120]  得著當得的榮耀
[00:01:45.120 --> 00:01:47.120]  幫助你卑微不配的僕人
[00:01:47.120 --> 00:01:50.120]  讓他所講的都合乎你自己的心意
[00:01:50.120 --> 00:01:52.120]  你最清楚他的限制
[00:01:52.120 --> 00:01:55.120]  就幫助他清清楚楚明明白白
[00:01:55.120 --> 00:01:58.120]  讓你的心意能夠全講
[00:01:58.120 --> 00:02:01.120]  也都求你自己親自的
[00:02:01.120 --> 00:02:05.120]  來到去幫助每一個弟兄姊妹
[00:02:05.120 --> 00:02:08.120]  是用心來去聆聽
[00:02:08.120 --> 00:02:10.120]  求你隨聽我們的禱告
[00:02:10.120 --> 00:02:12.120]  奉耶穌基督的名求
[00:02:12.120 --> 00:02:13.120]  阿門
[00:02:13.120 --> 00:02:17.120]  有一個女孩子
[00:02:17.120 --> 00:02:18.120]  就見到
[00:02:18.120 --> 00:02:22.120]  她在逛街就見到一個交通意外
[00:02:22.120 --> 00:02:25.120]  不是真是這一幅相
[00:02:25.120 --> 00:02:28.120]  我純粹下載一張相片告訴大家
[00:02:28.120 --> 00:02:31.120]  她就見到這個交通意外
[00:02:31.120 --> 00:02:33.120]  在這個交通意外裏面
[00:02:33.120 --> 00:02:38.120]  其實都有很多人都受了很重的傷
[00:02:38.120 --> 00:02:39.120]  非常之嚴重
[00:02:39.120 --> 00:02:41.120]  其實當時她已經見到
[00:02:41.120 --> 00:02:45.120]  有一些人就開始在那裏看看有什麼幫手
[00:02:45.120 --> 00:02:47.120]  已經有救護員在那裏急救
[00:02:47.120 --> 00:02:48.120]  諸如此類
[00:02:48.120 --> 00:02:50.120]  在那裏做很多的事情
[00:02:50.120 --> 00:02:52.120]  她就覺得很難得
[00:02:52.120 --> 00:02:54.120]  見到有這些交通意外
[00:02:54.120 --> 00:02:58.120]  她就走過去自拍
[00:02:58.120 --> 00:03:00.120]  用港女拾色
[00:03:00.120 --> 00:03:01.120]  好像很可愛
[00:03:01.120 --> 00:03:02.120]  好像很有趣
[00:03:02.120 --> 00:03:04.120]  在那裏拍下相
[00:03:04.120 --> 00:03:06.120]  然後擺下不同的姿勢
[00:03:06.120 --> 00:03:07.120]  拍拍拍
[00:03:07.120 --> 00:03:09.120]  拍了一輪之後
[00:03:09.120 --> 00:03:11.120]  就有一個大叔
[00:03:11.120 --> 00:03:12.120]  有一個阿伯
[00:03:12.120 --> 00:03:15.120]  指著她在那裏罵
[00:03:15.120 --> 00:03:17.120]  她說現在是什麼時候
[00:03:17.120 --> 00:03:18.120]  什麼環境
[00:03:18.120 --> 00:03:19.120]  在這樣的環境裏
[00:03:19.120 --> 00:03:22.120]  你還在那裏自拍
[00:03:22.120 --> 00:03:23.120]  可能有些人就說
[00:03:23.120 --> 00:03:24.120]  自拍而已
[00:03:24.120 --> 00:03:25.120]  沒什麼
[00:03:25.120 --> 00:03:28.120]  問題當然不是自拍
[00:03:28.120 --> 00:03:29.120]  問題其實就是說
[00:03:29.120 --> 00:03:32.120]  這個港女拾色
[00:03:32.120 --> 00:03:34.120]  做完所有之後
[00:03:34.120 --> 00:03:36.120]  其實是表達出
[00:03:36.120 --> 00:03:38.120]  她都搞不清楚
[00:03:38.120 --> 00:03:41.120]  當時那個環境是一個什麼的環境
[00:03:41.120 --> 00:03:44.120]  搞不清楚這是一個什麼的處境
[00:03:44.120 --> 00:03:46.120]  自拍不是有問題
[00:03:46.120 --> 00:03:48.120]  只不過在一個不適合的時間
[00:03:48.120 --> 00:03:50.120]  做這些事情
[00:03:50.120 --> 00:03:53.120]  就非常之不適當
[00:03:53.120 --> 00:03:55.120]  所以有人就拍了這件事
[00:03:55.120 --> 00:03:56.120]  擺了上網之後
[00:03:56.120 --> 00:03:58.120]  就被人差不多罵爆
[00:03:58.120 --> 00:04:01.120]  弟兄姊妹
[00:04:01.120 --> 00:04:06.120]  你知道這是什麼時候嗎
[00:04:06.120 --> 00:04:10.120]  正如我給今天這個講題
[00:04:10.120 --> 00:04:13.120]  你知道這是什麼時候嗎
[00:04:13.120 --> 00:04:15.120]  你現在知不知道
[00:04:15.120 --> 00:04:18.120]  你自己身處在一個什麼的處境
[00:04:18.120 --> 00:04:20.120]  在一個什麼的時勢呢
[00:04:20.120 --> 00:04:23.120]  作為神的兒女
[00:04:23.120 --> 00:04:24.120]  你又知不知道
[00:04:24.120 --> 00:04:25.120]  有些什麼事情
[00:04:25.120 --> 00:04:26.120]  在這個時勢
[00:04:26.120 --> 00:04:27.120]  這個處境
[00:04:27.120 --> 00:04:29.120]  你應該做
[00:04:29.120 --> 00:04:30.120]  有些什麼事情
[00:04:30.120 --> 00:04:32.120]  你是不應該做的呢
[00:04:32.120 --> 00:04:35.120]  其實今天我很想和大家
[00:04:35.120 --> 00:04:38.120]  藉著羅馬書第十三章
[00:04:38.120 --> 00:04:40.120]  第十一至十四節
[00:04:40.120 --> 00:04:41.120]  這一段經文
[00:04:41.120 --> 00:04:45.120]  能夠和大家分享一個訊息
[00:04:45.120 --> 00:04:51.120]  剛才主席葦紅幫我們讀過
[00:04:51.120 --> 00:04:53.120]  我知道你們都是一個新譯本
[00:04:53.120 --> 00:04:55.120]  我這個版本
[00:04:55.120 --> 00:04:57.120]  其實就是和合本的版本
[00:04:57.120 --> 00:04:59.120]  如果方便的話
[00:04:59.120 --> 00:05:01.120]  也請大家幫我讀一次
[00:05:01.120 --> 00:05:03.120]  醒神地幫我讀一次
[00:05:03.120 --> 00:05:05.120]  羅馬書十三章
[00:05:05.120 --> 00:05:06.120]  十一至十四節
[00:05:06.120 --> 00:05:07.120]  預備起
[00:05:11.120 --> 00:05:13.120]  我現在身處睡醒的時候
[00:05:13.120 --> 00:05:15.120]  因為我睡不著
[00:05:15.120 --> 00:05:17.120]  而當地初睡的時候
[00:05:17.120 --> 00:05:19.120]  更生氣
[00:05:19.120 --> 00:05:20.120]  黑暗的時辰
[00:05:20.120 --> 00:05:22.120]  白晝將近
[00:05:22.120 --> 00:05:25.120]  我會想當天對妹妹的行為
[00:05:25.120 --> 00:05:27.120]  帶上光明的兵器
[00:05:27.120 --> 00:05:30.120]  行事為人要短情
[00:05:30.120 --> 00:05:32.120]  保障眼睛的白晝
[00:05:32.120 --> 00:05:34.120]  不可謊言詛咒
[00:05:34.120 --> 00:05:36.120]  不可好色邪惡
[00:05:36.120 --> 00:05:38.120]  不可憎病疾病
[00:05:38.120 --> 00:05:41.120]  還要被大廚的素食毒
[00:05:41.120 --> 00:05:43.120]  不要為奴體安排
[00:05:43.120 --> 00:05:45.120]  去幫助使用
[00:05:45.120 --> 00:05:48.120]  在這段經文裏面
[00:05:48.120 --> 00:05:50.120]  在這段經文裏面
[00:05:50.120 --> 00:05:52.120]  其實主要你可以看得見
[00:05:52.120 --> 00:05:54.120]  黑夜已深
[00:05:54.120 --> 00:05:56.120]  白晝將近
