
[00:00:00.000 --> 00:00:06.300]  我們今天繼續的講題是屬靈恩賜系列2
[00:00:06.300 --> 00:00:08.700]  今天是講屬靈恩賜有什麼用呢?
[00:00:08.700 --> 00:00:12.060]  怎樣找到你的屬靈恩賜呢?
[00:00:12.060 --> 00:00:15.820]  我記得很多年前我自己試過有一次
[00:00:15.820 --> 00:00:20.960]  團隊建立,Team Building Exercise
[00:00:20.960 --> 00:00:24.720]  當時有不同的任務要做
[00:00:24.720 --> 00:00:30.660]  其中一個是把團隊分成十幾人一組
[00:00:30.660 --> 00:00:33.660]  在裡面要合作互信
[00:00:33.660 --> 00:00:40.880]  其中一個完成任務就是每人都要輪流上一個五尺的高台
[00:00:40.880 --> 00:00:42.180]  大概五尺左右
[00:00:42.180 --> 00:00:44.180]  五尺有多高呢?
[00:00:44.180 --> 00:00:47.060]  看我就差不多了
[00:00:47.060 --> 00:00:50.060]  五尺左右就要上去
[00:00:50.060 --> 00:00:54.480]  下面的人就在五尺的高台
[00:00:54.480 --> 00:00:55.820]  這裡大概一尺多
[00:00:55.820 --> 00:00:59.520]  下面就組一個手的網
[00:00:59.520 --> 00:01:00.260]  怎樣呢?
[00:01:00.260 --> 00:01:05.120]  就是當那個人在台上向後躺
[00:01:05.120 --> 00:01:07.620]  就要接住他
[00:01:07.620 --> 00:01:12.220]  我一聽的時候,這個活動真的相當刺激
[00:01:12.220 --> 00:01:15.060]  一聽完之後,每個人都要做
[00:01:15.060 --> 00:01:18.520]  不然我當然要在下面承接一下
[00:01:18.520 --> 00:01:20.660]  每個人做都很害怕
[00:01:20.660 --> 00:01:24.020]  不單要建立信心合作
[00:01:24.020 --> 00:01:27.420]  其實還是一個生命互相的倚靠
[00:01:27.420 --> 00:01:30.220]  我一聽完之後馬上想一想
[00:01:30.220 --> 00:01:34.020]  這一群人有沒有我的仇敵呢?
[00:01:34.020 --> 00:01:35.720]  不然去鬆一鬆手
[00:01:35.720 --> 00:01:37.520]  都頗危險的
[00:01:37.520 --> 00:01:40.720]  每個人都要先做一個朋友
[00:01:40.720 --> 00:01:42.420]  每個人都要維繫
[00:01:42.420 --> 00:01:45.020]  很有趣的,當時一開始
[00:01:45.020 --> 00:01:48.120]  人們就馬上開始排位,不同的位置
[00:01:48.120 --> 00:01:49.720]  有人會指揮
[00:01:49.720 --> 00:01:51.520]  這樣排,這樣做
[00:01:51.520 --> 00:01:53.720]  有人會說打氣
[00:01:53.720 --> 00:01:55.820]  有人會排位
[00:01:55.820 --> 00:01:59.120]  有人會說手應該怎樣挽著
[00:01:59.120 --> 00:02:00.920]  當然教練也有說
[00:02:00.920 --> 00:02:02.620]  我們要小心一點
[00:02:02.620 --> 00:02:03.620]  我們要做了
[00:02:03.620 --> 00:02:06.520]  做的時候,我不知道你怎樣做
[00:02:06.520 --> 00:02:08.020]  因為下面的人接
[00:02:08.020 --> 00:02:09.720]  上面的人要背著
[00:02:09.720 --> 00:02:12.120]  我經常做這個動作
[00:02:12.120 --> 00:02:14.220]  背著之後就看看
[00:02:14.220 --> 00:02:16.520]  有沒有人作弄我,先走了
[00:02:16.520 --> 00:02:18.120]  我不知道你有沒有試過
[00:02:18.120 --> 00:02:20.520]  小學生上學的時候
[00:02:20.520 --> 00:02:23.320]  你剛剛想著上課坐下
[00:02:23.320 --> 00:02:24.720]  你的同學就在旁邊
[00:02:24.720 --> 00:02:26.120]  把你的椅子拔走
[00:02:26.120 --> 00:02:28.120]  然後你們就啪啪
[00:02:28.120 --> 00:02:29.820]  那種我就試過了
[00:02:29.820 --> 00:02:30.920]  有沒有人試過?
[00:02:30.920 --> 00:02:32.920]  有沒有試過舉手?
[00:02:32.920 --> 00:02:34.220]  這麼少?
[00:02:34.220 --> 00:02:36.920]  哎呀,你的學校真好
[00:02:36.920 --> 00:02:38.320]  我真的很害怕
[00:02:38.320 --> 00:02:40.720]  那時候兩三尺沒問題
[00:02:40.720 --> 00:02:42.120]  輕很多
[00:02:42.120 --> 00:02:44.720]  現在這麼重,下去很危險
[00:02:44.720 --> 00:02:46.720]  結果上到去
[00:02:46.720 --> 00:02:48.220]  就說十幾人
[00:02:48.220 --> 00:02:50.320]  可能是半分鐘一個
[00:02:50.320 --> 00:02:52.720]  但真的做了一兩個小時,最少
[00:02:52.720 --> 00:02:56.120]  因為你會害怕,要鼓勵,要想
[00:02:56.120 --> 00:02:59.320]  最後我們真的一個一個做
[00:02:59.320 --> 00:03:01.320]  但做到最後那個
[00:03:01.320 --> 00:03:05.120]  因為他下去的時候
[00:03:05.120 --> 00:03:07.120]  其實你想不想試一下?
[00:03:07.120 --> 00:03:09.920]  矮矮的,找一個上來
[00:03:09.920 --> 00:03:11.920]  我們找Eric大隻點
[00:03:11.920 --> 00:03:15.120]  冷靜冷靜的Lauren上來接一下
[00:03:15.120 --> 00:03:17.120]  其中一個很害怕
[00:03:17.120 --> 00:03:18.320]  他背下去的時候
[00:03:18.320 --> 00:03:20.320]  他好像彎腰,可以嗎?
[00:03:20.320 --> 00:03:22.720]  他背下去了,結果怎樣呢?
[00:03:22.720 --> 00:03:25.120]  他就一彎,他不是直線下去
[00:03:25.120 --> 00:03:27.720]  一彎,就彎著下去
[00:03:27.720 --> 00:03:30.920]  就在手的洞裡掉到地上
[00:03:30.920 --> 00:03:33.520]  都感恩成一成而已
[00:03:33.520 --> 00:03:34.720]  就掉下去了
[00:03:34.720 --> 00:03:35.920]  也很感動的
[00:03:35.920 --> 00:03:37.920]  幸好接那個不是梁牧師
[00:03:37.920 --> 00:03:39.920]  不然也是很艱難的
[00:03:39.920 --> 00:03:42.720]  應該也接不到的
[00:03:42.720 --> 00:03:46.520]  不過他受了受傷也好得了
[00:03:46.520 --> 00:03:47.920]  我想說什麼呢?真的
[00:03:47.920 --> 00:03:51.120]  我們要一件事完成
[00:03:51.120 --> 00:03:53.120]  要合作互信
[00:03:53.120 --> 00:03:55.120]  並且相信這個是
[00:03:55.120 --> 00:04:00.120]  互相倚靠有關生命的課題
[00:04:00.120 --> 00:04:02.120]  屬靈因此也是
[00:04:02.120 --> 00:04:04.120]  人人都有份參與
[00:04:04.120 --> 00:04:06.720]  人人都有他的位置
[00:04:06.720 --> 00:04:09.720]  不單要合作不分你我
[00:04:09.720 --> 00:04:11.720]  同樣要建立
[00:04:11.720 --> 00:04:12.720]  我們不是建立
[00:04:12.720 --> 00:04:16.720]  地上一個的任務這麼簡單
[00:04:16.720 --> 00:04:18.320]  是天國的任務
[00:04:18.320 --> 00:04:20.320]  我們必定需要
[00:04:20.320 --> 00:04:22.720]  以生命互相倚靠
[00:04:22.720 --> 00:04:25.720]  如果大家記得上星期梁牧師說
[00:04:25.720 --> 00:04:27.720]  屬靈因此三個方面
[00:04:27.720 --> 00:04:28.920]  我提提大家重溫
[00:04:28.920 --> 00:04:29.720]  第一
[00:04:29.720 --> 00:04:32.520]  他說我們要分辨從神而來
[00:04:32.520 --> 00:04:36.120]  和邪靈而來帶來的能力
[00:04:36.120 --> 00:04:38.520]  如果是聖靈的感動
[00:04:38.520 --> 00:04:40.720]  沒有人會說
[00:04:40.720 --> 00:04:41.920]  「就在耶穌」
[00:04:41.920 --> 00:04:42.920]  有聖靈的感動
[00:04:42.920 --> 00:04:45.720]  「耶穌在萬事主」
[00:04:45.720 --> 00:04:46.720]  第二
[00:04:46.720 --> 00:04:49.320]  人人都有不同的恩賜
[00:04:49.320 --> 00:04:51.320]  所以你看看你旁邊那個
[00:04:51.320 --> 00:04:52.720]  你跟他說
[00:04:52.720 --> 00:04:54.720]  「你也有的」
[00:04:54.720 --> 00:04:56.120]  真的有的
[00:04:56.120 --> 00:04:57.120]  第三
[00:04:57.120 --> 00:04:59.520]  不要比較
[00:04:59.520 --> 00:05:00.720]  今天我都說三點
[00:05:00.720 --> 00:05:01.720]  而第一點
[00:05:01.720 --> 00:05:04.320]  馬上看看說什麼
[00:05:04.320 --> 00:05:05.720]  我們繼續
[00:05:05.720 --> 00:05:07.720]  上次說到第十二章十一節
[00:05:07.720 --> 00:05:09.720]  我們現在說到十二節開始
[00:05:09.720 --> 00:05:12.120]  我們先讀十二、十三、十四節
[00:05:12.120 --> 00:05:13.120]  預備起
[00:05:13.120 --> 00:05:15.920]  「就如身子是一個
[00:05:15.920 --> 00:05:18.320]  卻有許多肢體
[00:05:18.320 --> 00:05:20.520]  而且肢體雖多
