
[00:00:00.000 --> 00:00:08.000]  我首先想給大家看一張圖片
[00:00:08.000 --> 00:00:10.000]  在進行今天的講道之前
[00:00:10.000 --> 00:00:12.500]  想跟大家分享一個圖片
[00:00:12.500 --> 00:00:16.500]  因為我們的效果不是很好
[00:00:16.500 --> 00:00:21.000]  大家猜猜這是什麼場合
[00:00:21.000 --> 00:00:24.500]  雖然這個效果不是太清楚
[00:00:24.500 --> 00:00:26.000]  可是大家也可以猜一猜
[00:00:26.000 --> 00:00:27.500]  這是什麼樣的情況之下
[00:00:27.500 --> 00:00:34.000]  這個原來是我家的平台昨晚拍的
[00:00:34.000 --> 00:00:39.000]  這張圖片是在牧師家裡平台的地方照出來的
[00:00:39.000 --> 00:00:42.000]  好像是一團糟
[00:00:42.000 --> 00:00:43.000]  好像是一團糟
[00:00:43.000 --> 00:00:44.000]  看得不是很清楚
[00:00:44.000 --> 00:00:45.000]  並不是很清楚
[00:00:45.000 --> 00:00:47.000]  不如我們看第二張
[00:00:47.000 --> 00:00:49.000]  看第二張
[00:00:49.000 --> 00:00:51.000]  比較清楚一點了
[00:00:51.000 --> 00:00:52.000]  這張是比較清楚
[00:00:52.000 --> 00:00:55.000]  大家猜不猜得到這是什麼活動
[00:00:55.000 --> 00:00:57.000]  這是什麼活動呢
[00:00:57.000 --> 00:01:02.000]  在左手邊右手邊有一個南瓜
[00:01:02.000 --> 00:01:04.000]  右手邊有一個大南瓜
[00:01:04.000 --> 00:01:09.000]  中間有一個中國的殭屍
[00:01:09.000 --> 00:01:11.000]  中間是一個中國式的殭屍
[00:01:11.000 --> 00:01:16.000]  最特別的是右手邊有一個趕鬼的神父
[00:01:16.000 --> 00:01:19.000]  最左手邊有一個趕鬼的神父
[00:01:19.000 --> 00:01:21.000]  胸前有個十字架
[00:01:21.000 --> 00:01:22.000]  他胸前有個十字架
[00:01:22.000 --> 00:01:24.000]  那些小朋友覺得很好玩
[00:01:24.000 --> 00:01:27.000]  那些小朋友覺得很好玩
[00:01:27.000 --> 00:01:29.000]  因為不單可以扮鬼
[00:01:29.000 --> 00:01:31.000]  不單只可以扮鬼
[00:01:31.000 --> 00:01:38.000]  還可以拿棒球棍去打南瓜
[00:01:38.000 --> 00:01:41.000]  更加可以拿棒球棍去打南瓜
[00:01:41.000 --> 00:01:47.000]  所以萬聖節我相信很快就會普及在香港
[00:01:47.000 --> 00:01:51.000]  所以萬聖節很可能會在香港很快普及起來
[00:01:51.000 --> 00:01:53.000]  成為了香港的風俗習慣
[00:01:53.000 --> 00:01:55.000]  成為了香港的風俗習慣
[00:01:55.000 --> 00:01:57.000]  就像聖誕節一樣
[00:01:57.000 --> 00:01:58.000]  就像聖誕節一樣
[00:01:58.000 --> 00:02:03.000]  很多微信者將這些節日去追尋快樂
[00:02:03.000 --> 00:02:07.000]  很多微信者將這些節日去追尋快樂
[00:02:07.000 --> 00:02:13.000]  同一個節日來說
[00:02:13.000 --> 00:02:18.000]  但對於參加者過節的意義卻是完全不相同
[00:02:18.000 --> 00:02:18.000]  但對於參加者過節的意義卻是完全不相同
[00:02:18.000 --> 00:02:23.000]  但對於參加者過節的意義卻是完全不相同
[00:02:23.000 --> 00:02:30.000]  信仰的活動與風俗習慣糾纏在一起
[00:02:30.000 --> 00:02:34.000]  信仰的活動與風俗習慣糾纏在一起
[00:02:34.000 --> 00:02:40.000]  所以我們要小心分辨應該選取哪一種正確
[00:02:40.000 --> 00:02:45.000]  所以我們要小心分辨哪一種正確
[00:02:45.000 --> 00:02:48.000]  今天的聖經主耶穌說了一個比喻
[00:02:48.000 --> 00:02:50.000]  今天的經文主耶穌說了一個比喻
[00:02:50.000 --> 00:02:50.000]  今天的經文主耶穌說了一個比喻
[00:02:50.000 --> 00:02:53.000]  是名為「麥子和卑子」
[00:02:53.000 --> 00:02:56.000]  是名為「麥子和卑子」
[00:02:56.000 --> 00:03:00.000]  是他教導門徒有關天國的比喻的其中一個
[00:03:00.000 --> 00:03:04.000]  是他教導門徒有關天國的比喻的其中一個
[00:03:04.000 --> 00:03:05.000]  是他教導門徒有關天國的比喻的其中一個
[00:03:05.000 --> 00:03:10.000]  讓我們明白到天國或神的國來臨時有什麼特徵
[00:03:10.000 --> 00:03:10.000]  讓我們明白到天國或神的國降臨時有什麼特徵
[00:03:10.000 --> 00:03:15.000]  讓我們明白到天國或神的國降臨時有什麼特徵
[00:03:15.000 --> 00:03:16.000]  讓我們明白到天國或神的國降臨時有什麼特徵
[00:03:16.000 --> 00:03:27.000]  不過我要說天國或神的國不是很久以後的事
[00:03:27.000 --> 00:03:31.000]  天國或神的國並不是很久以後的事
[00:03:31.000 --> 00:03:32.000]  天國或神的國並不是很久以後的事
[00:03:32.000 --> 00:03:33.000]  就是耶穌來到這個世界上
[00:03:33.000 --> 00:03:33.000]  就是耶穌來到這個世界上
[00:03:33.000 --> 00:03:34.000]  就是耶穌來到這個世界上
[00:03:34.000 --> 00:03:36.000]  當祂出來傳道就已經開始了
[00:03:36.000 --> 00:03:39.000]  當祂出來傳道就已經開始了
[00:03:39.000 --> 00:03:40.000]  當祂出來傳道就已經開始了
[00:03:40.000 --> 00:03:46.000]  請Esther讀出第十三章二十四至二十五節
[00:03:46.000 --> 00:03:46.000]  請Esther讀出第十三章二十四至二十五節
[00:03:46.000 --> 00:03:47.000]  二十四到二十五節
[00:03:47.000 --> 00:03:48.000]  二十四到二十五節
[00:03:48.000 --> 00:03:49.000]  耶穌又設個比喻對他們說
[00:03:49.000 --> 00:03:50.000]  耶穌又設個比喻對他們說
[00:03:50.000 --> 00:03:51.000]  天國好像人撒好種在田裡
[00:03:51.000 --> 00:03:52.000]  天國好像人撒好種在田裡
[00:03:52.000 --> 00:03:53.000]  天國好像人撒好種在田裡
[00:03:53.000 --> 00:03:54.000]  天國好像人撒好種在田裡
[00:03:54.000 --> 00:03:55.000]  以致人睡覺的時候有仇敵來
[00:03:55.000 --> 00:03:56.000]  以致人睡覺的時候有仇敵來
[00:03:56.000 --> 00:03:57.000]  以致人睡覺的時候有仇敵來
[00:03:57.000 --> 00:03:58.000]  將麥子撒在麥子裡就走了
[00:03:58.000 --> 00:04:11.000]  將麥子撒在麥子裡就走了
[00:04:11.000 --> 00:04:12.000]  麥子是指大麥或者小麥
[00:04:12.000 --> 00:04:13.000]  麥子是指大麥或者小麥
[00:04:13.000 --> 00:04:14.000]  是耶穌時代一般的食物
[00:04:14.000 --> 00:04:15.000]  是耶穌時代一般的食物
[00:04:15.000 --> 00:04:16.000]  而杯子是一種吃了之後令人覺得不適的
[00:04:16.000 --> 00:04:17.000]  而杯子是一種吃了之後令人覺得不適的
[00:04:17.000 --> 00:04:18.000]  麥子是一種吃了之後令人覺得不適的
[00:04:18.000 --> 00:04:19.000]  麥子是一種吃了之後令人覺得不適的
[00:04:19.000 --> 00:04:20.000]  麥子是一種吃了之後令人覺得不適的
[00:04:20.000 --> 00:04:21.000]  麥子是一種吃了之後令人覺得不適的
[00:04:21.000 --> 00:04:22.000]  麥子是一種吃了之後令人覺得不適的
[00:04:22.000 --> 00:04:23.000]  麥子是一種吃了之後令人覺得不適的
[00:04:23.000 --> 00:04:30.000]  麥子是一種吃了之後令人覺得不適的
[00:04:30.000 --> 00:04:31.000]  麥子是一種吃了之後令人覺得不適的
[00:04:31.000 --> 00:04:32.000]  麥子是一種吃了之後令人覺得不適的
[00:04:32.000 --> 00:04:33.000]  麥子是一種吃了之後令人覺得不適的
[00:04:33.000 --> 00:04:34.000]  麥子是一種吃了之後令人覺得不適的
[00:04:34.000 --> 00:04:35.000]  麥子是一種吃了之後令人覺得不適的
[00:04:35.000 --> 00:04:36.000]  麥子是一種吃了之後令人覺得不適的
[00:04:36.000 --> 00:04:37.000]  麥子是一種吃了之後令人覺得不適的
[00:04:37.000 --> 00:04:38.000]  麥子是一種吃了之後令人覺得不適的
[00:04:38.000 --> 00:04:39.000]  麥子是一種吃了之後令人覺得不適的
[00:04:39.000 --> 00:04:40.000]  麥子是一種吃了之後令人覺得不適的
[00:04:40.000 --> 00:04:41.000]  麥子是一種吃了之後令人覺得不適的
[00:04:41.000 --> 00:04:56.000]  麥子是一種吃了之後令人覺得不適的
[00:04:56.000 --> 00:04:57.000]  麥子是一種吃了之後令人覺得不適的
[00:04:57.000 --> 00:04:58.000]  麥子是一種吃了之後令人覺得不適的
[00:04:58.000 --> 00:04:59.000]  麥子是一種吃了之後令人覺得不適的
[00:04:59.000 --> 00:05:00.000]  麥子是一種吃了之後令人覺得不適的
[00:05:00.000 --> 00:05:01.000]  麥子是一種吃了之後令人覺得不適的
[00:05:01.000 --> 00:05:02.000]  麥子是一種吃了之後令人覺得不適的
[00:05:02.000 --> 00:05:03.000]  麥子是一種吃了之後令人覺得不適的
[00:05:03.000 --> 00:05:04.000]  麥子是一種吃了之後令人覺得不適的
[00:05:04.000 --> 00:05:05.000]  麥子是一種吃了之後令人覺得不適的
[00:05:05.000 --> 00:05:06.000]  麥子是一種吃了之後令人覺得不適的
[00:05:06.000 --> 00:05:07.000]  麥子是一種吃了之後令人覺得不適的
[00:05:07.000 --> 00:05:12.000]  麥子是一種吃了之後令人覺得不適的
[00:05:12.000 --> 00:05:13.000]  麥子是一種吃了之後令人覺得不適的
[00:05:13.000 --> 00:05:14.000]  麥子是一種吃了之後令人覺得不適的
[00:05:14.000 --> 00:05:15.000]  麥子是一種吃了之後令人覺得不適的
[00:05:15.000 --> 00:05:16.000]  麥子是一種吃了之後令人覺得不適的
[00:05:16.000 --> 00:05:17.000]  麥子是一種吃了之後令人覺得不適的
[00:05:17.000 --> 00:05:18.000]  麥子是一種吃了之後令人覺得不適的
[00:05:18.000 --> 00:05:19.000]  麥子是一種吃了之後令人覺得不適的
[00:05:19.000 --> 00:05:20.000]  麥子是一種吃了之後令人覺得不適的
[00:05:20.000 --> 00:05:21.000]  麥子是一種吃了之後令人覺得不適的
[00:05:21.000 --> 00:05:22.000]  麥子是一種吃了之後令人覺得不適的
[00:05:22.000 --> 00:05:23.000]  麥子是一種吃了之後令人覺得不適的
[00:05:23.000 --> 00:05:49.000]  麥子是一種吃了之後令人覺得不適的
[00:05:49.000 --> 00:05:53.000]  麥子是一種吃了之後令人覺得不適的
[00:05:53.000 --> 00:05:54.000]  麥子是一種吃了之後令人覺得不適的
[00:05:54.000 --> 00:05:55.000]  麥子是一種吃了之後令人覺得不適的
[00:05:55.000 --> 00:05:56.000]  麥子是一種吃了之後令人覺得不適的
[00:05:56.000 --> 00:05:57.000]  麥子是一種吃了之後令人覺得不適的
[00:05:57.000 --> 00:05:58.000]  麥子是一種吃了之後令人覺得不適的
[00:05:58.000 --> 00:05:59.000]  麥子是一種吃了之後令人覺得不適的
[00:05:59.000 --> 00:06:00.000]  麥子是一種吃了之後令人覺得不適的
[00:06:00.000 --> 00:06:01.000]  麥子是一種吃了之後令人覺得不適的
[00:06:01.000 --> 00:06:02.000]  麥子是一種吃了之後令人覺得不適的
[00:06:02.000 --> 00:06:03.000]  麥子是一種吃了之後令人覺得不適的
[00:06:03.000 --> 00:06:04.000]  麥子是一種吃了之後令人覺得不適的
[00:06:04.000 --> 00:06:24.000]  麥子是一種吃了之後令人覺得不適的
[00:06:24.000 --> 00:06:25.000]  麥子是一種吃了之後令人覺得不適的
[00:06:25.000 --> 00:06:26.000]  麥子是一種吃了之後令人覺得不適的
[00:06:26.000 --> 00:06:27.000]  麥子是一種吃了之後令人覺得不適的
[00:06:27.000 --> 00:06:28.000]  麥子是一種吃了之後令人覺得不適的
[00:06:28.000 --> 00:06:29.000]  麥子是一種吃了之後令人覺得不適的
[00:06:29.000 --> 00:06:30.000]  麥子是一種吃了之後令人覺得不適的
[00:06:30.000 --> 00:06:31.000]  麥子是一種吃了之後令人覺得不適的
[00:06:31.000 --> 00:06:32.000]  麥子是一種吃了之後令人覺得不適的
[00:06:32.000 --> 00:06:33.000]  麥子是一種吃了之後令人覺得不適的
[00:06:33.000 --> 00:06:36.000]  被人發現的時候,要怎麼做才對呢?
[00:06:36.000 --> 00:06:41.000]  那可是當這個筷子長出來,被人看見的時候,他可以怎麼做呢?
[00:06:41.000 --> 00:06:48.000]  有時候呢,我們不知道你有沒有試過呢,在家裡種花?
[00:06:48.000 --> 00:06:52.000]  不知道大家有沒有在家裡有種過花的經驗?
[00:06:52.000 --> 00:06:58.000]  我家裡有三個花盆擺在窗外邊
[00:06:58.000 --> 00:07:00.000]  家裡有三個花盆放在窗外邊
[00:07:00.000 --> 00:07:05.000]  但是有一天呢,我突然間發覺在其中一個花盆裡面呢
[00:07:05.000 --> 00:07:09.000]  是長出了超過一尺長的植物出來了
[00:07:09.000 --> 00:07:14.000]  有一天我發覺在那個花盆裡面呢,長出了一尺長的植物
[00:07:14.000 --> 00:07:15.000]  在哪裡來的呢?
[00:07:15.000 --> 00:07:17.000]  在哪裡來的呢?
[00:07:17.000 --> 00:07:19.000]  不知道,我也不知道在哪裡來的
[00:07:19.000 --> 00:07:23.000]  我們也不知道那個植物在哪裡長出來
[00:07:23.000 --> 00:07:24.000]  肯定是野草
[00:07:24.000 --> 00:07:25.000]  肯定是野草
[00:07:25.000 --> 00:07:26.000]  那怎麼做呢?
[00:07:26.000 --> 00:07:27.000]  那怎麼做呢?
[00:07:27.000 --> 00:07:28.000]  你教我怎麼做
[00:07:28.000 --> 00:07:29.000]  你教我怎麼做
[00:07:29.000 --> 00:07:30.000]  怎麼做?
[00:07:30.000 --> 00:07:31.000]  剪了它
[00:07:31.000 --> 00:07:33.000]  當然不是啦
[00:07:33.000 --> 00:07:35.000]  剪了它會不會繼續長出來?
[00:07:35.000 --> 00:07:37.000]  剪了它之後呢,還會繼續長出來
[00:07:37.000 --> 00:07:39.000]  伸隻手出去連根拔起啦
[00:07:39.000 --> 00:07:42.000]  那就伸手進去連根拔起
[00:07:42.000 --> 00:07:44.000]  哇,那些根多肥啊
[00:07:44.000 --> 00:07:46.000]  那些根部卻很肥美的
[00:07:46.000 --> 00:07:49.000]  那這個是我的做法
[00:07:49.000 --> 00:07:50.000]  這是我的做法
[00:07:50.000 --> 00:07:51.000]  那耶穌的做法是什麼呢?
[00:07:51.000 --> 00:07:53.000]  那耶穌的做法是怎麼樣呢?
[00:07:53.000 --> 00:07:54.000]  29:30
