
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹 早安
[00:00:02.000 --> 00:00:08.000]  今天我要宣講的訊息就是有關平安的訊息
[00:00:08.000 --> 00:00:10.000]  那有什麼叫平安呢?
[00:00:10.000 --> 00:00:15.000]  這段時間我也不斷地反思這個題目
[00:00:15.000 --> 00:00:19.000]  特別在這幾個月新冠肺炎的疫情之下
[00:00:19.000 --> 00:00:22.000]  我經常聽到很多人說
[00:00:22.000 --> 00:00:24.000]  他感到很不平安
[00:00:24.000 --> 00:00:30.000]  隨之而來的就是很多情緒困擾著他一些問題
[00:00:30.000 --> 00:00:35.000]  好像很鬱悶 很焦慮 很擔心 很不安 很懼怕
[00:00:35.000 --> 00:00:37.000]  甚至抑鬱
[00:00:37.000 --> 00:00:42.000]  很多人都尋求情緒的一些舒緩和治療
[00:00:42.000 --> 00:00:45.000]  當中包括了很多的基督徒
[00:00:45.000 --> 00:00:48.000]  這些都是人之常情
[00:00:48.000 --> 00:00:50.000]  這種沒有平安的感覺
[00:00:50.000 --> 00:00:56.000]  經常讓我們的心理和生活失衡
[00:00:56.000 --> 00:00:58.000]  有一本書
[00:00:58.000 --> 00:01:01.000]  書名叫做《活出異議來》
[00:01:01.000 --> 00:01:05.000]  這本書的作者弗蘭克博士
[00:01:05.000 --> 00:01:09.000]  是一位精神科的醫學教授
[00:01:09.000 --> 00:01:12.000]  他在第二次世界大戰期間
[00:01:12.000 --> 00:01:15.000]  被抓進了集中營當中
[00:01:15.000 --> 00:01:19.000]  這本書就是他在集中營的經歷
[00:01:19.000 --> 00:01:26.000]  後來亦成為了他一個意義治療的重要基礎
[00:01:26.000 --> 00:01:32.000]  他在研究人在逆境之下生存的目標和挑戰
[00:01:32.000 --> 00:01:37.000]  書中他提到有一種病叫做緩刑錯覺
[00:01:37.000 --> 00:01:40.000]  就是死刑犯在處決之前
[00:01:40.000 --> 00:01:44.000]  幻想自己會在最後一分鐘獲得緩刑
[00:01:44.000 --> 00:01:51.000]  在集中營一個自殺研究的數據的結果當中
[00:01:51.000 --> 00:01:55.000]  就在1944年的聖誕節到1945年的元旦
[00:01:55.000 --> 00:01:57.000]  即是那一個星期的裏面
[00:01:57.000 --> 00:02:00.000]  營裏面的死亡率大增
[00:02:00.000 --> 00:02:06.000]  是因為很多的俘虜都以為他們會在聖誕節之前獲釋
[00:02:06.000 --> 00:02:08.000]  但當夢境破滅
[00:02:08.000 --> 00:02:10.000]  萬念俱灰的時候
[00:02:10.000 --> 00:02:15.000]  原來他們身體的抵抗力大大削弱
[00:02:15.000 --> 00:02:18.000]  結果相繼死亡
[00:02:18.000 --> 00:02:20.000]  他得出了一個解釋
[00:02:20.000 --> 00:02:26.000]  就是對自己的未來失去信心的俘虜
[00:02:26.000 --> 00:02:29.000]  必然難逃劫數
[00:02:29.000 --> 00:02:33.000]  他亦有一個結論
[00:02:33.000 --> 00:02:36.000]  原來心境的好和壞
[00:02:36.000 --> 00:02:40.000]  和身體的免疫能力息息相關
[00:02:40.000 --> 00:02:43.000]  心境的好和壞
[00:02:43.000 --> 00:02:47.000]  和身體的免疫能力息息相關
[00:02:47.000 --> 00:02:49.000]  這位精神科的醫生
[00:02:49.000 --> 00:02:52.000]  他亦引用了彌彩的一句說話
[00:02:52.000 --> 00:02:55.000]  他說懂得為何而活的人
[00:02:55.000 --> 00:02:59.000]  幾乎任何的痛苦都可以忍受
[00:02:59.000 --> 00:03:04.000]  今日新冠肺炎肆虐全球
[00:03:04.000 --> 00:03:07.000]  稱這是一個疫戰
[00:03:07.000 --> 00:03:09.000]  好像一場戰爭
[00:03:09.000 --> 00:03:13.000]  面對不斷上升的確診和死亡數字
[00:03:13.000 --> 00:03:15.000]  各國如臨大敵
[00:03:15.000 --> 00:03:19.000]  採取了不同的防疫措施
[00:03:19.000 --> 00:03:24.000]  為的是人可以在這場戰役中獲勝
[00:03:24.000 --> 00:03:28.000]  但怎樣才能獲勝呢?
[00:03:28.000 --> 00:03:34.000]  是否確診數字或死亡數字下降呢?
[00:03:34.000 --> 00:03:39.000]  抑或是疫苗可以研發出來呢?
[00:03:39.000 --> 00:03:42.000]  但疫苗研發之後
[00:03:42.000 --> 00:03:44.000]  我們又是否真的可以
[00:03:44.000 --> 00:03:47.000]  卸下一切的防備呢?
[00:03:47.000 --> 00:03:49.000]  我個人不是很希望
[00:03:49.000 --> 00:03:53.000]  看到一種緩刑的錯覺現象出現
[00:03:53.000 --> 00:03:56.000]  我相信我們都需要尋求
[00:03:56.000 --> 00:03:59.000]  一種心境上的平安
[00:03:59.000 --> 00:04:03.000]  積極提高我們身體的免疫能力
[00:04:03.000 --> 00:04:05.000]  更加重要
[00:04:05.000 --> 00:04:07.000]  所以讓我們看看
[00:04:07.000 --> 00:04:10.000]  我們在這場疫戰中
[00:04:10.000 --> 00:04:13.000]  如何找神給我們平安
[00:04:13.000 --> 00:04:15.000]  在講之前
[00:04:15.000 --> 00:04:19.000]  先交代一下今天講的士司機背景
[00:04:19.000 --> 00:04:22.000]  我們今天要講六至七章
[00:04:22.000 --> 00:04:23.000]  就是講基癲
[00:04:23.000 --> 00:04:26.000]  上次的門訓系列都講到基癲
[00:04:26.000 --> 00:04:28.000]  講了第六章
[00:04:28.000 --> 00:04:31.000]  我今天會集中在第七章和第八章
[00:04:31.000 --> 00:04:33.000]  但都會有少少第六章
[00:04:33.000 --> 00:04:34.000]  為什麼呢?
[00:04:34.000 --> 00:04:37.000]  就是三章的經文
[00:04:37.000 --> 00:04:38.000]  描述了以色列人
[00:04:38.000 --> 00:04:41.000]  面對米顛的大軍壓境的時候
[00:04:41.000 --> 00:04:43.000]  士司機癲
[00:04:43.000 --> 00:04:46.000]  被神呼召去領軍出善
[00:04:46.000 --> 00:04:49.000]  但他怎樣打贏這場仗呢?
[00:04:49.000 --> 00:04:50.000]  有趣的是
[00:04:50.000 --> 00:04:53.000]  在士司機那麼多場戰役當中
[00:04:53.000 --> 00:04:57.000]  只有基癲對米顛的這場戰役
[00:04:57.000 --> 00:04:59.000]  出現了神的名號
[00:04:59.000 --> 00:05:03.000]  出現在神平安的名號當中
[00:05:03.000 --> 00:05:05.000]  耶和華沙龍
[00:05:05.000 --> 00:05:07.000]  究竟這場戰役
[00:05:07.000 --> 00:05:11.000]  是怎樣帶出神的平安訊息呢?
[00:05:11.000 --> 00:05:15.000]  如果我用戰役去分這三章的時候
[00:05:15.000 --> 00:05:21.000]  第六章是戰役的戰爭的預備
[00:05:21.000 --> 00:05:25.000]  第二個階段是第七章的戰爭過程
[00:05:25.000 --> 00:05:28.000]  第三個階段是第八章的戰爭結束
[00:05:28.000 --> 00:05:33.000]  和背後有三個插段的故事
[00:05:33.000 --> 00:05:35.000]  今天我會集中在
[00:05:35.000 --> 00:05:38.000]  多數會在第七章的戰役過程當中
[00:05:38.000 --> 00:05:41.000]  怎樣得到神的平安訊息
[00:05:41.000 --> 00:05:45.000]  神的平安如何在過程中給予我們
[00:05:45.000 --> 00:05:48.000]  最後我們也會看看第八章
[00:05:48.000 --> 00:05:52.000]  因為第八章提及有關基癲的敗筆
[00:05:52.000 --> 00:05:57.000]  這個敗筆如何寫照他的生命
[00:05:57.000 --> 00:06:01.000]  和他經歷神的平安的關係
[00:06:01.000 --> 00:06:05.000]  第一點就是My Peace
[00:06:05.000 --> 00:06:13.000]  今天的主題是神第一身的身份
[00:06:13.000 --> 00:06:16.000]  神話:我的平安
[00:06:16.000 --> 00:06:21.000]  首先我們看看七章一節一開始的時候
[00:06:21.000 --> 00:06:24.000]  作者怎樣去稱呼基癲
[00:06:24.000 --> 00:06:27.000]  耶路巴力就是基癲
[00:06:27.000 --> 00:06:32.000]  耶路巴力的稱呼出現在六章三十二節
[00:06:32.000 --> 00:06:36.000]  意思就是他拆毀了巴力的祭壇
[00:06:36.000 --> 00:06:38.000]  讓巴力和他爭辯
[00:06:38.000 --> 00:06:41.000]  這是新日本的版本
[00:06:41.000 --> 00:06:45.000]  基癲既然他爸爸保護基癲的時候
[00:06:45.000 --> 00:06:48.000]  免被一些村民抓的時候
[00:06:48.000 --> 00:06:50.000]  他就這樣說
[00:06:50.000 --> 00:06:53.000]  基癲既然拆毀了巴力的祭壇
[00:06:53.000 --> 00:06:57.000]  就讓巴力自己找他算帳
[00:06:57.000 --> 00:07:01.000]  基癲用什麼可以和巴力算帳
[00:07:01.000 --> 00:07:04.000]  用什麼可以和巴力爭戰
[00:07:04.000 --> 00:07:08.000]  很明顯作者在七章一開始的時候
[00:07:08.000 --> 00:07:16.000]  很可能他將這場戰役定性為一場熟練的真戰
[00:07:16.000 --> 00:07:20.000]  對決者實際上是耶路華神和巴力
[00:07:20.000 --> 00:07:22.000]  既然是這樣的時候
[00:07:22.000 --> 00:07:28.000]  我們人就不能用正常戰爭的視野和角度去看這場戰爭
[00:07:28.000 --> 00:07:34.000]  所以一般人認為開戰要有足夠的軍糧和軍隊
[00:07:34.000 --> 00:07:37.000]  才可以開戰或者才有機會獲勝
[00:07:37.000 --> 00:07:41.000]  這個觀念其實在這裡就用不著了
[00:07:41.000 --> 00:07:44.000]  先看看經文
[00:07:44.000 --> 00:07:48.000]  基癲原本為了這個戰役
[00:07:48.000 --> 00:07:51.000]  他預備了三萬二千人的軍隊
[00:07:51.000 --> 00:07:55.000]  但是被神篩選到只剩下三百
[00:07:55.000 --> 00:07:59.000]  軍糧和戰爭用的一些好角
[00:07:59.000 --> 00:08:04.000]  隨之一些軍人離開的時候都會帶回去
[00:08:04.000 --> 00:08:09.000]  只剩下三百人加上三百人用的武器
[00:08:09.000 --> 00:08:12.000]  試問一支三百人的軍隊
[00:08:12.000 --> 00:08:16.000]  如何去對抗十三萬五千人的大軍呢?
[00:08:16.000 --> 00:08:19.000]  試問三百人的軍隊如何去抵抗
[00:08:19.000 --> 00:08:24.000]  多到好像蝗蟲般恐怖的軍隊呢?
[00:08:24.000 --> 00:08:26.000]  蝗蟲所到之處
[00:08:26.000 --> 00:08:31.000]  大家都知道那個田都破壞得很厲害
[00:08:31.000 --> 00:08:33.000]  而且沒有收成
[00:08:33.000 --> 00:08:37.000]  作者很想讓我們看到
[00:08:37.000 --> 00:08:40.000]  米顛人這麼龐大的聯軍
[00:08:40.000 --> 00:08:43.000]  就好像蝗蟲那麼多
[00:08:43.000 --> 00:08:48.000]  也好像蝗蟲那麼有破壞力和破壞力驚人
[00:08:48.000 --> 00:08:51.000]  這樣的陣勢
[00:08:51.000 --> 00:08:53.000]  以色列人三百人
[00:08:53.000 --> 00:08:56.000]  形成一個很強烈的對比
[00:08:56.000 --> 00:08:59.000]  三百對十三萬五千
[00:08:59.000 --> 00:09:02.000]  以色列人和米顛人開戰
[00:09:02.000 --> 00:09:04.000]  可以說是以卵擊石
