
[00:00:00.000 --> 00:00:04.600]  那不如我們開始之前有個祈禱,好嗎?
[00:00:04.600 --> 00:00:07.000]  親愛的,再感謝讚美你
[00:00:07.000 --> 00:00:11.900]  多謝你讓我們可以互為肢體
[00:00:11.900 --> 00:00:15.400]  多謝你讓我們可以藉著你的補血
[00:00:15.400 --> 00:00:19.100]  藉著你的身體,我們可以稱為義
[00:00:19.100 --> 00:00:21.000]  多謝你讓我們每一個都成為
[00:00:21.000 --> 00:00:23.300]  在你的裏面成為義人
[00:00:23.300 --> 00:00:25.900]  再感謝你讓我們每一個當中
[00:00:25.900 --> 00:00:29.200]  我們可以有關係,是因為主你
[00:00:29.200 --> 00:00:32.100]  帶領我們,今天開我們的心,開我們的義
[00:00:32.100 --> 00:00:35.000]  也賜給孩子當說的話語
[00:00:35.000 --> 00:00:37.600]  禱告奉耶穌名求,Amen
[00:00:37.600 --> 00:00:41.000]  好了,今天我只是聽指示
[00:00:41.000 --> 00:00:44.400]  我聽阿嵐的指示,就是今天有一個新的系列
[00:00:44.400 --> 00:00:48.400]  我跟他swap了,所以我今天先說第一個
[00:00:48.400 --> 00:00:51.600]  第一個講有好處,因為其實應該整個月
[00:00:51.600 --> 00:00:54.000]  這個月都是會講一個主題的
[00:00:54.000 --> 00:00:58.500]  那個系列叫做「神級的神級禮物」
[00:00:58.500 --> 00:01:00.700]  唉,有點翹口
[00:01:00.700 --> 00:01:03.900]  好,今天是神給的,我用回廣東話
[00:01:03.900 --> 00:01:07.100]  神給的神級禮物,是不是容易明白一點
[00:01:07.100 --> 00:01:08.900]  好一點,是好一點
[00:01:08.900 --> 00:01:12.000]  整個十一月你都會聽這個東西
[00:01:12.000 --> 00:01:14.100]  那我不如開始之前
[00:01:14.100 --> 00:01:18.500]  我的經文在哥林多前書的十二章
[00:01:18.500 --> 00:01:20.300]  放心,我不是全說的
[00:01:20.300 --> 00:01:24.500]  其實說屬靈恩賜的東西,其實很多經文
[00:01:24.500 --> 00:01:28.100]  不過我今天重點放在哥林多前書十二章
[00:01:28.100 --> 00:01:30.100]  跟著後面加多一個故事
[00:01:30.100 --> 00:01:32.500]  所以加多一個馬太福音的故事
[00:01:32.500 --> 00:01:36.300]  今天我說主要講多一點是哥林多前書十二章
[00:01:36.300 --> 00:01:40.900]  因為聖經裡面,講屬靈恩賜其實都有很多經文
[00:01:40.900 --> 00:01:46.100]  那我想說我們回到一點背景,回到一點背景
[00:01:46.100 --> 00:01:49.700]  其實我在哥林多前書,哥林多教會是怎樣的
[00:01:49.700 --> 00:01:52.300]  我們要記住,為什麼我想提大家一樣東西
[00:01:52.300 --> 00:01:56.500]  就是我們不是直接跳進去講屬靈恩賜
[00:01:56.500 --> 00:02:00.500]  不是突然間跳進去寶羅,很想跟你們講屬靈恩賜
[00:02:00.500 --> 00:02:03.500]  它有原因的,所以我們回到一點背景
[00:02:03.500 --> 00:02:05.500]  哥林多教會是什麼教會
[00:02:05.500 --> 00:02:08.700]  其實是一個很繁華的城市,有點像香港
[00:02:08.700 --> 00:02:11.900]  但其實整本書,哥林多前書前面
[00:02:11.900 --> 00:02:14.700]  是解決很多去教會的問題
[00:02:14.700 --> 00:02:23.500]  就是有分門傑黨,吳媽媽,有分黨,有分站哪邊,淫亂
[00:02:23.500 --> 00:02:29.500]  有婚姻問題,娶繼母,教會是有很多混亂的
[00:02:29.500 --> 00:02:33.500]  又說去祭祀廟裡面吃東西
[00:02:33.500 --> 00:02:41.300]  還有由第十一章開始,就講到教會聚會的時候有混亂
[00:02:41.300 --> 00:02:49.100]  有什麼混亂呢,有聖餐的混亂,有屬靈恩賜使用的混亂
[00:02:49.100 --> 00:02:53.500]  所以我想跟大家講,我們記住這個背景
[00:02:53.500 --> 00:02:58.700]  而寶羅去寫到第十二章,寫屬靈恩賜
[00:02:58.700 --> 00:03:02.700]  他不是剛才Mandy問,你想要嗎?想要嗎?我介紹給你
[00:03:02.700 --> 00:03:07.100]  不是這樣,是因為已經在哥林多教會裡面
[00:03:07.100 --> 00:03:10.900]  發生屬靈恩賜使用的問題
[00:03:10.900 --> 00:03:16.500]  是出現很多問題,很多混亂,所以他才寫第十二章
[00:03:16.500 --> 00:03:21.300]  我們大概記住這個背景,稍後再用
[00:03:21.300 --> 00:03:25.700]  我講屬靈恩賜,Charisma,Charismata
[00:03:25.700 --> 00:03:27.900]  原文還有幾個,不同出現
[00:03:27.900 --> 00:03:32.500]  在新約裡面出現了十七次,十六次都是Paul寫的
[00:03:32.500 --> 00:03:35.500]  有一次是Peter寫的,Paul寫十六次
[00:03:35.500 --> 00:03:40.900]  原來寶羅寫書信之前,聖經是沒有這個字的
[00:03:40.900 --> 00:03:43.900]  所以有些人說是寶羅創出來的字
[00:03:43.900 --> 00:03:48.700]  Charismata的直譯是屬靈的禮物
[00:03:48.700 --> 00:03:51.900]  就是從神而來的禮物,Ritual gifts
[00:03:51.900 --> 00:03:55.500]  字間裡面是Charis,Charis可能大家都知道
[00:03:55.500 --> 00:03:58.100]  希臘文是Charis,英文是Grace
[00:03:58.100 --> 00:04:01.100]  其實是恩典的意思
[00:04:01.100 --> 00:04:07.300]  帶有私恩賜禦的物品和事物給你
[00:04:07.300 --> 00:04:10.900]  即是誰賜給我們?是神賜給我們
[00:04:10.900 --> 00:04:18.900]  其實屬靈恩賜,Charisma和Grace有什麼關係呢?
[00:04:18.900 --> 00:04:20.900]  我們有一句經文
[00:04:20.900 --> 00:04:23.900]  我們一起讀,羅馬書十二章,六節
[00:04:23.900 --> 00:04:30.900]  「按著所得的恩典,我們各有不同的恩賜」
[00:04:30.900 --> 00:04:35.500]  這裡提醒我們,恩賜是出於神給我們的恩典
[00:04:35.500 --> 00:04:40.700]  這個譯法我是用和合本修訂版的
[00:04:40.700 --> 00:04:46.300]  其實是說這個恩典是神給我們的
[00:04:46.300 --> 00:04:48.300]  是救恩,是神給我們的恩典
[00:04:48.300 --> 00:04:50.300]  我們有不同的恩賜
[00:04:50.300 --> 00:04:53.100]  是很多元化的,是每個人都不同的
[00:04:53.100 --> 00:04:56.500]  也不用想著要一樣
[00:04:56.500 --> 00:05:00.300]  我們再看,屬靈恩賜分為三大類
[00:05:00.300 --> 00:05:04.100]  在聖經十二章裡面有三大類的定義
[00:05:04.100 --> 00:05:08.300]  我們看看屬靈的禮物是什麼
[00:05:08.300 --> 00:05:10.900]  第一,是上帝所賜的救恩
[00:05:10.900 --> 00:05:12.900]  就是一個救恩
[00:05:12.900 --> 00:05:16.900]  其實是一個很普遍的,大家都有的救恩
[00:05:16.900 --> 00:05:20.900]  第二,是一般的恩典或者愛的禮物
[00:05:20.900 --> 00:05:23.900]  是給予愛和恩賜的禮物
[00:05:23.900 --> 00:05:26.900]  這些經文我不會仔細地解釋
[00:05:26.900 --> 00:05:31.900]  第三,就是侍奉而有的特別屬靈的能力
[00:05:31.900 --> 00:05:37.900]  這個有很多,你看到有十二章四節,九節,二十八節,三十節,三十一節
[00:05:37.900 --> 00:05:39.900]  就是在臨前的十二章
[00:05:39.900 --> 00:05:44.900]  我今天主要講的是第三,就是特別屬靈的能力
[00:05:44.900 --> 00:05:47.900]  而是在侍奉當中用的
[00:05:47.900 --> 00:05:50.900]  當然,保羅首先是強調了
[00:05:50.900 --> 00:05:55.900]  其實我們一切的靈性恩典是來自我們有一份救恩
[00:05:55.900 --> 00:05:59.900]  所以如果有人跟你說,我想要靈性恩典,但我還未相信
[00:05:59.900 --> 00:06:01.900]  那有沒有呢?
[00:06:01.900 --> 00:06:03.900]  實際來說是沒有的
[00:06:03.900 --> 00:06:08.900]  可能他有些能力,但不是靈性恩典
[00:06:08.900 --> 00:06:12.900]  因為靈性恩典的基礎是出自神的救恩
[00:06:12.900 --> 00:06:16.900]  如果你還未相信耶穌,其實你還未接受過救恩
[00:06:16.900 --> 00:06:18.900]  你怎會有靈性恩典呢?
[00:06:18.900 --> 00:06:22.900]  所以我們要記住一件事,一切都是從救恩開始
[00:06:22.900 --> 00:06:24.900]  所以今天拿聖餐是很好的
[00:06:24.900 --> 00:06:27.900]  拿聖餐是今天提醒我們那份救恩
[00:06:27.900 --> 00:06:34.900]  我們下去,我講幾樣屬靈恩賜的特性
[00:06:34.900 --> 00:06:36.900]  有什麼特性呢?有三個
[00:06:36.900 --> 00:06:39.900]  第一個,有一致性和多元性
[00:06:39.900 --> 00:06:46.900]  其實就是有Uniformity和Diversity
[00:06:46.900 --> 00:06:51.900]  我們一起讀臨前十二章四至六節
[00:06:51.900 --> 00:06:58.900]  因似有許多種,卻是同一位聖靈所賜
[00:06:58.900 --> 00:07:03.900]  侍奉有許多種,卻是侍奉同一位主
[00:07:03.900 --> 00:07:12.900]  工作有許多種,卻是同一位上帝在萬人中運行萬事
[00:07:12.900 --> 00:07:14.900]  這都是和合本書定版
[00:07:14.900 --> 00:07:18.900]  我們教茶經就是勸商同志
[00:07:18.900 --> 00:07:22.900]  看到很多商同志,又多又一
[00:07:22.900 --> 00:07:26.900]  我有另外一個版面的format放給大家好看一點
[00:07:26.900 --> 00:07:29.900]  第四五六節,其實是一個parallel
[00:07:29.900 --> 00:07:31.900]  其實parallel了三樣東西
[00:07:31.900 --> 00:07:33.900]  首先講因似
[00:07:33.900 --> 00:07:39.900]  這個譯本是用原文,直接用希臘文譯
[00:07:39.900 --> 00:07:40.900]  和剛才有少少不同
[00:07:40.900 --> 00:07:43.900]  因似有各種分配
[00:07:43.900 --> 00:07:45.900]  這是什麼中文呢?是各種分配
[00:07:45.900 --> 00:07:47.900]  其實是有不同的種類
[00:07:47.900 --> 00:07:51.900]  是有不同的variety或者diversity
[00:07:51.900 --> 00:07:53.900]  聖靈卻是一位
[00:07:53.900 --> 00:07:55.900]  侍奉,其實是ministry
[00:07:55.900 --> 00:07:57.900]  有各種的分配
[00:07:57.900 --> 00:07:59.900]  而主是同一位
[00:07:59.900 --> 00:08:01.900]  公用有各種分配
[00:08:01.900 --> 00:08:03.900]  神卻是同一位
[00:08:03.900 --> 00:08:09.900]  祂在所有人當中使一切發揮公用
[00:08:09.900 --> 00:08:15.900]  因為原文翻譯,意思是分配的結果
[00:08:15.900 --> 00:08:18.900]  其實是給予我們
[00:08:18.900 --> 00:08:20.900]  不是我們擁有什麼
[00:08:20.900 --> 00:08:23.900]  而是神給予我們一些因似
[00:08:23.900 --> 00:08:25.900]  是不同種類的因似
[00:08:25.900 --> 00:08:27.900]  是分配的結果有不同的因似
[00:08:27.900 --> 00:08:29.900]  我圈了一些一樣的東西
[00:08:29.900 --> 00:08:32.900]  所以其實每一樣東西都是神分配給我們
[00:08:32.900 --> 00:08:35.900]  分派給我們,distribute給我們
[00:08:35.900 --> 00:08:38.900]  但其實我們剛才說的一致性是什麼
[00:08:38.900 --> 00:08:40.900]  都是出自同一位神
[00:08:40.900 --> 00:08:42.900]  這裡我還看到聖靈有主
[00:08:42.900 --> 00:08:45.900]  耶穌神是天父
[00:08:45.900 --> 00:08:47.900]  是出自同一個三一真神
[00:08:47.900 --> 00:08:49.900]  但其實裡面有三樣東西
[00:08:49.900 --> 00:08:52.900]  第四節是說不同的因似
[00:08:52.900 --> 00:08:54.900]  variety of因似
[00:08:54.900 --> 00:08:56.900]  第五節是說不同的ministry
[00:08:56.900 --> 00:08:58.900]  不同的侍奉
[00:08:58.900 --> 00:09:00.900]  第六節是說什麼公用呢
[00:09:00.900 --> 00:09:01.900]  中文譯為公用
[00:09:01.900 --> 00:09:04.900]  其實是說那個能力
[00:09:04.900 --> 00:09:07.900]  當你運用因似
[00:09:07.900 --> 00:09:10.900]  exercise不同因似的時候
[00:09:10.900 --> 00:09:11.900]  就會成為一些ministry
[00:09:11.900 --> 00:09:13.900]  當ministry的時候
[00:09:13.900 --> 00:09:15.900]  就會成為神的power
[00:09:15.900 --> 00:09:17.900]  和effect的果效
[00:09:17.900 --> 00:09:19.900]  我拿英文
[00:09:19.900 --> 00:09:21.900]  你就很容易看到
[00:09:21.900 --> 00:09:23.900]  原來所有的因似
[00:09:23.900 --> 00:09:25.900]  所有的service ministry
[00:09:25.900 --> 00:09:27.900]  所有的power effects
[00:09:27.900 --> 00:09:29.900]  都是出自同一位神
[00:09:29.900 --> 00:09:33.900]  是聖靈、聖子和聖父
[00:09:33.900 --> 00:09:36.900]  我覺得神好厲害
[00:09:36.900 --> 00:09:38.900]  其實祂告訴我們
[00:09:38.900 --> 00:09:40.900]  又要聖靈又要聖子又要聖父
[00:09:40.900 --> 00:09:44.900]  但其實是出自同一個神
[00:09:44.900 --> 00:09:49.900]  我們再看下一個
[00:09:49.900 --> 00:09:52.900]  十二章四至六節說完這個之後
[00:09:52.900 --> 00:09:54.900]  最後在message有一句
[00:09:54.900 --> 00:09:56.900]  其他譯本沒有
[00:09:56.900 --> 00:09:59.900]  But God himself is behind it all
[00:09:59.900 --> 00:10:01.900]  即是說其實所有的因似
[00:10:01.900 --> 00:10:02.900]  所有的侍奉
