
[00:00:00.000 --> 00:00:03.100]  好,弟兄姊妹,今天給大家分享的題目是
[00:00:03.100 --> 00:00:05.000]  患難中的安慰
[00:00:05.000 --> 00:00:08.500]  人生在世難免經歷各種的患難
[00:00:08.500 --> 00:00:11.800]  我們跟其他還沒有信主的人其實是一樣
[00:00:11.800 --> 00:00:14.800]  基督徒雖然是已經信主
[00:00:14.800 --> 00:00:19.200]  但是我們也會經歷各種各樣不同的患難
[00:00:19.200 --> 00:00:21.500]  有痛苦,有眼淚
[00:00:21.500 --> 00:00:25.000]  但是我們的神是帶給我們安慰的神
[00:00:25.000 --> 00:00:27.000]  祂在任何的處境當中
[00:00:27.000 --> 00:00:30.500]  都能夠給我們有從天而來的安慰
[00:00:30.500 --> 00:00:34.500]  今天特別想藉著哥林多後書的這段經文
[00:00:34.500 --> 00:00:36.500]  我們彼此來勉勵
[00:00:36.500 --> 00:00:40.000]  我們一起先看今天的經文
[00:00:40.000 --> 00:00:46.000]  在哥林多後書的第一章三到七節
[00:00:46.000 --> 00:00:49.500]  如果你手中有聖經也可以打開
[00:00:49.500 --> 00:00:51.000]  不然的話你可以看這個屏幕
[00:00:51.000 --> 00:00:53.500]  看到的話我們一起來念今天的經文
[00:00:53.500 --> 00:00:57.000]  哥林多後書一章
[00:00:57.000 --> 00:00:59.500]  這裡應該寫錯了
[00:00:59.500 --> 00:01:01.500]  這個不是五章應該是一章
[00:01:01.500 --> 00:01:05.000]  一章的三到七節
[00:01:05.000 --> 00:01:07.000]  我們一起來念一下
[00:01:07.000 --> 00:01:11.500]  願宋藏歸於我們的主耶穌基督的父神
[00:01:11.500 --> 00:01:14.000]  就是發慈悲的父
[00:01:14.000 --> 00:01:16.500]  賜各樣安慰的神
[00:01:16.500 --> 00:01:19.000]  我們在一切患難中
[00:01:19.000 --> 00:01:21.000]  祂就安慰我們
[00:01:21.000 --> 00:01:24.500]  叫我們能用神所賜的安慰
[00:01:24.500 --> 00:01:29.500]  去安慰那遭各樣患難的人
[00:01:29.500 --> 00:01:33.000]  我們既多受基督的苦楚
[00:01:33.000 --> 00:01:36.000]  就靠基督多得安慰
[00:01:36.000 --> 00:01:40.500]  我們受患難是為了讓你們得安慰
[00:01:40.500 --> 00:01:42.000]  得拯救
[00:01:42.000 --> 00:01:47.000]  我們得安慰也是為了讓你們得安慰
[00:01:47.000 --> 00:01:53.000]  這安慰能叫你們忍受我們所受的那樣苦楚
[00:01:53.000 --> 00:01:57.000]  我們為你們所存的盼望是確定的
[00:01:57.000 --> 00:02:01.000]  因為知道你們既是同受苦楚
[00:02:01.000 --> 00:02:04.000]  也必同得安慰
[00:02:04.000 --> 00:02:14.500]  在約伯記裡面講到這樣的一句話
[00:02:14.500 --> 00:02:18.000]  約伯說人生在世必遇患難
[00:02:18.000 --> 00:02:21.000]  如同火星飛騰
[00:02:21.000 --> 00:02:23.000]  這句話告訴我們
[00:02:23.000 --> 00:02:27.500]  每一個人在世上難免會經歷各種各樣的患難
[00:02:27.500 --> 00:02:29.000]  這個是難免的
[00:02:29.000 --> 00:02:32.500]  不管是已經有信主還是沒有信主
[00:02:32.500 --> 00:02:36.500]  那在患難裡面我們怎樣去面對呢
[00:02:36.500 --> 00:02:38.500]  剛才我們所讀的經文是
[00:02:38.500 --> 00:02:42.500]  保羅他自己經歷了患難以後所寫出來的
[00:02:42.500 --> 00:02:45.000]  他的心聲
[00:02:45.000 --> 00:02:48.000]  稍稍講一講為什麼他會寫這段的經文
[00:02:48.000 --> 00:02:54.000]  因為在他寫哥林多前書以後
[00:02:54.000 --> 00:03:00.000]  哥林多教會的信徒他們屬靈的情況並沒有什麼好轉
[00:03:00.000 --> 00:03:02.500]  因為我們知道哥林多教會的弟兄姊妹
[00:03:02.500 --> 00:03:05.000]  他們教會裡面有很多的問題
[00:03:05.000 --> 00:03:08.000]  令保羅非常的傷心難過
[00:03:08.000 --> 00:03:12.000]  保羅曾經寫過前書就是去勸勉他們
[00:03:12.000 --> 00:03:17.000]  可是寫了以後他們屬靈的光景沒有任何的好轉
[00:03:17.000 --> 00:03:21.000]  反而向這個不好的方向來發展
[00:03:21.000 --> 00:03:23.000]  就是他們的情況更加惡化了
[00:03:23.000 --> 00:03:28.000]  因此保羅他就親自前往哥林多
[00:03:28.000 --> 00:03:30.000]  他想解決這個教會的問題
[00:03:30.000 --> 00:03:33.000]  但結果他沒有達到這個目的
[00:03:33.000 --> 00:03:39.000]  而且保羅跟哥林多教會關係鬧得非常不愉快
[00:03:39.000 --> 00:03:46.000]  哥林多教會的信徒也不承認保羅他的使徒的身份
[00:03:46.000 --> 00:03:49.000]  結果保羅離開了哥林多教會以後
[00:03:49.000 --> 00:03:51.000]  他就非常的痛苦
[00:03:51.000 --> 00:03:53.000]  他就非常的憂愁
[00:03:53.000 --> 00:03:58.000]  然後他又寫了一封信非常嚴厲地去責備哥林多教會
