
[00:00:00.000 --> 00:00:00.760]  大英姊妹
[00:00:00.760 --> 00:00:04.860]  可能大家都有留意到近期的新聞
[00:00:04.860 --> 00:00:10.240]  近期感染新冠又或者流感的人數都有上升的趨勢
[00:00:10.240 --> 00:00:12.800]  不過經過三年的訓練
[00:00:12.800 --> 00:00:15.620]  深信大家都有足夠的意識去應對
[00:00:15.620 --> 00:00:18.940]  回想在過去的疫情
[00:00:18.940 --> 00:00:21.760]  不知道大家會不會問過一個問題呢
[00:00:21.760 --> 00:00:25.600]  我們經已為疫情祈禱了這麼久
[00:00:25.600 --> 00:00:28.680]  為甚麼神仍未止息疫情呢
[00:00:29.700 --> 00:00:30.460]  事實上
[00:00:30.460 --> 00:00:32.760]  不單止是過去的疫情
[00:00:32.760 --> 00:00:38.140]  其實在我們人生的裏面我們必然去經歷不同程度的苦難
[00:00:38.140 --> 00:00:40.960]  可能是學業或者升學的問題
[00:00:40.960 --> 00:00:43.780]  工作上面對的挫折
[00:00:43.780 --> 00:00:45.820]  或者是婚姻的問題
[00:00:45.820 --> 00:00:47.880]  甚至乎是子女的問題
[00:00:47.880 --> 00:00:52.480]  又或者這一刻你正受到情緒的困擾
[00:00:52.480 --> 00:00:59.400]  可能最令人感到無力的時候往往是自己又或者家人患病
[00:00:59.900 --> 00:01:04.260]  面對親友離世的時候那種生與死之間
[00:01:04.260 --> 00:01:05.800]  看見
[00:01:05.800 --> 00:01:07.840]  生命那種脆弱
[00:01:07.840 --> 00:01:10.920]  私人可能道出我們的心聲
[00:01:10.920 --> 00:01:13.220]  耶穌說
[00:01:13.220 --> 00:01:15.780]  你忘記我要到幾時呢
[00:01:15.780 --> 00:01:17.560]  要到永遠
[00:01:17.560 --> 00:01:20.900]  你掩面不顧我要到幾時呢
[00:01:20.900 --> 00:01:22.680]  今天
[00:01:22.680 --> 00:01:28.320]  我們將會繼續讀到以塞亞書45章14至25節
[00:01:29.340 --> 00:01:32.920]  在15節裏面有一節經文這樣說
[00:01:32.920 --> 00:01:35.480]  救主以色列的神
[00:01:35.480 --> 00:01:38.040]  你實在是自隱的神
[00:01:38.040 --> 00:01:41.380]  自隱的神是代表什麼意思呢
[00:01:41.380 --> 00:01:46.500]  和修本亦為是你誠言是隱藏自己的神
[00:01:46.500 --> 00:01:51.100]  究竟神是否真是一位隱藏自己的神呢
[00:01:51.100 --> 00:01:53.160]  願我們同心禱告
[00:01:53.160 --> 00:01:59.300]  信實不變的上主
[00:02:00.060 --> 00:02:02.360]  願祢臨在我們的中間
[00:02:02.360 --> 00:02:05.180]  當我們打開聖經的時候
[00:02:05.180 --> 00:02:08.760]  願祢的靈親自向我們眾人去說話
[00:02:08.760 --> 00:02:12.100]  叫我們的生命被祢去更生
[00:02:12.100 --> 00:02:14.400]  我們同心的祈禱
[00:02:14.400 --> 00:02:17.980]  奉靠到成肉身的耶穌基督之命祈求
[00:02:17.980 --> 00:02:19.000]  阿們
[00:02:19.000 --> 00:02:24.640]  在今天的經文以塞亞書45章14至25節
[00:02:24.640 --> 00:02:27.200]  我嘗試分開三個部分
[00:02:27.960 --> 00:02:30.020]  分別是14至15節
[00:02:30.020 --> 00:02:31.800]  16至19節
[00:02:31.800 --> 00:02:34.360]  以及20至25節
[00:02:34.360 --> 00:02:41.020]  不過我今天的講道我會集中討論14至19節的內容
[00:02:41.020 --> 00:02:43.320]  首先我們先一同去重讀
[00:02:43.320 --> 00:02:44.860]  14至15節
[00:02:44.860 --> 00:02:46.640]  預備開始
[00:02:58.940 --> 00:03:18.380]  (禮儀中)
[00:03:18.380 --> 00:03:20.940]  我們要去明白
[00:03:20.940 --> 00:03:24.020]  「祢實在是自引的神」的意思
[00:03:24.020 --> 00:03:26.340]  我們首先要去處理兩個問題
[00:03:27.100 --> 00:03:31.960]  第一就是14節裡面有關的「祢」是在說誰呢
[00:03:31.960 --> 00:03:36.060]  是神向古列還是向以色列說話呢
[00:03:36.060 --> 00:03:37.600]  第二
[00:03:37.600 --> 00:03:39.140]  在15節裡面
[00:03:39.140 --> 00:03:42.720]  「祢實在是自引的神」又是誰說的呢
[00:03:42.720 --> 00:03:46.040]  是外邦人說的還是以色列人說的呢
[00:03:46.040 --> 00:03:49.620]  首先我們看看14節裡面去形容
[00:03:49.620 --> 00:03:55.000]  「埃及勞碌得來的和古實的貨物必歸祢
[00:03:55.260 --> 00:03:58.580]  新娘高大的西巴人必投降祢
[00:03:58.580 --> 00:03:59.860]  也要屬祢
[00:03:59.860 --> 00:04:03.200]  他們必帶著鎖鏈過來隨從祢
[00:04:03.200 --> 00:04:04.980]  又向祢下拜」
[00:04:04.980 --> 00:04:07.540]  會不會這個「祢」是在說古列呢
[00:04:07.540 --> 00:04:13.180]  因為還記得在上文《爾卓亞書》45章1至13節裡面
[00:04:13.180 --> 00:04:17.020]  神揀選了古列作為神的用人
[00:04:17.020 --> 00:04:20.600]  將以色列從巴比倫的手中去解救出來
[00:04:20.600 --> 00:04:22.400]  13節是這樣說的
[00:04:22.400 --> 00:04:24.960]  「我憑公義興起古列
[00:04:25.460 --> 00:04:27.760]  又要修植他一切道路
[00:04:27.760 --> 00:04:29.820]  他必建造我的城
[00:04:29.820 --> 00:04:31.620]  釋放我庇佬的民
[00:04:31.620 --> 00:04:34.940]  不是為公價也不是為賞賜
[00:04:34.940 --> 00:04:37.740]  這是萬軍之耶和華說的」
[00:04:37.740 --> 00:04:45.640]  會不會14節正正就是在延續上帝去到對古列那種的討論呢
[00:04:45.640 --> 00:04:48.200]  不過按原文的觀察
[00:04:48.200 --> 00:04:51.020]  「祢」這個字是屬於陰性的
[00:04:51.020 --> 00:04:53.580]  明顯地「祢」這個字
[00:04:53.840 --> 00:04:57.420]  在原文裡面不是代表屬於男性的古列
[00:04:57.420 --> 00:04:58.960]  相反
[00:04:58.960 --> 00:05:00.240]  「祢」這個字
[00:05:00.240 --> 00:05:02.300]  應該是在說
[00:05:02.300 --> 00:05:06.380]  在13節裡面同樣是屬於陰性的「我的城」
[00:05:06.380 --> 00:05:07.920]  即是耶路撒冷
[00:05:07.920 --> 00:05:09.200]  以及「庇佬的民」
[00:05:09.200 --> 00:05:11.260]  即是以色列的信仰群體
[00:05:11.260 --> 00:05:15.100]  所以14節應該是在說
[00:05:15.100 --> 00:05:18.420]  14節應該是神藉著先知
[00:05:18.420 --> 00:05:20.220]  向以色列說話
[00:05:20.220 --> 00:05:23.280]  在經文裡面
[00:05:23.800 --> 00:05:25.080]  我們看到埃及
[00:05:25.080 --> 00:05:25.860]  古實
[00:05:25.860 --> 00:05:27.120]  西班牙人
[00:05:27.120 --> 00:05:32.760]  其實早在以塞亞書18章和19章裡面已經預示到
[00:05:32.760 --> 00:05:34.800]  埃及和古實人
[00:05:34.800 --> 00:05:36.860]  將要帶著禮物
[00:05:36.860 --> 00:05:37.880]  去轉向神
[00:05:37.880 --> 00:05:42.740]  經文也都用了一連串的動詞就是黃色
[00:05:42.740 --> 00:05:49.140]  highlight著的動詞就是「投降」、「屬於」、「過來」、「隨從」等等這些字
[00:05:49.140 --> 00:05:53.500]  這些字是形容外邦人的那種行動
[00:05:54.260 --> 00:05:56.820]  當然他們不是要去敬拜以色列
[00:05:56.820 --> 00:06:00.920]  他們敬拜的是以色列背後那位的神
[00:06:00.920 --> 00:06:03.480]  所以在14節下
[00:06:03.480 --> 00:06:07.060]  列國甚至去祈求以色列去說
[00:06:07.060 --> 00:06:09.880]  神珍在你們中間
[00:06:09.880 --> 00:06:12.180]  此外再沒有別神
[00:06:12.180 --> 00:06:13.720]  再沒有別的神
[00:06:13.720 --> 00:06:15.760]  換言之
[00:06:15.760 --> 00:06:17.040]  14節
[00:06:17.040 --> 00:06:18.840]  正是描述著
[00:06:19.100 --> 00:06:24.740]  神應許以色列將來列國要歸向神的一幅圖畫
[00:06:24.740 --> 00:06:29.340]  接著我們第二個要處理的問題
[00:06:29.340 --> 00:06:31.900]  就是在15節裡面
[00:06:31.900 --> 00:06:34.200]  「你實在是自隱的神」
[00:06:34.200 --> 00:06:38.300]  那究竟是外邦人說的還是以色列說出來的呢
[00:06:38.300 --> 00:06:42.400]  經文沒有清楚記載究竟是誰說的
[00:06:42.400 --> 00:06:47.000]  會不會是以色列人聽到神的應許而回應呢
[00:06:48.540 --> 00:06:51.100]  不過在原文裡面我們去看
[00:06:51.100 --> 00:06:52.900]  14至15節
[00:06:52.900 --> 00:06:54.940]  四次提及「神」這個字
[00:06:54.940 --> 00:06:58.780]  原文以「El」又或者「Elohim」去表達
[00:06:58.780 --> 00:07:00.820]  如果我們去看
[00:07:00.820 --> 00:07:05.180]  以塞亞書40至55章的脈絡裡面
[00:07:05.180 --> 00:07:06.460]  「El」這個字
[00:07:06.460 --> 00:07:10.560]  大部分的時間都是形容外邦的偶像
[00:07:10.560 --> 00:07:15.160]  特別就是在44章9至20節裡面
[00:07:15.420 --> 00:07:19.000]  形容那些外邦的偶像全是虛無的段落
[00:07:19.000 --> 00:07:21.060]  正正就是用「El」這個字
[00:07:21.060 --> 00:07:22.840]  相反
[00:07:22.840 --> 00:07:25.660]  在40章至55章的脈絡
[00:07:25.660 --> 00:07:29.500]  主要以亞道拉去形容耶和華神
[00:07:29.500 --> 00:07:32.320]  所以我們可以去相信
[00:07:32.320 --> 00:07:36.920]  14至15節應該是外邦人說的話
[00:07:36.920 --> 00:07:42.040]  當然這個不是指外邦人認為神是一個虛無的神
[00:07:42.560 --> 00:07:46.400]  相反對外邦人來說他們本來就不認識耶和華真神
[00:07:46.400 --> 00:07:51.000]  所以在14至15節對耶和華神的形容
[00:07:51.000 --> 00:07:53.560]  是從外邦人的角度去說出來
[00:07:53.560 --> 00:07:55.620]  換句話說
[00:07:55.620 --> 00:07:57.400]  對外邦人來說
[00:07:57.400 --> 00:08:00.220]  他們原來發現他們所相信的神
[00:08:00.220 --> 00:08:01.500]  全部都是偶像
