
[00:00:00.000 --> 00:00:02.000]  多謝岡木師傅的介紹
[00:00:02.000 --> 00:00:05.500]  感恩 我今次是第一次來到傳音堂的地方
[00:00:05.500 --> 00:00:07.500]  我存在一個很等待
[00:00:07.500 --> 00:00:10.000]  能夠和傳音堂弟兄姊妹來分享
[00:00:10.000 --> 00:00:15.000]  見到這裡雖然開始教會不是很久
[00:00:15.000 --> 00:00:16.000]  但上帝很使用
[00:00:16.000 --> 00:00:19.000]  無論在普通話 在廣東話
[00:00:19.000 --> 00:00:21.000]  以及在猜拳的工作上
[00:00:21.000 --> 00:00:22.000]  神都使用大家
[00:00:22.000 --> 00:00:23.500]  我印象中深刻的感恩
[00:00:23.500 --> 00:00:25.000]  在這裡也代表
[00:00:25.000 --> 00:00:27.500]  博路神學院張敏安來帶過給大家
[00:00:27.500 --> 00:00:29.500]  我今天帶了最新出的遠信
[00:00:29.500 --> 00:00:31.000]  如果大家有興趣的話
[00:00:31.000 --> 00:00:32.500]  可以在散會的時候拿來看
[00:00:32.500 --> 00:00:34.000]  也為我們來祈禱
[00:00:34.000 --> 00:00:40.000]  這一堂我輕鬆一點
[00:00:40.000 --> 00:00:41.000]  不用用普通話講
[00:00:41.000 --> 00:00:43.000]  對於一個講普通話
[00:00:43.000 --> 00:00:45.000]  不是很習慣的人
[00:00:45.000 --> 00:00:48.000]  其實現在我可能會講得暢快一點
[00:00:48.000 --> 00:00:49.000]  和大家分享
[00:00:49.000 --> 00:00:54.000]  從大使命看今天的教會
[00:00:54.000 --> 00:00:55.500]  我相信在我們當中
[00:00:55.500 --> 00:00:57.000]  有很多人都對大使命
[00:00:57.000 --> 00:00:59.500]  或者《馬達方案》二十八章
[00:00:59.500 --> 00:01:02.500]  這兩三節的經文很熟悉
[00:01:02.500 --> 00:01:05.000]  但是我想今天從比較
[00:01:05.000 --> 00:01:07.500]  再深入一點看看
[00:01:07.500 --> 00:01:12.000]  這兩節聖經究竟的焦點是講什麼
[00:01:12.000 --> 00:01:13.000]  更加重要的是
[00:01:13.000 --> 00:01:14.500]  當我知道焦點之後
[00:01:14.500 --> 00:01:17.000]  我們怎樣用在現在我們教會裡面
[00:01:17.000 --> 00:01:18.500]  當教會剛剛開始成立
[00:01:18.500 --> 00:01:19.000]  不是很久
[00:01:19.000 --> 00:01:22.000]  我相信那個方向那個焦點
[00:01:22.000 --> 00:01:24.500]  會對以後影響非常深遠
[00:01:24.500 --> 00:01:28.000]  這段講道是能夠對大家有些幫助
[00:01:28.000 --> 00:01:30.000]  我剛才讀過這段聖經
[00:01:30.000 --> 00:01:33.000]  相信大家應該都很熟悉
[00:01:33.000 --> 00:01:35.000]  我聽過一次也讀過一次
[00:01:35.000 --> 00:01:38.000]  這裡我想先講前面那部分
[00:01:38.000 --> 00:01:42.500]  我當這段經文信息的引言那部分
[00:01:42.500 --> 00:01:43.500]  我想講一講
[00:01:43.500 --> 00:01:46.500]  這裡特別講到耶穌約了門徒
[00:01:46.500 --> 00:01:49.000]  在山上來見面
[00:01:49.000 --> 00:01:50.500]  在《馬達方案》記載裡面
[00:01:50.500 --> 00:01:53.000]  這是差不多最後一次和他們的對話
[00:01:53.000 --> 00:01:54.500]  接著耶穌就離開了
[00:01:54.500 --> 00:01:56.500]  福音書也停在這裡
[00:01:56.500 --> 00:02:00.000]  不過這裡特別好像把《馬達福音》的高潮
[00:02:00.000 --> 00:02:02.500]  透過這個很簡單的地方突顯了出來
[00:02:02.500 --> 00:02:03.500]  這裡特別講到
[00:02:03.500 --> 00:02:09.000]  他們這群門徒看見耶穌就拜他
[00:02:09.000 --> 00:02:13.000]  你看到經文在《馬達福音》裡面
[00:02:13.000 --> 00:02:15.500]  差不多去到尾的時間
[00:02:15.500 --> 00:02:17.500]  才用這個方法記載
[00:02:17.500 --> 00:02:19.000]  前面都有很多不同的方法
[00:02:19.000 --> 00:02:20.000]  表達耶穌是哪一個
[00:02:20.000 --> 00:02:21.500]  不過來到這裡
[00:02:21.500 --> 00:02:25.500]  無論是馬達方案的上文
[00:02:25.500 --> 00:02:27.000]  或者來到結束這個地方
[00:02:27.000 --> 00:02:28.500]  都講到門徒見到耶穌的時候
[00:02:28.500 --> 00:02:30.500]  就拜他
[00:02:30.500 --> 00:02:32.000]  如果你有機會將這段經文
[00:02:32.000 --> 00:02:35.500]  和這個約翰所寫的啟示錄
[00:02:35.500 --> 00:02:37.000]  啟示錄有兩個地方
[00:02:37.000 --> 00:02:41.000]  講到門徒約翰見到很偉大的啟示
[00:02:41.000 --> 00:02:43.000]  他真的不能夠消化啟示的時候
[00:02:43.000 --> 00:02:44.500]  他也糊塗了
[00:02:44.500 --> 00:02:46.000]  見到和他講天使的時候
[00:02:46.000 --> 00:02:48.000]  要拜那個天使
[00:02:48.000 --> 00:02:49.500]  不知道大家記不記得這段經文
[00:02:49.500 --> 00:02:53.500]  在啟示錄十九章記載這件事情
[00:02:53.500 --> 00:02:55.500]  接著天使跟他說什麼呢
[00:02:55.500 --> 00:02:57.500]  你不可以拜我的
[00:02:57.500 --> 00:03:01.500]  他說我們天使和作神的僕人的
[00:03:01.500 --> 00:03:03.500]  都不應該接受人敬拜的
[00:03:03.500 --> 00:03:07.500]  我們只是神的差遣的一些僕僻
[00:03:07.500 --> 00:03:11.500]  你只要拜上帝
[00:03:11.500 --> 00:03:15.500]  就是說如果真正服侍上帝的人
[00:03:15.500 --> 00:03:18.500]  是不會接受別人對他當神這樣拜的
[00:03:18.500 --> 00:03:20.500]  不過耶穌在這裡
[00:03:20.500 --> 00:03:21.500]  特別是他離開的時間
[00:03:21.500 --> 00:03:22.500]  瑪利亞福音28章
[00:03:22.500 --> 00:03:23.500]  差不多到高潮的時候
[00:03:23.500 --> 00:03:26.500]  告訴你耶穌就是那位接受人敬拜的上帝
[00:03:26.500 --> 00:03:29.500]  這個方法表達了耶穌的神聖
[00:03:29.500 --> 00:03:33.500]  但同時間聖經說仍有人有些懷疑
[00:03:33.500 --> 00:03:36.500]  可能他們懷疑關於復活的事
[00:03:36.500 --> 00:03:40.500]  好像在楊豐記載多瑪的一個情況
[00:03:40.500 --> 00:03:42.500]  但可能懷疑是指
[00:03:42.500 --> 00:03:44.500]  那是什麼意思呢
[00:03:44.500 --> 00:03:46.500]  耶穌呼召我們作門徒
[00:03:46.500 --> 00:03:48.500]  接著他現在從死裡復活
[00:03:48.500 --> 00:03:50.500]  下一步是什麼呢
[00:03:50.500 --> 00:03:55.500]  好像下一步令他們很難想像
[00:03:55.500 --> 00:03:56.500]  耶穌會離開他們
[00:03:56.500 --> 00:04:00.500]  一切的期待到這個階段
[00:04:00.500 --> 00:04:01.500]  突然間耶穌會離開他們
[00:04:01.500 --> 00:04:03.500]  那下一步他們會怎樣做呢
[00:04:03.500 --> 00:04:05.500]  跟著耶穌的三年多
[00:04:05.500 --> 00:04:06.500]  和耶穌所傳的道
[00:04:06.500 --> 00:04:09.500]  所留下的天國的事工
[00:04:09.500 --> 00:04:11.500]  繼續會怎樣呢
[00:04:11.500 --> 00:04:14.500]  然後引申到耶穌說
[00:04:14.500 --> 00:04:16.500]  祂是滿有權柄
[00:04:16.500 --> 00:04:21.500]  然後進行一個所謂差遣的吩咐
[00:04:21.500 --> 00:04:23.500]  就是我們今天所要集中講的
[00:04:23.500 --> 00:04:26.500]  十九一路去到二十節
[00:04:26.500 --> 00:04:28.500]  這兩節的聖經
[00:04:28.500 --> 00:04:31.500]  這兩節聖經我再說
[00:04:31.500 --> 00:04:34.500]  可能很多人已經當金句背了
[00:04:34.500 --> 00:04:36.500]  可能對你說耳熟能詳
[00:04:36.500 --> 00:04:38.500]  不過今天我想從另一個角度
[00:04:38.500 --> 00:04:39.500]  來跟大家分享一下
[00:04:39.500 --> 00:04:41.500]  耶穌滿有權柄
[00:04:41.500 --> 00:04:42.500]  耶穌是上帝
[00:04:42.500 --> 00:04:43.500]  耶穌從死裡復活
[00:04:43.500 --> 00:04:46.500]  所以現在就吩咐他們
[00:04:46.500 --> 00:04:50.500]  究竟吩咐他們做什麼呢
[00:04:50.500 --> 00:04:53.500]  我相信大家知道
[00:04:53.500 --> 00:04:55.500]  每一種文字
[00:04:55.500 --> 00:04:59.500]  都有它自己寫作的特色文法
[00:04:59.500 --> 00:05:00.500]  中文和英文是很不同的
[00:05:00.500 --> 00:05:01.500]  大家都知道
[00:05:01.500 --> 00:05:04.500]  英文就像一些所謂聖經寫的語言
