
[00:00:00.000 --> 00:00:02.000]  讓我們一起低頭禱告
[00:00:02.000 --> 00:00:03.180]  基本上我們感謝祢
[00:00:03.180 --> 00:00:04.480]  感謝祢賜下聖經
[00:00:04.480 --> 00:00:05.780]  感謝祢賜下祢的華語
[00:00:05.780 --> 00:00:09.080]  祢的華語是如何的寶貴
[00:00:09.080 --> 00:00:12.520]  讓我們在祢的華語裏花上功夫
[00:00:12.520 --> 00:00:15.020]  來明白神的心意
[00:00:15.020 --> 00:00:17.620]  也求神今天將祢的華語
[00:00:17.620 --> 00:00:18.880]  將祢的訊息
[00:00:18.880 --> 00:00:21.780]  能夠通過孩子的口
[00:00:21.780 --> 00:00:25.500]  以致到祢可以將祢的訊息
[00:00:25.500 --> 00:00:26.360]  祢的說話
[00:00:26.360 --> 00:00:29.660]  向每一個人來講說話
[00:00:29.660 --> 00:00:32.640]  奉主耶穌基督的明智祈求
[00:00:32.640 --> 00:00:34.600]  Amen
[00:00:34.600 --> 00:00:36.340]  好
[00:00:36.340 --> 00:00:39.480]  我不知道大家在香港來的
[00:00:39.480 --> 00:00:40.240]  大部份都
[00:00:40.240 --> 00:00:41.940]  或者在國內來的
[00:00:41.940 --> 00:00:44.880]  不知道你小學有沒有試過
[00:00:44.880 --> 00:00:45.980]  叫你寫
[00:00:45.980 --> 00:00:47.820]  或者你的小學老師叫你寫一個
[00:00:47.820 --> 00:00:50.320]  叫做《我的志願》
[00:00:50.320 --> 00:00:51.520]  有沒有
[00:00:51.520 --> 00:00:52.660]  我就有了
[00:00:52.660 --> 00:00:54.660]  但是我們
[00:00:54.660 --> 00:00:55.820]  我的小學也有的
[00:00:55.820 --> 00:00:57.500]  叫我寫《我的志願》
[00:00:57.500 --> 00:00:58.900]  基本上《我的志願》
[00:00:58.900 --> 00:01:00.320]  是什麼就是你長大後
[00:01:00.320 --> 00:01:01.660]  你想做些什麼
[00:01:01.660 --> 00:01:02.800]  但是通常
[00:01:02.800 --> 00:01:06.060]  那些小朋友 小學的小學生
[00:01:06.060 --> 00:01:09.400]  就將他父母所祈求的
[00:01:09.400 --> 00:01:11.100]  所希望的
[00:01:11.100 --> 00:01:13.040]  就寫下了他的志願
[00:01:13.040 --> 00:01:13.880]  例如
[00:01:13.880 --> 00:01:15.040]  他的志願就說
[00:01:15.040 --> 00:01:16.480]  我想做律師
[00:01:16.480 --> 00:01:18.880]  我想做醫生
[00:01:18.880 --> 00:01:20.680]  我想做博士
[00:01:20.680 --> 00:01:22.880]  我想做科學家
[00:01:22.880 --> 00:01:26.120]  甚至做CEO COO CTO
[00:01:26.120 --> 00:01:26.820]  什麼都好
[00:01:26.820 --> 00:01:29.420]  或者做一個很成功的生意的人
[00:01:29.420 --> 00:01:33.500]  甚至說希望好像Donald Trump那樣做總統
[00:01:33.500 --> 00:01:35.960]  當然啦
[00:01:35.960 --> 00:01:38.360]  這個是很多父母的期望
[00:01:38.360 --> 00:01:40.440]  我記得有一個小朋友
[00:01:40.440 --> 00:01:43.500]  他都要寫一個《我的志願》
[00:01:43.500 --> 00:01:45.880]  他寫《我的志願》他做什麼呢
[00:01:45.880 --> 00:01:47.640]  他就說我的志願
[00:01:47.640 --> 00:01:50.740]  是希望做一個職業的殺手
