
[00:00:00.000 --> 00:00:01.640]  我們今天去到第四章
[00:00:01.640 --> 00:00:05.080]  馬學福音第四章由第一節去到第三十四節
[00:00:05.080 --> 00:00:06.520]  當然過去我們的童工
[00:00:06.520 --> 00:00:08.120]  個個都是在用馬學福音
[00:00:08.120 --> 00:00:10.720]  一連串的 一段一段的
[00:00:10.720 --> 00:00:12.240]  跟弟兄姊妹分享
[00:00:12.240 --> 00:00:13.720]  我們教會的安排
[00:00:13.720 --> 00:00:16.880]  有時會在星期六和星期日的童工講道
[00:00:16.880 --> 00:00:18.040]  未必是同一個
[00:00:18.040 --> 00:00:19.960]  但我們很深信不同的童工
[00:00:19.960 --> 00:00:22.280]  他在預備每一篇訊息的時候
[00:00:22.280 --> 00:00:25.760]  他一定是有他自己很深入的了解
[00:00:25.760 --> 00:00:27.720]  然後按著上帝給他的亮光
[00:00:27.720 --> 00:00:31.560]  有時可能他的兩光 兩個童工未必完全一樣的
[00:00:31.560 --> 00:00:33.320]  但我們很深信上帝的說話
[00:00:33.320 --> 00:00:35.120]  能夠成為了我們的幫助
[00:00:35.120 --> 00:00:38.480]  亦都是看到上帝的說話是何等的豐富
[00:00:38.480 --> 00:00:40.080]  在不同的人的生命當中
[00:00:40.080 --> 00:00:42.280]  不同的思考 不同的物想
[00:00:42.280 --> 00:00:46.600]  有時不同的自己在神的裏面的領受的重點
[00:00:46.600 --> 00:00:48.960]  有時都未必一定一樣
[00:00:48.960 --> 00:00:50.040]  但這個不一樣
[00:00:50.040 --> 00:00:52.480]  正正是加富了我們對神的話語
[00:00:52.480 --> 00:00:54.760]  那個豐富 那種的感恩
[00:00:54.760 --> 00:00:55.720]  所以弟兄姊妹
[00:00:55.720 --> 00:00:57.760]  當我們去思考今日去到第四章
[00:00:57.760 --> 00:01:00.000]  由第一節去到第三十四節的時候
[00:01:00.000 --> 00:01:04.080]  我們看到馬可是在記載耶穌基督講了四個比喻
[00:01:04.080 --> 00:01:07.920]  而這四個比喻是關乎天國的比喻
[00:01:07.920 --> 00:01:11.040]  當然如果我們仔細去看四福音
[00:01:11.040 --> 00:01:14.000]  我們看回施洗約翰和耶穌基督
[00:01:14.000 --> 00:01:16.440]  當祂一出來開始講道的時候
[00:01:16.440 --> 00:01:20.200]  祂就會講「天國近了 你們應當要悔改」
[00:01:20.200 --> 00:01:21.720]  一篇很簡單的道
[00:01:21.720 --> 00:01:27.440]  但是當時祂吸引了很多人去到約旦河去受施洗
[00:01:27.440 --> 00:01:29.160]  我們看到一篇很簡單的道
[00:01:29.160 --> 00:01:30.680]  看到神自己的作為
[00:01:30.680 --> 00:01:34.240]  但一方面 如果我們再深入一點去看福音書的時候
[00:01:34.240 --> 00:01:36.880]  我們會發覺在馬太福音
[00:01:36.880 --> 00:01:39.640]  施洗約翰和耶穌所講的道裏面
[00:01:39.640 --> 00:01:41.960]  祂就說是「天國近了」
[00:01:41.960 --> 00:01:44.320]  但是祂在馬可福音的記載
[00:01:44.320 --> 00:01:47.680]  就是祂講到「神的國臨在」
[00:01:47.680 --> 00:01:52.920]  即是天國和神的國是兩個很不同的名詞
[00:01:52.920 --> 00:01:55.160]  如果看回一些賢經的人
[00:01:55.160 --> 00:01:56.640]  一些識經的人
[00:01:56.640 --> 00:01:58.080]  他們有時會看到
[00:01:58.080 --> 00:02:02.440]  這個天國究竟和神國是否完全一樣呢?
[00:02:02.440 --> 00:02:05.880]  其實不同的解經家有時也會有不同的說法
[00:02:05.880 --> 00:02:10.520]  有些人說其實天國和神國並不是完全一樣
[00:02:10.520 --> 00:02:12.720]  但亦有些神學家 有些學者就說
[00:02:12.720 --> 00:02:16.040]  其實天國和神的國是沒有分別的
[00:02:16.040 --> 00:02:18.280]  無論是有一點分別也好
[00:02:18.280 --> 00:02:20.160]  或者是沒有分別也好
[00:02:20.160 --> 00:02:23.440]  今天我的重點並不是和大家去思考
[00:02:23.440 --> 00:02:26.920]  究竟天國和神的國是一樣還是不同
[00:02:26.920 --> 00:02:30.520]  而對我來說 我是較為偏向第二個解釋
[00:02:30.520 --> 00:02:33.920]  就是說天國和神國是同一樣東西
[00:02:33.920 --> 00:02:36.800]  所以當我自己去思考這段經文的時候
[00:02:36.800 --> 00:02:38.760]  我反而不是去著重點
[00:02:38.760 --> 00:02:40.800]  究竟天國和神國有沒有分別
[00:02:40.800 --> 00:02:42.320]  反而我去想
[00:02:42.320 --> 00:02:44.680]  為什麼無論是施洗約翰
[00:02:44.680 --> 00:02:45.880]  無論是耶穌基督
[00:02:45.880 --> 00:02:47.640]  當他出來講道的時候
[00:02:47.640 --> 00:02:50.520]  他說天國近了 或者神的國臨在
[00:02:50.520 --> 00:02:53.200]  或者神的國近了 你們要悔改
[00:02:53.200 --> 00:02:54.800]  在當時那群受眾
[00:02:54.800 --> 00:02:57.840]  沒有一個人去問施洗約翰
[00:02:57.840 --> 00:03:01.560]  或者問耶穌究竟什麼叫做天國
[00:03:01.560 --> 00:03:03.560]  究竟什麼叫做神的國
[00:03:03.560 --> 00:03:04.800]  他們好像很明白
[00:03:04.800 --> 00:03:07.960]  當然我會覺得他們可能會很明白
[00:03:07.960 --> 00:03:09.360]  對於我們今天來說
[00:03:09.360 --> 00:03:11.800]  我們說天國近了 神國近了
[00:03:11.800 --> 00:03:13.240]  我們自己會不會問
[00:03:13.240 --> 00:03:14.800]  究竟什麼叫做天國呢?
[00:03:14.800 --> 00:03:16.240]  什麼叫做神的國呢?
[00:03:16.240 --> 00:03:17.800]  其實天國和神的國
[00:03:17.800 --> 00:03:19.320]  我們以前已經講解過
[00:03:19.320 --> 00:03:21.800]  但是有某個情況好像比較抽象
[00:03:21.800 --> 00:03:22.920]  但是當時來說
[00:03:22.920 --> 00:03:24.040]  這群以色列百姓
[00:03:24.040 --> 00:03:27.040]  他們完全沒有任何的疑問
[00:03:27.040 --> 00:03:28.120]  他們好像很明白
[00:03:28.120 --> 00:03:30.120]  當然他們明白的原因
[00:03:30.120 --> 00:03:32.880]  可能他們是對舊約很熟悉
[00:03:32.880 --> 00:03:36.480]  當時的猶太人一定是對舊約很熟悉
[00:03:36.480 --> 00:03:37.560]  如果看回舊約
[00:03:37.560 --> 00:03:41.280]  從創世紀一直到撒姆爾記上的時候
[00:03:41.280 --> 00:03:45.280]  我們發覺整個猶太人的管治的觀念
[00:03:45.280 --> 00:03:46.680]  一個國的觀念
[00:03:46.680 --> 00:03:48.680]  就是一個神治的國家
[00:03:48.680 --> 00:03:50.160]  就是由創世紀開始
[00:03:50.160 --> 00:03:52.160]  一直到撒姆爾記上
[00:03:52.160 --> 00:03:54.160]  都是神治的一個國家
[00:03:54.160 --> 00:03:55.360]  換言之
[00:03:55.360 --> 00:03:58.040]  縱然有摩西做他們的領袖
[00:03:58.040 --> 00:04:00.560]  但是摩西並不是去管治他們
[00:04:00.560 --> 00:04:01.920]  他們一切的東西
[00:04:01.920 --> 00:04:03.000]  摩西所講的東西
[00:04:03.000 --> 00:04:04.840]  都是要回到耶和華那裡
[00:04:04.840 --> 00:04:06.480]  所以聖經裡面經常講
[00:04:06.480 --> 00:04:09.040]  耶和華曉遇摩西雪
[00:04:09.040 --> 00:04:11.080]  就是說耶和華和摩西說的話
[00:04:11.080 --> 00:04:13.560]  摩西就照耶和華的吩咐
[00:04:13.560 --> 00:04:16.880]  來跟百姓去講耶和華的說話
[00:04:16.880 --> 00:04:19.600]  所以換言之是一個神治的社會
[00:04:19.600 --> 00:04:20.640]  神治的社會
[00:04:20.640 --> 00:04:22.440]  正正跟在新約那邊
[00:04:22.440 --> 00:04:25.440]  那個國的希臘文是同一個意思
[00:04:25.440 --> 00:04:26.560]  我曾經講過
[00:04:26.560 --> 00:04:28.920]  希臘文意思的神的國
[00:04:28.920 --> 00:04:30.040]  不是一個版圖
[00:04:30.040 --> 00:04:31.200]  而是一個管治
[00:04:31.200 --> 00:04:33.600]  所以在創世紀到撒姆爾記上
[00:04:33.600 --> 00:04:35.680]  那個神的管治的觀念
[00:04:35.680 --> 00:04:37.480]  正正是耶穌時代
[00:04:37.480 --> 00:04:40.440]  祂所引用的國的觀念
[00:04:40.440 --> 00:04:42.200]  就是神的管轄
[00:04:42.200 --> 00:04:43.440]  神的管治
