
[00:00:00.000 --> 00:00:03.000]  大家好,我是陳秀賢牧師
[00:00:03.000 --> 00:00:05.000]  剛才牧師介紹我
[00:00:05.000 --> 00:00:09.000]  很親切的陳秀賢牧師,熟悉的陳秀賢牧師
[00:00:09.000 --> 00:00:11.000]  我很開心
[00:00:11.000 --> 00:00:14.000]  港福堂是一間很有愛的教會
[00:00:14.000 --> 00:00:17.000]  我記得去年也是差不多這個時候
[00:00:17.000 --> 00:00:19.000]  跟大家在這裡宣講
[00:00:19.000 --> 00:00:22.000]  每堂崇拜之後,都有不同的弟兄姊妹
[00:00:22.000 --> 00:00:25.000]  走來問候我,關心我
[00:00:25.000 --> 00:00:28.000]  還有跟我說,牧師,中秋節快樂
[00:00:28.000 --> 00:00:32.000]  還有你記得代我和你師母說一聲,中秋節快樂
[00:00:32.000 --> 00:00:34.000]  非常窩心
[00:00:34.000 --> 00:00:37.000]  就算今早,當我一早來到的時候
[00:00:37.000 --> 00:00:39.000]  大家的笑容都很漂亮
[00:00:39.000 --> 00:00:41.000]  還有熊哥,熊哥跟我說
[00:00:41.000 --> 00:00:44.000]  牧師,我的秘製奶茶很好喝的
[00:00:44.000 --> 00:00:47.000]  我剛才出去喝了一杯,真的很好喝
[00:00:47.000 --> 00:00:50.000]  港福堂是一間很有愛的教會
[00:00:50.000 --> 00:00:53.000]  港福堂是一間很有使命的教會
[00:00:53.000 --> 00:00:56.000]  當我知道你們很熱心,很多方面的工作
[00:00:56.000 --> 00:00:59.000]  接下來在南區也有一方面的工作
[00:00:59.000 --> 00:01:01.000]  我很感動
[00:01:01.000 --> 00:01:03.000]  教會有使命
[00:01:03.000 --> 00:01:06.000]  能夠在這個艱難的世代讓更多人得著主的愛
[00:01:06.000 --> 00:01:08.000]  聽民主的福音
[00:01:08.000 --> 00:01:10.000]  這個是上帝給我們的託付
[00:01:10.000 --> 00:01:12.000]  也是給我們的福氣
[00:01:12.000 --> 00:01:14.000]  能夠為上帝去傳福音
[00:01:14.000 --> 00:01:16.000]  是我們每一個信徒
[00:01:16.000 --> 00:01:20.000]  上帝給我們至高無上的一個榮譽和福氣
[00:01:20.000 --> 00:01:24.000]  求主使用今天福音的崇拜
[00:01:24.000 --> 00:01:26.000]  下個星期什麼日子?
[00:01:26.000 --> 00:01:28.000]  中秋節
[00:01:28.000 --> 00:01:30.000]  我很喜歡中秋節,為什麼呢?
[00:01:30.000 --> 00:01:32.000]  因為小時候我最喜歡中秋節
[00:01:32.000 --> 00:01:35.000]  可以跟爸爸媽媽、妹妹吃完飯後
[00:01:35.000 --> 00:01:37.000]  就下街去玩燈籠
[00:01:37.000 --> 00:01:39.000]  我小時候住在彩虹邨
[00:01:39.000 --> 00:01:42.000]  很熱鬧的,那些公園全部都是燈籠
[00:01:42.000 --> 00:01:44.000]  還有我那個年代很喜歡煲蠟
[00:01:44.000 --> 00:01:46.000]  你們有沒有玩過煲蠟?
[00:01:46.000 --> 00:01:49.000]  吐一口口水,火可以去到七尺這麼高
[00:01:49.000 --> 00:01:50.000]  很危險
[00:01:50.000 --> 00:01:52.000]  當然,現在這麼多年之後
[00:01:52.000 --> 00:01:54.000]  我已經不跟爸爸媽媽住了
[00:01:54.000 --> 00:01:56.000]  也沒有去玩燈籠
[00:01:56.000 --> 00:01:59.000]  但是每當中秋節的時候
[00:01:59.000 --> 00:02:01.000]  我很珍惜那一頓
[00:02:01.000 --> 00:02:04.000]  跟家人一起做節那一頓飯
[00:02:04.000 --> 00:02:07.000]  因為可以一家人齊齊整整
[00:02:07.000 --> 00:02:09.000]  一點都不容易
[00:02:09.000 --> 00:02:10.000]  一點都不容易
[00:02:10.000 --> 00:02:12.000]  今天的講題是
[00:02:12.000 --> 00:02:15.000]  家好月圓之,但願人長久
[00:02:15.000 --> 00:02:17.000]  可能你聽的時候覺得
[00:02:17.000 --> 00:02:20.000]  哇,這麼老套的,什麼名字?買月餅嗎?
[00:02:20.000 --> 00:02:22.000]  其實我很喜歡這個名字
[00:02:22.000 --> 00:02:24.000]  家好月圓,為什麼?
[00:02:24.000 --> 00:02:29.000]  中秋節人月兩團圓
[00:02:29.000 --> 00:02:33.000]  我們都很希望人月兩團圓
[00:02:33.000 --> 00:02:35.000]  而但願人長久
[00:02:35.000 --> 00:02:38.000]  更加是我和很多人的心願
[00:02:38.000 --> 00:02:40.000]  大家知道這兩年
[00:02:40.000 --> 00:02:43.000]  很多人移居海外
[00:02:43.000 --> 00:02:48.000]  我的親友,大家的親友都在海外
[00:02:48.000 --> 00:02:51.000]  所以剛才我看到私班這麼多弟兄姊妹
[00:02:51.000 --> 00:02:52.000]  我很感動
[00:02:52.000 --> 00:02:55.000]  因為我教會原本100人的
[00:02:55.000 --> 00:02:58.000]  過去兩年有70位弟兄姊妹移居海外
[00:02:58.000 --> 00:03:00.000]  我們只剩下20多人
[00:03:00.000 --> 00:03:03.000]  剛才私班已經等於我教會這麼多人
[00:03:03.000 --> 00:03:07.000]  我很想念我的弟兄姊妹
[00:03:07.000 --> 00:03:09.000]  很想念我的親人
[00:03:09.000 --> 00:03:12.000]  你想想,去年或者前年
[00:03:12.000 --> 00:03:16.000]  跟你吃過一頓中秋節那一頓飯
[00:03:16.000 --> 00:03:20.000]  當中有多少親人現在在海外
[00:03:20.000 --> 00:03:22.000]  我們珍惜
[00:03:22.000 --> 00:03:25.000]  我們希望我們能夠和我們的家人
[00:03:25.000 --> 00:03:27.000]  和我們的朋友
[00:03:27.000 --> 00:03:29.000]  可以經常的團聚
[00:03:29.000 --> 00:03:31.000]  但願人長久
[00:03:31.000 --> 00:03:33.000]  而過去這兩年不知為什麼
[00:03:33.000 --> 00:03:34.000]  無論是我的親友
[00:03:34.000 --> 00:03:36.000]  或者聽到很多弟兄姊妹的家人都是
[00:03:36.000 --> 00:03:38.000]  突如其來很多的病痛
[00:03:38.000 --> 00:03:40.000]  突然間有癌症
[00:03:40.000 --> 00:03:42.000]  又中風
[00:03:42.000 --> 00:03:46.000]  又或者很多我們不知道為什麼會有的病
[00:03:46.000 --> 00:03:49.000]  讓我們知道生命實在是短暫
[00:03:49.000 --> 00:03:53.000]  以及很多突如其來的人的意外
[00:03:53.000 --> 00:03:55.000]  讓我們更加珍惜
[00:03:55.000 --> 00:04:00.000]  能夠可以和我們親友共聚的日子
[00:04:00.000 --> 00:04:02.000]  但願人長久
[00:04:02.000 --> 00:04:05.000]  求主透過今天的早上
[00:04:05.000 --> 00:04:07.000]  讓我們知道
[00:04:07.000 --> 00:04:09.000]  但願人長久的秘訣
[00:04:09.000 --> 00:04:11.000]  讓我們一起低頭祈禱
[00:04:11.000 --> 00:04:13.000]  主耶穌多謝祢
[00:04:13.000 --> 00:04:15.000]  祢好愛我們
[00:04:15.000 --> 00:04:17.000]  祢好愛港福堂
[00:04:17.000 --> 00:04:21.000]  祢讓港福堂有很多有愛心的弟兄姊妹
[00:04:21.000 --> 00:04:22.000]  他們的笑容
[00:04:22.000 --> 00:04:23.000]  他們的奉獻
[00:04:23.000 --> 00:04:24.000]  他們的擺上
[00:04:24.000 --> 00:04:25.000]  他們的服侍
[00:04:25.000 --> 00:04:28.000]  一個美麗的見證去榮耀祢的名
[00:04:28.000 --> 00:04:29.000]  主耶穌
[00:04:29.000 --> 00:04:32.000]  我求祢的聖靈與我們每一個同在
[00:04:32.000 --> 00:04:35.000]  特別與今天第一次在教會的朋友同在
[00:04:35.000 --> 00:04:37.000]  讓他們感受到祢的愛
[00:04:37.000 --> 00:04:39.000]  讓祢擁抱
[00:04:39.000 --> 00:04:41.000]  使用孩子的信息
[00:04:41.000 --> 00:04:42.000]  孩子有什麼不足
[00:04:42.000 --> 00:04:44.000]  靠聖靈親自去補足
[00:04:44.000 --> 00:04:46.000]  讓我們不見一人
[00:04:46.000 --> 00:04:48.000]  只見主耶穌
[00:04:48.000 --> 00:04:50.000]  將以下的宣講
[00:04:50.000 --> 00:04:52.000]  恭敬獻成給祢
[00:04:52.000 --> 00:04:53.000]  求主祢使用
[00:04:53.000 --> 00:04:54.000]  得著榮耀
[00:04:54.000 --> 00:04:56.000]  我禱告奉扣耶穌基督
[00:04:56.000 --> 00:04:57.000]  得聖名至祈求
[00:04:57.000 --> 00:04:58.000]  阿門
[00:04:58.000 --> 00:04:59.000]  在聖經裡面
[00:04:59.000 --> 00:05:00.000]  對一個仁兄
[00:05:00.000 --> 00:05:01.000]  很喜歡
[00:05:01.000 --> 00:05:02.000]  很希望
[00:05:02.000 --> 00:05:04.000]  但願人長久
[00:05:04.000 --> 00:05:08.000]  今天經過馬可福音第五章21至43節
[00:05:08.000 --> 00:05:10.000]  為什麼我要戴眼鏡
[00:05:10.000 --> 00:05:12.000]  因為我要跟大家讀經文
[00:05:12.000 --> 00:05:14.000]  人老了真的要戴眼鏡
[00:05:14.000 --> 00:05:16.000]  好 我讀給大家聽
[00:05:16.000 --> 00:05:21.000]  為什麼這樣
[00:05:21.000 --> 00:05:23.000]  麻煩下一章
[00:05:23.000 --> 00:05:24.000]  因為今天時間關係
[00:05:24.000 --> 00:05:26.000]  我只會讀頭尾兩段
[00:05:26.000 --> 00:05:29.000]  是關於今天的主人翁的
[00:05:29.000 --> 00:05:32.000]  馬可福音第五章21至24節
[00:05:32.000 --> 00:05:35.000]  耶穌又坐船渡渡對岸
[00:05:35.000 --> 00:05:38.000]  有一大群人聚集到祂身邊
[00:05:38.000 --> 00:05:39.000]  祂正在海邊
[00:05:39.000 --> 00:05:43.000]  有一個會堂主管名叫葉老也來了
[00:05:43.000 --> 00:05:46.000]  一見到耶穌就呼呼在祂腳前
[00:05:46.000 --> 00:05:48.000]  再三求祂說
[00:05:48.000 --> 00:05:50.000]  我的小女兒快要死了
[00:05:50.000 --> 00:05:52.000]  求祢去為她按手
[00:05:52.000 --> 00:05:53.000]  使她痊癒
[00:05:53.000 --> 00:05:55.000]  可以活下去
[00:05:55.000 --> 00:05:58.000]  耶穌就和她同去
[00:05:58.000 --> 00:06:00.000]  耶穌還在說話的時候
[00:06:00.000 --> 00:06:03.000]  有人從會堂主管的家裡來說
[00:06:03.000 --> 00:06:05.000]  你的女兒死了
[00:06:05.000 --> 00:06:08.000]  何必還勞駕老師呢
[00:06:08.000 --> 00:06:10.000]  耶穌不理會他們所說的話
[00:06:10.000 --> 00:06:12.000]  就對會堂主管說
[00:06:12.000 --> 00:06:15.000]  不要怕 只要信
[00:06:15.000 --> 00:06:17.000]  於是祂帶著彼得 雅各
[00:06:17.000 --> 00:06:19.000]  和雅各的弟弟約翰同去
[00:06:19.000 --> 00:06:22.000]  不許別人跟著祂
[00:06:22.000 --> 00:06:25.000]  下一章
[00:06:25.000 --> 00:06:28.000]  他們來到會堂主管的家裡
[00:06:28.000 --> 00:06:30.000]  耶穌看到一片吵鬧
[00:06:30.000 --> 00:06:32.000]  並有人大聲哭號哀號
[00:06:32.000 --> 00:06:35.000]  就進到裡面對他們說
[00:06:35.000 --> 00:06:37.000]  為什麼大吵大哭呢
[00:06:37.000 --> 00:06:40.000]  孩子不是死了 是睡著了
[00:06:40.000 --> 00:06:42.000]  他們就嘲笑耶穌
[00:06:42.000 --> 00:06:44.000]  耶穌把他們都趕出去
[00:06:44.000 --> 00:06:46.000]  帶著孩子的父母
[00:06:46.000 --> 00:06:50.000]  和跟隨的人進了孩子所在的地方
[00:06:50.000 --> 00:06:53.000]  就拉著孩子的手對他說
[00:06:53.000 --> 00:06:55.000]  大利大 古米
[00:06:55.000 --> 00:06:57.000]  出來就說
[00:06:57.000 --> 00:07:00.000]  女孩 我吩咐你起來
[00:07:00.000 --> 00:07:03.000]  那女孩子立刻起來走動
[00:07:03.000 --> 00:07:06.000]  她已經十二歲了
[00:07:06.000 --> 00:07:08.000]  他們就非常驚奇
[00:07:08.000 --> 00:07:11.000]  耶穌徹徹地祝福他們
[00:07:11.000 --> 00:07:13.000]  不要讓人知道這事
[00:07:13.000 --> 00:07:16.000]  又吩咐給她東西吃
[00:07:16.000 --> 00:07:19.000]  這個是葉老的故事
[00:07:19.000 --> 00:07:22.000]  這個故事有一個人物
[00:07:22.000 --> 00:07:24.000]  是一個會堂的主管
[00:07:24.000 --> 00:07:26.000]  我們知道當時猶太會堂
[00:07:26.000 --> 00:07:28.000]  是一個非常重要的地方
[00:07:28.000 --> 00:07:30.000]  因為很多宗教的活動
[00:07:30.000 --> 00:07:32.000]  很多社交的活動
[00:07:32.000 --> 00:07:34.000]  都在這個會堂裡面舉行
[00:07:34.000 --> 00:07:36.000]  所以作為一個會堂的主管
[00:07:36.000 --> 00:07:38.000]  必須是一個有身份 有名譽 有地位
[00:07:38.000 --> 00:07:40.000]  非常顯赫的一位人物
[00:07:40.000 --> 00:07:43.000]  葉老就是這個角色
[00:07:43.000 --> 00:07:46.000]  聖經說當葉老知道耶穌的船
[00:07:46.000 --> 00:07:48.000]  拍案耶穌上岸之後
[00:07:48.000 --> 00:07:51.000]  他就立即去找耶穌
[00:07:51.000 --> 00:07:54.000]  並且他見到耶穌的時候
[00:07:54.000 --> 00:07:58.000]  俯伏在耶穌面前再三的乞求耶穌
