
[00:00:00.000 --> 00:00:01.160]  各位觀眾朋友你們好
[00:00:01.160 --> 00:00:03.840]  很開心又可以跟大家一起來見面
[00:00:03.840 --> 00:00:05.080]  一起來敬拜神
[00:00:05.080 --> 00:00:07.080]  每兩個月一次看到大家
[00:00:07.080 --> 00:00:08.600]  其實是一個很大的祝福
[00:00:08.600 --> 00:00:11.120]  我不知道兩個月之前
[00:00:11.120 --> 00:00:14.360]  我跟大家分享了教會一家第一個課題
[00:00:14.360 --> 00:00:15.680]  大家還記得是什麼嗎?
[00:00:15.680 --> 00:00:18.600]  七一共同體
[00:00:18.600 --> 00:00:21.240]  我們說到教會裡面
[00:00:21.240 --> 00:00:23.200]  那個元素是什麼呢?
[00:00:23.200 --> 00:00:24.040]  最重要
[00:00:24.040 --> 00:00:26.560]  今天不在乎我們有多少學識
[00:00:26.560 --> 00:00:28.960]  我們的年齡你才可以入會
[00:00:29.200 --> 00:00:30.760]  今天原來參加教會
[00:00:30.760 --> 00:00:32.600]  其實我們是可以自由參加的
[00:00:32.600 --> 00:00:35.920]  但是教會裡面有七種很重要的元素
[00:00:35.920 --> 00:00:37.560]  是不可以加多
[00:00:37.560 --> 00:00:39.120]  也不可以減少的
[00:00:39.120 --> 00:00:41.320]  我們有時候說到教會有些人
[00:00:41.320 --> 00:00:43.560]  可能為了不同的意見
[00:00:43.560 --> 00:00:45.720]  甚至可能是政治上的看法
[00:00:45.720 --> 00:00:48.240]  可能就會產生了一些衝突
[00:00:48.240 --> 00:00:52.320]  但是原來這個不是教會裡面最重要的
[00:00:52.320 --> 00:00:53.840]  教會裡面最重要的是什麼呢?
[00:00:53.840 --> 00:00:55.320]  有七個一的元素
[00:00:55.320 --> 00:00:56.600]  上次跟大家看過了
[00:00:56.600 --> 00:00:58.760]  我們一起來再讀《二不所書》
[00:00:58.760 --> 00:01:01.080]  第四章的第四到第六節
[00:01:01.080 --> 00:01:03.280]  你看到這個第四到第六節是不是?
[00:01:03.280 --> 00:01:05.440]  今天我們會說第一到第三節
[00:01:05.440 --> 00:01:08.320]  不過我們先看了這七個一的元素
[00:01:08.320 --> 00:01:09.520]  我們一起來讀出
[00:01:28.400 --> 00:01:30.400]  如果你數一數這裡有七個的一
[00:01:30.400 --> 00:01:31.720]  一個的身體
[00:01:31.720 --> 00:01:33.000]  教會是一個的身體
[00:01:33.000 --> 00:01:35.040]  彼此之間有關係的
[00:01:35.040 --> 00:01:35.800]  怎麼說呢?
[00:01:35.800 --> 00:01:39.320]  這個身體絕對不可以離開了一部分
[00:01:39.320 --> 00:01:40.720]  我們有不同的肢體
[00:01:40.720 --> 00:01:42.280]  你切出來的時候
[00:01:42.280 --> 00:01:44.120]  那個已經不是屬於身體的一部分
[00:01:44.120 --> 00:01:45.520]  我上次怎麼跟大家說
[00:01:45.520 --> 00:01:46.600]  如果你買菜的時候
[00:01:46.600 --> 00:01:47.960]  我在香港有買菜的
[00:01:47.960 --> 00:01:49.120]  我不會真的豬肉凍肉
[00:01:49.120 --> 00:01:50.640]  我想買豬的身體
[00:01:50.640 --> 00:01:52.760]  因為已經切開了
[00:01:52.760 --> 00:01:54.680]  雖然是身體的一部分
[00:01:54.680 --> 00:01:55.680]  但已經分割了
[00:01:55.680 --> 00:01:56.720]  就不是身體
[00:01:56.720 --> 00:01:59.840]  今天原來我們彼此之間有互相關聯
[00:01:59.840 --> 00:02:02.240]  互相有相同的感受
[00:02:02.240 --> 00:02:03.600]  可能你一隻牙痛
[00:02:03.600 --> 00:02:06.080]  你整個身體都感到很不舒服
[00:02:06.080 --> 00:02:08.240]  但我們又產生不同的作用
[00:02:08.240 --> 00:02:09.440]  不是每個人都是眼
[00:02:09.440 --> 00:02:10.880]  不是每個人都是手
[00:02:10.880 --> 00:02:13.400]  就是說教會裡面有多元化的
[00:02:13.400 --> 00:02:14.720]  我們是要彼此配搭
[00:02:14.720 --> 00:02:15.640]  彼此的配合
[00:02:15.640 --> 00:02:16.840]  互相的建立
[00:02:16.840 --> 00:02:20.080]  我們同一個的性靈來引導我們
[00:02:20.080 --> 00:02:22.720]  讓我們知道自己是一個罪人
[00:02:22.720 --> 00:02:24.120]  我們認識神
[00:02:24.120 --> 00:02:27.080]  我們在神的面前去悔改
[00:02:27.080 --> 00:02:30.000]  我們同一個的性靈來引導下
[00:02:30.000 --> 00:02:32.120]  我們有一個相同的指望
[00:02:32.120 --> 00:02:34.840]  當然這是指到終極的指望
[00:02:34.840 --> 00:02:36.400]  終極的指望是什麼?
[00:02:36.400 --> 00:02:39.000]  就是我們有一天離開這個世界的時候
[00:02:39.000 --> 00:02:41.200]  我們有一個永恆的生命
[00:02:41.200 --> 00:02:43.400]  我們住在神的角度裡面
[00:02:43.400 --> 00:02:45.920]  我們更加有一個很大的渴望就是
[00:02:45.920 --> 00:02:48.680]  神有公義的來審判
[00:02:48.680 --> 00:02:50.120]  雖然現在這一刻裡面
[00:02:50.120 --> 00:02:52.880]  每人都可能有些不同的希望
[00:02:52.880 --> 00:02:54.720]  但是最重要是什麼?
[00:02:54.720 --> 00:02:57.480]  我們的終極指望是一致的
[00:02:57.480 --> 00:03:00.400]  好了,我們有同一的救主
[00:03:00.400 --> 00:03:02.800]  今天我們不是靠著某個牧者
[00:03:02.800 --> 00:03:04.880]  或者某一個神職人員
[00:03:04.880 --> 00:03:06.800]  藉著他我們才可以得救
[00:03:06.800 --> 00:03:09.600]  在天下人間沒有次下別的名
[00:03:09.600 --> 00:03:10.680]  可以使我們得救
[00:03:10.680 --> 00:03:12.240]  除了耶穌基督
[00:03:12.240 --> 00:03:13.720]  祂就是我們的中保
[00:03:13.720 --> 00:03:16.480]  所以我們全部都是相信同一個主
[00:03:16.480 --> 00:03:19.120]  好了,我們同一的信仰
[00:03:19.120 --> 00:03:21.640]  信仰的歷程可以是不同
[00:03:21.640 --> 00:03:24.400]  你信主的連日可能每個人的經歷都不同
[00:03:24.400 --> 00:03:27.960]  但是內容和進程是一致的
[00:03:27.960 --> 00:03:30.640]  就是我們認識自己是一個罪人
[00:03:30.640 --> 00:03:31.880]  認識神的聖潔
[00:03:31.880 --> 00:03:33.920]  神的公義和神的救贖
[00:03:33.920 --> 00:03:36.080]  於是我們悔改認罪
[00:03:36.080 --> 00:03:38.920]  然後我們接受耶穌做我們生命的救主
[00:03:38.920 --> 00:03:40.880]  這個就是成為神的兒女
[00:03:40.880 --> 00:03:43.400]  這個進程是一樣的
[00:03:43.400 --> 00:03:45.280]  雖然時間可能不同
[00:03:45.280 --> 00:03:48.360]  所以一信一洗、洗禮
[00:03:48.360 --> 00:03:52.520]  就代表我們在眾人面前要見證我們主的救贖
[00:03:52.520 --> 00:03:55.040]  代表我們加入基督的身體裡面
[00:03:55.040 --> 00:03:57.560]  成為基督的身體的一部分
[00:03:57.560 --> 00:04:00.000]  這個洗禮或許有不同的形式
[00:04:00.000 --> 00:04:01.640]  有人全部浸灑下水
[00:04:01.640 --> 00:04:03.000]  有些人灑水
[00:04:03.000 --> 00:04:04.280]  甚至記得我上次說
[00:04:04.280 --> 00:04:07.680]  有一個中派是不用灑水的
[00:04:07.680 --> 00:04:09.200]  是在旗下經過的
[00:04:09.200 --> 00:04:10.240]  叫什麼名字?
[00:04:10.240 --> 00:04:12.440]  救世軍,對不對?
[00:04:12.440 --> 00:04:14.960]  但是背後的意義是一樣
[00:04:14.960 --> 00:04:16.640]  我們一主一信一洗
[00:04:16.640 --> 00:04:19.840]  最後就是相同的一個神
[00:04:19.840 --> 00:04:21.560]  就是超乎眾人之上
[00:04:21.560 --> 00:04:22.760]  半乎眾人之中
[00:04:22.760 --> 00:04:25.520]  也是住在眾人之內的這位神
[00:04:25.520 --> 00:04:28.720]  這七個要素絕對不可以減少
[00:04:28.720 --> 00:04:31.400]  也不需要來帶去加增
