
[00:00:00.000 --> 00:00:04.000]  在我們接下來的時間我們要進入你的說話裡
[00:00:04.000 --> 00:00:07.000]  我們求你讓你的說話引導我們
[00:00:07.000 --> 00:00:10.000]  幫助我們讓我們認識你更多
[00:00:10.000 --> 00:00:12.000]  認識你更深
[00:00:12.000 --> 00:00:17.000]  以致我們知道我們怎樣可以全然的投靠你
[00:00:17.000 --> 00:00:19.000]  幫助我們
[00:00:19.000 --> 00:00:21.000]  人生的路裡面
[00:00:21.000 --> 00:00:25.000]  每日的天色常藍
[00:00:25.000 --> 00:00:27.000]  但你卻應許我們
[00:00:27.000 --> 00:00:29.000]  你會帶著我們
[00:00:29.000 --> 00:00:31.000]  你會托著我們
[00:00:31.000 --> 00:00:34.000]  你會引領我們經過
[00:00:34.000 --> 00:00:39.000]  上帝就是這一份寶貴的恩情
[00:00:39.000 --> 00:00:42.000]  帶領的應許
[00:00:42.000 --> 00:00:46.000]  讓我們今天可以帶著信心來到你的殿裡
[00:00:46.000 --> 00:00:48.000]  同心的去仰望
[00:00:48.000 --> 00:00:51.000]  學習怎樣的信靠投靠你
[00:00:51.000 --> 00:00:52.000]  幫助我們
[00:00:52.000 --> 00:00:54.000]  讓我們進入時間
[00:00:54.000 --> 00:00:55.000]  在你的話語裡面
[00:00:55.000 --> 00:00:57.000]  讓我們謙卑
[00:00:57.000 --> 00:00:59.000]  讓我們在你的話語裡面
[00:00:59.000 --> 00:01:01.000]  虛心的聆聽
[00:01:01.000 --> 00:01:04.000]  以致你的道成為我們生命的道
[00:01:04.000 --> 00:01:05.000]  多謝耶穌
[00:01:05.000 --> 00:01:06.000]  聽我們祈禱
[00:01:06.000 --> 00:01:08.000]  仰望奉耶穌基督的寶貴聖名祈求
[00:01:08.000 --> 00:01:09.000]  Amen
[00:01:09.000 --> 00:01:10.000]  請坐
[00:01:10.000 --> 00:01:12.000]  用掌聲多謝這兩位
[00:01:12.000 --> 00:01:15.000]  三堂的福士
[00:01:15.000 --> 00:01:16.000]  多謝你們
[00:01:16.000 --> 00:01:22.000]  知不知道我今天要說哪一個人物
[00:01:22.000 --> 00:01:25.000]  知不知道
[00:01:25.000 --> 00:01:27.000]  我剛才沒有說
[00:01:27.000 --> 00:01:32.000]  我會說一個人物在《士徒行傳》裡面
[00:01:32.000 --> 00:01:34.000]  他是第一個殉道的門徒
[00:01:34.000 --> 00:01:35.000]  知道是誰嗎
[00:01:35.000 --> 00:01:37.000]  施緹凡
[00:01:37.000 --> 00:01:38.000]  一說殉道的門徒大家就知道
[00:01:38.000 --> 00:01:39.000]  施緹凡
[00:01:39.000 --> 00:01:40.000]  施緹凡
[00:01:40.000 --> 00:01:42.000]  有人叫Steven在這裡嗎
[00:01:42.000 --> 00:01:43.000]  殉道
[00:01:43.000 --> 00:01:45.000]  沒有人敢舉手嗎
[00:01:45.000 --> 00:01:47.000]  和名字無關
[00:01:47.000 --> 00:01:49.000]  施緹凡
[00:01:49.000 --> 00:01:52.000]  在《士徒行傳》第六章至第七章兩章的經文
[00:01:52.000 --> 00:01:55.000]  記載了第一位殉道者的故事
[00:01:55.000 --> 00:01:57.000]  不是很長
[00:01:57.000 --> 00:01:58.000]  兩章的經文
[00:01:58.000 --> 00:02:03.000]  但卻記載了這位至死忠心的信徒的事跡
[00:02:03.000 --> 00:02:06.000]  讓我先說一說他的故事
[00:02:06.000 --> 00:02:07.000]  讓大家去認識
[00:02:07.000 --> 00:02:09.000]  《士徒行傳》
[00:02:09.000 --> 00:02:10.000]  其實這本書卷
[00:02:10.000 --> 00:02:12.000]  在聖經裡面記載的是
[00:02:12.000 --> 00:02:14.000]  教會初期的發展
[00:02:14.000 --> 00:02:18.000]  耶路撒冷這間教會發展得很快
[00:02:18.000 --> 00:02:20.000]  砰一聲
[00:02:20.000 --> 00:02:22.000]  多少人? 多了三千
[00:02:22.000 --> 00:02:24.000]  砰一聲又多了多少人?
[00:02:24.000 --> 00:02:26.000]  五千
[00:02:26.000 --> 00:02:28.000]  很快
[00:02:28.000 --> 00:02:29.000]  只是冷
[00:02:29.000 --> 00:02:34.000]  很快這間教會成為了一間過萬人的教會
[00:02:34.000 --> 00:02:38.000]  管理一間過萬人的教會容易嗎
[00:02:38.000 --> 00:02:40.000]  一點都不容易
[00:02:40.000 --> 00:02:43.000]  所以他們出現了一個問題
[00:02:43.000 --> 00:02:46.000]  因為當時的教會是凡物公用
[00:02:46.000 --> 00:02:50.000]  大家分享利用
[00:02:50.000 --> 00:02:53.000]  但他們疏忽了一個群體
[00:02:53.000 --> 00:02:57.000]  一群在外面回流回來的猶太寡婦
[00:02:57.000 --> 00:03:00.000]  他們疏忽了照顧他們日常的需要
[00:03:00.000 --> 00:03:03.000]  怎麼辦?
[00:03:03.000 --> 00:03:07.000]  他們決定彌補這個缺失
[00:03:07.000 --> 00:03:10.000]  他們要選七個領袖出來
[00:03:10.000 --> 00:03:15.000]  去幫助照顧這群寡婦的需要
[00:03:16.000 --> 00:03:19.000]  他們定出這群被選出來的領袖
[00:03:19.000 --> 00:03:21.000]  要有三個條件
[00:03:21.000 --> 00:03:22.000]  第一個
[00:03:22.000 --> 00:03:23.000]  是什麼?
[00:03:23.000 --> 00:03:25.000]  你們知不知道?
[00:03:25.000 --> 00:03:26.000]  有好明星
[00:03:26.000 --> 00:03:28.000]  第一個要有好明星
[00:03:28.000 --> 00:03:30.000]  第二個要被聖靈充滿
[00:03:30.000 --> 00:03:33.000]  第三個就要智慧充足
[00:03:33.000 --> 00:03:35.000]  有三個條件
[00:03:35.000 --> 00:03:37.000]  好了
[00:03:37.000 --> 00:03:38.000]  選吧
[00:03:38.000 --> 00:03:41.000]  七個領袖
[00:03:41.000 --> 00:03:42.000]  第一個選出來是誰?
[00:03:42.000 --> 00:03:44.000]  就是斯蒂凡
[00:03:45.000 --> 00:03:46.000]  就是斯蒂凡
[00:03:46.000 --> 00:03:49.000]  他被選出來成為第一個領袖
[00:03:49.000 --> 00:03:52.000]  聖經已經沒有再交代
[00:03:52.000 --> 00:03:55.000]  究竟這群寡婦的問題
[00:03:55.000 --> 00:03:57.000]  最終如何解決
[00:03:57.000 --> 00:03:59.000]  沒有記載
[00:03:59.000 --> 00:04:01.000]  但是
[00:04:01.000 --> 00:04:04.000]  他記載了一句話
[00:04:04.000 --> 00:04:06.000]  神的道興旺起來
[00:04:06.000 --> 00:04:09.000]  耶路撒冷教會的門徒
[00:04:09.000 --> 00:04:11.000]  加珍甚多
[00:04:11.000 --> 00:04:15.000]  其實路加寫的《少林傳》
[00:04:15.000 --> 00:04:16.000]  當你看《少林傳》的時候
[00:04:16.000 --> 00:04:17.000]  你就會發覺
[00:04:17.000 --> 00:04:19.000]  每逢有些事情發生
[00:04:19.000 --> 00:04:21.000]  路加就會寫這句
[00:04:21.000 --> 00:04:22.000]  什麼意思呢?
[00:04:22.000 --> 00:04:25.000]  就是教會又再健康地成長下去
[00:04:25.000 --> 00:04:27.000]  可以嗎?
[00:04:27.000 --> 00:04:28.000]  原來是這個意思
[00:04:28.000 --> 00:04:34.000]  沒有說到寡婦的問題
[00:04:34.000 --> 00:04:36.000]  那經文回到哪裡?
[00:04:36.000 --> 00:04:38.000]  就說回斯蒂凡
[00:04:39.000 --> 00:04:41.000]  鏡頭一轉就說到斯蒂凡
[00:04:41.000 --> 00:04:43.000]  他去了一個會堂裡面
[00:04:43.000 --> 00:04:44.000]  去講論
[00:04:44.000 --> 00:04:46.000]  當他講論的時候
[00:04:46.000 --> 00:04:49.000]  會堂的人跟他有反駁
[00:04:49.000 --> 00:04:52.000]  於是就開始了一個辯論
[00:04:52.000 --> 00:04:54.000]  但是這群人不夠他說
[00:04:54.000 --> 00:04:56.000]  雖然這群人很多
[00:04:56.000 --> 00:04:57.000]  人多勢眾
[00:04:57.000 --> 00:04:58.000]  斯蒂凡只有他一個
[00:04:58.000 --> 00:04:59.000]  這樣對他說
[00:04:59.000 --> 00:05:00.000]  但是不夠他說
[00:05:00.000 --> 00:05:01.000]  為什麼呢?
[00:05:01.000 --> 00:05:02.000]  因為聖經記載
[00:05:02.000 --> 00:05:07.000]  斯蒂凡是以智慧和聖靈去說話
[00:05:09.000 --> 00:05:11.000]  所以這群人抵擋不住
[00:05:11.000 --> 00:05:14.000]  會堂的人就煽動長老
[00:05:14.000 --> 00:05:16.000]  民事一些領袖
[00:05:16.000 --> 00:05:19.000]  來抓斯蒂凡去公會審問他
[00:05:19.000 --> 00:05:23.000]  他還嘗試捏造一些假見證
[00:05:23.000 --> 00:05:25.000]  冤枉他
[00:05:25.000 --> 00:05:28.000]  說他褻瀆聖殿
[00:05:28.000 --> 00:05:30.000]  和侮辱律法
[00:05:30.000 --> 00:05:35.000]  但是在斯蒂凡反駁的過程裡
[00:05:35.000 --> 00:05:38.000]  他指出了真正侮辱神
[00:05:38.000 --> 00:05:41.000]  是他們
[00:05:41.000 --> 00:05:45.000]  由於真正理虧的他們
[00:05:45.000 --> 00:05:47.000]  再也反駁不下去了
[00:05:47.000 --> 00:05:48.000]  他們怎樣呢?
[00:05:48.000 --> 00:05:51.000]  發脾氣
[00:05:51.000 --> 00:05:53.000]  斯蒂凡就瘋了
[00:05:53.000 --> 00:05:55.000]  耶穌站在神的右邊
[00:05:55.000 --> 00:05:57.000]  他們瘋了一樣
[00:05:57.000 --> 00:05:59.000]  衝去斯蒂凡那裡
[00:05:59.000 --> 00:06:02.000]  推他出城外面
[00:06:02.000 --> 00:06:06.000]  也不等大祭司判他有罪還是無罪
[00:06:06.000 --> 00:06:10.000]  就已經用石頭打死了門徒
[00:06:10.000 --> 00:06:15.000]  這個就是斯蒂凡的故事
[00:06:15.000 --> 00:06:21.000]  雖然斯蒂凡的故事只有兩章短短的經文
[00:06:21.000 --> 00:06:24.000]  但其中就有一次間接
[00:06:24.000 --> 00:06:26.000]  兩次直接提到
[00:06:26.000 --> 00:06:29.000]  他是一個滿有聖靈的人
[00:06:29.000 --> 00:06:31.000]  在哪裡說到?
[00:06:31.000 --> 00:06:34.000]  第一次當然是選那七個領袖
[00:06:34.000 --> 00:06:37.000]  選七位領袖要有三個條件
[00:06:37.000 --> 00:06:40.000]  好明星、滿有聖靈和智慧充足
[00:06:40.000 --> 00:06:42.000]  間接就是說選出來的人
[00:06:42.000 --> 00:06:45.000]  有這些特質
[00:06:45.000 --> 00:06:47.000]  這是第一個間接的說法
[00:06:47.000 --> 00:06:48.000]  第二個在哪裡呢?
[00:06:48.000 --> 00:06:51.000]  選出來的第一個是斯蒂凡
[00:06:51.000 --> 00:06:53.000]  沒有說到他是好明星
[00:06:53.000 --> 00:06:55.000]  沒有說到他智慧充足
[00:06:55.000 --> 00:06:56.000]  他說了一樣東西
[00:06:56.000 --> 00:06:57.000]  是什麼呢?
[00:06:57.000 --> 00:06:59.000]  聖靈充滿
[00:06:59.000 --> 00:07:03.000]  他是滿有信心和聖靈的人
[00:07:03.000 --> 00:07:04.000]  第一次直接說到
[00:07:04.000 --> 00:07:07.000]  斯蒂凡是一個滿有聖靈的人
[00:07:07.000 --> 00:07:09.000]  第二次直接說在哪裡呢?
[00:07:09.000 --> 00:07:15.000]  就是當他要回應那些指控的時間
[00:07:15.000 --> 00:07:17.000]  聖經這樣說
[00:07:17.000 --> 00:07:20.000]  他說斯蒂凡的狀態
[00:07:20.000 --> 00:07:23.000]  當時的狀態是滿有聖靈的狀態
[00:07:23.000 --> 00:07:32.000]  以致他這樣回應一群指控他的人
[00:07:32.000 --> 00:07:34.000]  我們就來看一下
[00:07:34.000 --> 00:07:40.000]  原來聖靈充滿不單止
[00:07:40.000 --> 00:07:42.000]  是當你被聖靈充滿的時候
[00:07:42.000 --> 00:07:44.000]  你躺在地上十分八分鐘
[00:07:44.000 --> 00:07:47.000]  去享受去經歷神的同在
[00:07:47.000 --> 00:07:48.000]  不單止這麼簡單
[00:07:48.000 --> 00:07:50.000]  原來聖靈充滿
[00:07:50.000 --> 00:07:52.000]  帶來我們生命裡面
[00:07:52.000 --> 00:07:56.000]  有很多很多生命質素的改變
[00:07:56.000 --> 00:07:58.000]  我們一起看一下斯蒂凡的生命
[00:07:58.000 --> 00:08:04.000]  我們怎樣去找到這個特質
[00:08:04.000 --> 00:08:07.000]  其實我們從這兩張經文看到
[00:08:07.000 --> 00:08:10.000]  斯蒂凡有很多與別不同的特質
[00:08:10.000 --> 00:08:13.000]  大家回去可以看看第六張和第七張經文
[00:08:13.000 --> 00:08:17.000]  但今天我挑選了三個特質和大家分享
[00:08:17.000 --> 00:08:19.000]  三個都是內在的特質
[00:08:19.000 --> 00:08:21.000]  你回去看就有些是外在的
[00:08:21.000 --> 00:08:22.000]  外顯的
[00:08:22.000 --> 00:08:25.000]  但今天我就挑選了三個是內在的東西
[00:08:25.000 --> 00:08:27.000]  和大家分享
[00:08:27.000 --> 00:08:30.000]  第一個我看到聖靈充滿的人
[00:08:30.000 --> 00:08:33.000]  他有不一樣的眼光
[00:08:33.000 --> 00:08:36.000]  他會有屬靈的視覺
[00:08:36.000 --> 00:08:38.000]  他看東西有點不同
[00:08:38.000 --> 00:08:42.000]  經文在六章九至十二節告訴我們
[00:08:42.000 --> 00:08:43.000]  這群會堂的人也好
[00:08:43.000 --> 00:08:44.000]  長女也好
[00:08:44.000 --> 00:08:45.000]  文士也好
[00:08:45.000 --> 00:08:51.000]  列了一些假的見證陷害他
[00:08:51.000 --> 00:08:54.000]  他的指控是什麼
[00:08:54.000 --> 00:08:57.000]  指控他侮辱聖殿
[00:08:57.000 --> 00:09:00.000]  說他侮辱律法
[00:09:00.000 --> 00:09:01.000]  兩個指控
[00:09:01.000 --> 00:09:02.000]  侮辱聖殿
[00:09:02.000 --> 00:09:03.000]  侮辱律法
[00:09:03.000 --> 00:09:07.000]  接著斯蒂凡就反駁
[00:09:07.000 --> 00:09:08.000]  斯蒂凡怎樣反駁
[00:09:08.000 --> 00:09:12.000]  他有沒有說你騙人
[00:09:12.000 --> 00:09:13.000]  沒有
[00:09:13.000 --> 00:09:15.000]  他說你冤枉我
[00:09:15.000 --> 00:09:16.000]  沒有
[00:09:16.000 --> 00:09:18.000]  斯蒂凡怎樣反駁
[00:09:18.000 --> 00:09:23.000]  斯蒂凡沒有說這群人冤枉他
[00:09:23.000 --> 00:09:26.000]  他反而說出你們對我的指控
[00:09:26.000 --> 00:09:28.000]  根本上連本質都有問題
[00:09:28.000 --> 00:09:31.000]  即是你的指控都有問題
[00:09:31.000 --> 00:09:33.000]  我們看看出了什麼問題
[00:09:33.000 --> 00:09:36.000]  首先斯蒂凡回應第一個問題
[00:09:36.000 --> 00:09:37.000]  第一個指控
[00:09:37.000 --> 00:09:40.000]  斯蒂凡說你們說我侮辱聖殿
[00:09:40.000 --> 00:09:45.000]  我就由創世紀開始說起
[00:09:45.000 --> 00:09:48.000]  神在米索不達米亞
[00:09:48.000 --> 00:09:52.000]  向他們的祖先亞伯拉罕顯現
[00:09:52.000 --> 00:09:54.000]  在米索不達米亞
[00:09:54.000 --> 00:09:57.000]  然後神又在埃及
[00:09:57.000 --> 00:09:58.000]  和誰同在
[00:09:58.000 --> 00:10:00.000]  約瑟
[00:10:00.000 --> 00:10:03.000]  接著神又在西乃山
[00:10:03.000 --> 00:10:05.000]  和誰說話
[00:10:05.000 --> 00:10:06.000]  摩西
[00:10:06.000 --> 00:10:10.000]  全部都是他們尊敬的先祖
[00:10:10.000 --> 00:10:13.000]  說的是什麼
[00:10:13.000 --> 00:10:17.000]  斯蒂凡要告訴這群人
[00:10:17.000 --> 00:10:21.000]  神是全地的神
[00:10:21.000 --> 00:10:28.000]  神不只是一個地域性的神字
[00:10:28.000 --> 00:10:30.000]  所以斯蒂凡繼續引用
[00:10:30.000 --> 00:10:32.000]  二賽亞書第66章
[00:10:32.000 --> 00:10:34.000]  神自己怎麼說
[00:10:34.000 --> 00:10:36.000]  他說天是什麼
[00:10:36.000 --> 00:10:37.000]  是我的寶座
[00:10:37.000 --> 00:10:39.000]  地是什麼
[00:10:39.000 --> 00:10:40.000]  我的腳凳
[00:10:40.000 --> 00:10:44.000]  搭腳
