
[00:00:00.000 --> 00:00:02.000]  我們看第一幕
[00:00:02.000 --> 00:00:07.180]  不要緊,每節都會讀,所以你會立即抓到故事
[00:00:07.180 --> 00:00:12.300]  這是史詩記一個完全新開的一段《聖經》
[00:00:12.300 --> 00:00:14.300]  跟之前好像完全沒有關係
[00:00:14.300 --> 00:00:15.540]  因為再沒有史詩在這裏
[00:00:15.540 --> 00:00:17.540]  好像已經很和平了
[00:00:17.540 --> 00:00:21.820]  以法連山區有一個人,名叫吾米加
[00:00:21.820 --> 00:00:27.340]  他對母親說,你的一千一百塊銀子被人拿了
[00:00:27.600 --> 00:00:31.800]  為此你發奏起誓,也說給我聽
[00:00:31.800 --> 00:00:36.100]  看吓,銀子在我這裏,是我拿的
[00:00:36.100 --> 00:00:41.000]  母親說,願我兒蒙耶和華賜福
[00:00:41.000 --> 00:00:43.000]  你就這樣看這兩節《聖經》
[00:00:43.000 --> 00:00:47.400]  嘩,很好,兒子悔改
[00:00:47.400 --> 00:00:49.400]  你猜這個故事是在說什麼呢?
[00:00:49.400 --> 00:00:51.400]  這個故事就說母親有多少錢?
[00:00:51.400 --> 00:00:53.400]  一千一百塊
[00:00:53.400 --> 00:00:56.400]  接著突然間那一千一百塊都不見了
[00:00:56.400 --> 00:00:58.400]  那是被誰偷了呢?
[00:00:58.400 --> 00:01:00.400]  被兒子
[00:01:00.400 --> 00:01:02.400]  在他不知道兒子偷了之前
[00:01:02.400 --> 00:01:04.400]  母親下了一個毒誓
[00:01:04.400 --> 00:01:06.400]  可能母親懂得咒語法術
[00:01:06.400 --> 00:01:08.400]  兒子看著他
[00:01:08.400 --> 00:01:10.400]  誰拿了我一千一百塊
[00:01:10.400 --> 00:01:12.400]  他又說什麼什麼什麼
[00:01:12.400 --> 00:01:14.400]  身體腐爛什麼什麼
[00:01:14.400 --> 00:01:16.400]  這個兒子叫米加
[00:01:16.400 --> 00:01:18.400]  兒子害怕了
[00:01:18.400 --> 00:01:20.400]  於是跟母親認錯
[00:01:20.400 --> 00:01:22.400]  母親,那一千一百塊是我拿的
[00:01:22.400 --> 00:01:24.400]  對不起,母親
[00:01:24.400 --> 00:01:26.400]  要解釋一下
[00:01:26.400 --> 00:01:28.400]  母親也好
[00:01:28.400 --> 00:01:32.400]  母親就說,願我兒蒙耶和華賜福
[00:01:32.400 --> 00:01:34.400]  悔改
[00:01:34.400 --> 00:01:36.400]  錯而能改,善莫大焉
[00:01:36.400 --> 00:01:38.400]  很好的一個故事
[00:01:38.400 --> 00:01:40.400]  首先要你記住
[00:01:40.400 --> 00:01:42.400]  他犯了什麼錯
[00:01:42.400 --> 00:01:46.400]  他犯的錯叫做"拿"
[00:01:46.400 --> 00:01:48.400]  "拿"
[00:01:48.400 --> 00:01:50.400]  這個故事整整十七十八章裡面
[00:01:50.400 --> 00:01:52.400]  "拿"會經常出現
[00:01:52.400 --> 00:01:54.400]  如果你在暑假的時候
[00:01:54.400 --> 00:01:56.400]  有聽過鮑維君穆斯
[00:01:56.400 --> 00:01:58.400]  在講大衛的時候
[00:01:58.400 --> 00:02:00.400]  他也會告訴你
[00:02:00.400 --> 00:02:02.400]  大衛犯了一個錯
[00:02:02.400 --> 00:02:04.400]  這個錯
[00:02:04.400 --> 00:02:06.400]  我們平時人想就是姦人
[00:02:06.400 --> 00:02:08.400]  娶了別人的老婆
[00:02:08.400 --> 00:02:10.400]  其實在原文
[00:02:10.400 --> 00:02:12.400]  在舊的聖經裡面
[00:02:12.400 --> 00:02:14.400]  是"拿"
[00:02:14.400 --> 00:02:16.400]  大衛最厲害的人
[00:02:16.400 --> 00:02:18.400]  拿別人的東西
[00:02:18.400 --> 00:02:20.400]  你想想全本聖經裡面
[00:02:20.400 --> 00:02:22.400]  第一次
[00:02:22.400 --> 00:02:24.400]  有人拿別人的東西在哪裡發生
[00:02:24.400 --> 00:02:26.400]  在伊甸園裡面
[00:02:26.400 --> 00:02:28.400]  亞當夏娃拿了
[00:02:28.400 --> 00:02:30.400]  他們不該拿的東西
[00:02:30.400 --> 00:02:32.400]  所以這個是一個罪的延伸
[00:02:32.400 --> 00:02:34.400]  你看不看到這個主題
[00:02:34.400 --> 00:02:36.400]  經常拿東西
[00:02:36.400 --> 00:02:38.400]  好,那你記住了
[00:02:38.400 --> 00:02:40.400]  於是他的兒子拿了
[00:02:40.400 --> 00:02:42.400]  於是米家把者一千一百塊銀子
[00:02:42.400 --> 00:02:44.400]  還給母親,大團圓結局
[00:02:44.400 --> 00:02:46.400]  先是故事開始
[00:02:46.400 --> 00:02:48.400]  第三節
[00:02:48.400 --> 00:02:50.400]  母親說
[00:02:50.400 --> 00:02:52.400]  我把者銀子分別為性
[00:02:52.400 --> 00:02:54.400]  親手獻給耶和華
[00:02:54.400 --> 00:02:56.400]  既然這筆錢我想著沒有了
[00:02:56.400 --> 00:02:58.400]  現在回來了
[00:02:58.400 --> 00:03:00.400]  那我真的感謝耶和華
[00:03:00.400 --> 00:03:02.400]  感謝上帝,我要奉獻給耶和華
[00:03:02.400 --> 00:03:04.400]  好不好?
[00:03:04.400 --> 00:03:06.400]  好,那你家裡有喜事
[00:03:06.400 --> 00:03:08.400]  兒子也悔改了
[00:03:08.400 --> 00:03:10.400]  這筆錢都是應該奉獻給耶和華
[00:03:10.400 --> 00:03:12.400]  於是他做什麼呢?
[00:03:12.400 --> 00:03:16.400]  為我兒子做一尊雕刻的像
[00:03:16.400 --> 00:03:18.400]  以及一尊鑄成的像
[00:03:18.400 --> 00:03:20.400]  現在我把銀子交給你
[00:03:20.400 --> 00:03:22.400]  行不行呢?
[00:03:22.400 --> 00:03:24.400]  他現在要交給耶和華
[00:03:24.400 --> 00:03:26.400]  他怎麼交給耶和華呢?
[00:03:26.400 --> 00:03:28.400]  他不是捐給教會,捐給公理堂就算了
[00:03:28.400 --> 00:03:30.400]  他做什麼呢?
[00:03:30.400 --> 00:03:32.400]  他拿這筆錢去做了
[00:03:32.400 --> 00:03:34.400]  一個雕刻的偶像
[00:03:34.400 --> 00:03:36.400]  一個鑄成的像,行不行呢?
[00:03:36.400 --> 00:03:38.400]  不行的嘛
[00:03:38.400 --> 00:03:40.400]  這個是犯了第幾屆
[00:03:40.400 --> 00:03:42.400]  第二屆
[00:03:42.400 --> 00:03:44.400]  第一屆就是
[00:03:44.400 --> 00:03:46.400]  你不可以有別臣
[00:03:46.400 --> 00:03:48.400]  第二屆就是你不可以為自己雕刻偶像
[00:03:48.400 --> 00:03:50.400]  但是他口口聲聲說
[00:03:50.400 --> 00:03:52.400]  這個錢要給誰?
[00:03:52.400 --> 00:03:54.400]  耶和華
[00:03:54.400 --> 00:03:56.400]  我剛才跟他說耶和華是納約的名字
[00:03:56.400 --> 00:03:58.400]  你叫耶和華做耶和華
[00:03:58.400 --> 00:04:00.400]  假設你跟他很親
[00:04:00.400 --> 00:04:02.400]  他口口聲聲說
[00:04:02.400 --> 00:04:04.400]  神啊,耶穌啊,我要奉獻給你
[00:04:04.400 --> 00:04:06.400]  但是他奉獻的方法
[00:04:06.400 --> 00:04:08.400]  是跟耶和華的道
[00:04:08.400 --> 00:04:10.400]  跟耶和華的律法
[00:04:10.400 --> 00:04:12.400]  是完全相反的
[00:04:12.400 --> 00:04:14.400]  你明不明白?
[00:04:14.400 --> 00:04:16.400]  所以這個米家的母親
[00:04:16.400 --> 00:04:18.400]  是認不認識耶和華
[00:04:18.400 --> 00:04:20.400]  不認識
[00:04:20.400 --> 00:04:22.400]  但是以為自己認識
[00:04:22.400 --> 00:04:24.400]  你不認識就不認識
[00:04:24.400 --> 00:04:26.400]  我不怕你蠢
[00:04:26.400 --> 00:04:28.400]  但我怕你很聰明
[00:04:28.400 --> 00:04:30.400]  你明明蠢,不認識
[00:04:30.400 --> 00:04:32.400]  又說我自己很認識
[00:04:32.400 --> 00:04:34.400]  你也馬上想到怎麼去應用今天香港的教會
[00:04:34.400 --> 00:04:36.400]  今天香港的教會
[00:04:36.400 --> 00:04:38.400]  很多基督徒都覺得跟上帝很親近
[00:04:38.400 --> 00:04:40.400]  講很多東西
[00:04:40.400 --> 00:04:42.400]  但是你本聖經聽五分鐘
[00:04:42.400 --> 00:04:44.400]  你會覺得這東西跟聖經
[00:04:44.400 --> 00:04:46.400]  好像差一點
[00:04:46.400 --> 00:04:48.400]  其實不是差一點,是差很多
[00:04:48.400 --> 00:04:50.400]  但是這個人完全
[00:04:50.400 --> 00:04:52.400]  不知道他講的東西跟聖經
[00:04:52.400 --> 00:04:54.400]  是差很多的
[00:04:54.400 --> 00:04:56.400]  這件事是令人害怕的
[00:04:56.400 --> 00:04:58.400]  所以他就去駐城
[00:04:58.400 --> 00:05:00.400]  變了做家庭的偶像
[00:05:00.400 --> 00:05:02.400]  雕刻駐城
[00:05:02.400 --> 00:05:06.400]  第四節,米家把銀子還給他母親
[00:05:06.400 --> 00:05:08.400]  他母親把兩百塊銀子
[00:05:08.400 --> 00:05:10.400]  交給銀像
[00:05:10.400 --> 00:05:12.400]  去做一尊雕刻的像
[00:05:12.400 --> 00:05:14.400]  以及一尊駐城的像
[00:05:14.400 --> 00:05:16.400]  安置在米家的房子裏面
[00:05:16.400 --> 00:05:18.400]  他母親說
[00:05:18.400 --> 00:05:20.400]  這千一百塊都不是
[00:05:20.400 --> 00:05:22.400]  我想拿回來的
[00:05:22.400 --> 00:05:24.400]  現在回來我要奉獻給爺爺和華
[00:05:24.400 --> 00:05:26.400]  結果他拿去雕像
[00:05:26.400 --> 00:05:28.400]  那就糟糕了
[00:05:28.400 --> 00:05:30.400]  他拿了多少錢去雕像
[00:05:30.400 --> 00:05:32.400]  二百
[00:05:32.400 --> 00:05:34.400]  還有多少錢
[00:05:34.400 --> 00:05:36.400]  九百九
[00:05:36.400 --> 00:05:38.400]  還有九百九在哪裏
[00:05:38.400 --> 00:05:40.400]  是不是九百九
[00:05:40.400 --> 00:05:42.400]  九百
[00:05:42.400 --> 00:05:44.400]  九百九
[00:05:44.400 --> 00:05:46.400]  還有九百去了哪裏
[00:05:46.400 --> 00:05:48.400]  自己拿了
[00:05:48.400 --> 00:05:50.400]  原來這家人
[00:05:50.400 --> 00:05:52.400]  整家人都是拿東西的
[00:05:52.400 --> 00:05:54.400]  他母親也拿東西,他兒子也拿東西
[00:05:54.400 --> 00:05:56.400]  兒子為什麼會拿東西
[00:05:56.400 --> 00:05:58.400]  因為母親也喜歡拿東西
[00:05:58.400 --> 00:06:00.400]  母親說我都奉獻給你
[00:06:00.400 --> 00:06:02.400]  其實自己留了九百塊
[00:06:02.400 --> 00:06:04.400]  奉獻了二百塊
[00:06:04.400 --> 00:06:06.400]  就是這樣
[00:06:06.400 --> 00:06:08.400]  即是攝族聖靈
[00:06:08.400 --> 00:06:10.400]  你開始發覺
[00:06:10.400 --> 00:06:12.400]  這個故事開始的時候
[00:06:12.400 --> 00:06:14.400]  是一個很美滿
[00:06:14.400 --> 00:06:16.400]  很美滿的故事
[00:06:16.400 --> 00:06:18.400]  開始發現不得了
[00:06:18.400 --> 00:06:20.400]  這兩個兒子和母親都不行
[00:06:20.400 --> 00:06:22.400]  母親也是偷東西
[00:06:22.400 --> 00:06:24.400]  兒子也是在偷東西
[00:06:24.400 --> 00:06:26.400]  現在還有一個偶像在他家
[00:06:26.400 --> 00:06:28.400]  米家這人有了神堂
[00:06:28.400 --> 00:06:32.400]  有了那個偶像
[00:06:32.400 --> 00:06:34.400]  可以開神堂
[00:06:34.400 --> 00:06:36.400]  可以開一間分店
[00:06:36.400 --> 00:06:38.400]  又造了以佛德和家中的神像
[00:06:38.400 --> 00:06:40.400]  派他一個兒子
[00:06:40.400 --> 00:06:42.400]  作祭司
[00:06:42.400 --> 00:06:44.400]  有兩樣東西,這裏有問題
[00:06:44.400 --> 00:06:46.400]  米家拿了他母親給他的
[00:06:46.400 --> 00:06:48.400]  神主牌
[00:06:48.400 --> 00:06:50.400]  接著就開了個神堂
[00:06:50.400 --> 00:06:54.400]  他家中除了有神像之外
[00:06:54.400 --> 00:06:56.400]  還有以佛德
[00:06:56.400 --> 00:06:58.400]  以佛德是什麼來的
[00:06:58.400 --> 00:07:00.400]  以佛德就是祭司穿的這些東西
[00:07:00.400 --> 00:07:02.400]  你熟悉祭司,你會發現
[00:07:02.400 --> 00:07:04.400]  以佛德其實之前已經出過
[00:07:04.400 --> 00:07:06.400]  在《基殿》的故事
[00:07:06.400 --> 00:07:08.400]  《基殿》在第八章第27節這樣說
[00:07:08.400 --> 00:07:10.400]  《基殿》其中一個祭司
[00:07:10.400 --> 00:07:12.400]  不是我們的執事
[00:07:12.400 --> 00:07:14.400]  是那個祭司壞的
[00:07:14.400 --> 00:07:16.400]  《基殿》以此造了一個以佛德
[00:07:16.400 --> 00:07:18.400]  接著怎樣
[00:07:18.400 --> 00:07:20.400]  全以色列就在那裏
[00:07:20.400 --> 00:07:22.400]  拜者以佛德行淫
[00:07:22.400 --> 00:07:24.400]  所謂行淫
[00:07:24.400 --> 00:07:26.400]  就是他敬拜的偶像
[00:07:26.400 --> 00:07:28.400]  就是第七屆
[00:07:28.400 --> 00:07:30.400]  不是說身體上的行淫
[00:07:30.400 --> 00:07:32.400]  這就成了
[00:07:32.400 --> 00:07:34.400]  《基殿》和全家的圈套
[00:07:34.400 --> 00:07:36.400]  這個以佛德是壞東西來的
[00:07:36.400 --> 00:07:38.400]  一出來是不行的
[00:07:38.400 --> 00:07:40.400]  那這裏他竟然有個
[00:07:40.400 --> 00:07:42.400]  以佛德有個神像
[00:07:42.400 --> 00:07:44.400]  接著更壞,他叫了自己的兒子
[00:07:44.400 --> 00:07:46.400]  做祭司是不行的
[00:07:46.400 --> 00:07:48.400]  不行的
[00:07:48.400 --> 00:07:50.400]  哪個才可以,哪個支派的人才可以做祭司
[00:07:50.400 --> 00:07:52.400]  是利美
[00:07:52.400 --> 00:07:54.400]  他的兒子不是,他不是的
[00:07:54.400 --> 00:07:56.400]  他一開始的時候,他說他是
[00:07:56.400 --> 00:07:58.400]  我不知道,不太記得他是誰支派的
