
[00:00:00.000 --> 00:00:02.580]  親愛的天父主耶穌聖靈寶貴師
[00:00:02.580 --> 00:00:04.660]  一路走過來
[00:00:04.660 --> 00:00:06.460]  孩子實在是看到
[00:00:06.460 --> 00:00:07.580]  不是我
[00:00:07.580 --> 00:00:09.740]  不是我,是你
[00:00:09.740 --> 00:00:13.340]  主耶穌,我們求祢今天在我們的中間
[00:00:13.340 --> 00:00:17.580]  主將祢自己願意弟兄姊妹
[00:00:17.580 --> 00:00:20.560]  屬神的子民要明白的話
[00:00:20.560 --> 00:00:22.320]  主祢藉著孩子的口
[00:00:22.320 --> 00:00:24.000]  能夠說得清楚
[00:00:24.000 --> 00:00:25.420]  聽得明白
[00:00:25.420 --> 00:00:26.620]  記得住
[00:00:26.620 --> 00:00:28.800]  我們也都能夠行得出來
[00:00:29.380 --> 00:00:31.960]  所以說我們再一次的來到你寶座前
[00:00:31.960 --> 00:00:34.300]  為今天這個主的日子
[00:00:34.300 --> 00:00:35.980]  獻上感恩的心
[00:00:35.980 --> 00:00:37.700]  Hallelujah 讚美祢
[00:00:37.700 --> 00:00:39.500]  所以說我們實在要讚美祢
[00:00:39.500 --> 00:00:42.000]  因為祢是那又真又活的神
[00:00:42.000 --> 00:00:43.380]  主啊,真的是
[00:00:43.380 --> 00:00:47.420]  親愛的娘娘堂,一路走過來
[00:00:47.420 --> 00:00:49.720]  就看到主是祢自己的手
[00:00:49.720 --> 00:00:51.300]  在扶持我們
[00:00:51.300 --> 00:00:53.340]  祢自己的手在帶領
[00:00:53.340 --> 00:00:55.020]  在吸引人來
[00:00:55.020 --> 00:00:56.580]  所以說我們看到今天
[00:00:56.580 --> 00:00:59.600]  我們的見證是何等的豐富
[00:00:59.600 --> 00:01:01.980]  主啊,其實我們今天的聚會
[00:01:01.980 --> 00:01:03.980]  都可以到這裡就停止了
[00:01:03.980 --> 00:01:06.340]  但是主啊,我們真是感謝祢
[00:01:06.340 --> 00:01:08.620]  祢能然讓我們弟兄姊妹
[00:01:08.620 --> 00:01:10.020]  在祢的面前
[00:01:10.020 --> 00:01:12.020]  我們要來聽祢的話
[00:01:12.020 --> 00:01:13.540]  主啊,願祢今天
[00:01:13.540 --> 00:01:15.220]  祢的聖靈與我們同在
[00:01:15.220 --> 00:01:17.220]  保守我們的心思意念
[00:01:17.220 --> 00:01:18.740]  開我們的耳朵
[00:01:18.740 --> 00:01:21.220]  讓我們能夠真的是明白祢的話語
[00:01:21.220 --> 00:01:22.580]  主啊,謝謝祢
[00:01:22.580 --> 00:01:24.740]  謝謝祢我們禱告奉耶穌的名
[00:01:24.740 --> 00:01:26.740]  阿們,Hallelujah
[00:01:26.740 --> 00:01:31.780]  每次我們在講
[00:01:31.780 --> 00:01:33.580]  基督教信仰的時候
[00:01:33.580 --> 00:01:35.380]  其實我一直覺得
[00:01:35.380 --> 00:01:37.780]  我們在講的是一份關係
[00:01:37.780 --> 00:01:39.780]  不是一個宗教
[00:01:39.780 --> 00:01:41.380]  我們基督教信仰
[00:01:41.380 --> 00:01:43.380]  最重要的是一個關係
[00:01:43.380 --> 00:01:46.180]  因為我們的神
[00:01:46.180 --> 00:01:48.180]  祂非常的注重
[00:01:48.180 --> 00:01:50.740]  祂跟我們之間的關係
[00:01:50.740 --> 00:01:53.300]  祂不在乎我們做什麼事
[00:01:53.300 --> 00:01:56.260]  但是祂在乎我們跟祂之間的關係
[00:01:56.260 --> 00:01:59.460]  我們也看到我們的聖父
[00:01:59.460 --> 00:02:02.420]  我們的聖父是那創造天地的主
[00:02:02.420 --> 00:02:04.980]  祂是掌管宇宙萬物的神
[00:02:04.980 --> 00:02:08.420]  祂也是剛才Alan講的
[00:02:08.420 --> 00:02:10.900]  祂是我們天上的阿爸父
[00:02:10.900 --> 00:02:14.340]  那我們的聖子耶穌
[00:02:14.340 --> 00:02:16.340]  祂是為我們定時之駕
[00:02:16.340 --> 00:02:19.860]  為我們竭盡我們世人罪孽的救贖主
[00:02:19.860 --> 00:02:22.580]  祂是我們最知心的朋友
[00:02:22.580 --> 00:02:24.580]  祂是我們的弟兄
[00:02:24.580 --> 00:02:27.060]  祂是賜平安的神
[00:02:27.060 --> 00:02:28.820]  剛才我們唱了詩歌
[00:02:28.820 --> 00:02:30.420]  很多弟兄姊妹在分享的
[00:02:30.420 --> 00:02:33.620]  都說祂是那賜平安的神
[00:02:33.620 --> 00:02:34.820]  哈雷路亞
[00:02:34.820 --> 00:02:37.220]  聖靈是寶慧師
[00:02:37.220 --> 00:02:39.220]  是住在我們心裡面
[00:02:39.220 --> 00:02:42.260]  做我們隨時的安慰和力量
[00:02:42.260 --> 00:02:46.260]  也是做我們隨時幫助的神
[00:02:46.260 --> 00:02:48.740]  150姐妹小組的時候
[00:02:48.740 --> 00:02:49.940]  我們大家在聊說
[00:02:49.940 --> 00:02:55.700]  實在是很難把三位一體的神講得清楚
[00:02:55.700 --> 00:02:58.420]  但是我們一路的經歷祂
[00:02:58.420 --> 00:03:00.900]  我們知道我們三一真神
[00:03:00.900 --> 00:03:03.700]  是那又真又火的神
[00:03:03.700 --> 00:03:05.780]  也因著這一份關係
[00:03:05.780 --> 00:03:07.380]  所以我們在教會裡面
[00:03:07.380 --> 00:03:11.060]  我們稱呼彼此弟兄和姐妹
[00:03:11.060 --> 00:03:13.060]  我們某某弟兄 某某姐妹
[00:03:13.060 --> 00:03:14.980]  很多人對我們基督教覺得很奇怪
[00:03:14.980 --> 00:03:18.660]  他們基督教的人都彼此叫弟兄姊妹
[00:03:18.660 --> 00:03:20.660]  因為我們是注重關係的
[00:03:20.660 --> 00:03:22.020]  所以我們稱呼彼此
[00:03:22.020 --> 00:03:22.980]  我們在家裡面
[00:03:22.980 --> 00:03:25.940]  剛才Lillian講像一家人一樣的
[00:03:25.940 --> 00:03:27.460]  感謝讚美主
[00:03:27.460 --> 00:03:30.420]  所以當我們接受了這個三一真神
[00:03:30.420 --> 00:03:32.660]  我們的罪得到赦免之外
[00:03:32.660 --> 00:03:34.260]  我們還可以得到永生
[00:03:34.260 --> 00:03:36.420]  得淨永生
[00:03:36.420 --> 00:03:39.540]  恩典之路就向我們敞開
[00:03:39.540 --> 00:03:43.380]  你要開始經歷在主裡面的豐富
[00:03:43.380 --> 00:03:46.100]  你要開始來認識耶穌基督
[00:03:46.100 --> 00:03:49.780]  在十字架上除了完成救贖的工作之外
[00:03:49.780 --> 00:03:52.100]  祂還要從死裡復活
[00:03:52.100 --> 00:03:54.180]  祂要坐在副的寶座前
[00:03:54.180 --> 00:03:55.700]  祂要為我們帶導
[00:03:55.700 --> 00:03:57.540]  聽我們的禱告
[00:03:57.540 --> 00:04:00.020]  Hallelujah 讚美主
[00:04:00.020 --> 00:04:02.820]  有一天祂還要再來
[00:04:02.820 --> 00:04:04.740]  成為我們的盼望
[00:04:04.740 --> 00:04:08.180]  這才是一個全倍的福音
[00:04:08.180 --> 00:04:09.780]  Hallelujah
[00:04:09.780 --> 00:04:12.340]  聖經創世紀裡面告訴我們說
[00:04:12.340 --> 00:04:14.820]  神創造天地之後
[00:04:14.820 --> 00:04:17.780]  祂造了伊甸園
[00:04:17.780 --> 00:04:21.460]  祂把亞當跟夏娃放在伊甸園裡面
[00:04:21.460 --> 00:04:28.100]  祂把管理全地的責任和權柄交給他們
[00:04:28.100 --> 00:04:30.100]  所以在伊甸園裡面
[00:04:30.100 --> 00:04:32.580]  神與人同在
[00:04:32.580 --> 00:04:35.300]  但是當亞當跟夏娃犯罪之後
[00:04:35.300 --> 00:04:40.660]  神沒有辦法不把他們要逐出伊甸園
[00:04:40.660 --> 00:04:43.620]  所以當他們被逐出伊甸園以後
[00:04:43.620 --> 00:04:45.620]  我們的天父
[00:04:45.620 --> 00:04:48.980]  他真的是做這樣的決定的時候
[00:04:48.980 --> 00:04:51.700]  我相信他心裡面一定是很捨不得的
[00:04:51.700 --> 00:04:54.020]  我們做父母親的我們都知道
[00:04:54.020 --> 00:04:55.700]  我們的孩子做錯事情
[00:04:55.700 --> 00:04:57.220]  我們要處罰他們
[00:04:57.220 --> 00:04:59.780]  可是我們心裡面實在捨不得
[00:04:59.780 --> 00:05:01.540]  但是你必須要
[00:05:01.540 --> 00:05:02.580]  你一定要
[00:05:02.580 --> 00:05:04.900]  不然的話你就沒有原則了
[00:05:04.900 --> 00:05:06.900]  但是我們的神
[00:05:06.900 --> 00:05:10.580]  祂將亞當跟夏娃逐出伊甸園之後
[00:05:10.580 --> 00:05:17.220]  祂應許神用皮紙做衣服給他們穿
[00:05:17.220 --> 00:05:18.340]  為應許
[00:05:18.340 --> 00:05:19.700]  這是一個應許
[00:05:19.700 --> 00:05:22.580]  要賜一位救贖主來
[00:05:22.580 --> 00:05:24.980]  來挪去世人的罪孽
[00:05:24.980 --> 00:05:29.700]  使人能夠再有機會與神和好
[00:05:29.700 --> 00:05:31.860]  這是我們天上的阿爸父
[00:05:31.860 --> 00:05:34.420]  他一心他的盼望
[00:05:34.420 --> 00:05:36.660]  就是他的心
[00:05:36.660 --> 00:05:41.780]  他很要跟我們跟他屬神的兒女
[00:05:41.780 --> 00:05:43.060]  他跟我們和好
[00:05:43.060 --> 00:05:44.340]  他跟我們同行
[00:05:44.340 --> 00:05:45.860]  他每天跟我們在一起
[00:05:45.860 --> 00:05:47.540]  他聽我們向他禱告
[00:05:47.540 --> 00:05:48.660]  向他哭求
[00:05:48.660 --> 00:05:50.740]  向他說怎麼辦
[00:05:50.740 --> 00:05:53.140]  就像我怎麼辦
[00:05:53.140 --> 00:05:55.620]  在神面前禱告
[00:05:55.620 --> 00:05:57.140]  神很願意
[00:05:57.140 --> 00:05:59.700]  因為他要與我們同在
[00:05:59.700 --> 00:06:02.020]  Hallelujah
[00:06:02.020 --> 00:06:07.380]  所以他有這個應許之後
[00:06:07.380 --> 00:06:11.220]  主耶穌就是那個祭壇上的羔羊
[00:06:11.220 --> 00:06:15.940]  他也是上帝的獨生子
[00:06:15.940 --> 00:06:18.020]  他為我們道成肉身
[00:06:18.020 --> 00:06:22.340]  他第一次來到人間的時候
[00:06:22.340 --> 00:06:24.020]  他是一個謙卑的
[00:06:24.020 --> 00:06:26.660]  出生在馬槽裡面的聖分
[00:06:26.660 --> 00:06:28.820]  他很謙卑的來到世上
[00:06:28.820 --> 00:06:30.820]  在世上33年裡面
[00:06:30.820 --> 00:06:33.860]  他在地上的勞苦生活
[00:06:33.860 --> 00:06:35.060]  只有一個目的
[00:06:35.060 --> 00:06:37.540]  他就是要除去世人的罪孽
[00:06:37.540 --> 00:06:42.100]  而且他要完成天賦上帝的心意
[00:06:42.100 --> 00:06:45.060]  在約翰福音14章第三節裡面
[00:06:45.060 --> 00:06:48.740]  耶穌第一次向我們發出邀請
[00:06:48.740 --> 00:06:56.500]  他說若有人願意到我這裡來
[00:06:56.500 --> 00:06:59.780]  他怎麼說的我看一下
[00:06:59.780 --> 00:07:01.460]  約翰福音14章三節
[00:07:01.460 --> 00:07:03.300]  耶穌第一次發出邀請
[00:07:03.300 --> 00:07:05.620]  表明他再來的信息
[00:07:05.620 --> 00:07:09.060]  他說我若去為你們預備地方
[00:07:09.060 --> 00:07:12.580]  我就必再來接你們到我那裡去
[00:07:12.580 --> 00:07:15.380]  這是耶穌第一次向人類發出的邀請
[00:07:15.380 --> 00:07:17.540]  我若去為你們預備地方
[00:07:17.540 --> 00:07:20.420]  我一定會再來再回來
[00:07:20.420 --> 00:07:24.580]  就像我媽媽下個月要來
[00:07:24.580 --> 00:07:27.060]  一定要有人去接她
[00:07:27.060 --> 00:07:29.060]  主耶穌他真的體貼
[00:07:29.060 --> 00:07:30.820]  他要再來接我們
[00:07:30.820 --> 00:07:32.580]  他會來接我們
[00:07:32.580 --> 00:07:35.620]  那馬太福音24章裡面
[00:07:35.620 --> 00:07:38.100]  主耶穌也親自的向門徒
[00:07:38.100 --> 00:07:40.980]  來講末世的徵兆
[00:07:40.980 --> 00:07:44.500]  我以前讀馬太福音24章
[00:07:44.500 --> 00:07:45.860]  讀過讀過讀過
[00:07:45.860 --> 00:07:47.620]  但是很感恩的是
[00:07:47.620 --> 00:07:49.780]  當我這次在準備講章的時候
[00:07:49.780 --> 00:07:51.380]  我把馬太福音24章
[00:07:51.380 --> 00:07:54.180]  重新的再好好的讀一遍的時候
[00:07:54.180 --> 00:07:56.420]  我就發現真的是在耶穌
[00:07:56.420 --> 00:07:58.420]  在馬太福音24章第四節裡面
[00:07:58.420 --> 00:07:59.620]  主耶穌說
[00:07:59.620 --> 00:08:04.020]  小心謹慎不要被迷惑
[00:08:04.020 --> 00:08:06.260]  剛才Eric見證裡面講
[00:08:06.260 --> 00:08:08.340]  魔鬼撒旦最大的工具
[00:08:08.340 --> 00:08:10.340]  他就是來迷惑你
[00:08:10.340 --> 00:08:13.300]  他讓你覺得說他也很像神
[00:08:13.300 --> 00:08:15.300]  百分之八十
[00:08:15.300 --> 00:08:17.620]  所以主耶穌他知道的
[00:08:17.620 --> 00:08:19.700]  他說謹慎不要迷惑
[00:08:19.700 --> 00:08:23.220]  因為有好些人要說我是基督
[00:08:23.220 --> 00:08:26.340]  他是來迷惑許多人的
[00:08:26.340 --> 00:08:30.660]  最近我們常常接到email
[00:08:30.660 --> 00:08:33.940]  很重要的一個信息之一
[00:08:33.940 --> 00:08:37.380]  就是講到在東方閃電
[00:08:37.380 --> 00:08:38.500]  有沒有聽過
[00:08:38.500 --> 00:08:41.300]  在1990年在河南
[00:08:41.300 --> 00:08:44.660]  有一個30多歲的一個女子
[00:08:44.660 --> 00:08:47.460]  她沒有結過婚的一個女子
[00:08:47.460 --> 00:08:51.700]  她說她自己是在1990年的時候
[00:08:51.700 --> 00:08:55.060]  她說她自己是女基督
[00:08:55.060 --> 00:08:56.820]  她自稱她自己是女基督
[00:08:56.820 --> 00:09:00.740]  是第二次道成肉身降臨在中國的
[00:09:00.740 --> 00:09:04.900]  她認為聖經的記載已經過時了
[00:09:04.900 --> 00:09:07.540]  而且只有接受她這個新的啟示
[00:09:07.540 --> 00:09:09.060]  跟三不的做工
[00:09:09.060 --> 00:09:12.020]  才是今天神要向她
[00:09:12.020 --> 00:09:15.380]  聖徒啟示的心意
[00:09:15.380 --> 00:09:16.660]  我們在主裡面久的人
[00:09:16.660 --> 00:09:18.180]  我們一聽我們就知道了
[00:09:18.180 --> 00:09:19.940]  就已經smell了
[00:09:19.940 --> 00:09:21.540]  已經覺得不對勁了
[00:09:21.540 --> 00:09:24.740]  而且這個東方閃電
[00:09:24.740 --> 00:09:29.060]  它好像一張很強而有力的網羅
[00:09:29.060 --> 00:09:34.260]  你這個人一進到他們的教裡面
[00:09:34.260 --> 00:09:35.620]  就沒有人敢
[00:09:35.620 --> 00:09:37.060]  不太敢出來
[00:09:37.060 --> 00:09:41.140]  而且也不能出來
[00:09:41.140 --> 00:09:43.700]  因為他們會打你的
[00:09:43.700 --> 00:09:45.540]  他們派了很多的人
[00:09:45.540 --> 00:09:47.620]  滲透到各個教會裡面去
[00:09:47.620 --> 00:09:49.060]  然後他們也很聰明
[00:09:49.060 --> 00:09:51.300]  他們會做在人的需要上面
[00:09:51.300 --> 00:09:55.380]  他們特別是找教會裡面那些女孩子
[00:09:55.380 --> 00:09:58.100]  剛剛婚姻上有問題的
[00:09:58.100 --> 00:09:59.380]  感情出問題的
