
[00:00:00.000 --> 00:00:04.640]  今天是復活節,我在這裡先來祝大家復活節快樂
[00:00:04.640 --> 00:00:10.360]  並且大家每天的生活裏面充滿著基督復活帶來的盼望
[00:00:10.360 --> 00:00:14.600]  我曾經見過一個這樣的故事
[00:00:14.600 --> 00:00:20.280]  話說有些佛教徒曾經發現過釋迦牟尼
[00:00:20.280 --> 00:00:23.280]  即是他們的教主的一根骨頭
[00:00:23.280 --> 00:00:28.760]  那時候整個佛教界很興奮,要遊行去慶祝
[00:00:28.760 --> 00:00:33.640]  有一個傳教士在旁邊看到,他就感嘆地說
[00:00:33.640 --> 00:00:37.480]  如果基督教發現了耶穌的一根骨頭
[00:00:37.480 --> 00:00:41.400]  那就大件事了,整個基督教都會倒塌了
[00:00:41.400 --> 00:00:49.880]  佛教徒他們發現了舍利子的話,他們會很開心的
[00:00:49.880 --> 00:00:55.840]  因為這些舍利子其實就是他們很尊重的教主,釋迦牟尼
[00:00:55.840 --> 00:01:01.040]  或者一些佛僧,他們死亡之後
[00:01:01.040 --> 00:01:05.800]  他的遺體火化之後留下的那些蛛狀的那些物體
[00:01:05.800 --> 00:01:10.720]  又或者叫做那些遺骨,他們會很開心
[00:01:10.720 --> 00:01:14.560]  而且會將這些東西豐盛起來
[00:01:14.560 --> 00:01:19.440]  但是對於基督教的信徒,或者傳教士來看
[00:01:19.440 --> 00:01:21.240]  我們就不是這樣看的
[00:01:21.240 --> 00:01:24.720]  正如那個教士他看到之後,他都說
[00:01:24.720 --> 00:01:28.720]  幸好我們沒有看到耶穌的骨頭
[00:01:28.720 --> 00:01:33.880]  今天是復活節,世界上各大的宗教裏面
[00:01:33.880 --> 00:01:39.080]  只有基督教宣稱他的創教人是從死裏復活的
[00:01:39.080 --> 00:01:41.680]  在聖經裏面耶穌都這樣說過
[00:01:41.680 --> 00:01:43.840]  祂說我就是復活和生命
[00:01:43.840 --> 00:01:47.200]  信我的人雖然死了,也即復活
[00:01:47.200 --> 00:01:51.360]  耶穌自己都這樣說,我就是復活和生命
[00:01:51.360 --> 00:01:56.080]  所以基督教也稱為一個復活的宗教
[00:01:56.080 --> 00:01:59.400]  大部分的神學家他們都認同
[00:01:59.400 --> 00:02:04.800]  基督教的信仰核心就是耶穌的復活
[00:02:04.800 --> 00:02:10.240]  不少的學者更加從聖經、歷史和科學的角度
[00:02:10.240 --> 00:02:15.680]  去證明耶穌復活是真真確確的歷史事實
[00:02:15.680 --> 00:02:18.240]  今天這段講到經文
[00:02:18.240 --> 00:02:24.880]  其實比很多的神學家或者學者去證明耶穌的復活更加有力
[00:02:24.880 --> 00:02:29.200]  因為祂是由一位親身與基督相遇的人
[00:02:29.200 --> 00:02:32.080]  也即使徒保羅所寫的
[00:02:32.080 --> 00:02:36.400]  今天如果我和你們說耶穌復活有什麼確據
[00:02:36.400 --> 00:02:39.120]  其實都是一個二手的資料
[00:02:39.120 --> 00:02:44.320]  但是保羅他所寫的就是第一手的資料
[00:02:44.320 --> 00:02:48.640]  從保羅剛才佩祥幫我們讀的那段經文
[00:02:48.640 --> 00:02:53.920]  我們可以看到為什麼耶穌的復活對基督教這麼重要
[00:02:53.920 --> 00:02:59.920]  並且看到耶穌復活對一個人可以帶來多麼深遠的影響
[00:02:59.920 --> 00:03:02.880]  現在我們逐些去看看
[00:03:02.880 --> 00:03:08.800]  在經文的頭兩節,如果大家仔細看的話
[00:03:08.800 --> 00:03:12.000]  你會發現有一個詞出現了三次
[00:03:12.000 --> 00:03:14.160]  就是福音這個詞
[00:03:14.160 --> 00:03:20.640]  那福音就是gospel,如果翻譯成英文就是good news,好消息
[00:03:20.640 --> 00:03:24.560]  那這個好消息呢,保羅說這個福音
[00:03:24.560 --> 00:03:30.160]  就是信徒能夠站立得穩和得救的根基來的
[00:03:30.160 --> 00:03:34.000]  那這個福音,這個好消息其實是指什麼呢?
[00:03:34.000 --> 00:03:36.480]  在第三第四節那裡說
[00:03:36.480 --> 00:03:40.240]  這個福音就是基督照著聖經所說的
[00:03:40.240 --> 00:03:46.160]  為我們的罪死了,又埋葬了,又照著聖經所記的
[00:03:46.160 --> 00:03:49.440]  第三天,祂復活了
[00:03:49.440 --> 00:03:55.760]  那耶穌的死,被埋葬和復活是整個福音的內涵
[00:03:55.760 --> 00:03:59.600]  是一個很整全的內涵,缺一不可
[00:03:59.600 --> 00:04:05.200]  如果耶穌沒有死,沒有被埋葬,那祂就不可能復活,明白嗎?
[00:04:05.200 --> 00:04:09.840]  如果耶穌確實是死了又埋葬了,但是沒有復活的話
[00:04:09.840 --> 00:04:14.880]  那祂頂多就是為我們的罪受了刑罰
[00:04:14.880 --> 00:04:20.640]  但是卻不能夠叫我們能夠得清義,得生命
[00:04:20.640 --> 00:04:25.040]  那就好像保羅所說,我們的信呢,其實都是多餘的
[00:04:25.040 --> 00:04:28.320]  因為我們在信的不是一個真正的好消息
[00:04:28.320 --> 00:04:31.200]  而是一個假的福音
[00:04:31.200 --> 00:04:37.200]  但是耶穌基督被釘十字架致死,卻是絕一般的事實
[00:04:37.200 --> 00:04:40.720]  在聖經裡面有清楚的記載
[00:04:40.720 --> 00:04:44.960]  但是在約翰福音那裡有一段這樣的經文去記載
[00:04:44.960 --> 00:04:49.200]  祂說因為那天耶穌被釘的人是預備人
[00:04:49.200 --> 00:04:53.280]  為了要避免屍體在安息日留在十字架上
[00:04:53.280 --> 00:04:59.760]  猶太人就請求比拉多找人打斷那些被釘十字架的人的腿
[00:04:59.760 --> 00:05:03.200]  將他們拿下來,於是士兵就來了
[00:05:03.200 --> 00:05:08.560]  將與耶穌一起釘十字架的那兩個人的腿先後打斷了
[00:05:08.560 --> 00:05:12.640]  到他們來到耶穌那裡的時候,他們看到耶穌已經死了
[00:05:12.640 --> 00:05:16.320]  就沒有再打斷,不需要打斷,祂已經死了
[00:05:16.320 --> 00:05:20.160]  但是有一個士兵就用槍刺他的肋膀
[00:05:20.160 --> 00:05:22.960]  立刻就有血和水流出來
[00:05:22.960 --> 00:05:29.840]  這個士兵可以說是其中一個見證耶穌真的死了的人
[00:05:29.840 --> 00:05:32.960]  在馬可福音那裡也這樣記載
[00:05:32.960 --> 00:05:37.520]  祂說到了晚上,就是耶穌被釘那天的晚上
[00:05:37.520 --> 00:05:41.040]  因為是預備日,就是安息日的前一天
[00:05:41.040 --> 00:05:44.880]  一個一向反候神國道的尊貴的議員
[00:05:44.880 --> 00:05:48.480]  叫做阿利馬泰的藥師,他就來了
[00:05:48.480 --> 00:05:51.440]  他大膽地進去見比拉多
[00:05:51.440 --> 00:05:55.840]  請求比拉多將耶穌的屍體給了祂
[00:05:55.840 --> 00:05:59.280]  比拉多很驚訝,原來耶穌已經死了
[00:05:59.280 --> 00:06:03.760]  他就叫伯夫長來,問他耶穌是否死了很久了
[00:06:03.760 --> 00:06:09.200]  他從伯夫長知道了實情之後,就將耶穌的屍體給了藥師
[00:06:09.200 --> 00:06:13.040]  藥師買了細麻布,將耶穌拿下來
[00:06:13.040 --> 00:06:19.120]  用細麻布裹好,安放在一個從盤石做出來的墳墓裡面
[00:06:19.120 --> 00:06:23.520]  又弄了一塊大石頭來擋住墓門
[00:06:23.520 --> 00:06:30.240]  在這裡,同樣伯夫長和阿利馬泰的藥師這兩個人
[00:06:30.240 --> 00:06:35.120]  都可以說是耶穌死亡的見證人
[00:06:35.120 --> 00:06:38.560]  如果耶穌確實是死了,但是沒有復活
[00:06:38.560 --> 00:06:41.280]  那我們今天這群信耶穌的人
[00:06:41.280 --> 00:06:45.280]  其實都在自己騙自己,我們是一個傻瓜
[00:06:45.280 --> 00:06:48.160]  因為如果耶穌自己死了都沒有復活
[00:06:48.160 --> 00:06:50.240]  他又怎可以救我們呢?
[00:06:50.240 --> 00:06:53.600]  將來怎可以叫我們死了的人都可以復活
[00:06:53.600 --> 00:06:58.800]  並且在天上享有一個永遠的生命呢?
[00:06:58.800 --> 00:07:03.840]  但是耶穌他確實死了,也都確實復活了
[00:07:03.840 --> 00:07:06.640]  那我們怎知道呢?
[00:07:06.640 --> 00:07:11.840]  在馬泰福音那裡,有一段這樣的經文記載
[00:07:11.840 --> 00:07:17.040]  它說耶穌死了之後第二天,就是過了他預備日的那一天
[00:07:17.040 --> 00:07:22.160]  祭司和法利塞人,他們就去找比拉多見他
[00:07:22.160 --> 00:07:26.000]  就跟他說,大人,我們想起那個騙子耶穌
[00:07:26.000 --> 00:07:30.400]  他生前說過三天之後我要復活
[00:07:30.400 --> 00:07:36.240]  所以請你下令找人將墳墓嚴密把守
[00:07:36.240 --> 00:07:39.040]  直到第三天,過了三天之後
[00:07:39.040 --> 00:07:44.240]  讓他沒得騙人,免得他的門徒來將他的屍體偷了去
[00:07:44.240 --> 00:07:48.320]  然後騙群眾,說他真的從死人中復活
[00:07:48.320 --> 00:07:51.440]  這樣就帶來更大的騙局了
[00:07:51.440 --> 00:07:54.960]  比拉多就說,好,那你們就帶一些衛兵去
[00:07:54.960 --> 00:07:58.640]  盡你們所能的,有多密你就看得多密
[00:07:58.640 --> 00:08:06.240]  於是那些祭司和法利塞人,他們就去將墓前的石封好
[00:08:06.240 --> 00:08:11.200]  又派衛兵去把守,嚴密的守住墳墓
[00:08:11.200 --> 00:08:15.040]  但按道理,如果耶穌不是復活了
[00:08:15.040 --> 00:08:17.840]  在如此嚴密的看守之下
[00:08:17.840 --> 00:08:24.480]  是不可能有人可以進去將耶穌的屍體拿出來的
[00:08:24.480 --> 00:08:27.600]  不過,有經人這樣記載
[00:08:27.600 --> 00:08:30.400]  他說到了禮拜日的大清早
[00:08:30.400 --> 00:08:35.120]  有幾個婦女帶著預備好的香料來到墳墓那裡
[00:08:35.120 --> 00:08:39.360]  但他們發現石頭從墳墓那裡滾開了
[00:08:39.360 --> 00:08:44.240]  他們進去,但是竟然找不到耶穌的屍體
[00:08:44.240 --> 00:08:47.680]  因為耶穌的確確復活了
[00:08:47.680 --> 00:08:51.600]  剛才半常跟我們讀的那段經文
[00:08:51.600 --> 00:08:53.840]  在五節、八節那裡
[00:08:53.840 --> 00:08:57.360]  幾節的經文裡面出現了六次的顯現
[00:08:57.360 --> 00:09:02.240]  原來耶穌復活之後,祂不是就這樣隱隱蔽蔽地
[00:09:02.240 --> 00:09:05.200]  不知道躲到哪裡去了,或者回到天上了
[00:09:05.200 --> 00:09:10.080]  而是祂是先來到向不同的人顯現的
[00:09:10.080 --> 00:09:14.000]  有很多的人是耶穌復活的見證人
[00:09:14.000 --> 00:09:18.240]  包括什麼人呢?包括了基法
[00:09:18.240 --> 00:09:23.120]  基法就是耶穌的入室弟子之一,就是彼得
[00:09:23.120 --> 00:09:25.600]  接著就是十二使徒
