
[00:00:00.000 --> 00:00:02.000]  李真偉大
[00:00:02.000 --> 00:00:04.000]  這首歌唱的時候
[00:00:04.000 --> 00:00:05.000]  我就想起
[00:00:05.000 --> 00:00:08.000]  當時我和太太結婚婚禮的時候
[00:00:08.000 --> 00:00:11.000]  正正就是用這首詩歌去獻詩的
[00:00:11.000 --> 00:00:13.000]  就是詩班唱獻詩
[00:00:13.000 --> 00:00:15.000]  就不是我們兩公婆獻詩
[00:00:15.000 --> 00:00:17.000]  那就令我想起
[00:00:17.000 --> 00:00:19.000]  這首歌真的令我想起
[00:00:19.000 --> 00:00:23.000]  當時婚禮的時候的情景
[00:00:23.000 --> 00:00:27.000]  今天的講題是何曾記起愛
[00:00:27.000 --> 00:00:30.000]  剛剛也說起了婚禮
[00:00:30.000 --> 00:00:35.000]  其實為什麼會選擇這個何曾記愛做講題呢
[00:00:35.000 --> 00:00:37.000]  首先我們要了解一下
[00:00:37.000 --> 00:00:41.000]  其實當我們去看耶利米書的時候
[00:00:41.000 --> 00:00:44.000]  我們其實是一個點的情景
[00:00:44.000 --> 00:00:46.000]  大家就會慢慢明白到
[00:00:46.000 --> 00:00:49.000]  為什麼我會用這個講題
[00:00:49.000 --> 00:00:54.000]  今天經課耶利米書2章4至13節
[00:00:54.000 --> 00:00:57.000]  是上帝藉著先知耶利米
[00:00:57.000 --> 00:01:00.000]  去向以色列人講的說話
[00:01:00.000 --> 00:01:03.000]  如果我們去看耶利米書的時候
[00:01:03.000 --> 00:01:06.000]  我們會發現其實耶利米先知
[00:01:06.000 --> 00:01:09.000]  是一個充滿情感的先知
[00:01:09.000 --> 00:01:12.000]  特別除了耶利米書之外
[00:01:12.000 --> 00:01:16.000]  也有一卷書都是和耶利米有關的
[00:01:16.000 --> 00:01:19.000]  就是耶利米愛歌
[00:01:19.000 --> 00:01:24.000]  耶利米作為先知也是一個詩人
[00:01:24.000 --> 00:01:28.000]  他為了自己的國家民族離棄了上帝
[00:01:28.000 --> 00:01:32.000]  而被上帝懲罰滅國而感到哀傷
[00:01:32.000 --> 00:01:35.000]  所以他寫了這個耶利米愛歌
[00:01:35.000 --> 00:01:39.000]  也是我們66卷聖經裡面的其中一卷
[00:01:39.000 --> 00:01:42.000]  我們可以從這個愛歌裡面看到
[00:01:42.000 --> 00:01:46.000]  耶利米是一個感情豐富的先知
[00:01:46.000 --> 00:01:50.000]  上帝使用一個人去講他的說話
[00:01:50.000 --> 00:01:53.000]  其實都是按著他創造
[00:01:53.000 --> 00:01:56.000]  以及賜予每一個人的個性
[00:01:56.000 --> 00:02:00.000]  去吩咐和賜予先知要講的說話
[00:02:00.000 --> 00:02:03.000]  他不是說要控制一個人
[00:02:03.000 --> 00:02:05.000]  你照版主觀地講
[00:02:05.000 --> 00:02:09.000]  當然我們不會胡亂地去講上帝的說話
[00:02:09.000 --> 00:02:11.000]  先知也不會這樣做
[00:02:11.000 --> 00:02:16.000]  但是上帝卻會就著先知自己的性格
[00:02:16.000 --> 00:02:20.000]  個性去將他的說話賜予給先知
[00:02:20.000 --> 00:02:22.000]  去吩咐去講
[00:02:22.000 --> 00:02:25.000]  所以我們在看先知書的時候
[00:02:25.000 --> 00:02:31.000]  一方面我們既能夠讀得到上帝自己的說話
[00:02:31.000 --> 00:02:35.000]  但同一時間我們也能夠讀得到
[00:02:35.000 --> 00:02:45.000]  先知自己是怎樣了解上帝以及對以色列人關注的關節點
[00:02:45.000 --> 00:02:50.000]  如果我們想了解二章四至三節的內容的時候
[00:02:50.000 --> 00:02:54.000]  我們就要先看一下二章二至三節
[00:02:54.000 --> 00:02:59.000]  今天的頭影片是沒有這一段經文的
[00:02:59.000 --> 00:03:03.000]  所以我想邀請大家打開你們前面的聖經
[00:03:03.000 --> 00:03:08.000]  就是舊約的第1116頁
[00:03:08.000 --> 00:03:13.000]  舊約的1116頁
[00:03:13.000 --> 00:03:24.000]  二章二至三節
[00:03:24.000 --> 00:03:27.000]  如果我們看了二章二至三節的時候
[00:03:27.000 --> 00:03:29.000]  我們就會更加明白到
[00:03:29.000 --> 00:03:35.000]  為什麼今天的經文上帝會對以色列人是多麼的失望
[00:03:35.000 --> 00:03:36.000]  如果我們揭開
[00:03:36.000 --> 00:03:38.000]  揭開的話可以看看我
[00:03:38.000 --> 00:03:41.000]  我大概統計一下大家是否揭開了
[00:03:41.000 --> 00:03:42.000]  如果揭開之後
[00:03:42.000 --> 00:03:44.000]  我們就一起讀
[00:03:44.000 --> 00:03:46.000]  一二三
[00:03:46.000 --> 00:04:03.000]  舊約的1116頁
[00:04:03.000 --> 00:04:19.000]  舊約的1116頁
[00:04:19.000 --> 00:04:22.000]  在二章二節裡面
[00:04:22.000 --> 00:04:25.000]  上帝和以色列人的關係
[00:04:25.000 --> 00:04:29.000]  是講到好像一個新婚夫婦一樣恩愛
[00:04:29.000 --> 00:04:31.000]  新婚通常很甜蜜的
[00:04:31.000 --> 00:04:34.000]  我昨天就開玩笑地說
[00:04:34.000 --> 00:04:37.000]  最清楚新婚甜蜜的就是龍孫教師
[00:04:37.000 --> 00:04:40.000]  他應該是最清楚的
[00:04:40.000 --> 00:04:42.000]  他馬上給我一個Good
[00:04:42.000 --> 00:04:45.000]  二章二節講到
[00:04:45.000 --> 00:04:47.000]  上帝和以色列人的關係
[00:04:47.000 --> 00:04:49.000]  好像新婚一樣的甜蜜
[00:04:49.000 --> 00:04:51.000]  然後在曠野
[00:04:51.000 --> 00:04:53.000]  在未耕種之地
[00:04:53.000 --> 00:04:55.000]  去跟隨上帝
[00:04:55.000 --> 00:04:58.000]  然後二章三節就講到
[00:04:58.000 --> 00:05:00.000]  上帝怎樣保護以色列
[00:05:00.000 --> 00:05:02.000]  如果有人攻擊以色列
[00:05:02.000 --> 00:05:06.000]  上帝就會降災給那些國家和民族
[00:05:06.000 --> 00:05:09.000]  上帝以新婚夫婦
[00:05:09.000 --> 00:05:11.000]  去比喻自己
[00:05:11.000 --> 00:05:13.000]  和以色列人的關係
[00:05:13.000 --> 00:05:16.000]  相互之間彼此愛慕
[00:05:16.000 --> 00:05:18.000]  以色列跟隨上帝
[00:05:18.000 --> 00:05:21.000]  然後上帝保護以色列
[00:05:21.000 --> 00:05:24.000]  但是正如一段感情的關係
[00:05:24.000 --> 00:05:26.000]  一段婚姻
[00:05:26.000 --> 00:05:28.000]  相信結了婚的等姐妹
[00:05:28.000 --> 00:05:30.000]  或者是拍過拖
[00:05:30.000 --> 00:05:32.000]  或者是正在拍拖的等姐妹
[00:05:32.000 --> 00:05:34.000]  都會認同這一點
[00:05:34.000 --> 00:05:36.000]  就是一段感情關係
[00:05:36.000 --> 00:05:38.000]  和一段婚姻關係
[00:05:38.000 --> 00:05:41.000]  是容不下第三者
[00:05:41.000 --> 00:05:44.000]  對上帝的信仰
[00:05:44.000 --> 00:05:47.000]  其實同樣都是容不下第三者
[00:05:47.000 --> 00:05:51.000]  上帝要求以色列人要忠貞於他
[00:05:51.000 --> 00:05:53.000]  要愛他
[00:05:53.000 --> 00:05:57.000]  彼此之間好像婚姻關係一樣
[00:05:57.000 --> 00:05:59.000]  對於我們來說
[00:05:59.000 --> 00:06:02.000]  上帝其實一直都給了我們很多東西
[00:06:02.000 --> 00:06:04.000]  賜予了我們很多不同的恩典
[00:06:04.000 --> 00:06:06.000]  不同的恩賜
[00:06:06.000 --> 00:06:08.000]  最大的恩賜當然就是
[00:06:08.000 --> 00:06:12.000]  那個釘在十字架死而復活的耶穌基督
[00:06:12.000 --> 00:06:14.000]  除了耶穌基督之外
[00:06:14.000 --> 00:06:16.000]  其實我們還有很多很微小的恩典
[00:06:16.000 --> 00:06:18.000]  在我們生命的裡面
[00:06:18.000 --> 00:06:20.000]  都是上帝所賜的
[00:06:20.000 --> 00:06:23.000]  其實我們本來
[00:06:23.000 --> 00:06:26.000]  就未曾擁有過任何的事物
[00:06:26.000 --> 00:06:29.000]  包括我們自己的生命
[00:06:29.000 --> 00:06:33.000]  包括我們與其他人的關係
[00:06:33.000 --> 00:06:35.000]  我們所得的能力
[00:06:35.000 --> 00:06:37.000]  其實這一切一切
[00:06:37.000 --> 00:06:39.000]  都是上帝所賜予
[00:06:39.000 --> 00:06:41.000]  可能大家會想
[00:06:41.000 --> 00:06:45.000]  其實我們都有出過力
[00:06:45.000 --> 00:06:47.000]  我們都有好像上個星期
[00:06:47.000 --> 00:06:49.000]  林牧所說
[00:06:49.000 --> 00:06:51.000]  出了半分力
[00:06:51.000 --> 00:06:53.000]  我們都想拿回足百兩
[00:06:53.000 --> 00:06:56.000]  我都認識這首歌
[00:06:56.000 --> 00:06:58.000]  但是我們都有付出過能力
[00:06:58.000 --> 00:07:00.000]  付出過一些東西
[00:07:00.000 --> 00:07:04.000]  難道我們這些都是上帝所賜的嗎
[00:07:04.000 --> 00:07:07.000]  但是如果我們按二章二節的比喻
[00:07:07.000 --> 00:07:12.000]  在曠野和未耕之地跟隨上帝
[00:07:12.000 --> 00:07:15.000]  曠野的路是要自己走的
[00:07:15.000 --> 00:07:17.000]  曠野的路是要自己走的
[00:07:17.000 --> 00:07:19.000]  我們如果看出《埃及記》的時候
[00:07:19.000 --> 00:07:23.000]  我們都知道曠野的路以色列人自己有走
[00:07:23.000 --> 00:07:27.000]  未耕之地都需要有人去耕種
[00:07:27.000 --> 00:07:29.000]  但是但是
[00:07:29.000 --> 00:07:35.000]  當中如果沒有上帝的雲柱火柱
[00:07:35.000 --> 00:07:38.000]  帶著以色列人在前面去走的時候
[00:07:38.000 --> 00:07:42.000]  其實這班以色列人已經迷路了
[00:07:42.000 --> 00:07:46.000]  已經不知道被任何一個其他的民族去吞滅
