
[00:00:00.000 --> 00:00:03.580]  在香港跑馬地天主教墳場門口
[00:00:03.580 --> 00:00:06.400]  有兩句潰籍人口的話
[00:00:06.400 --> 00:00:11.260]  「今夕吾軀歸故土 他朝軍體也相同」
[00:00:11.260 --> 00:00:14.080]  兩句說話的出處和用意
[00:00:14.080 --> 00:00:15.860]  都可以說是一個謎
[00:00:15.860 --> 00:00:19.200]  因為這兩句說話並不押韻
[00:00:19.200 --> 00:00:20.980]  亦不是很合平質
[00:00:20.980 --> 00:00:24.320]  所以可不可以算是對聯都成問題
[00:00:24.320 --> 00:00:27.900]  雖然如此 這兩句說話的確是廣為人知
[00:00:28.160 --> 00:00:31.740]  幾年前有人做了一些叫散水餅的事
[00:00:31.740 --> 00:00:34.300]  在盒裝裏面引用這兩句說話
[00:00:34.300 --> 00:00:36.600]  有人被公司解僱了
[00:00:36.600 --> 00:00:38.140]  所謂放長假
[00:00:38.140 --> 00:00:39.940]  買幾盒送給同事
[00:00:39.940 --> 00:00:41.480]  意思大概是
[00:00:41.480 --> 00:00:43.520]  今日我被鄧冬姑
[00:00:43.520 --> 00:00:45.560]  他日怕車輪到你
[00:00:45.560 --> 00:00:49.140]  有趣的是網上這兩句說話
[00:00:49.140 --> 00:00:51.960]  在一些並非粵語的社群當中
[00:00:51.960 --> 00:00:53.760]  亦都廣泛流傳
[00:00:53.760 --> 00:00:57.080]  都可以拜小說家黃奕先生所賜
[00:00:57.340 --> 00:01:00.160]  原因是他寫的武俠科幻小說
[00:01:00.160 --> 00:01:01.180]  尋秦記
[00:01:01.180 --> 00:01:03.480]  改編成為電視劇集
[00:01:03.480 --> 00:01:06.040]  在內地非常流行
[00:01:06.040 --> 00:01:07.580]  電視劇集中
[00:01:07.580 --> 00:01:08.600]  大結局
[00:01:08.600 --> 00:01:10.660]  江華扮演的連進
[00:01:10.660 --> 00:01:11.940]  臨死之前
[00:01:11.940 --> 00:01:16.020]  對古天樂所扮演的項少龍說了這兩句說話
[00:01:16.020 --> 00:01:19.100]  在劇集裏面的意思大概是
[00:01:19.100 --> 00:01:20.640]  雖然今日我
[00:01:20.640 --> 00:01:21.920]  死在你手中
[00:01:21.920 --> 00:01:23.460]  有朝一日你
[00:01:23.460 --> 00:01:24.980]  都不得好死
[00:01:26.260 --> 00:01:29.860]  尋秦記劇集流行到二十年後的今日
[00:01:29.860 --> 00:01:34.460]  竟然還說差不多完班人馬要出電影版今年就會上畫
[00:01:34.460 --> 00:01:37.540]  上星期已經出了預告片
[00:01:37.540 --> 00:01:39.840]  網上的朋友
[00:01:39.840 --> 00:01:43.940]  不一定為意這兩句說話出自天主教墳場
[00:01:43.940 --> 00:01:45.980]  所以對出處和用意
[00:01:45.980 --> 00:01:48.020]  有各種猜想
[00:01:48.020 --> 00:01:52.640]  有些人認為這兩句說話的靈感來自禪宗的佛偈
[00:01:52.640 --> 00:01:54.180]  我見他人死
[00:01:54.180 --> 00:01:55.700]  我心熱如火
[00:01:55.960 --> 00:01:58.520]  不是熱他人看看輪到我
[00:01:58.520 --> 00:02:02.100]  有人認為靈感來自洪流蒙
[00:02:02.100 --> 00:02:02.860]  黛玉
[00:02:02.860 --> 00:02:05.940]  葬花之後感懷身世就說
[00:02:05.940 --> 00:02:08.760]  勞金葬花人少癡
[00:02:08.760 --> 00:02:11.320]  他年葬勞之是誰
[00:02:11.320 --> 00:02:14.900]  可謂自古紅顏多薄命
[00:02:14.900 --> 00:02:19.260]  如果要找一個適經原則的反面教材
[00:02:19.260 --> 00:02:22.320]  不要以訛傳訛穿錯附會
[00:02:22.580 --> 00:02:27.940]  這兩句眾說紛紜莫衝一時的說話絕對可以數一數二
[00:02:27.940 --> 00:02:34.600]  其實按照前中大天主教研究中心主任夏其龍神父的研究
[00:02:34.600 --> 00:02:36.660]  這兩句說話應該是出自
[00:02:36.660 --> 00:02:39.460]  八世紀查理萬大帝的時候
[00:02:39.460 --> 00:02:41.780]  一個學者叫做阿爾琴
[00:02:41.780 --> 00:02:45.100]  阿爾琴最出名的就是發明了拉丁文的細草
[00:02:45.100 --> 00:02:46.120]  今天我們還在用
[00:02:46.120 --> 00:02:51.500]  這兩句說話在詩句裏面放了一個母字名
[00:02:51.760 --> 00:02:53.560]  中文可以翻譯為
[00:02:53.560 --> 00:02:55.080]  往日的我
[00:02:55.080 --> 00:02:56.360]  現今的你
[00:02:56.360 --> 00:02:57.900]  他日的你
[00:02:57.900 --> 00:02:59.440]  現今的我
[00:02:59.440 --> 00:03:02.760]  單從字面來看好像是提醒人
[00:03:02.760 --> 00:03:04.560]  人生歲月匆匆
[00:03:04.560 --> 00:03:06.600]  要懂得珍惜光陰
[00:03:06.600 --> 00:03:10.700]  但再小心看看這個母字名的上文下理
[00:03:10.700 --> 00:03:14.540]  變成好像我一樣變成父丑的身體
[00:03:14.540 --> 00:03:16.840]  其實阿爾琴的用意
[00:03:16.840 --> 00:03:18.380]  是叫彭吊那些人
[00:03:18.380 --> 00:03:20.440]  不應該只是關心肉體
[00:03:20.680 --> 00:03:21.960]  要關心靈魂
[00:03:21.960 --> 00:03:23.500]  身體總有
[00:03:23.500 --> 00:03:24.520]  塵歸塵
[00:03:24.520 --> 00:03:26.060]  土歸土的一日
[00:03:26.060 --> 00:03:28.620]  靈魂才不會消滅
[00:03:28.620 --> 00:03:30.920]  反映在中古時代
[00:03:30.920 --> 00:03:34.500]  基督徒特別關心靈魂的神學取向
[00:03:34.500 --> 00:03:36.300]  西方傳統
[00:03:36.300 --> 00:03:39.380]  認為一個人的last word這個臨別贈言
[00:03:39.380 --> 00:03:42.200]  對認識那個人是非常重要的
[00:03:42.200 --> 00:03:45.000]  所以有些人會搞盡腦汁
[00:03:45.000 --> 00:03:46.280]  很多年想想
[00:03:46.280 --> 00:03:49.100]  自己最後要說什麼說話
[00:03:49.360 --> 00:03:52.940]  經常都是寫在墓碑的母字名上面
[00:03:52.940 --> 00:03:54.980]  所以有時候我提議
[00:03:54.980 --> 00:03:56.780]  大家如果小組聚會
[00:03:56.780 --> 00:03:58.580]  icebreaker想到什麼好說
[00:03:58.580 --> 00:04:00.360]  拿這個來分享
[00:04:00.360 --> 00:04:04.200]  你想想你的墓碑上面想寫些什麼
[00:04:04.200 --> 00:04:05.480]  可能
[00:04:05.480 --> 00:04:08.300]  對互相認識是很有幫助的
[00:04:08.300 --> 00:04:13.940]  按照約翰方的記載耶穌最後的一句說話在十字架上是
[00:04:13.940 --> 00:04:14.960]  成了
[00:04:14.960 --> 00:04:16.740]  問題是
[00:04:16.740 --> 00:04:18.280]  成了什麼
[00:04:18.540 --> 00:04:20.320]  十字架完成了什麼
[00:04:20.320 --> 00:04:24.160]  今天我就是想和大家透過馬太福音的記載
[00:04:24.160 --> 00:04:26.980]  從十字架前後兩方面來看
[00:04:26.980 --> 00:04:28.000]  十字架
[00:04:28.000 --> 00:04:29.040]  成功的
[00:04:29.040 --> 00:04:32.360]  結束了救贖計劃的一個部分
[00:04:32.360 --> 00:04:33.640]  但是同一時間
[00:04:33.640 --> 00:04:37.220]  十字架也是成功地打開了下一頁
[00:04:37.220 --> 00:04:38.760]  所以今天
[00:04:38.760 --> 00:04:40.300]  我是想用兩個字
[00:04:40.300 --> 00:04:41.320]  離
[00:04:41.320 --> 00:04:42.080]  開
[00:04:42.080 --> 00:04:43.360]  離棄的離
[00:04:43.360 --> 00:04:44.640]  打開的開
[00:04:44.640 --> 00:04:47.460]  作為十字架前後的一個大綱
[00:04:47.980 --> 00:04:49.000]  十字架的前面
[00:04:49.000 --> 00:04:50.800]  看到的是離棄
[00:04:50.800 --> 00:04:52.320]  天上的父神
[00:04:52.320 --> 00:04:53.860]  好像掩面不看
[00:04:53.860 --> 00:04:56.680]  釘在十字架上的耶穌
[00:04:56.680 --> 00:05:00.260]  地上耶穌面前的人也是很厭惡他
[00:05:00.260 --> 00:05:03.080]  可以說是神離人棄
[00:05:03.080 --> 00:05:06.160]  但是按照先知的預言這個離棄
[00:05:06.160 --> 00:05:07.680]  是一個重要的證據
[00:05:07.680 --> 00:05:11.520]  耶穌就是預言中的救世主尼塞亞
[00:05:11.520 --> 00:05:15.120]  福音書的主旨就是要證明關於尼塞亞
[00:05:15.360 --> 00:05:18.700]  重要的預言在耶穌身上都一日應驗
[00:05:18.700 --> 00:05:20.740]  最重要的就是耶穌
[00:05:20.740 --> 00:05:22.540]  出於自願的死
[00:05:22.540 --> 00:05:27.140]  證明了他就是一位為世人代罪死的尼塞亞
[00:05:27.140 --> 00:05:31.240]  但是十字架並非是這個救贖故事的大結局
[00:05:31.240 --> 00:05:32.520]  十字架
[00:05:32.520 --> 00:05:34.560]  並不止於離棄
[00:05:34.560 --> 00:05:37.120]  十字架也是打開
[00:05:37.120 --> 00:05:41.220]  為救贖的計劃打開下一頁的序曲
[00:05:41.220 --> 00:05:44.300]  聖殿的萬子從上而下
[00:05:44.300 --> 00:05:45.060]  撕開
[00:05:45.320 --> 00:05:47.100]  墳墓的石頭都裂開
[00:05:47.100 --> 00:05:48.640]  天師地烈
[00:05:48.640 --> 00:05:50.180]  打開了天門
[00:05:50.180 --> 00:05:52.740]  也都打開了陰間的鐵閘
[00:05:52.740 --> 00:05:55.820]  最重要的是十字架打開了人的心
