
[00:00:00.000 --> 00:00:02.880]  我們要劃清界線
[00:00:02.880 --> 00:00:06.840]  因為這是涉及到利益的問題
[00:00:06.840 --> 00:00:10.480]  亦涉及到責任的承擔
[00:00:10.480 --> 00:00:16.280]  甚至涉及到權力或主權的問題
[00:00:16.280 --> 00:00:20.360]  劃清界線更加是一個安全的需要
[00:00:20.360 --> 00:00:22.800]  亦是一個保障的需要
[00:00:22.800 --> 00:00:26.280]  劃清界線是一個原則的問題
[00:00:26.280 --> 00:00:29.960]  是一個效忠對象指引的問題
[00:00:29.960 --> 00:00:32.200]  頂姐妹 我們作為基督徒
[00:00:32.200 --> 00:00:35.280]  我們需要與撒旦和他的勢力
[00:00:35.280 --> 00:00:37.680]  甚至他的黨羽劃清界線
[00:00:37.680 --> 00:00:40.360]  為甚麼呢
[00:00:40.360 --> 00:00:43.880]  就是哥羅西書三章五節十七節
[00:00:43.880 --> 00:00:46.440]  他希望從我們基督徒的身份
[00:00:46.440 --> 00:00:50.080]  和保羅就著消極積極的血面
[00:00:50.080 --> 00:00:54.240]  讓我們發現劃清界線的原因
[00:00:54.240 --> 00:00:56.400]  這段經文和以弗所書四章十七節
[00:00:56.400 --> 00:00:58.880]  六章九節的內容很相近
[00:00:58.880 --> 00:01:01.560]  大家可以慢慢回去再看
[00:01:01.560 --> 00:01:05.320]  為甚麼我們要與撒旦劃清界線呢
[00:01:05.320 --> 00:01:09.120]  因為我們有一個很不同的身份
[00:01:09.120 --> 00:01:11.720]  聖經保羅在這裡告訴我們
[00:01:11.720 --> 00:01:15.120]  我們是基督所做的新人
[00:01:15.120 --> 00:01:17.600]  正如劉牧師在封面文章所說
[00:01:17.600 --> 00:01:20.720]  我們是天國的子民
[00:01:20.720 --> 00:01:22.600]  我們知不知道這個身份呢
[00:01:22.600 --> 00:01:24.360]  我們很想和大家一起讀
[00:01:24.360 --> 00:01:27.000]  三章十節至十二節上半節
[00:01:27.000 --> 00:01:29.520]  以及哥羅西書一章十三十四節
[00:01:29.520 --> 00:01:31.520]  我們連續讀這幾節經文
[00:01:31.520 --> 00:01:33.040]  在螢幕上可以顯示
[00:01:33.040 --> 00:01:33.800]  大家可以跟著讀
[00:01:33.800 --> 00:01:35.520]  或者打開聖經都可以讀
[00:01:35.520 --> 00:01:37.000]  預備起
[00:01:37.000 --> 00:01:38.840]  穿上了新人
[00:01:38.840 --> 00:01:42.440]  這新人在知識上漸漸更生
[00:01:42.440 --> 00:01:45.560]  正如做他主的形象
[00:01:45.560 --> 00:01:46.560]  繼續讀
[00:01:46.560 --> 00:01:48.840]  在此並不分希臘人
[00:01:48.840 --> 00:01:49.880]  猶太人
[00:01:49.880 --> 00:01:51.120]  受割賴的
[00:01:51.120 --> 00:01:52.520]  未受割賴的
[00:01:52.520 --> 00:01:53.520]  化外人
[00:01:53.520 --> 00:01:54.800]  西古提人
[00:01:54.800 --> 00:01:55.800]  圍爐的
[00:01:55.800 --> 00:01:57.000]  自主的
[00:01:57.000 --> 00:01:59.560]  唯有基督是包括一切
[00:01:59.560 --> 00:02:01.560]  有處在各人之內
[00:02:01.560 --> 00:02:04.320]  所以你們既是神的選民
[00:02:04.320 --> 00:02:06.040]  聖見蒙愛的人
[00:02:06.040 --> 00:02:07.160]  繼續讀另一段
[00:02:07.160 --> 00:02:08.640]  他救了我們
[00:02:08.640 --> 00:02:10.720]  脫離黑暗的權勢
[00:02:10.720 --> 00:02:13.960]  把我們遷到他愛子的國裡
[00:02:13.960 --> 00:02:17.120]  我們在愛子裡得蒙救贖
[00:02:17.120 --> 00:02:19.560]  罪過得以赦免
[00:02:19.560 --> 00:02:20.680]  這兩段經文
[00:02:20.680 --> 00:02:22.280]  保羅提醒我們
[00:02:22.280 --> 00:02:24.560]  無論我們是什麼國籍的人
[00:02:24.560 --> 00:02:26.680]  是猶太人非猶太人
[00:02:26.680 --> 00:02:28.120]  無論我們是自主的
[00:02:28.120 --> 00:02:29.320]  我們是圍爐的
[00:02:29.320 --> 00:02:30.920]  甚至是文化低落的
[00:02:30.920 --> 00:02:32.160]  好像西古提人
[00:02:32.160 --> 00:02:34.360]  這些文化極低的民族
[00:02:34.360 --> 00:02:37.440]  或者我們是什麼窮啊
[00:02:37.440 --> 00:02:39.800]  富啊等等的人
[00:02:39.800 --> 00:02:42.360]  我們在基督的裡面
[00:02:42.360 --> 00:02:45.440]  都成為一家人
[00:02:45.440 --> 00:02:46.680]  羅莫斯在封面章裡面
[00:02:46.680 --> 00:02:48.840]  繼續引用菲律賓書三章二十節
[00:02:48.840 --> 00:02:50.480]  以法所書二章十九節
[00:02:50.480 --> 00:02:51.920]  提醒我們
[00:02:51.920 --> 00:02:53.200]  基於在基督裡面
[00:02:53.200 --> 00:02:55.400]  這個新造的原理
[00:02:55.400 --> 00:02:57.400]  這份的恩典和愛
[00:02:57.400 --> 00:03:01.200]  我們大家不再是外人
[00:03:01.200 --> 00:03:02.720]  我們是一家人
[00:03:02.720 --> 00:03:04.880]  我們在屬靈裡面是同一個血統
[00:03:04.880 --> 00:03:06.800]  同出一轍
[00:03:06.800 --> 00:03:07.440]  簡單來說
[00:03:07.440 --> 00:03:09.080]  天國的子民
[00:03:09.080 --> 00:03:11.240]  是國際化
[00:03:11.240 --> 00:03:13.160]  是普及化
[00:03:13.160 --> 00:03:15.760]  傳來耶穌基督救贖的恩典
[00:03:15.760 --> 00:03:17.960]  和那份的愛
[00:03:17.960 --> 00:03:22.080]  使我們能夠成為聖潔的群體
[00:03:22.080 --> 00:03:23.360]  在開始三章五節
[00:03:23.360 --> 00:03:26.720]  保羅說所以要自死
[00:03:26.720 --> 00:03:29.040]  所以很有意思
[00:03:29.040 --> 00:03:32.560]  因為在三章一至四節裡面
[00:03:32.560 --> 00:03:35.080]  保羅說特別在第四節裡面說
[00:03:35.080 --> 00:03:39.000]  基督是我們的生命
[00:03:39.000 --> 00:03:40.400]  我們是屬於耶穌
[00:03:40.400 --> 00:03:44.480]  耶穌也是我們的生命唯一的依靠
[00:03:44.480 --> 00:03:46.240]  既然我們屬於耶穌
[00:03:46.240 --> 00:03:48.360]  我們生命源於祂
[00:03:48.360 --> 00:03:49.600]  我們就有責任
[00:03:49.600 --> 00:03:57.080]  第一件事要遠離損益的事
[00:03:57.080 --> 00:03:58.840]  三章五節說
[00:03:58.840 --> 00:04:02.960]  所以要自死你們地上的肢體
[00:04:02.960 --> 00:04:05.560]  聖經在三章三節其實告訴我們
[00:04:05.560 --> 00:04:08.240]  因為你們已經死了
[00:04:08.240 --> 00:04:10.680]  即是我們與耶穌已經同死了
[00:04:10.680 --> 00:04:12.800]  簡單來說
[00:04:12.800 --> 00:04:18.600]  我們對罪不應該有任何積極的回應和反應
[00:04:18.600 --> 00:04:19.720]  既然如此
[00:04:19.720 --> 00:04:23.720]  為什麼保羅又要我們去自死呢?
[00:04:23.720 --> 00:04:25.880]  是不是自相矛盾呢?
[00:04:25.880 --> 00:04:27.040]  不是
[00:04:27.040 --> 00:04:27.400]  沒錯
[00:04:27.400 --> 00:04:29.240]  我們在基督裡面
[00:04:29.240 --> 00:04:31.600]  我們向罪是死了
[00:04:31.600 --> 00:04:33.120]  我們是有不同的
[00:04:33.120 --> 00:04:36.720]  不過由於我們仍然在肉身裡面活著
[00:04:36.720 --> 00:04:42.400]  肉身會仍然帶有罪的一種元素在當中
[00:04:42.400 --> 00:04:45.080]  我們仍然會有犯罪的機會
[00:04:45.080 --> 00:04:48.520]  問題我們有沒有像保羅所說
[00:04:48.520 --> 00:04:49.920]  決心的
[00:04:49.920 --> 00:04:53.200]  因著我們是基督裡面新造的人
[00:04:53.200 --> 00:04:56.040]  因著耶穌是我們效忠的對象
[00:04:56.040 --> 00:04:58.200]  更加是我們生命的源頭
[00:04:58.200 --> 00:05:02.960]  我們有沒有徹底的立志的去自死呢?
[00:05:02.960 --> 00:05:06.680]  自死是一個屬靈的表達的意思
[00:05:06.680 --> 00:05:08.360]  保羅不是說
[00:05:08.360 --> 00:05:10.360]  我們將我們眼耳口鼻全部砍掉
[00:05:10.360 --> 00:05:12.600]  我們就不會犯罪
[00:05:12.600 --> 00:05:16.080]  多少好賭的人
[00:05:16.080 --> 00:05:19.560]  說自己要斬手指去戒賭
[00:05:19.560 --> 00:05:21.200]  就算斬了十隻手指
[00:05:21.200 --> 00:05:22.680]  連腳趾也斬了
[00:05:22.680 --> 00:05:24.560]  他也一樣去賭
[00:05:24.560 --> 00:05:27.800]  這個不是斬不斬的問題
[00:05:27.800 --> 00:05:29.040]  是沒有用的
[00:05:29.040 --> 00:05:30.920]  唯有我們的生命
[00:05:30.920 --> 00:05:34.840]  讓基督去更新、改造
[00:05:34.840 --> 00:05:38.920]  我們才能夠真是可以來到有新的生命
[00:05:38.920 --> 00:05:40.160]  既然如此
[00:05:40.160 --> 00:05:42.240]  保羅就說你們要致死
[00:05:42.240 --> 00:05:43.600]  真的好像將他置諸死地
[00:05:43.600 --> 00:05:46.000]  我不容許你有活的機會
[00:05:46.000 --> 00:05:47.400]  面對罪
[00:05:47.400 --> 00:05:49.520]  我們只有這個決心
[00:05:49.520 --> 00:05:52.000]  這個致死是不斷要求的
[00:05:52.000 --> 00:05:54.760]  保羅說你致死一次就免死了
[00:05:54.760 --> 00:05:56.480]  不是這個意思
[00:05:56.480 --> 00:05:58.120]  我們要繼續的
[00:05:58.120 --> 00:06:00.160]  因為我們仍然活在肉身裡面
[00:06:00.160 --> 00:06:02.480]  這個世界仍然充滿黑暗、誘惑
[00:06:02.480 --> 00:06:05.600]  所以要不斷的致死
[00:06:05.600 --> 00:06:06.840]  是用意志的
[00:06:06.840 --> 00:06:12.920]  靠主去致死我們這些被稱為地上的肢體
[00:06:12.920 --> 00:06:14.400]  說到地上肢體
[00:06:14.400 --> 00:06:16.400]  保羅絕對沒有意思說
[00:06:16.400 --> 00:06:18.120]  我們以後就做聖人
[00:06:18.120 --> 00:06:20.320]  不吃不睡不想事
[00:06:20.320 --> 00:06:21.600]  我們保證不會犯罪
[00:06:21.600 --> 00:06:23.120]  不是這個意思
[00:06:23.120 --> 00:06:25.600]  這個也不是耶穌的意思
[00:06:25.600 --> 00:06:29.160]  地上的肢體包括我們身體上生理飲食的需求
[00:06:29.160 --> 00:06:30.480]  沒有錯的
[00:06:30.480 --> 00:06:31.920]  寒而肉暖
[00:06:31.920 --> 00:06:32.720]  飢而肉飽
[00:06:32.720 --> 00:06:34.440]  這個是沒有問題的
[00:06:34.440 --> 00:06:35.680]  不過問題是保羅說
[00:06:35.680 --> 00:06:40.200]  如果我們用這種基本的要求
[00:06:40.200 --> 00:06:43.600]  用在一個放任、不約束、不節制的情況裡面
[00:06:43.600 --> 00:06:47.240]  這個就是我們需要致死、要對付的東西
[00:06:47.240 --> 00:06:48.440]  很多人都很好的
[00:06:48.440 --> 00:06:49.480]  沒有問題的
[00:06:49.480 --> 00:06:51.600]  但如果放縱了、過分了
[00:06:51.600 --> 00:06:54.440]  我們需要對付它
[00:06:54.440 --> 00:06:55.120]  另一方面
[00:06:55.120 --> 00:06:57.040]  保羅這裡所說地上的肢體
[00:06:57.040 --> 00:07:00.480]  當然是指到我們這個敗壞了的舊我
[00:07:00.480 --> 00:07:04.000]  這個是會叫我們繼續活在罪裡面的舊我
[00:07:04.000 --> 00:07:04.720]  保羅說
[00:07:04.720 --> 00:07:10.200]  你就要靠主徹底的將它處死
[00:07:10.200 --> 00:07:12.000]  這些東西包括什麼呢?
[00:07:12.000 --> 00:07:12.960]  在私欲來講
[00:07:12.960 --> 00:07:17.920]  包括淫亂、污穢、邪情、惡慾、貪婪
[00:07:17.920 --> 00:07:21.120]  這些是肉體裡面的私慾
[00:07:21.120 --> 00:07:22.600]  這些是不正常的
[00:07:22.600 --> 00:07:25.960]  跟我們作為上帝子民的身份是不相符的
[00:07:25.960 --> 00:07:27.080]  保羅說
[00:07:27.080 --> 00:07:29.280]  既然這些是舊的生命的表現
[00:07:29.280 --> 00:07:34.360]  我們要徹底的不容許它們翻生
[00:07:34.360 --> 00:07:35.840]  另一方面
[00:07:35.840 --> 00:07:38.760]  老恨、憤怒這些東西
[00:07:38.760 --> 00:07:40.560]  是我們心性的問題
[00:07:40.560 --> 00:07:43.360]  是我們的本質的問題
[00:07:43.360 --> 00:07:45.600]  是我們性格的問題
[00:07:45.600 --> 00:07:48.080]  有時候有些東西一激激我們的時候
[00:07:48.080 --> 00:07:50.680]  其實很少的東西我們就會發怒
[00:07:50.680 --> 00:07:53.240]  甚至我們累積我們的怒氣
[00:07:53.240 --> 00:07:55.680]  就成為一種憤怒
[00:07:55.680 --> 00:07:58.360]  所以我們有時候脾氣很大
[00:07:58.360 --> 00:08:00.520]  很容易跟別人相處得不好
[00:08:00.520 --> 00:08:01.800]  保羅說這些東西
[00:08:01.800 --> 00:08:03.080]  你都要怎樣?
[00:08:03.080 --> 00:08:04.760]  你都要去致死
[00:08:04.760 --> 00:08:07.600]  甚至好像第八節所講
[00:08:07.600 --> 00:08:09.640]  是要棄絕這些東西
[00:08:09.640 --> 00:08:11.320]  棄絕它
[00:08:11.320 --> 00:08:12.160]  還有
[00:08:12.160 --> 00:08:13.640]  我們有時候嘴巴怎樣?
[00:08:13.640 --> 00:08:15.840]  會講一些誹謗人的說話
[00:08:15.840 --> 00:08:17.400]  污衊的說話
[00:08:17.400 --> 00:08:19.320]  或者是一些
[00:08:19.320 --> 00:08:21.160]  令到別人很不舒服
[00:08:21.160 --> 00:08:23.400]  或者甚至誤導別人的謊話
[00:08:23.400 --> 00:08:27.760]  保羅說這些你都要棄絕
[00:08:27.760 --> 00:08:30.680]  保羅其實在第三章七節
[00:08:30.680 --> 00:08:32.120]  和第八節裏面
[00:08:32.120 --> 00:08:34.920]  帶出一個很不同的對比
[00:08:34.920 --> 00:08:36.640]  在第三七節說
[00:08:36.640 --> 00:08:37.880]  其實他有意思說
[00:08:37.880 --> 00:08:42.160]  從前你們都是活在這樣的光境裏面
[00:08:42.160 --> 00:08:44.080]  在我們未信耶穌的時候
[00:08:44.080 --> 00:08:46.200]  我們的生命是充滿淫亂污衊
[00:08:46.200 --> 00:08:48.240]  邪惡惡慾貪婪
[00:08:48.240 --> 00:08:51.400]  我們裏面亦都會充滿怒恨
[00:08:51.400 --> 00:08:52.640]  充滿憤怒
[00:08:52.640 --> 00:08:56.360]  我們的嘴巴會講惡毒誹謗污衊的說話
[00:08:56.360 --> 00:08:57.160]  不過第八節說
[00:08:57.160 --> 00:08:59.840]  現在你們不同了
[00:08:59.840 --> 00:09:02.760]  既然今時不同往日的時候
[00:09:02.760 --> 00:09:04.320]  我們今天要做的
[00:09:04.320 --> 00:09:07.960]  就是要致死和棄絕
[00:09:07.960 --> 00:09:10.440]  棄絕是很特別的
[00:09:10.440 --> 00:09:14.320]  就好像如果我知道那樣東西對我不好的時候
[00:09:14.320 --> 00:09:15.680]  我會怎樣?
[00:09:15.680 --> 00:09:17.480]  將它送到那麼遠
[00:09:17.480 --> 00:09:18.920]  只有那麼遠
[00:09:18.920 --> 00:09:20.480]  甚至我會毀壞它
