
[00:00:00.000 --> 00:00:04.000]  一切聖經在耶穌亞基第三章第五節
[00:00:04.000 --> 00:00:07.000]  只有一節的聖經我們一同來念來
[00:00:07.000 --> 00:00:11.000]  耶穌要吩咐百姓說你們要自覺
[00:00:11.000 --> 00:00:16.000]  因為明天耶和華必在你們中間行騎士
[00:00:16.000 --> 00:00:18.000]  我們就讀到這裡
[00:00:18.000 --> 00:00:20.000]  面對明天
[00:00:20.000 --> 00:00:23.000]  我不知道你心中會有些什麼感受
[00:00:23.000 --> 00:00:27.000]  一方面我們看見科技的發展
[00:00:27.000 --> 00:00:30.000]  帶給我們很多生活上的便利
[00:00:30.000 --> 00:00:33.000]  但另一方面未知的將來
[00:00:33.000 --> 00:00:37.000]  常常帶給我們心中一種莫名的恐懼
[00:00:37.000 --> 00:00:41.000]  特別是當我們看見現今的世界
[00:00:41.000 --> 00:00:44.000]  是非顛倒黑白不分
[00:00:44.000 --> 00:00:48.000]  世界的局勢越來越動盪
[00:00:48.000 --> 00:00:51.000]  工作市場越來越不穩定
[00:00:51.000 --> 00:00:55.000]  社會的現象也越來越混亂
[00:00:55.000 --> 00:00:58.000]  有時候當我們看見這一切的亂象
[00:00:58.000 --> 00:01:01.000]  心中不禁有一個問題
[00:01:01.000 --> 00:01:05.000]  那就是明天會更好嗎
[00:01:05.000 --> 00:01:09.000]  我就想到在聖經裡面的耶穌亞
[00:01:09.000 --> 00:01:12.000]  當他面對著約旦河
[00:01:12.000 --> 00:01:16.000]  準備帶領以色列人要向前走的時候
[00:01:16.000 --> 00:01:21.000]  恐怕他心中也有同樣的心情
[00:01:21.000 --> 00:01:24.000]  回想過去四十年在曠野
[00:01:24.000 --> 00:01:27.000]  以色列人的起起伏伏
[00:01:27.000 --> 00:01:31.000]  雖然是有神的恩典在其中
[00:01:31.000 --> 00:01:35.000]  但卻有很多也讓他很哀傷的事
[00:01:35.000 --> 00:01:38.000]  他看見他們的領袖摩西
[00:01:38.000 --> 00:01:42.000]  因為沒有在百姓面前尊重神
[00:01:42.000 --> 00:01:46.000]  本來神是叫他吩咐磐石出水
[00:01:46.000 --> 00:01:50.000]  結果摩西用杖擊打磐石
[00:01:50.000 --> 00:01:56.000]  以至於神就不允許摩西進入應許之地
[00:01:56.000 --> 00:02:01.000]  他也看見以色列人因著悖逆神
[00:02:01.000 --> 00:02:05.000]  結果他那一代的人全部死在曠野
[00:02:05.000 --> 00:02:09.000]  除了他跟迦勒之外
[00:02:09.000 --> 00:02:15.000]  我相信這些事情難免叫他心中有許多的哀傷
[00:02:15.000 --> 00:02:17.000]  當他往前看
[00:02:17.000 --> 00:02:23.000]  過了約旦河馬上要面對一個堅固的城市耶利哥城
[00:02:23.000 --> 00:02:25.000]  事實上在第二章的時候
[00:02:25.000 --> 00:02:29.000]  他差派了探子去窺探那城
[00:02:29.000 --> 00:02:31.000]  結果差點被抓住
[00:02:31.000 --> 00:02:32.000]  換句話說
[00:02:32.000 --> 00:02:36.000]  擺在前面還是一場不容易的征戰
[00:02:36.000 --> 00:02:40.000]  我相信當約束爾站在約旦河邊的時候
[00:02:40.000 --> 00:02:43.000]  他心中有同樣一個問題
[00:02:43.000 --> 00:02:48.000]  那就是明天會更好嗎
[00:02:48.000 --> 00:02:50.000]  就在那個時刻
[00:02:50.000 --> 00:02:55.000]  約束爾做了一個非常重要的選擇
[00:02:55.000 --> 00:03:00.000]  他選擇把明天交給神
[00:03:00.000 --> 00:03:02.000]  所以約束爾進三當第五節
[00:03:02.000 --> 00:03:05.000]  約束爾吩咐百姓說你們要字節
[00:03:05.000 --> 00:03:10.000]  因為明天異化必在你們中間行起始
[00:03:10.000 --> 00:03:14.000]  其實你要知道當約束爾說這句話的時候
[00:03:14.000 --> 00:03:20.000]  他並不知道明天將會如何
[00:03:20.000 --> 00:03:23.000]  但他選擇信靠神
[00:03:23.000 --> 00:03:28.000]  他選擇帶領以色列人過約旦河
[00:03:28.000 --> 00:03:31.000]  來進入一個未知的明天
[00:03:31.000 --> 00:03:35.000]  也是神所應許的明天
[00:03:35.000 --> 00:03:42.000]  約旦河正是代表的一個進入明天的門戶
[00:03:42.000 --> 00:03:46.000]  所以今天我們就要從以色列人過約旦河的經驗
[00:03:46.000 --> 00:03:52.000]  我們來看怎麼樣將我們的明天也交託給神
[00:03:52.000 --> 00:03:53.000]  三方面
[00:03:53.000 --> 00:03:56.000]  第一個要紀念神的信實
[00:03:56.000 --> 00:04:01.000]  跟你媽說要紀念神的信實
[00:04:01.000 --> 00:04:03.000]  當以色列人過約旦河的時候
[00:04:03.000 --> 00:04:05.000]  其實神吩咐約束爾
[00:04:05.000 --> 00:04:10.000]  要從約旦河水中祭司所站的地方
[00:04:10.000 --> 00:04:12.000]  拿十二塊石頭上來
[00:04:12.000 --> 00:04:17.000]  上岸之後要在吉甲作為一個紀念
[00:04:17.000 --> 00:04:20.000]  約束爾經四章二十節是怎麼說呢
[00:04:20.000 --> 00:04:23.000]  他們從約旦河中取來的那十二塊石頭
[00:04:23.000 --> 00:04:26.000]  約束爾就立在吉甲
[00:04:26.000 --> 00:04:27.000]  對以色列人說
[00:04:27.000 --> 00:04:31.000]  日後你們的子孫問他們的父親說
[00:04:31.000 --> 00:04:34.000]  這些石頭是什麼意思
[00:04:34.000 --> 00:04:35.000]  你們就告訴他們說
[00:04:35.000 --> 00:04:39.000]  以色列人曾走乾地過這約旦河
[00:04:39.000 --> 00:04:41.000]  因為耶華你們的神
[00:04:41.000 --> 00:04:44.000]  在你們前面使約旦河的水乾了
[00:04:44.000 --> 00:04:45.000]  等著你們過來
[00:04:45.000 --> 00:04:47.000]  就如同耶華你們的神
[00:04:47.000 --> 00:04:51.000]  從前在我們前面使紅海乾了
[00:04:51.000 --> 00:04:53.000]  等著我們過來一樣
[00:04:53.000 --> 00:04:57.000]  要使地上萬民都知道耶華的手大有能力
[00:04:57.000 --> 00:05:01.000]  也要使你們永遠敬畏耶華你們的神
[00:05:01.000 --> 00:05:05.000]  我們看見神要他們立石為祭
[00:05:05.000 --> 00:05:07.000]  紀念什麼
[00:05:07.000 --> 00:05:11.000]  就是要紀念神的信石嘛
[00:05:11.000 --> 00:05:14.000]  所以二十三節這裡講得很清楚
[00:05:14.000 --> 00:05:17.000]  這裡說耶華你們的神要在你們前面
[00:05:17.000 --> 00:05:20.000]  使約旦河的水乾了等著你們過來
[00:05:20.000 --> 00:05:23.000]  就如同耶華你們的神
[00:05:23.000 --> 00:05:27.000]  從前在我們前面使紅海乾了
[00:05:27.000 --> 00:05:28.000]  等著我們過來一樣
[00:05:28.000 --> 00:05:35.000]  神要祂的百姓確實知道神是信石的
[00:05:35.000 --> 00:05:38.000]  什麼是神的信石
[00:05:38.000 --> 00:05:39.000]  簡單的說
[00:05:39.000 --> 00:05:42.000]  那就是神說話算話
[00:05:42.000 --> 00:05:47.000]  無論你現在所看的環境有多麼惡劣
[00:05:47.000 --> 00:05:52.000]  神所應許的必定成就
[00:05:52.000 --> 00:05:56.000]  你還記得神應許亞伯拉罕
[00:05:56.000 --> 00:06:00.000]  要使他的子孫得到應許之地嗎
[00:06:00.000 --> 00:06:03.000]  但事實上在得地之前
