
[00:00:00.000 --> 00:00:02.740]  我們剛才所讀的這段聖經講到
[00:00:02.740 --> 00:00:06.240]  啟示錄的推亞、推拉這個教會
[00:00:06.240 --> 00:00:10.700]  推亞、推拉這個教會可以說是
[00:00:10.700 --> 00:00:15.800]  你會發現這七個教會當中最長的
[00:00:15.800 --> 00:00:19.000]  這個書信當中所佔的篇幅是最長的
[00:00:19.000 --> 00:00:21.000]  但是推亞、推拉這個地方
[00:00:21.000 --> 00:00:23.000]  其實它是一個最小的城
[00:00:23.000 --> 00:00:25.500]  它不是一個很重要的城市
[00:00:25.500 --> 00:00:32.500]  所以神特別對這樣一個地方講了這麼多的話語
[00:00:32.500 --> 00:00:34.500]  在這些的話語裡面
[00:00:34.500 --> 00:00:40.500]  也有責備的、也有肯定的、
[00:00:40.500 --> 00:00:43.500]  也有勉勵的、也有獎賞的話
[00:00:43.500 --> 00:00:48.500]  所以今天我們要從推亞、推拉這個教會裡面
[00:00:48.500 --> 00:00:51.500]  我們要來學習屬靈的功課
[00:00:51.500 --> 00:00:56.500]  所以我定的這個主題叫做要持守到底
[00:00:56.500 --> 00:00:59.500]  也就是說我們看見神對不同的教會
[00:00:59.500 --> 00:01:01.500]  有不同的著重點
[00:01:01.500 --> 00:01:03.500]  在以夫所教會裡面我們講到說
[00:01:03.500 --> 00:01:08.500]  以夫所教會主提醒祂的、責備祂的是哪一件事情呢?
[00:01:08.500 --> 00:01:12.500]  就是祂離棄了起初的愛心
[00:01:12.500 --> 00:01:17.500]  所以主要祂重新的實回那個起初的愛心
[00:01:17.500 --> 00:01:21.500]  所以在上個禮拜
[00:01:21.500 --> 00:01:26.500]  在上一次我們講到啟示錄教會的時候
[00:01:26.500 --> 00:01:27.500]  還記得嗎?
[00:01:27.500 --> 00:01:30.500]  我們講到別加摩的教會
[00:01:30.500 --> 00:01:33.500]  我們講到別加摩的教會
[00:01:33.500 --> 00:01:37.500]  神提醒祂不要與這個世界聯合
[00:01:37.500 --> 00:01:41.500]  所以同樣的今天講到推亞、推拉的教會
[00:01:41.500 --> 00:01:45.500]  神也在這個地方提醒我們要持守到底
[00:01:45.500 --> 00:01:47.500]  我後面會說
[00:01:47.500 --> 00:01:49.500]  首先我們要來看
[00:01:49.500 --> 00:01:51.500]  這個推亞、推拉的教會
[00:01:51.500 --> 00:01:53.500]  主對它有什麼稱讚呢?
[00:01:53.500 --> 00:01:54.500]  在19節開始
[00:01:54.500 --> 00:01:56.500]  在這個地方提到說
[00:01:56.500 --> 00:02:02.500]  我知道祢的行為、愛心、信心、勤勞、忍耐
[00:02:02.500 --> 00:02:05.500]  又知道你幕後所行的善事
[00:02:05.500 --> 00:02:08.500]  比起初所行的更多
[00:02:08.500 --> 00:02:10.500]  為什麼?
[00:02:10.500 --> 00:02:12.500]  這個教會我在看的時候我就想說
[00:02:12.500 --> 00:02:15.500]  這個主稱讚以弗所教會
[00:02:15.500 --> 00:02:17.500]  主也稱讚這個斯美拉教會
[00:02:17.500 --> 00:02:19.500]  主也稱讚別加摩教會
[00:02:19.500 --> 00:02:22.500]  但是這個教會它稱讚了好多項
[00:02:22.500 --> 00:02:23.500]  你注意看
[00:02:23.500 --> 00:02:25.500]  它說我知道祢的行為
[00:02:25.500 --> 00:02:27.500]  在以弗所教會裡面
[00:02:27.500 --> 00:02:30.500]  主也說我知道祢的行為
[00:02:30.500 --> 00:02:31.500]  還有呢?
[00:02:31.500 --> 00:02:37.500]  愛心、信心、勤勞、忍耐
[00:02:37.500 --> 00:02:40.500]  保羅很喜歡寫書信裡面提到
[00:02:40.500 --> 00:02:42.500]  對一個教會的稱讚
[00:02:42.500 --> 00:02:44.500]  提到說他們的信心怎麼樣
[00:02:44.500 --> 00:02:46.500]  提到他們的愛心怎麼樣
[00:02:46.500 --> 00:02:48.500]  然後提到他們的盼望怎麼樣
[00:02:48.500 --> 00:02:49.500]  所以信、望、愛
[00:02:49.500 --> 00:02:52.500]  可以說是我們整個信仰當中
[00:02:52.500 --> 00:02:55.500]  很重要的一個核心
[00:02:55.500 --> 00:02:58.500]  那你看看這個教會
[00:02:58.500 --> 00:03:01.500]  推亞、推拉教會主對他們的稱讚裡面
[00:03:01.500 --> 00:03:03.500]  他們有沒有信心?有
[00:03:03.500 --> 00:03:05.500]  他們有沒有愛心?有
[00:03:05.500 --> 00:03:09.500]  雖然這邊沒有很明顯的講到盼望
[00:03:09.500 --> 00:03:11.500]  所以你可以看見這個教會
[00:03:11.500 --> 00:03:13.500]  信心也有、愛心也有
[00:03:13.500 --> 00:03:14.500]  他們有好的行為
[00:03:14.500 --> 00:03:16.500]  他們努力的服事
[00:03:16.500 --> 00:03:18.500]  在這裡講勤勞
[00:03:18.500 --> 00:03:21.500]  勤勞這個字其實在原文的意思
[00:03:21.500 --> 00:03:24.500]  它是講到服事、講到職分
[00:03:24.500 --> 00:03:27.500]  所以在哥羅西書第四章十七節
[00:03:27.500 --> 00:03:28.500]  那個地方提到說
[00:03:28.500 --> 00:03:30.500]  它說勿要謹慎
[00:03:30.500 --> 00:03:34.500]  敬禮從主所受的職分
[00:03:34.500 --> 00:03:35.500]  這個意思就是說
[00:03:35.500 --> 00:03:39.500]  這個教會它其實是一個很盡職的
[00:03:39.500 --> 00:03:41.500]  它盡它自己所能的
[00:03:41.500 --> 00:03:46.500]  去完成主所要它去做的這些的事情
[00:03:46.500 --> 00:03:49.500]  所以這個教會是一個勤勞的教會
[00:03:49.500 --> 00:03:52.500]  這個教會不是一個懶惰的教會
[00:03:52.500 --> 00:03:54.500]  這個教會也是一個忍耐的教會
[00:03:54.500 --> 00:03:56.500]  你有沒有發現在忍耐這件事情上面
[00:03:56.500 --> 00:04:01.500]  好幾個教會都是被主稱讚的
[00:04:01.500 --> 00:04:03.500]  所以這個教會也不例外
[00:04:03.500 --> 00:04:05.500]  它也是一個忍耐的教會
[00:04:05.500 --> 00:04:07.500]  所以今天我們教會也很需要忍耐
[00:04:07.500 --> 00:04:09.500]  今天基督徒是不是需要忍耐
[00:04:09.500 --> 00:04:11.500]  需要嗎?
[00:04:11.500 --> 00:04:13.500]  最近我想我們大家看到這一個報紙上面
[00:04:13.500 --> 00:04:17.500]  新聞上面報導這些示威的群眾
[00:04:17.500 --> 00:04:20.500]  那麼昨天大概就是前幾天吧
[00:04:20.500 --> 00:04:22.500]  那麼在我們華人的地區
[00:04:22.500 --> 00:04:25.500]  Temple City、Cadillac
[00:04:25.500 --> 00:04:28.500]  聽說PV也有
[00:04:28.500 --> 00:04:35.500]  也有一些華人去參加抗議示威
[00:04:35.500 --> 00:04:38.500]  當然現在都是比較和平的
[00:04:38.500 --> 00:04:40.500]  但是我們看見這些抗議示威的人
[00:04:40.500 --> 00:04:42.500]  我就在想說
[00:04:42.500 --> 00:04:46.500]  其實當然我今天不是談他們黑人死的問題
[00:04:46.500 --> 00:04:48.500]  但是我就在想說
[00:04:48.500 --> 00:04:51.500]  為什麼這麼多人跑上街頭呢?
[00:04:51.500 --> 00:04:53.500]  為什麼這麼多人都出去呢?
[00:04:53.500 --> 00:04:55.500]  後來我想到有一個可能性
[00:04:55.500 --> 00:04:56.500]  這個可能性是什麼?
[00:04:56.500 --> 00:04:59.500]  就是大家被悶慌了
[00:04:59.500 --> 00:05:01.500]  悶了兩個月、三個月
[00:05:01.500 --> 00:05:03.500]  真是悶慌了
[00:05:03.500 --> 00:05:09.500]  今天好不容易有一個地方可以怎麼樣
[00:05:09.500 --> 00:05:16.500]  而且這個是還滿理直氣壯的可以出去
[00:05:16.500 --> 00:05:18.500]  我講這個東西悶慌了是有道理的
[00:05:18.500 --> 00:05:19.500]  為什麼呢?
[00:05:19.500 --> 00:05:22.500]  因為我昨天在我們住的那個community
[00:05:22.500 --> 00:05:26.500]  是一個apartment的community
[00:05:26.500 --> 00:05:27.500]  你知道我們的apartment
[00:05:27.500 --> 00:05:28.500]  我們是一房的
[00:05:28.500 --> 00:05:31.500]  所以有些是兩房的
[00:05:31.500 --> 00:05:33.500]  我們樓下有一家
[00:05:33.500 --> 00:05:35.500]  他們大概可能是兩房的
[00:05:35.500 --> 00:05:37.500]  可是他的前面的院子小小的
[00:05:37.500 --> 00:05:39.500]  很小好像是一個patio一樣
[00:05:39.500 --> 00:05:40.500]  非常小
[00:05:40.500 --> 00:05:43.500]  大概擺一個小餐桌
[00:05:43.500 --> 00:05:45.500]  擺五、六張椅子
[00:05:45.500 --> 00:05:48.500]  差不多可以坐到一半了
[00:05:48.500 --> 00:05:50.500]  我就看到一群年輕人
[00:05:50.500 --> 00:05:53.500]  大概可能就是二、三十歲的年輕人
[00:05:53.500 --> 00:05:57.500]  坐在那個地方完全沒有social distance
[00:05:57.500 --> 00:05:59.500]  緊密的坐在那邊
[00:05:59.500 --> 00:06:01.500]  大概六、七個人坐在那邊
[00:06:01.500 --> 00:06:02.500]  大家聊天在那邊吃東西
[00:06:02.500 --> 00:06:05.500]  也沒戴口罩
[00:06:05.500 --> 00:06:07.500]  他們也不是同一家人
[00:06:07.500 --> 00:06:08.500]  我就想說
[00:06:08.500 --> 00:06:12.500]  我覺得現在我們是在美國疫情這麼嚴重嗎?
[00:06:12.500 --> 00:06:15.500]  好像不太像
[00:06:15.500 --> 00:06:19.500]  所以我想這就是在美國的這種所謂自由習慣
[00:06:19.500 --> 00:06:23.500]  或者說自由是一個非常重要的環境之下
[00:06:23.500 --> 00:06:25.500]  所以大家被悶慌了
[00:06:25.500 --> 00:06:27.500]  你把我關在家裡關這麼久
[00:06:27.500 --> 00:06:32.500]  現在好不容易可以出去走一走
[00:06:32.500 --> 00:06:36.500]  所以講這個東西是因為
[00:06:36.500 --> 00:06:40.500]  其實你會發現忍耐很不容易
[00:06:40.500 --> 00:06:46.500]  這個教會是一個能夠忍耐的教會
[00:06:46.500 --> 00:06:49.500]  所以這個教會真的是說
[00:06:49.500 --> 00:06:50.500]  從稱讚來講
[00:06:50.500 --> 00:06:53.500]  它比已服屬的教會好了
[00:06:53.500 --> 00:06:54.500]  為什麼呢?
[00:06:54.500 --> 00:06:57.500]  已服屬教會還有一點主沒有稱讚它了
[00:06:57.500 --> 00:07:00.500]  主責備它就是它離棄了愛心
[00:07:00.500 --> 00:07:03.500]  可是推亞推拉教會呢?
[00:07:03.500 --> 00:07:10.500]  推拉教會是有愛心的教會
[00:07:10.500 --> 00:07:13.500]  那你想這樣的教會應該很好
[00:07:13.500 --> 00:07:15.500]  應該跟斯美拉教會一樣
[00:07:15.500 --> 00:07:18.500]  應該都是肯定它、稱讚它了
[00:07:18.500 --> 00:07:20.500]  應該不會責備它了吧
[00:07:20.500 --> 00:07:25.500]  但是沒想到主對它還是有責備
[00:07:25.500 --> 00:07:27.500]  主的責備在哪裡呢?
[00:07:27.500 --> 00:07:30.500]  20到23節
[00:07:30.500 --> 00:07:33.500]  如果你聖經手邊
[00:07:33.500 --> 00:07:35.500]  我鼓勵你打開聖經好不好
[00:07:35.500 --> 00:07:37.500]  因為這段是比較長
[00:07:37.500 --> 00:07:40.500]  而且我們這個powerpoint我沒有打出來
[00:07:40.500 --> 00:07:41.500]  我的目的也是希望說
[00:07:41.500 --> 00:07:45.500]  我們弟兄姊妹們一定要看聖經
[00:07:45.500 --> 00:07:46.500]  要習慣看聖經
[00:07:46.500 --> 00:07:48.500]  我們一起來看20到23節
[00:07:48.500 --> 00:07:49.500]  來,預備請
[00:07:49.500 --> 00:07:52.500]  然而有一件事我要責備你
[00:07:52.500 --> 00:07:56.500]  就是你容讓那自稱是先知的婦人
[00:07:56.500 --> 00:07:59.500]  耶喜別教導我的僕人
[00:07:59.500 --> 00:08:03.500]  引誘他們行奸淫、吃忌偶像之物
[00:08:03.500 --> 00:08:04.500]  我曾給他悔改的機會
[00:08:04.500 --> 00:08:07.500]  他卻不肯悔改他的淫行
[00:08:07.500 --> 00:08:10.500]  看啊,我要叫他臥病在床
[00:08:10.500 --> 00:08:13.500]  那些與他行淫的人若不悔改所行的
[00:08:13.500 --> 00:08:15.500]  我也要叫他們同受大患難
[00:08:15.500 --> 00:08:17.500]  我要殺死他的黨內
[00:08:17.500 --> 00:08:19.500]  叫眾教會知道
[00:08:19.500 --> 00:08:21.500]  我是那察看人肺腑心腸的
[00:08:21.500 --> 00:08:24.500]  必要照你們的行為報應你們個人
[00:08:24.500 --> 00:08:26.500]  好,講到這個地方很嚴重
[00:08:26.500 --> 00:08:30.500]  前面的稱讚裡面講到的
[00:08:30.500 --> 00:08:32.500]  行為、愛心、信心、勤勞忍耐
[00:08:32.500 --> 00:08:34.500]  這些都是真是太好了
[00:08:34.500 --> 00:08:37.500]  如果今天你要選擇教會的話
[00:08:37.500 --> 00:08:38.500]  一看到前面的這些優點
[00:08:38.500 --> 00:08:41.500]  我也想去參加這個教會了
[00:08:41.500 --> 00:08:44.500]  但是沒想到二十節到二十三節
[00:08:44.500 --> 00:08:45.500]  話風一轉
[00:08:45.500 --> 00:08:46.500]  主就開始責備他說
[00:08:46.500 --> 00:08:50.500]  有一件事我要責備你
[00:08:50.500 --> 00:08:54.500]  他說這件事情是什麼事情呢?
[00:08:54.500 --> 00:08:57.500]  這件事情就是
[00:08:57.500 --> 00:09:03.500]  他容讓有一個自稱是先知的耶喜別
[00:09:03.500 --> 00:09:05.500]  來教導我的僕人
[00:09:05.500 --> 00:09:07.500]  我要大家注意這件事情
[00:09:07.500 --> 00:09:09.500]  第一個,你聽過耶喜別嗎?
[00:09:09.500 --> 00:09:13.500]  有沒有聽過耶喜別?
