
[00:00:00.000 --> 00:00:03.440]  大家在一起,我們同心再祈禱,再仰望著
[00:00:03.440 --> 00:00:13.540]  我們天上的父親
[00:00:13.540 --> 00:00:16.560]  我們敬拜你
[00:00:16.560 --> 00:00:19.780]  不單止你滿有能力
[00:00:19.780 --> 00:00:21.540]  滿有權柄
[00:00:21.540 --> 00:00:24.380]  你更加充滿著慈愛
[00:00:24.380 --> 00:00:27.620]  只要你真是愛的源頭
[00:00:27.860 --> 00:00:30.000]  你是重光之父
[00:00:30.000 --> 00:00:34.620]  主我們今日蒙恩,成為你的兒女
[00:00:34.620 --> 00:00:37.220]  不單止是今天
[00:00:37.220 --> 00:00:40.460]  也就是每一天在你的恩典當中生活
[00:00:40.460 --> 00:00:44.300]  當我們稍為來到去回想的時候
[00:00:44.300 --> 00:00:48.200]  主也就想起很多你給我們人生的保守
[00:00:48.200 --> 00:00:50.120]  幫助和引領
[00:00:50.120 --> 00:00:54.280]  主今天我們再次在你面前來敬拜你
[00:00:54.280 --> 00:00:57.580]  你也深深體會主我們需要你的說話
[00:00:57.980 --> 00:01:00.380]  是一個好像充滿著
[00:01:00.380 --> 00:01:03.180]  患難和很多
[00:01:03.180 --> 00:01:06.320]  很多叫人灰心的事情的時代
[00:01:06.320 --> 00:01:08.980]  主我們需要你的安慰
[00:01:08.980 --> 00:01:11.980]  需要你自己兼顧我們的信心
[00:01:11.980 --> 00:01:13.840]  全心的信靠你
[00:01:13.840 --> 00:01:16.000]  以至在任何的處境
[00:01:16.000 --> 00:01:18.620]  我們仍然可以是歡喜快樂的
[00:01:18.620 --> 00:01:20.700]  仍然可以放開膽量的
[00:01:20.700 --> 00:01:22.320]  你都去跟隨你
[00:01:22.320 --> 00:01:24.940]  親愛的主願你在這段日子
[00:01:24.940 --> 00:01:26.340]  癡下你的恩言
[00:01:26.540 --> 00:01:29.060]  當我們回想你的工作的時候
[00:01:29.060 --> 00:01:30.740]  你也領受信心
[00:01:30.740 --> 00:01:32.540]  繼續走前面的路
[00:01:32.540 --> 00:01:35.820]  主如今給你再次接受你的恩言
[00:01:35.820 --> 00:01:37.560]  你也引導我們
[00:01:37.560 --> 00:01:39.300]  指教我們
[00:01:39.300 --> 00:01:41.020]  我們仰望祈禱
[00:01:41.020 --> 00:01:42.960]  奉耶穌基督聖名求
[00:01:42.960 --> 00:01:44.140]  阿們
[00:01:44.140 --> 00:01:46.740]  我們今天一齊打開聖經
[00:01:46.740 --> 00:01:49.880]  我們看聖經二次教書第四十章的經文
[00:01:49.880 --> 00:01:56.220]  在最近一段時間我都特別再留意到
[00:01:56.220 --> 00:01:57.460]  很多不同的報道
[00:01:57.460 --> 00:02:00.580]  關於我們所身處的社會的情況
[00:02:00.580 --> 00:02:04.740]  在剛剛早前在香港的衛生防衛中心
[00:02:04.740 --> 00:02:06.900]  他們有一個特別的調查
[00:02:06.900 --> 00:02:09.860]  就是調查香港人的精神狀況
[00:02:09.860 --> 00:02:13.700]  這個調查的結果都挺嚇人
[00:02:13.700 --> 00:02:17.140]  竟然有百分之四十的香港人
[00:02:17.140 --> 00:02:20.620]  承認他們的精神狀況不佳
[00:02:20.620 --> 00:02:23.740]  其中有幾大部分是甚至寫
[00:02:23.740 --> 00:02:27.500]  是精神狀況是非常之差
[00:02:27.500 --> 00:02:31.940]  很多人都體會到好像在這個社會的生活
[00:02:31.940 --> 00:02:33.740]  好像很多精神的壓力
[00:02:33.740 --> 00:02:35.060]  很多的困擾
[00:02:35.060 --> 00:02:38.260]  不單止是一般的成年人
[00:02:38.260 --> 00:02:41.220]  我再留意到在一個報道裡面講到
[00:02:41.220 --> 00:02:44.460]  香港有一間的社會服務的機構做調查
[00:02:44.460 --> 00:02:46.660]  問到一些中學生的情況
[00:02:46.660 --> 00:02:50.820]  竟然發覺同樣有四成的中學生講出
[00:02:51.260 --> 00:02:55.180]  他們有各種的抑鬱的徵兆
[00:02:55.180 --> 00:03:01.020]  你說小年人有什麼那麼抑鬱
[00:03:01.020 --> 00:03:03.980]  但是想不到的調查就是講出
[00:03:03.980 --> 00:03:05.700]  有很多這些學生講出
[00:03:05.700 --> 00:03:07.940]  他們生活上有很多不同的壓力
[00:03:07.940 --> 00:03:11.300]  以致他們產生了一些抑鬱的狀況
[00:03:11.300 --> 00:03:14.540]  當然再看回其實整個社會
[00:03:14.540 --> 00:03:17.060]  大家都會察覺到過去這幾年
[00:03:17.060 --> 00:03:19.500]  其實香港的政治的發展
[00:03:19.500 --> 00:03:20.780]  政局的狀況
[00:03:20.940 --> 00:03:24.140]  常常叫我們有很多不同的擔心的感受
[00:03:24.140 --> 00:03:29.900]  甚至很多對香港都覺得好像很沒有信心
[00:03:29.900 --> 00:03:32.900]  覺得這個社會越來越多問題
[00:03:32.900 --> 00:03:34.860]  不單止政治的層面
[00:03:34.860 --> 00:03:36.420]  在很多的社會的層面
[00:03:36.420 --> 00:03:39.700]  很多叫我們很不開心的一些現象
[00:03:39.700 --> 00:03:44.100]  每當聽到一些劏房的數字的時候
[00:03:44.100 --> 00:03:45.860]  都會叫我們覺得不開心
[00:03:45.860 --> 00:03:48.740]  當然不單單是外在的
[00:03:49.100 --> 00:03:52.900]  有很多會覺得對自己有更多的不滿
[00:03:52.900 --> 00:03:54.580]  覺得自己很多地方
[00:03:54.580 --> 00:03:57.580]  自己的現況是不開心不好
[00:03:57.580 --> 00:04:01.660]  當然這種情況也不單單在社會上出現
[00:04:01.660 --> 00:04:03.660]  我們都見到在教會裏面
[00:04:03.660 --> 00:04:06.660]  都有很多時候會留意到
[00:04:06.660 --> 00:04:08.100]  突然之間會不會感覺
[00:04:08.100 --> 00:04:10.740]  好像教會都有不少的問題
[00:04:10.740 --> 00:04:12.140]  他接受不了
[00:04:12.140 --> 00:04:14.780]  也都有一些調查給我們知道
[00:04:14.780 --> 00:04:19.100]  過去的五、六年香港教會的信徒增長的人數
