
[00:00:00.000 --> 00:00:02.080]  在我《名人堂》內的弟兄姊妹都知道
[00:00:02.080 --> 00:00:05.740]  每一年我都會按照生肖來講一篇道
[00:00:05.740 --> 00:00:07.280]  究竟什麼叫生肖呢?
[00:00:07.280 --> 00:00:09.040]  以及什麼時候開始的呢?
[00:00:09.040 --> 00:00:10.380]  如果我看回歷史的時候
[00:00:10.380 --> 00:00:13.120]  原來是魏晉南北朝的時候
[00:00:13.120 --> 00:00:15.980]  開始以十二種的動物
[00:00:15.980 --> 00:00:19.520]  跟人的出生年份來相連
[00:00:19.520 --> 00:00:22.180]  所以原本是叫屬相
[00:00:22.180 --> 00:00:24.680]  也稱為生肖
[00:00:24.680 --> 00:00:26.480]  生就是那個年份
[00:00:26.480 --> 00:00:27.900]  肖是什麼意思呢?
[00:00:27.900 --> 00:00:29.140]  是似嘛
[00:00:29.140 --> 00:00:31.520]  所以兒子不像就叫做什麼呢?
[00:00:31.520 --> 00:00:32.720]  肖子
[00:00:32.720 --> 00:00:33.460]  是不是?
[00:00:33.460 --> 00:00:34.640]  但是呢
[00:00:34.640 --> 00:00:37.240]  我們不會去相信這件事
[00:00:37.240 --> 00:00:39.520]  你怎麼可能相信同一年那些人
[00:00:39.520 --> 00:00:40.840]  個個都是這樣的性格呢?
[00:00:40.840 --> 00:00:41.900]  我告訴大家
[00:00:41.900 --> 00:00:42.940]  很奇妙的
[00:00:42.940 --> 00:00:44.720]  我這兩個孫子
[00:00:44.720 --> 00:00:47.140]  如果看照片
[00:00:47.140 --> 00:00:48.500]  拍在一起的時候
[00:00:48.500 --> 00:00:50.040]  樣子是很相似的
[00:00:50.040 --> 00:00:53.840]  但是在短短一個多星期已經看到
[00:00:53.840 --> 00:00:55.980]  性格是很不相同的
[00:00:55.980 --> 00:00:57.480]  小的那個
[00:00:57.480 --> 00:00:58.500]  雖然在箱子裡
[00:00:58.500 --> 00:00:59.600]  但是很精靈的
[00:00:59.600 --> 00:01:01.640]  滾來滾去
[00:01:01.640 --> 00:01:02.860]  頭又搖來搖去
[00:01:02.860 --> 00:01:05.120]  手腳不停地動
[00:01:05.120 --> 00:01:06.640]  還有喝奶是很快的
[00:01:06.640 --> 00:01:08.720]  插一瓶奶下去
[00:01:08.720 --> 00:01:09.680]  很快就喝完了
[00:01:09.680 --> 00:01:11.000]  這個就像他爸爸
[00:01:11.000 --> 00:01:12.680]  當年我兒子插一瓶奶下去
[00:01:12.680 --> 00:01:14.140]  五分鐘就喝光了一瓶奶
[00:01:14.140 --> 00:01:15.840]  還拿不出來那一瓶
[00:01:15.840 --> 00:01:16.700]  好了
[00:01:16.700 --> 00:01:17.580]  所以
[00:01:17.580 --> 00:01:18.720]  像爸爸
[00:01:18.720 --> 00:01:21.080]  但是大的那個你看得出來
[00:01:21.080 --> 00:01:23.320]  有一種氣質
[00:01:23.320 --> 00:01:25.140]  是大家閨秀的氣質
[00:01:25.140 --> 00:01:26.380]  所以不像爺爺
[00:01:26.380 --> 00:01:28.760]  斯斯文文
[00:01:28.760 --> 00:01:32.720]  笑起來也很溫文爾雅的
[00:01:32.720 --> 00:01:34.440]  我覺得很奇妙
[00:01:34.440 --> 00:01:36.140]  兩個媽媽生的
[00:01:36.140 --> 00:01:37.860]  樣子雖然相似
[00:01:37.860 --> 00:01:41.060]  但是性格似乎很不一樣
[00:01:41.060 --> 00:01:42.020]  你想想
[00:01:42.020 --> 00:01:43.020]  這樣都已經不同
[00:01:43.020 --> 00:01:44.640]  何況你怎麼可能相信
[00:01:44.640 --> 00:01:46.460]  同一個年份出生的人
[00:01:46.460 --> 00:01:48.460]  全部都是這樣的性格呢?
[00:01:48.460 --> 00:01:51.620]  所以生肖這件事其實是不可信的
[00:01:51.620 --> 00:01:53.120]  牧師你又說
[00:01:53.120 --> 00:01:55.620]  我只不過是掛狗頭賣羊肉而已
[00:01:55.620 --> 00:01:59.060]  我沒理由給那些靈靈說完所有的事情
[00:01:59.060 --> 00:02:02.060]  所以我每一年都會按照生肖說一篇
[00:02:02.060 --> 00:02:03.820]  跟動物有關的道
[00:02:03.820 --> 00:02:06.940]  但是如果十二種生肖你留意到
[00:02:06.940 --> 00:02:09.780]  羊是聖經最提得多的
[00:02:09.780 --> 00:02:11.820]  所以我們會了解
[00:02:11.820 --> 00:02:13.920]  原來羊的品種是很多
[00:02:13.920 --> 00:02:16.360]  超過一千種的品種以上
[00:02:16.360 --> 00:02:18.420]  但是聖經多數提三種羊
[00:02:18.420 --> 00:02:19.820]  最多是提綿羊
[00:02:19.820 --> 00:02:21.320]  接著山羊
[00:02:21.320 --> 00:02:23.180]  接著是靈羊
[00:02:23.180 --> 00:02:25.100]  聖經裡面至少有六種羊
[00:02:25.100 --> 00:02:26.260]  是值得我們去反思的
[00:02:26.260 --> 00:02:26.900]  第一
[00:02:26.900 --> 00:02:29.160]  就是迷途羔羊
[00:02:29.160 --> 00:02:30.520]  我們一起去讀
[00:02:30.520 --> 00:02:33.080]  以賽亞書五十三章第六節
[00:02:33.080 --> 00:02:38.700]  "我們都如羊走迷,各人偏行幾路"
[00:02:38.700 --> 00:02:42.580]  他說我們各人都像羊一樣偏行幾路
[00:02:42.580 --> 00:02:44.500]  如果你留意到羊
[00:02:44.500 --> 00:02:46.980]  其實不是像特首所說的有包容性的
[00:02:46.980 --> 00:02:47.800]  不是的
[00:02:47.800 --> 00:02:49.480]  羊其實很淪盡
[00:02:49.480 --> 00:02:51.480]  第一羊是什麼呢?
[00:02:51.480 --> 00:02:53.760]  它缺乏那種保護能力
[00:02:53.760 --> 00:02:55.580]  它沒有什麼戰鬥格
[00:02:55.580 --> 00:02:57.780]  羊是不懂得怎麼保護自己的
[00:02:57.780 --> 00:03:01.340]  箭豬有全身卷迷就可以刺到別人
[00:03:01.340 --> 00:03:03.940]  第二羊也跑得不快
[00:03:03.940 --> 00:03:05.700]  除非是靈羊
[00:03:05.700 --> 00:03:06.920]  普通的羊跑得不快
[00:03:06.920 --> 00:03:10.000]  所以那些豺狼、獅子、猛獸
[00:03:10.000 --> 00:03:11.380]  牠吃牠的時候
[00:03:11.380 --> 00:03:13.700]  牠很容易就會被殺
[00:03:13.700 --> 00:03:15.700]  而最大的問題是什麼呢?
[00:03:15.700 --> 00:03:17.700]  原來羊是近視的
[00:03:17.700 --> 00:03:19.700]  原來羊當牠吃草的時候
[00:03:19.700 --> 00:03:20.800]  喋喋喋喋喋
[00:03:20.800 --> 00:03:22.280]  牠只看到前面那些
[00:03:22.280 --> 00:03:23.560]  牠看不遠的
