
[00:00:00.000 --> 00:00:02.000]  我們一齊來祈禱吧
[00:00:02.000 --> 00:00:04.800]  天上的爸爸,我們多謝你
[00:00:04.800 --> 00:00:08.480]  因為你昔日完成的救恩
[00:00:08.480 --> 00:00:13.680]  今天我們藉著聖餐來提醒我們
[00:00:13.680 --> 00:00:19.280]  你的愛已經完成了這個拯救計劃
[00:00:19.280 --> 00:00:23.560]  以致我們今天真的在你面前
[00:00:23.560 --> 00:00:25.560]  可以坦然無懼
[00:00:25.560 --> 00:00:28.560]  求主你幫助我們
[00:00:28.560 --> 00:00:35.040]  讓我們用心靈誠實去聽你的話語
[00:00:35.040 --> 00:00:37.040]  接受你的提醒
[00:00:37.040 --> 00:00:39.040]  我們這樣的禱告
[00:00:39.040 --> 00:00:41.040]  是為主耶穌基督的命求
[00:00:41.040 --> 00:00:43.040]  阿門
[00:00:43.040 --> 00:00:47.040]  坦然無懼
[00:00:47.040 --> 00:00:49.040]  不怕了
[00:00:49.040 --> 00:00:54.560]  因為我們今天的經文一開始就提到安心
[00:00:54.560 --> 00:01:01.560]  我不知道今天早上我們在這個崇拜裡面
[00:01:01.560 --> 00:01:03.560]  或者在樓上901,或者在家裡
[00:01:03.560 --> 00:01:05.560]  有多少人今天是不安心的
[00:01:05.560 --> 00:01:12.560]  我問了,我和主席都不是很安心的
[00:01:12.560 --> 00:01:15.560]  我們有一種叫做惶恐
[00:01:15.560 --> 00:01:17.560]  因為我們來侍奉主
[00:01:17.560 --> 00:01:20.560]  我們會害怕,會惶恐
[00:01:20.560 --> 00:01:25.560]  可能很多人都會有這份擔心
[00:01:25.560 --> 00:01:29.560]  特別是你還沒有做決定
[00:01:29.560 --> 00:01:31.560]  打不打針呢
[00:01:31.560 --> 00:01:34.560]  好像很難令你很安心
[00:01:34.560 --> 00:01:36.560]  不是,有些人是很安心的
[00:01:36.560 --> 00:01:38.560]  因為他已經決定了不打
[00:01:38.560 --> 00:01:40.560]  當他做了這個決定
[00:01:40.560 --> 00:01:42.560]  他可以很安心
[00:01:42.560 --> 00:01:45.560]  因為他告訴自己有足夠的原因
[00:01:45.560 --> 00:01:47.560]  為什麼他不去打的時候
[00:01:47.560 --> 00:01:51.560]  他可以一點都不會不安
[00:01:51.560 --> 00:01:53.560]  是那些我們還沒有做決定
[00:01:53.560 --> 00:01:56.560]  還在想來想去
[00:01:56.560 --> 00:01:59.560]  問多一點,收集多一點的意見
[00:01:59.560 --> 00:02:02.560]  我們才能夠令我安心一點
[00:02:02.560 --> 00:02:03.560]  為什麼不安心呢
[00:02:03.560 --> 00:02:04.560]  其實很簡單
[00:02:04.560 --> 00:02:08.560]  因為我們沒有把握
[00:02:08.560 --> 00:02:13.560]  打針之後的結果的把握
[00:02:13.560 --> 00:02:17.560]  我們很想抓得緊一點
[00:02:17.560 --> 00:02:19.560]  我們才走
[00:02:19.560 --> 00:02:23.560]  那樣東西是否穩固呢
[00:02:23.560 --> 00:02:31.560]  我記得自從樓梯突然停了之後
[00:02:31.560 --> 00:02:33.560]  人們滑下來
[00:02:33.560 --> 00:02:34.560]  那個意外
[00:02:34.560 --> 00:02:35.560]  我每次現在
[00:02:35.560 --> 00:02:36.560]  我怎樣也好
[00:02:36.560 --> 00:02:38.560]  我怎樣也要找個身體
[00:02:38.560 --> 00:02:40.560]  碰一碰扶手
[00:02:40.560 --> 00:02:44.560]  我覺得這樣是一個措施令我安心
[00:02:44.560 --> 00:02:50.560]  我們很想知道結果之後
[00:02:50.560 --> 00:02:52.560]  令我很放心
[00:02:52.560 --> 00:02:56.560]  因為我很想這些東西在我的掌控下
[00:02:56.560 --> 00:02:58.560]  以致我很放心
[00:02:58.560 --> 00:03:00.560]  今天我們看這段經文
[00:03:00.560 --> 00:03:04.560]  同樣講到關於安心的東西
[00:03:04.560 --> 00:03:09.560]  我們先讀19-24節
[00:03:10.560 --> 00:03:12.560]  我們一起來讀
[00:03:12.560 --> 00:03:13.560]  123
[00:03:13.560 --> 00:03:16.560]  從這一點我們會知道
[00:03:16.560 --> 00:03:19.560]  我們是出於真理的
[00:03:19.560 --> 00:03:23.560]  並且我們在神面前可以安心
[00:03:23.560 --> 00:03:26.560]  即使我們的心責備自己
[00:03:26.560 --> 00:03:28.560]  神比我們的心大
[00:03:28.560 --> 00:03:30.560]  祂知道一切
[00:03:30.560 --> 00:03:31.560]  親愛的
[00:03:31.560 --> 00:03:34.560]  我們的心若不責備我們
[00:03:34.560 --> 00:03:38.560]  在神面前就可以坦然無懼了
[00:03:38.560 --> 00:03:40.560]  我們一切所求的
[00:03:40.560 --> 00:03:42.560]  就從祂得著
[00:03:42.560 --> 00:03:45.560]  因為我們還受祂的命令
[00:03:45.560 --> 00:03:47.560]  行祂所喜悅的事
[00:03:47.560 --> 00:03:49.560]  神的命令就是
[00:03:49.560 --> 00:03:53.560]  我們要信祂兒子耶穌基督的名
[00:03:53.560 --> 00:03:56.560]  並且照祂所賜給我們的命令
[00:03:56.560 --> 00:03:58.560]  彼此相愛
[00:03:58.560 --> 00:03:59.560]  遵守神命令的
[00:03:59.560 --> 00:04:01.560]  住在神裡面
[00:04:01.560 --> 00:04:04.560]  而神也住在祂裡面
[00:04:04.560 --> 00:04:05.560]  從這一點
[00:04:05.560 --> 00:04:08.560]  我們知道神住在我們裡面
[00:04:08.560 --> 00:04:12.560]  這是由於祂所賜給我們的聖靈
[00:04:12.560 --> 00:04:14.560]  我們知道
[00:04:14.560 --> 00:04:16.560]  19節一開始
[00:04:16.560 --> 00:04:18.560]  他已經說了
[00:04:18.560 --> 00:04:19.560]  從這一點
[00:04:19.560 --> 00:04:21.560]  我們就知道
[00:04:21.560 --> 00:04:24.560]  這一點一定和上面有關聯
[00:04:24.560 --> 00:04:26.560]  而在結構上
[00:04:26.560 --> 00:04:28.560]  這個關聯
[00:04:28.560 --> 00:04:29.560]  你可以說
[00:04:29.560 --> 00:04:31.560]  一路向前走的時候
[00:04:31.560 --> 00:04:34.560]  其實可以走到2章28節
[00:04:34.560 --> 00:04:36.560]  這麼長的段落
[00:04:36.560 --> 00:04:38.560]  而這個段落
[00:04:38.560 --> 00:04:41.560]  一開始就說到28節
[00:04:41.560 --> 00:04:44.560]  我們可以坦然無懼
[00:04:44.560 --> 00:04:47.560]  當耶穌基督顯現的時候
[00:04:47.560 --> 00:04:49.560]  我們可以坦然無懼
[00:04:49.560 --> 00:04:52.560]  在這裡再提到坦然無懼
[00:04:52.560 --> 00:04:56.560]  好像包含在裡面
[00:04:56.560 --> 00:05:00.560]  而19節帶我們再向前走的時候
[00:05:00.560 --> 00:05:05.560]  我們知道除了我們有盼望之外
[00:05:05.560 --> 00:05:08.560]  在第三章也提到我們的身份
[00:05:08.560 --> 00:05:12.560]  提到我們的愛心
[00:05:12.560 --> 00:05:15.560]  上次牧師提到
[00:05:15.560 --> 00:05:21.560]  你用一個理由
[00:05:21.560 --> 00:05:23.560]  說到你可以不愛
[00:05:23.560 --> 00:05:24.560]  不僅如此
[00:05:24.560 --> 00:05:26.560]  還可以去殺人
[00:05:26.560 --> 00:05:28.560]  一種不合理
[00:05:28.560 --> 00:05:31.560]  但你可以把它合理化
[00:05:31.560 --> 00:05:33.560]  明明神說了
[00:05:33.560 --> 00:05:35.560]  不可以傷害別人的生命的時候
[00:05:35.560 --> 00:05:37.560]  但你可以
[00:05:37.560 --> 00:05:39.560]  甚至是一個勸制
[00:05:39.560 --> 00:05:41.560]  說到你去殺人
[00:05:41.560 --> 00:05:43.560]  而來到最後的時候
[00:05:43.560 --> 00:05:46.560]  我們記得上一次
[00:05:46.560 --> 00:05:47.560]  讀到的時候
[00:05:47.560 --> 00:05:49.560]  在16節
[00:05:49.560 --> 00:05:51.560]  在三章的16節
[00:05:51.560 --> 00:05:52.560]  約翰一書這裡
[00:05:52.560 --> 00:05:54.560]  他說基督為我們寫明
[00:05:54.560 --> 00:05:59.560]  我們從此就知道何為愛
[00:05:59.560 --> 00:06:04.560]  先有基督的寫明
[00:06:04.560 --> 00:06:07.560]  以致我們知道何謂愛
[00:06:07.560 --> 00:06:10.560]  接著說下去
[00:06:10.560 --> 00:06:13.560]  這種愛是一種寫記
[00:06:13.560 --> 00:06:15.560]  一種付出的愛
[00:06:15.560 --> 00:06:19.560]  而可以見到行動
[00:06:19.560 --> 00:06:24.560]  我們知道
[00:06:24.560 --> 00:06:26.560]  整個約翰一書
[00:06:26.560 --> 00:06:29.560]  都是說到教會出了問題
[00:06:29.560 --> 00:06:32.560]  教會裡有些假的道理
[00:06:32.560 --> 00:06:35.560]  混雜在我們的道理裡
[00:06:35.560 --> 00:06:36.560]  以致影響弟兄姊妹
[00:06:36.560 --> 00:06:43.560]  而這個會引來一個很大的危機
[00:06:43.560 --> 00:06:46.560]  危機就是你會被人騙了
[00:06:46.560 --> 00:06:51.560]  你以為自己在信一些真實的東西
[00:06:51.560 --> 00:06:54.560]  但到最後
[00:06:54.560 --> 00:06:58.560]  你會發覺原來是假的
[00:06:58.560 --> 00:07:02.560]  可能大家有很多記憶猶新
[00:07:02.560 --> 00:07:05.560]  特別香港有很多騙案的新聞
[00:07:05.560 --> 00:07:09.560]  它可以很長的時間
[00:07:09.560 --> 00:07:13.560]  有些人可以部署幾年來騙你
[00:07:13.560 --> 00:07:15.560]  特別是那些感情上的騙案
[00:07:15.560 --> 00:07:17.560]  部署幾年來騙你
[00:07:17.560 --> 00:07:18.560]  而你騙了之後
[00:07:18.560 --> 00:07:21.560]  你身邊沒有人提醒你
[00:07:21.560 --> 00:07:23.560]  可能你都沒有人察覺
[00:07:23.560 --> 00:07:24.560]  到你真的察覺的時候
[00:07:24.560 --> 00:07:28.560]  那份傷痛是很大的
[00:07:28.560 --> 00:07:30.560]  有一種欺騙
[00:07:30.560 --> 00:07:33.560]  真的很傷心很難過
[00:07:33.560 --> 00:07:37.560]  就是有些小朋友
[00:07:37.560 --> 00:07:40.560]  很小的時候被人拐帶了
[00:07:40.560 --> 00:07:42.560]  接著被人禁錮
[00:07:42.560 --> 00:07:44.560]  到他們找回的時候
[00:07:44.560 --> 00:07:47.560]  可能已經經過了十幾年
[00:07:47.560 --> 00:07:48.560]  找回他
[00:07:48.560 --> 00:07:51.560]  即是說他長期被人禁錮
[00:07:51.560 --> 00:07:53.560]  而禁錮他的這個人
[00:07:53.560 --> 00:07:55.560]  當然不是他的親生父母
[00:07:55.560 --> 00:07:57.560]  是真是一個陌生人
[00:07:57.560 --> 00:08:01.560]  這樣來拐帶了他
[00:08:01.560 --> 00:08:02.560]  禁錮了他
[00:08:02.560 --> 00:08:05.560]  很長的一段時間
[00:08:05.560 --> 00:08:07.560]  但他能夠在那裏生活
[00:08:07.560 --> 00:08:09.560]  可能是一個密室
[00:08:09.560 --> 00:08:11.560]  或者一個隱蔽的空間
[00:08:11.560 --> 00:08:14.560]  他不能出去
[00:08:14.560 --> 00:08:16.560]  很長的一段時間
[00:08:16.560 --> 00:08:17.560]  但你知不知道
[00:08:17.560 --> 00:08:20.560]  當他被人營救了之後
[00:08:20.560 --> 00:08:22.560]  他很迷茫
[00:08:22.560 --> 00:08:24.560]  他很迷茫的是
