
[00:00:00.000 --> 00:00:02.260]  弟兄姊妹祖內平安
[00:00:02.260 --> 00:00:05.000]  我們感謝神的恩典
[00:00:05.000 --> 00:00:08.660]  我們又能夠有機會來到神的面前
[00:00:08.660 --> 00:00:11.700]  一同來學習神的話
[00:00:11.700 --> 00:00:15.860]  我們今天要跟弟兄姊妹分享的
[00:00:15.860 --> 00:00:17.940]  是在這個傳道書
[00:00:17.940 --> 00:00:25.140]  傳道書第三章的第一節到第四章的第三節
[00:00:25.140 --> 00:00:28.140]  是一章多一點點的經文
[00:00:28.700 --> 00:00:34.260]  我們要跟弟兄姊妹一塊來看傳道書這一部分
[00:00:34.260 --> 00:00:36.900]  我們先有一個禱告
[00:00:36.900 --> 00:00:42.000]  神啊我們感謝祢
[00:00:42.000 --> 00:00:44.800]  給我們有機會一同來到祢面前
[00:00:44.800 --> 00:00:46.900]  來學習祢的話
[00:00:46.900 --> 00:00:50.360]  祢的話一打開就發出亮光
[00:00:50.360 --> 00:00:52.900]  但是祢聖靈引導我們
[00:00:52.900 --> 00:00:57.260]  在這個對於學習祢的話語的時候
[00:00:57.440 --> 00:00:59.360]  祢開啟我們的心竅
[00:00:59.360 --> 00:01:01.060]  叫我們能夠明白
[00:01:01.060 --> 00:01:06.340]  一同在祢面前來享受祢要給我們的話語
[00:01:06.340 --> 00:01:09.900]  我們把下面的時間交託給祢
[00:01:09.900 --> 00:01:12.700]  願祢與我們眾人同在
[00:01:12.700 --> 00:01:14.800]  我們這樣感謝禱告
[00:01:14.800 --> 00:01:17.040]  是奉耶穌基督的名
[00:01:17.040 --> 00:01:18.000]  阿門
[00:01:18.000 --> 00:01:23.100]  弟兄姊妹今天要跟大家一起來分享是
[00:01:23.100 --> 00:01:25.560]  傳道書的第三章
[00:01:26.400 --> 00:01:27.700]  題目是
[00:01:27.700 --> 00:01:32.100]  人的勤勞與神的定命
[00:01:32.100 --> 00:01:36.700]  就是人的勤勞跟神的定命
[00:01:36.700 --> 00:01:42.200]  我們要學習的經文是在第三章第一節
[00:01:42.200 --> 00:01:44.900]  到第四章的第三節
[00:01:44.900 --> 00:01:47.840]  整整一章多一點點的聖經
[00:01:47.840 --> 00:01:53.740]  這個題目就是人的勤勞和神的定命
[00:01:55.600 --> 00:01:56.800]  我跟弟兄姊妹
[00:01:56.800 --> 00:02:00.260]  我先讀點一段聖經給弟兄姊妹
[00:02:00.260 --> 00:02:02.900]  如果有你有聖經的話
[00:02:02.900 --> 00:02:05.460]  你可以打開來來看
[00:02:05.460 --> 00:02:09.800]  傳道書第三章第一節開始
[00:02:09.800 --> 00:02:13.500]  凡事都有定期
[00:02:13.500 --> 00:02:16.660]  天下萬物都有定時
[00:02:16.660 --> 00:02:18.400]  生有時
[00:02:18.400 --> 00:02:19.800]  死有時
[00:02:19.800 --> 00:02:21.500]  栽種有時
[00:02:21.500 --> 00:02:25.000]  拔出所栽種的也有時
[00:02:25.800 --> 00:02:27.200]  殺戮有時
[00:02:27.200 --> 00:02:28.860]  醫治有時
[00:02:28.860 --> 00:02:31.660]  拆毀有時
[00:02:31.660 --> 00:02:33.460]  建造有時
[00:02:33.460 --> 00:02:35.260]  哭有時
[00:02:35.260 --> 00:02:36.860]  笑有時
[00:02:36.860 --> 00:02:38.500]  哀動有時
[00:02:38.500 --> 00:02:40.140]  跳舞有時
[00:02:40.140 --> 00:02:44.200]  拋置石頭有時
[00:02:44.200 --> 00:02:47.100]  堆砌石頭有時
[00:02:47.100 --> 00:02:49.040]  懷抱有時
[00:02:49.040 --> 00:02:51.760]  不懷抱也有時
[00:02:51.760 --> 00:02:54.740]  尋找有時
[00:02:54.840 --> 00:02:57.000]  失落有時
[00:02:57.000 --> 00:02:59.040]  保守有時
[00:02:59.040 --> 00:03:01.240]  捨棄有時
[00:03:01.240 --> 00:03:04.360]  恨惡有時
[00:03:04.360 --> 00:03:06.160]  征戰有時
[00:03:06.160 --> 00:03:08.040]  和好有時
[00:03:08.040 --> 00:03:10.160]  這樣看來
[00:03:10.160 --> 00:03:15.100]  作詩的人在他的勞碌上有什麼益處呢?
[00:03:15.100 --> 00:03:18.940]  我見神教詩人勞苦
[00:03:18.940 --> 00:03:23.340]  使他們在其中受精煉
