
[00:00:00.000 --> 00:00:02.840]  今天特別是聖奥的崇拜
[00:00:02.840 --> 00:00:06.640]  讓我們一起去透過很多的詩歌去敬拜神
[00:00:06.640 --> 00:00:12.120]  有人說過其實基督教是一個音樂的宗教
[00:00:12.120 --> 00:00:15.320]  我相信這句說話也都非常之真實
[00:00:15.320 --> 00:00:19.040]  對我們來說其實詩歌佔一個很重要的位置
[00:00:19.040 --> 00:00:22.840]  我都想如果我們沒有詩歌的話
[00:00:22.840 --> 00:00:25.960]  其實就是總是差一點
[00:00:26.200 --> 00:00:30.240]  我都想今天崇拜的時候頭三十五分鐘都是詩歌
[00:00:30.240 --> 00:00:32.640]  其實如果你剔除了崇拜裡面的詩歌
[00:00:32.640 --> 00:00:34.200]  沒有詩歌的話會怎樣呢?
[00:00:34.200 --> 00:00:37.680]  我相信就是讀經、祈禱、講道
[00:00:37.680 --> 00:00:41.560]  都讓我們在敬拜的時候
[00:00:41.560 --> 00:00:44.400]  我們也都勝過環境的限制
[00:00:44.400 --> 00:00:46.920]  為什麼我這樣說呢?
[00:00:46.920 --> 00:00:49.200]  今天已經是第三堂了
[00:00:49.200 --> 00:00:52.040]  昨晚一堂,今早一堂,現在第二堂崇拜
[00:00:52.040 --> 00:00:55.000]  每一堂崇拜都有一定的限制
[00:00:55.200 --> 00:00:56.800]  昨晚他又很不聽話
[00:00:56.800 --> 00:00:58.320]  我都預計他今天不聽話的了
[00:00:58.320 --> 00:00:59.520]  所以有就有,沒有就沒有
[00:00:59.520 --> 00:01:01.760]  如果沒有就直接關掉他,不用斬來斬去
[00:01:01.760 --> 00:01:04.920]  今早第一堂如果你回來的時候
[00:01:04.920 --> 00:01:08.480]  那個警鐘就長響
[00:01:08.480 --> 00:01:10.440]  由早上七點半響到八點七
[00:01:10.440 --> 00:01:12.040]  崇拜的時候都響
[00:01:12.040 --> 00:01:14.720]  所以我都說很不容易
[00:01:14.720 --> 00:01:16.600]  你想想在一個聖樂崇拜裡面
[00:01:16.600 --> 00:01:17.840]  預備了所有東西
[00:01:17.840 --> 00:01:18.880]  但是嘈嘈嘈
[00:01:18.880 --> 00:01:20.520]  如果你回到第一堂是嘈到不得了
[00:01:20.520 --> 00:01:21.560]  不斷響警鐘
[00:01:21.560 --> 00:01:23.840]  就好像我們今年一月十四號
[00:01:23.840 --> 00:01:25.000]  又是不知道為什麼
[00:01:25.480 --> 00:01:27.560]  去到聯合崇拜
[00:01:27.560 --> 00:01:29.400]  預備多少東西都好
[00:01:29.400 --> 00:01:30.960]  有人去廁所推門
[00:01:30.960 --> 00:01:32.120]  又響警鐘了
[00:01:32.120 --> 00:01:33.520]  所以
[00:01:33.520 --> 00:01:35.400]  整個環境一切的限制
[00:01:35.400 --> 00:01:36.600]  我想這個很重要
[00:01:36.600 --> 00:01:39.040]  而且這一堂我都預計他有時有時沒有了
[00:01:39.040 --> 00:01:42.080]  所以我已經預計如果他沒有的時候
[00:01:42.080 --> 00:01:44.240]  都不要緊的,照樣說吧
[00:01:44.240 --> 00:01:47.520]  有人曾經說過
[00:01:47.520 --> 00:01:50.840]  詩琴練琴
[00:01:50.840 --> 00:01:52.440]  他一天如果他不練琴
[00:01:52.440 --> 00:01:53.800]  就自己知道
[00:01:54.800 --> 00:01:56.640]  如果詩琴兩天沒有練琴
[00:01:56.640 --> 00:01:58.000]  一彈起來的時候
[00:01:58.000 --> 00:01:59.360]  就隔離屋知道
[00:01:59.360 --> 00:02:01.600]  三天沒有練琴
[00:02:01.600 --> 00:02:03.520]  一彈的就全世界都知道
[00:02:03.520 --> 00:02:06.240]  所以其實我看到做詩琴
[00:02:06.240 --> 00:02:07.440]  或者做一些聖樂侍奉
[00:02:07.440 --> 00:02:09.000]  我弟兄姊妹其實默默耕耘
[00:02:09.000 --> 00:02:10.240]  做了很多的功夫
[00:02:10.240 --> 00:02:12.760]  有很多的練習可能我們沒有見到
[00:02:12.760 --> 00:02:14.320]  可能你看到他唱幾首歌
[00:02:14.320 --> 00:02:15.760]  但是他唱幾首歌的時候
[00:02:15.760 --> 00:02:17.560]  我知道他們每個禮拜都付出
[00:02:17.560 --> 00:02:19.280]  第二堂詩班
[00:02:19.280 --> 00:02:20.640]  逢星期五去練習
[00:02:20.640 --> 00:02:22.400]  不停不停去練
[00:02:22.400 --> 00:02:23.600]  用了很多的心思
[00:02:23.600 --> 00:02:24.720]  用了很多的功夫
[00:02:24.720 --> 00:02:26.840]  用了很多的擺相去獻情給上帝
[00:02:26.840 --> 00:02:29.560]  所以我知道
[00:02:29.560 --> 00:02:31.600]  往往當要練習的時候
[00:02:31.600 --> 00:02:32.880]  付出很多的功夫
[00:02:32.880 --> 00:02:35.760]  有時要為詩琴討下公道
[00:02:35.760 --> 00:02:37.440]  當一彈
[00:02:37.440 --> 00:02:38.640]  無論詩琴、詩他
[00:02:38.640 --> 00:02:39.520]  有時一彈
[00:02:39.520 --> 00:02:40.520]  你見到有些音
[00:02:40.520 --> 00:02:41.920]  有些拍子掉了的時候
[00:02:41.920 --> 00:02:43.840]  通常第一個感覺就是看著詩琴
[00:02:43.840 --> 00:02:47.200]  從來沒有人看著大敬拜那個人
[00:02:47.200 --> 00:02:49.680]  那個詩琴可能很委屈
[00:02:49.680 --> 00:02:50.880]  大敬拜那個
[00:02:50.880 --> 00:02:52.440]  他很慈善交歌給我
[00:02:52.440 --> 00:02:53.400]  我沒有時間練歌
[00:02:53.400 --> 00:02:54.800]  我就彈成這樣
[00:02:54.800 --> 00:02:55.480]  這麼慈交
[00:02:55.480 --> 00:02:56.400]  就這樣的水準
[00:02:56.400 --> 00:02:57.400]  這個很正常
[00:02:57.400 --> 00:02:59.200]  所以我經常教壞那些詩琴
[00:02:59.200 --> 00:03:00.680]  如果太遲給你
[00:03:00.680 --> 00:03:01.320]  你下次跟他說
[00:03:01.320 --> 00:03:02.160]  我練不及
[00:03:02.160 --> 00:03:03.480]  要將最好的獻情給上帝
[00:03:03.480 --> 00:03:04.080]  下次先吧
[00:03:04.080 --> 00:03:05.080]  這次獻不到
[00:03:05.080 --> 00:03:06.400]  你自己找辦法吧
[00:03:06.400 --> 00:03:08.640]  所以我說對詩琴來說
[00:03:08.640 --> 00:03:09.640]  有時我都知道
[00:03:09.640 --> 00:03:10.880]  他們很不容易
[00:03:10.880 --> 00:03:13.760]  有些主令交一個譜給他
[00:03:13.760 --> 00:03:16.840]  交一個簡譜給他
[00:03:16.840 --> 00:03:19.000]  交著簡譜給他的詩琴
[00:03:19.000 --> 00:03:20.640]  看著簡譜就站在那裡
[00:03:20.640 --> 00:03:23.000]  我要五線譜才會彈
[00:03:23.000 --> 00:03:23.960]  你給我一個簡譜
[00:03:23.960 --> 00:03:25.000]  我不懂得彈
[00:03:25.000 --> 00:03:26.360]  又不是每一個有軟件
[00:03:26.360 --> 00:03:27.760]  能夠將它配上去
[00:03:27.760 --> 00:03:29.560]  我自己做那些功夫才可以
[00:03:29.560 --> 00:03:31.360]  所以對一些詩琴來說
[00:03:31.360 --> 00:03:32.360]  相當不容易
[00:03:32.360 --> 00:03:34.800]  就算獻唱詩歌
[00:03:34.800 --> 00:03:35.320]  有時說
[00:03:35.320 --> 00:03:36.760]  幫我找一首歌吧
[00:03:36.760 --> 00:03:38.200]  我獻詩篇23篇吧
[00:03:38.200 --> 00:03:41.080]  我認識的詩篇23篇
[00:03:41.080 --> 00:03:42.520]  都有起碼10個版本
[00:03:42.520 --> 00:03:45.480]  你想獻哪一個詩篇23篇
[00:03:45.480 --> 00:03:47.080]  所以我說有時
[00:03:47.080 --> 00:03:48.800]  對侍奉的頂尖聖餓來說
[00:03:48.800 --> 00:03:49.480]  很艱難
[00:03:49.480 --> 00:03:51.720]  其實聖餓的侍奉
[00:03:51.720 --> 00:03:54.400]  不單止是帶敬拜那些
[00:03:54.400 --> 00:03:55.560]  你有沒有想過配合
[00:03:55.560 --> 00:03:58.360]  都要包含powerpoint那個呢
[00:03:58.360 --> 00:04:00.760]  你專注幫我弄一個powerpoint吧
[00:04:00.760 --> 00:04:02.360]  我不知道你那首歌
[00:04:02.360 --> 00:04:03.320]  哪個為之第一節
[00:04:03.320 --> 00:04:04.440]  哪個為之第二節
[00:04:04.440 --> 00:04:06.400]  為什麼有兩點就飛到後面
[00:04:06.400 --> 00:04:08.440]  我其實不懂得看譜
[00:04:08.440 --> 00:04:11.760]  所以有時你要帶敬拜的時候
[00:04:11.760 --> 00:04:13.320]  其實都要跟後面的powerpoint配合
[00:04:13.320 --> 00:04:15.920]  你練了多少的詩歌都好
[00:04:15.920 --> 00:04:16.720]  好像今天這樣
[00:04:16.720 --> 00:04:18.160]  如果現在這樣的情況
[00:04:18.160 --> 00:04:18.720]  你沒有歌詞
[00:04:18.720 --> 00:04:19.800]  剛才第一堂就是
[00:04:19.800 --> 00:04:21.280]  唱回應詩的時候
[00:04:21.480 --> 00:04:22.400]  剛強壯膽的時候
[00:04:22.400 --> 00:04:23.120]  會沒有歌詞
[00:04:23.120 --> 00:04:24.920]  那你怎麼剛強壯膽呢
[00:04:24.920 --> 00:04:26.960]  所以又要跟powerpoint配合
[00:04:26.960 --> 00:04:29.560]  除了powerpoint的時候
[00:04:29.560 --> 00:04:32.240]  現在我們也要跟音響去合作
[00:04:32.240 --> 00:04:33.960]  我昨天問過
[00:04:33.960 --> 00:04:36.240]  你知不知道我們現在有32個頻道
[00:04:36.240 --> 00:04:40.280]  要配合有時唱一首歌裡面
[00:04:40.280 --> 00:04:43.240]  有不同的樂器
[00:04:43.240 --> 00:04:44.280]  或者不同的麥克風
[00:04:44.280 --> 00:04:46.080]  其實有32個頻道
[00:04:46.080 --> 00:04:47.440]  可以用得完
[00:04:47.440 --> 00:04:49.280]  所以我說在裡面
[00:04:49.600 --> 00:04:52.680]  要一起去配合整個的崇拜
[00:04:52.680 --> 00:04:54.920]  我們需要轉播
