
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權是屬於基督教宣導會不閣堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:34.000]  心願如《仕途行傳》二十章三十二節下所說:「這道能建立你們,叫你們和一切承聖的人同得基業。」
[00:00:54.000 --> 00:01:02.000]  「在宗教當中,我們在生命之中,亦至於我們的崇拜生活,教會生活,我們都不斷有成長。」
[00:01:02.000 --> 00:01:09.000]  「今天我們打開你的說話,我們一起學習,求主你的聖靈在我們中間工作。」
[00:01:09.000 --> 00:01:17.000]  「親自去指教我們,親自在我們的內心當中去引導我們,提醒我們。」
[00:01:17.000 --> 00:01:25.000]  「求主,掌管這段時間,掌管我們的心,我們從心仰望你,禱告奉耶穌基督的名字。阿們。」
[00:01:47.000 --> 00:01:53.000]  「在這方面,我們能否與神的關係去到盡心,不斷在祈禱的生活中也有成長呢?」
[00:01:53.000 --> 00:02:01.000]  「同樣,崇拜生活也是我們能夠一起成長的一個課題。」
[00:02:01.000 --> 00:02:06.000]  「我們未必有很多新的意思會跟大家說,因為崇拜就是崇拜。」
[00:02:06.000 --> 00:02:13.000]  「每個禮拜基本的做法都是差不多的。」
[00:02:13.000 --> 00:02:17.000]  「但也不是要去搞搞新意思等等,不是這個目的。」
[00:02:17.000 --> 00:02:21.000]  「我們都知道我們的崇拜就是要去到敬拜神。」
[00:02:21.000 --> 00:02:25.000]  「所以有點像大家要用一個叫做「溫習」。」
[00:02:25.000 --> 00:02:31.000]  「在溫習的過程當中,在我們自己個人的參與崇拜的習慣裏面。」
[00:02:31.000 --> 00:02:37.000]  「有沒有什麼是這段經文提醒了我們的呢?」
[00:02:37.000 --> 00:02:43.000]  「如果你聽完這課之後,你就會有一個回答。」
[00:02:43.000 --> 00:02:46.000]  「正如《聖經》的少年的觀眾說:「我從小就遵守了。」
[00:02:46.000 --> 00:02:48.000]  「全部我都可以,我都可以。」
[00:02:48.000 --> 00:02:50.000]  「我就為你感恩了。」
[00:02:50.000 --> 00:02:53.000]  「繼續求上帝更豐富的恩典。」
[00:02:53.000 --> 00:03:00.000]  「今天我們會用一個題目去思想,用心敬拜與靈眾讚。」
[00:03:00.000 --> 00:03:07.000]  「我們一起學習如何在崇拜的生活上,對準我們的目標。」
[00:03:07.000 --> 00:03:12.000]  「好像我們射箭一樣,要對準它。」
[00:03:12.000 --> 00:03:18.000]  「首先我們去看看,我就想到一個圖畫。」
[00:03:18.000 --> 00:03:22.000]  「現在很流行,有我們的社交媒體。」
[00:03:22.000 --> 00:03:31.000]  「在社交媒體上出現了一段說話,就是A君與B君約會的時間。」
[00:03:31.000 --> 00:03:37.000]  「情況是這樣的,A君知道B君從外國回來。」
[00:03:37.000 --> 00:03:41.000]  「約他吃一頓飯,去到見面。」
[00:03:41.000 --> 00:03:46.000]  「A君乘巴士相約去到那個地方。」
[00:03:46.000 --> 00:03:52.000]  「A君跟B君吃完飯,這個好朋友回家。」
[00:03:52.000 --> 00:03:57.000]  「回到家中,又有另一個朋友打電話給A君。」
[00:03:57.000 --> 00:04:05.000]  「B君回到香港,你們今晚吃飯談得怎麼樣?」
[00:04:05.000 --> 00:04:11.000]  「A君不斷形容他乘巴士,舒服嗎?」
[00:04:11.000 --> 00:04:14.000]  「周圍的風景漂亮嗎?」
[00:04:14.000 --> 00:04:17.000]  「餐廳好不好吃呢?」
[00:04:17.000 --> 00:04:23.000]  「完全沒有提到他跟這個朋友談電話的時候,要談B君的時候。」
[00:04:23.000 --> 00:04:27.000]  「從來沒有談到B君,真有趣。」
[00:04:27.000 --> 00:04:32.000]  「唯一談到的人物就是巴士的司機,說他很有型。」
[00:04:32.000 --> 00:04:35.000]  「究竟他有沒有跟B君吃飯呢?」
[00:04:35.000 --> 00:04:38.000]  「究竟他約了誰呢?」
[00:04:38.000 --> 00:04:45.000]  「為甚麼他的話題環繞其他的環節呢?」
[00:04:45.000 --> 00:04:48.000]  「如果我們的崇拜是約了上帝的話,」
[00:04:48.000 --> 00:04:52.000]  「崇拜之後談到崇拜,我們會談甚麼呢?」
[00:04:52.000 --> 00:04:56.000]  「是說上帝怎樣怎樣,還是說今晚的講員是這樣,」
[00:04:56.000 --> 00:05:01.000]  「今晚的師班是這樣,今晚的接待就是這樣,那是甚麼呢?」
[00:05:01.000 --> 00:05:06.000]  「這也是在考驗我們,其實我們的崇拜的對象,」
[00:05:06.000 --> 00:05:11.000]  「或者我們集中的地方,其實是注意甚麼,甚麼最記得。」
[00:05:11.000 --> 00:05:17.000]  「這是第一個測試,甚麼是最重要,甚麼是次要呢?」
[00:05:17.000 --> 00:05:25.000]  「這項福音第四章我們很熟悉,剛才讀的時候,大家可能都會背裡面的內容。」
[00:05:25.000 --> 00:05:40.000]  「這段對話,或者很簡單的兩句說話,就是耶穌在路上經過撒瑪利亞的地方的時候,」
[00:05:40.000 --> 00:05:48.000]  「跟撒瑪利亞婦人在頸旁對話,講到一個很重要關於崇拜的真理。」
[00:05:48.000 --> 00:05:54.000]  「在回應撒瑪利亞婦人在信仰生活中的一個訴求。」
[00:05:54.000 --> 00:06:00.000]  「訴求就是,究竟在哪一處地方去敬拜主呢?」
[00:06:00.000 --> 00:06:04.000]  「或者我們今天每一個信徒,每一個參與崇拜的電視節目,」
[00:06:04.000 --> 00:06:08.000]  「我們對崇拜都有一種訴求,都有一些問題我們想問的。」
[00:06:08.000 --> 00:06:14.000]  「不過可能沒有機會問,或者問了沒有人回答,或者沒有答案,都不奇怪。」
[00:06:14.000 --> 00:06:22.000]  「不過這個婦人優勝在於,她問這個問題,竟然耶穌又回答她,又寫在聖經。」
[00:06:22.000 --> 00:06:28.000]  「原來這個問題都很重要,正為了我們今天,我們一起要學習的方向。」
[00:06:28.000 --> 00:06:34.000]  「相信也是歷世歷代的教會,用不同的方式,都是在做這個方向。」
[00:06:34.000 --> 00:06:38.000]  「這個婦人真的很真誠地去問耶穌,請教祂。」
[00:06:38.000 --> 00:06:45.000]  「一個就是祂一直都不明白的問題,現在耶穌竟然能夠講出祂的背景。」
[00:06:45.000 --> 00:06:53.000]  「這些你當然才知道,於是她是一個很特別的人,一直以來都想問這個問題,希望耶穌回答她。」
[00:06:53.000 --> 00:06:59.000]  「問題就是說,為什麼他們撒瑪利亞人,他們的祖先就要在基利森山。」
[00:06:59.000 --> 00:07:02.000]  「就是說他們身處的那個地方去敬拜。」
[00:07:02.000 --> 00:07:07.000]  「而猶太人就說在他們那個地方,耶路撒冷去敬拜。」
[00:07:07.000 --> 00:07:13.000]  「究竟哪一個地方才是應該去的地方,去敬拜的地方呢?」
[00:07:13.000 --> 00:07:15.000]  「首先為什麼要問這個問題呢?」
[00:07:15.000 --> 00:07:18.000]  「我們知道這個背景,我們會更加明白為什麼要這樣問。」
[00:07:18.000 --> 00:07:20.000]  「撒瑪利亞在哪裏呢?」
