
[00:00:00.000 --> 00:00:08.000]  感謝主,我們一起去敬拜,我們一起去祈禱
[00:00:08.000 --> 00:00:14.000]  親愛的主,我們繼續將每一次我們敬拜的時刻都切切加在你手裏面
[00:00:14.000 --> 00:00:18.000]  帶領我們,因為我們知道很多事情都並不是偶然
[00:00:18.000 --> 00:00:22.000]  正如今天早上突然間網絡都斷了
[00:00:22.000 --> 00:00:25.000]  但我們多謝你主,你讓我們又恢復
[00:00:25.000 --> 00:00:31.000]  每一次我們有斷片、斷網的時候,我都親自求你保護我們
[00:00:31.000 --> 00:00:36.000]  幫助我們,讓我們仍然有一個流暢、安靜的敬拜場所
[00:00:36.000 --> 00:00:42.000]  求你帶領我們,聽我們祈禱,奉耶穌名字而求,阿們
[00:00:42.000 --> 00:00:48.000]  今天跟大家思考的題目叫「祝福的信心」
[00:00:48.000 --> 00:00:51.000]  在未思考「祝福的信心」之先
[00:00:51.000 --> 00:00:58.000]  我們香港曾經有一段時間都會講一句這樣的事情
[00:00:58.000 --> 00:01:00.000]  不知道你聽過沒有
[00:01:00.000 --> 00:01:04.000]  有些說話難聽過髒話
[00:01:04.000 --> 00:01:07.000]  你有沒有聽過別人這樣講
[00:01:07.000 --> 00:01:10.000]  即是說有些說話他不是講髒話
[00:01:10.000 --> 00:01:13.000]  但他那些還難聽過髒話
[00:01:13.000 --> 00:01:16.000]  因為你一聽到就很不舒服
[00:01:16.000 --> 00:01:19.000]  可能這裏其中一個明顯就是
[00:01:19.000 --> 00:01:24.000]  譬如你老闆他說這份東西明天早上要的
[00:01:24.000 --> 00:01:27.000]  但你不用急,最重要快
[00:01:27.000 --> 00:01:30.000]  如果沒什麼,你早點回家
[00:01:30.000 --> 00:01:33.000]  但他又要你做,你明白嗎
[00:01:33.000 --> 00:01:37.000]  好像很關心你,其實你快點幫我搞定
[00:01:37.000 --> 00:01:39.000]  有時都會這樣
[00:01:39.000 --> 00:01:42.000]  網上我都試試找一下
[00:01:42.000 --> 00:01:45.000]  有沒有一些說話令人覺得很不舒服
[00:01:45.000 --> 00:01:47.000]  覺得很難聽
[00:01:47.000 --> 00:01:50.000]  講完之後你總是覺得你是不是在幫我
[00:01:50.000 --> 00:01:52.000]  你是不是在安慰我
[00:01:52.000 --> 00:01:54.000]  其實有很多的
[00:01:54.000 --> 00:01:57.000]  我其中抽了一個報導裏面講
[00:01:57.000 --> 00:02:02.000]  有幾句說話都令人聽起來不太舒服
[00:02:02.000 --> 00:02:04.000]  我試試又聽聽這幾句
[00:02:04.000 --> 00:02:06.000]  第一句是什麼呢
[00:02:06.000 --> 00:02:08.000]  他說當你很不開心的時候
[00:02:08.000 --> 00:02:11.000]  有人跟你說你還不算慘
[00:02:11.000 --> 00:02:13.000]  誰比你更慘
[00:02:13.000 --> 00:02:15.000]  如果你很不開心
[00:02:15.000 --> 00:02:18.000]  有人跟你說你不知你什麼感受
[00:02:18.000 --> 00:02:21.000]  馬上想打他
[00:02:21.000 --> 00:02:23.000]  幫我打我那份
[00:02:23.000 --> 00:02:25.000]  就是這樣
[00:02:25.000 --> 00:02:27.000]  他說你還不算慘
[00:02:27.000 --> 00:02:29.000]  誰比你更慘
[00:02:29.000 --> 00:02:30.000]  這是第一個
[00:02:30.000 --> 00:02:32.000]  第二個是什麼呢
[00:02:32.000 --> 00:02:34.000]  當你很不開心想生氣的時候
[00:02:34.000 --> 00:02:37.000]  有人跟你說不要經常放負
[00:02:37.000 --> 00:02:40.000]  有沒有想過其實是你的問題
[00:02:40.000 --> 00:02:43.000]  一刀插在你身上
[00:02:43.000 --> 00:02:45.000]  這不是你的問題
[00:02:45.000 --> 00:02:47.000]  知道你自己不對嗎
[00:02:47.000 --> 00:02:49.000]  當你很想聽別人安慰你的時候
[00:02:49.000 --> 00:02:51.000]  就有人這樣說
[00:02:51.000 --> 00:02:53.000]  第三個是什麼呢
[00:02:53.000 --> 00:02:57.000]  他說你用不著這樣嗎
[00:02:57.000 --> 00:02:58.000]  可能你失戀
[00:02:58.000 --> 00:03:00.000]  你用不著這樣嗎
[00:03:00.000 --> 00:03:04.000]  每個人都經歷過了
[00:03:04.000 --> 00:03:06.000]  就是這樣
[00:03:06.000 --> 00:03:08.000]  還有第四個
[00:03:08.000 --> 00:03:12.000]  有個人說我工作壓力很大
[00:03:12.000 --> 00:03:15.000]  然後當你還沒說完的時候
[00:03:15.000 --> 00:03:18.000]  另一個人B就說我也是
[00:03:18.000 --> 00:03:22.000]  我跟你說我這樣
[00:03:22.000 --> 00:03:24.000]  你只是想生氣
[00:03:24.000 --> 00:03:27.000]  他自己說了半個小時
[00:03:27.000 --> 00:03:29.000]  我不知道這些情況
[00:03:29.000 --> 00:03:34.000]  是不是令你很不自然很舒服
[00:03:34.000 --> 00:03:35.000]  就是這樣
[00:03:35.000 --> 00:03:37.000]  原來有些說話說了
[00:03:37.000 --> 00:03:38.000]  你以為在幫人
[00:03:38.000 --> 00:03:39.000]  你以為在安慰人
[00:03:39.000 --> 00:03:40.000]  你以為在鼓勵人
[00:03:40.000 --> 00:03:43.000]  其實聽起來真的很困擾
[00:03:43.000 --> 00:03:44.000]  很不舒服
[00:03:44.000 --> 00:03:46.000]  說話是這樣
[00:03:46.000 --> 00:03:48.000]  但有時候我們今天思考的
