
[00:00:00.000 --> 00:00:03.200]  《路加福音》我們一路看
[00:00:03.200 --> 00:00:05.680]  路加寫的士
[00:00:05.680 --> 00:00:07.800]  不單是寫士職
[00:00:07.800 --> 00:00:09.960]  更是在士職背後
[00:00:09.960 --> 00:00:12.040]  看到不同的角色
[00:00:12.040 --> 00:00:14.360]  可能是一些信徒
[00:00:14.360 --> 00:00:16.440]  或者一些尋求信仰的人
[00:00:16.440 --> 00:00:17.720]  或者是門徒
[00:00:17.720 --> 00:00:19.440]  他們所表現
[00:00:19.440 --> 00:00:22.040]  其實路加寫這些士職
[00:00:22.040 --> 00:00:24.040]  是讓我們去看看
[00:00:24.040 --> 00:00:27.240]  究竟其實我們應該學什麼屬靈的功課
[00:00:27.240 --> 00:00:29.400]  另一方面更加看到
[00:00:29.400 --> 00:00:30.280]  耶穌
[00:00:30.280 --> 00:00:33.760]  他一路在《路加福音》所記載的耶穌
[00:00:33.760 --> 00:00:35.760]  是一位怎樣的耶穌
[00:00:35.760 --> 00:00:38.080]  當然耶穌是有能力的耶穌
[00:00:38.080 --> 00:00:38.880]  但是
[00:00:38.880 --> 00:00:40.480]  路加是很細緻的
[00:00:40.480 --> 00:00:42.440]  在一些事例上
[00:00:42.440 --> 00:00:44.760]  都是能夠突出到耶穌
[00:00:44.760 --> 00:00:47.440]  他不同的性格
[00:00:47.440 --> 00:00:49.720]  他不同的能力
[00:00:49.720 --> 00:00:50.600]  所以
[00:00:50.600 --> 00:00:52.680]  上次也講過了
[00:00:52.680 --> 00:00:54.000]  伊至大麻風
[00:00:54.000 --> 00:00:57.080]  耶穌滿有大能
[00:00:57.080 --> 00:00:58.880]  也不怕感染
[00:00:58.880 --> 00:01:02.240]  可以一下子
[00:01:02.240 --> 00:01:06.400]  把那個人的大麻風去潔淨皮膚病
[00:01:06.400 --> 00:01:09.840]  但是更加是耶穌是醫人的心
[00:01:09.840 --> 00:01:11.640]  來摸他
[00:01:11.640 --> 00:01:12.520]  所以
[00:01:12.520 --> 00:01:14.680]  只要有一種信心
[00:01:14.680 --> 00:01:15.600]  就是耶穌
[00:01:15.600 --> 00:01:19.160]  他一定能夠幫助每一個人
[00:01:19.160 --> 00:01:20.520]  上次我們看到這裡
[00:01:20.520 --> 00:01:23.160]  我們接下來延續
[00:01:23.160 --> 00:01:25.160]  伊至坦子其實也是一個
[00:01:25.160 --> 00:01:28.960]  伊至的故事的一個伸延
[00:01:28.960 --> 00:01:29.800]  所以
[00:01:29.800 --> 00:01:31.720]  我們會
[00:01:31.720 --> 00:01:34.360]  看這個經文好像也挺熟悉的
[00:01:34.360 --> 00:01:36.120]  伊至坦子
[00:01:36.120 --> 00:01:37.640]  在那個屋子那裡
[00:01:37.640 --> 00:01:39.960]  然後有四個朋友
[00:01:39.960 --> 00:01:46.240]  把坦子吊在耶穌說道裡面的中間
[00:01:46.240 --> 00:01:47.920]  然後耶穌就醫了他
[00:01:47.920 --> 00:01:49.080]  熟悉是熟悉的
[00:01:49.080 --> 00:01:51.160]  不過有時候我們就忘記了
[00:01:51.160 --> 00:01:52.960]  有一些背景
[00:01:52.960 --> 00:01:56.000]  我小時候看經文初訊的時候
[00:01:56.000 --> 00:01:58.080]  就覺得很奇怪
[00:01:58.080 --> 00:02:00.560]  我們在香港
[00:02:00.560 --> 00:02:02.040]  住高樓大廈
[00:02:02.040 --> 00:02:03.600]  石屎森林
[00:02:03.600 --> 00:02:06.120]  怎麼可以拆了房頂
[00:02:06.120 --> 00:02:11.000]  然後把坦子抬下去呢?
[00:02:11.000 --> 00:02:12.560]  在瓦頂
[00:02:12.560 --> 00:02:14.080]  想也想不通
[00:02:14.080 --> 00:02:15.480]  如果你想新界
[00:02:15.480 --> 00:02:16.760]  或者我們澳洲這些房子
[00:02:16.760 --> 00:02:19.440]  你拆了我們的屋頂還行嗎?
[00:02:19.440 --> 00:02:21.440]  所以想不通的
[00:02:21.440 --> 00:02:26.280]  這個背景其實有幾個解釋的
[00:02:26.280 --> 00:02:27.160]  因為
[00:02:27.160 --> 00:02:30.480]  在以色列的地方
[00:02:30.480 --> 00:02:33.120]  有一些比較窮的地方
[00:02:33.120 --> 00:02:37.080]  你們看到那些加利利村
[00:02:37.080 --> 00:02:38.960]  我也給過大家看一些圖片
[00:02:38.960 --> 00:02:42.800]  就是那些地方
[00:02:42.800 --> 00:02:45.200]  一般的鄉村的房子
[00:02:45.200 --> 00:02:47.560]  就是泥泥的
[00:02:47.560 --> 00:02:48.560]  就是有一個頂
[00:02:48.560 --> 00:02:50.080]  然後拿一些草
[00:02:50.080 --> 00:02:51.560]  放在一起
[00:02:51.560 --> 00:02:53.520]  就是一個這樣的
[00:02:53.520 --> 00:02:54.720]  樓梯
[00:02:54.720 --> 00:02:58.320]  走上屋頂就要在旁邊
[00:02:58.320 --> 00:03:00.080]  每間屋不是很大
[00:03:00.080 --> 00:03:03.120]  所以那個結構上
[00:03:03.120 --> 00:03:06.640]  可以把那個房頂拆掉
[00:03:06.640 --> 00:03:09.040]  其實就是因為泥混合了一些草
[00:03:09.040 --> 00:03:10.400]  放在一起
[00:03:10.400 --> 00:03:11.920]  拆了又可以放回去
[00:03:11.920 --> 00:03:15.120]  就是一個這樣的設定
[00:03:15.120 --> 00:03:16.800]  就有機會這樣做
[00:03:16.800 --> 00:03:19.160]  但是其實還有一個解釋
[00:03:19.160 --> 00:03:22.160]  除了這種的泥頂
[00:03:22.160 --> 00:03:24.160]  還有一種解釋就是
[00:03:24.160 --> 00:03:30.520]  一種羅馬式的房屋
[00:03:30.520 --> 00:03:34.040]  它有一個圓形的
[00:03:34.040 --> 00:03:36.880]  中間有一個空位
[00:03:36.880 --> 00:03:39.400]  可能有時候有些水池在中間
[00:03:39.400 --> 00:03:40.840]  有一個空位
[00:03:40.840 --> 00:03:42.720]  旁邊有些走廊
[00:03:42.720 --> 00:03:44.520]  那些走廊
[00:03:44.520 --> 00:03:46.720]  有些瓦頂
[00:03:46.720 --> 00:03:48.440]  它可以拆掉瓦頂
[00:03:48.440 --> 00:03:52.600]  那些人就在瓦頂上繞一繞
[00:03:52.600 --> 00:03:55.680]  因為中間有一個小園
[00:03:55.680 --> 00:03:57.560]  就是那些大屋裡面有一個小園
[00:03:57.560 --> 00:03:58.920]  小園裡面
[00:03:58.920 --> 00:04:01.080]  如果耶穌在這裡講道
[00:04:01.080 --> 00:04:02.280]  很多人聚集
[00:04:02.280 --> 00:04:03.880]  就把屋頂這樣拆掉
[00:04:03.880 --> 00:04:05.200]  這是第二個解釋
[00:04:05.200 --> 00:04:06.920]  但是還有第三個解釋
[00:04:06.920 --> 00:04:07.840]  在路加方
[00:04:07.840 --> 00:04:12.320]  路加特別是為了外邦人來說
[00:04:12.320 --> 00:04:13.720]  或者羅馬背景
[00:04:13.720 --> 00:04:14.960]  尤其是提亞非羅
[00:04:14.960 --> 00:04:16.600]  都是一個這樣的背景
[00:04:16.600 --> 00:04:19.400]  所以其實它就兩樣東西加起來
[00:04:19.400 --> 00:04:22.760]  其實可能實際上那件事就是一個泥屋
[00:04:22.760 --> 00:04:25.600]  這樣的頂
[00:04:25.600 --> 00:04:26.640]  泥頂
[00:04:26.640 --> 00:04:30.240]  但是它就用瓦片這個描述
[00:04:30.240 --> 00:04:33.360]  讓他們一個羅馬背景去明白
[00:04:33.360 --> 00:04:34.680]  那件事是怎麼發生的
[00:04:34.680 --> 00:04:36.120]  就是幾個解釋
[00:04:36.120 --> 00:04:38.080]  但是也不要緊的
[00:04:38.080 --> 00:04:40.800]  所以我們就拋開了
[00:04:40.800 --> 00:04:41.800]  不要想澳洲的房屋
[00:04:41.800 --> 00:04:42.920]  不要想香港的房屋
[00:04:42.920 --> 00:04:44.280]  怎麼可以拆掉頂部
[00:04:44.280 --> 00:04:49.120]  總之其實究竟實質是怎麼樣來拆掉頂部
[00:04:49.120 --> 00:04:51.200]  然後那幾個朋友又夠力
[00:04:51.200 --> 00:04:53.240]  可以承托到四面
[00:04:53.240 --> 00:04:55.600]  然後就吊那個擔架
[00:04:55.600 --> 00:04:57.880]  有些譯法就是那個玉子
[00:04:57.880 --> 00:04:58.960]  譯作擔架
[00:04:58.960 --> 00:05:00.280]  就是他們的擔架
[00:05:00.280 --> 00:05:04.600]  將他的朋友躺在那裡
[00:05:04.600 --> 00:05:05.640]  吊下去
[00:05:05.640 --> 00:05:06.760]  接了去耶穌
[00:05:06.760 --> 00:05:08.840]  這個一點也不奇怪
[00:05:08.840 --> 00:05:10.880]  總之這個事情就是這麼發生的
[00:05:10.880 --> 00:05:14.880]  我們實質可能要回到天父那裡才可以
[00:05:14.880 --> 00:05:17.000]  問回整件事究竟是怎麼發生的
[00:05:17.000 --> 00:05:18.080]  問耶穌
[00:05:18.080 --> 00:05:19.880]  但是也不要緊的
[00:05:19.880 --> 00:05:23.320]  起碼你知道這個是有這樣的可行的
[00:05:23.320 --> 00:05:25.120]  一個情況在當時的背景
[00:05:25.120 --> 00:05:26.160]  所以呢
[00:05:26.160 --> 00:05:29.760]  我們所謂熟悉就是熟悉故事是這樣的
[00:05:29.760 --> 00:05:33.080]  但是其實裡面的意義是怎麼樣呢?
[00:05:33.080 --> 00:05:34.240]  如果你看
[00:05:34.240 --> 00:05:35.800]  在這段經文裡面
[00:05:35.800 --> 00:05:36.480]  十七
[00:05:36.480 --> 00:05:37.520]  就是我這樣去分
[00:05:37.520 --> 00:05:39.200]  其實可以分兩大段的
[00:05:39.200 --> 00:05:42.040]  或者是兩段然後有一個總結
[00:05:42.040 --> 00:05:45.560]  甚至就是說
[00:05:45.560 --> 00:05:47.320]  有一個引言
[00:05:47.320 --> 00:05:48.080]  一個總結
[00:05:48.080 --> 00:05:49.680]  然後中間有兩段
[00:05:49.680 --> 00:05:52.440]  引言就是講一個背景
[00:05:52.440 --> 00:05:54.640]  就有耶穌教訓人的時候
[00:05:54.640 --> 00:05:56.480]  有法利塞人
[00:05:56.480 --> 00:05:58.840]  格劉伐斯在當中
[00:05:58.840 --> 00:06:01.880]  他又在醫治病人
[00:06:01.880 --> 00:06:02.880]  這個是引言
[00:06:02.880 --> 00:06:04.200]  然後十八節
[00:06:04.200 --> 00:06:06.840]  直到第二十節
[00:06:06.840 --> 00:06:08.600]  這三節聖經
[00:06:08.600 --> 00:06:10.720]  其實就是剛剛講的事情
[00:06:10.720 --> 00:06:14.040]  他的朋友怎麼吊炭紙下去
[00:06:14.040 --> 00:06:16.640]  耶穌是怎麼去醫治他
[00:06:16.640 --> 00:06:19.600]  然後就二十一節
[00:06:19.600 --> 00:06:23.320]  直到二十四節
[00:06:23.320 --> 00:06:28.160]  就是那些民事法利塞人去挑戰他
[00:06:28.160 --> 00:06:31.480]  這樣去回應耶穌
[00:06:31.480 --> 00:06:35.480]  耶穌就再回應他們心裡面想的事情
[00:06:35.480 --> 00:06:36.720]  然後
[00:06:36.720 --> 00:06:39.480]  第二十五節就是一個結束了
[00:06:39.480 --> 00:06:42.360]  真的醫治了的時候
[00:06:42.360 --> 00:06:45.200]  那個人就站起來了
[00:06:45.200 --> 00:06:46.240]  歸榮耀彼臣
[00:06:46.240 --> 00:06:49.040]  人們的反應也很驚訝
[00:06:49.040 --> 00:06:52.040]  這個驚奇的字再一次出現
[00:06:52.040 --> 00:06:54.480]  因為之前也出現過的
[00:06:54.480 --> 00:06:58.120]  所以我就會分兩段
[00:06:58.120 --> 00:06:59.840]  第二段先講
[00:06:59.840 --> 00:07:01.120]  為什麼呢?
[00:07:01.120 --> 00:07:02.400]  因為
[00:07:02.400 --> 00:07:06.400]  待會我會講到那些他的朋友
[00:07:06.400 --> 00:07:07.880]  怎麼有信心
[00:07:07.880 --> 00:07:10.600]  去幫那個炭紙
[00:07:10.600 --> 00:07:14.000]  其實最特別的地方就是
[00:07:14.000 --> 00:07:16.240]  耶穌是醫人
[00:07:16.240 --> 00:07:19.720]  但他不是說你醫好了
[00:07:19.720 --> 00:07:20.960]  很有趣
[00:07:20.960 --> 00:07:23.040]  因為我們首先
[00:07:23.040 --> 00:07:25.880]  去講第二段
[00:07:25.880 --> 00:07:27.880]  有一句很重要的話
[00:07:27.880 --> 00:07:28.560]  第二十節
[00:07:28.560 --> 00:07:31.120]  耶穌見他們的信心就對炭紙說
[00:07:31.120 --> 00:07:33.560]  你的罪赦了
[00:07:33.560 --> 00:07:35.720]  很有趣
[00:07:35.720 --> 00:07:37.480]  他這個炭紙是炭的
[00:07:37.480 --> 00:07:39.720]  你跟他說你的罪赦了
[00:07:39.720 --> 00:07:40.880]  九不搭八的
[00:07:40.880 --> 00:07:42.200]  我們廣東人所說的
[00:07:42.200 --> 00:07:43.760]  也沒有關係的
[00:07:43.760 --> 00:07:45.560]  你想一下
[00:07:45.560 --> 00:07:47.960]  正常如果有神醫
[00:07:47.960 --> 00:07:50.520]  就算在這個世界
[00:07:50.520 --> 00:07:54.280]  有些所謂神醫的事情
[00:07:54.280 --> 00:07:56.360]  你看那個人他要行神醫
[00:07:56.360 --> 00:07:57.920]  他也不會這樣說的
[00:07:57.920 --> 00:07:59.360]  你的罪赦了
[00:07:59.360 --> 00:08:00.360]  不會的
[00:08:00.360 --> 00:08:00.960]  是不是?
[00:08:00.960 --> 00:08:02.760]  你起來了
[00:08:02.760 --> 00:08:04.560]  你就怎樣醫好了
[00:08:04.560 --> 00:08:05.760]  這個很正常的
[00:08:05.760 --> 00:08:07.800]  但是耶穌的回答
[00:08:07.800 --> 00:08:10.000]  就很特別了
[00:08:10.000 --> 00:08:11.800]  這個就是很特別的地方
[00:08:11.800 --> 00:08:14.560]  也是因為這樣
[00:08:14.560 --> 00:08:17.840]  耶穌被人來挑戰
[00:08:17.840 --> 00:08:19.920]  那麼
[00:08:19.920 --> 00:08:21.360]  文士和法利塞人
[00:08:21.360 --> 00:08:22.680]  其實那時候
[00:08:22.680 --> 00:08:24.720]  路加一直鋪排
[00:08:24.720 --> 00:08:26.600]  那些猶太人
[00:08:26.600 --> 00:08:28.320]  我不再很詳細講了
[00:08:28.320 --> 00:08:30.080]  但是這些文士
[00:08:30.080 --> 00:08:31.320]  這些法利塞人
[00:08:31.320 --> 00:08:32.760]  那時候是宗教領袖
