
[00:00:00.000 --> 00:00:03.360]  請主席為我們讀出經文
[00:00:03.360 --> 00:00:07.160]  提摩泰前書第四章
[00:00:07.160 --> 00:00:10.520]  經文是四章六至十節
[00:00:10.520 --> 00:00:12.280]  提摩泰前書
[00:00:12.280 --> 00:00:20.440]  四章六至十節
[00:00:20.440 --> 00:00:21.880]  經文不是很長
[00:00:21.880 --> 00:00:23.880]  不如我們一起讀一次
[00:00:23.880 --> 00:00:25.440]  讓大家印象更深刻
[00:00:25.440 --> 00:00:27.000]  我們讀新月本
[00:00:27.000 --> 00:00:28.880]  六至十節
[00:00:28.880 --> 00:00:29.880]  請開始
[00:00:30.560 --> 00:00:34.160]  你若把這些事提醒弟兄們
[00:00:34.160 --> 00:00:37.440]  就是基督耶穌的好伯役
[00:00:37.440 --> 00:00:40.160]  常在信仰的話語上
[00:00:40.160 --> 00:00:43.400]  和你所遵從美善的教訓上
[00:00:43.400 --> 00:00:45.200]  得著培養
[00:00:45.200 --> 00:00:47.040]  總要棄絕世俗
[00:00:47.040 --> 00:00:50.080]  以及老婦的無稽之談
[00:00:50.080 --> 00:00:54.080]  要操練自己達到敬虔的地步
[00:00:54.080 --> 00:00:56.000]  因為操練身體
[00:00:56.000 --> 00:00:57.680]  益處還少
[00:00:57.680 --> 00:01:01.280]  唯獨操練正前凡事有益
[00:01:01.280 --> 00:01:04.720]  享有今生和來世的應許
[00:01:04.720 --> 00:01:06.760]  這話是可信的
[00:01:06.760 --> 00:01:09.440]  是值得完全接納的
[00:01:09.440 --> 00:01:13.680]  我們也是為這懸故勞苦努力
[00:01:13.680 --> 00:01:17.840]  因為我們的盼望在於永活的神
[00:01:17.840 --> 00:01:20.280]  他是萬人的救主
[00:01:20.280 --> 00:01:23.400]  更是信徒的救主
[00:01:23.400 --> 00:01:25.400]  提摩泰前書
[00:01:25.400 --> 00:01:27.760]  連同後書和提多書
[00:01:27.760 --> 00:01:31.240]  一般稱為教目書信
[00:01:31.240 --> 00:01:34.640]  是使徒保羅寫給兩個年輕的教目
[00:01:34.640 --> 00:01:37.960]  指導他們處理教會的事
[00:01:37.960 --> 00:01:41.960]  教導他們如何依照神的話語
[00:01:41.960 --> 00:01:44.560]  去針對教會的問題
[00:01:44.560 --> 00:01:46.240]  更重要的是
[00:01:46.240 --> 00:01:51.640]  保羅如何教導這兩個年輕人
[00:01:51.640 --> 00:01:54.040]  提摩泰和提多
[00:01:54.040 --> 00:01:55.920]  不僅僅是說
[00:01:55.920 --> 00:02:00.800]  是必須以新教和賢教去牧養信徒
[00:02:00.800 --> 00:02:03.600]  表面上像個人的書信
[00:02:03.600 --> 00:02:05.080]  但裡面的信息
[00:02:05.080 --> 00:02:07.640]  我相信同時也是很公開的
[00:02:07.640 --> 00:02:09.840]  也是對群體
[00:02:09.840 --> 00:02:12.360]  對整個教會說的
[00:02:12.360 --> 00:02:16.560]  因此這本書不僅僅是對教目
[00:02:16.560 --> 00:02:18.960]  不僅僅是對一個個人說
[00:02:18.960 --> 00:02:22.000]  對你和我同樣是重要的
[00:02:22.000 --> 00:02:24.360]  大家留意這幾節經文中
[00:02:24.360 --> 00:02:28.120]  在第六和第七節
[00:02:28.120 --> 00:02:34.480]  保羅要提摩泰提醒弟兄們
[00:02:34.480 --> 00:02:42.320]  在第七節要他們氣絕
[00:02:42.320 --> 00:02:45.800]  然後在第七節後
[00:02:45.800 --> 00:02:48.480]  要他們操練
[00:02:48.480 --> 00:02:51.400]  而第八節要他們操練
[00:02:51.400 --> 00:02:53.600]  簡單來說這段經文中
[00:02:53.600 --> 00:02:56.680]  保羅給予這些信徒一個提醒
[00:02:56.680 --> 00:03:00.440]  他們有些東西要棄絕
[00:03:00.440 --> 00:03:04.200]  有些東西要操練
[00:03:04.200 --> 00:03:06.160]  提醒的意思
[00:03:06.160 --> 00:03:10.320]  有些譯本翻譯為指示
[00:03:10.320 --> 00:03:13.280]  我覺得提醒翻譯得比指示好
[00:03:13.280 --> 00:03:15.680]  其實原本的意思是
[00:03:15.680 --> 00:03:21.040]  將一些說話陳列放在你面前
[00:03:21.040 --> 00:03:23.040]  鋪排在你面前
[00:03:23.040 --> 00:03:24.720]  作為你去看
[00:03:24.720 --> 00:03:25.840]  打開了
[00:03:25.840 --> 00:03:27.600]  你自己去看
[00:03:27.600 --> 00:03:30.240]  你應該怎樣做
[00:03:30.240 --> 00:03:34.920]  大家留意保羅提醒他們有些東西要棄絕
[00:03:34.920 --> 00:03:36.520]  第六節說
[00:03:36.520 --> 00:03:40.240]  你要將這些事提醒弟兄姊妹
[00:03:40.240 --> 00:03:41.560]  提醒甚麼呢?
[00:03:41.560 --> 00:03:44.080]  提醒他們要棄絕一些東西
[00:03:44.080 --> 00:03:46.720]  在第七節提到
[00:03:46.720 --> 00:03:52.840]  總要棄絕世俗和老婦的無稽之談
[00:03:52.840 --> 00:03:56.560]  特別保羅在此針對
[00:03:56.560 --> 00:04:00.880]  其實所謂世俗和老婦的無稽之談
[00:04:00.880 --> 00:04:06.200]  保羅在整卷書中沒有詳細形容這是甚麼
[00:04:06.200 --> 00:04:09.960]  但在字面和文理之間
[00:04:09.960 --> 00:04:15.560]  保羅在整卷書中多次提及教會的問題
[00:04:15.560 --> 00:04:19.080]  因此在摩大前書第一章
[00:04:19.080 --> 00:04:21.440]  保羅最少兩次提到
[00:04:21.440 --> 00:04:25.920]  你們不要沉迷於無稽之談和無盡的家譜
[00:04:25.920 --> 00:04:27.520]  似乎他們當中
[00:04:27.520 --> 00:04:28.600]  在教會裏面
[00:04:28.600 --> 00:04:32.440]  有些人無所事事在討論
[00:04:32.440 --> 00:04:34.680]  講到家譜
[00:04:34.680 --> 00:04:38.200]  保羅沒有講清楚這是甚麼
[00:04:38.200 --> 00:04:39.200]  但保羅說
[00:04:39.200 --> 00:04:42.880]  你們因為這樣討論的緣故
[00:04:42.880 --> 00:04:47.320]  不僅是討論而引起大家紛爭
[00:04:47.320 --> 00:04:48.640]  紛爭的緣故
[00:04:48.640 --> 00:04:52.360]  保羅說你們這樣討論和爭論
[00:04:52.360 --> 00:04:55.040]  在信仰上是沒有意思的
[00:04:55.040 --> 00:04:58.240]  不能對你們屬靈有甚麼幫助
[00:04:58.240 --> 00:05:00.600]  在第一章第六節
[00:05:00.600 --> 00:05:01.960]  保羅的節也重覆
[00:05:01.960 --> 00:05:04.520]  有些人只懂得講這些
[00:05:04.520 --> 00:05:08.120]  就轉向無意義的辯論
[00:05:08.120 --> 00:05:10.360]  他們不斷討論這些
[00:05:10.360 --> 00:05:14.200]  保羅亦沒有講清楚他們在討論甚麼
[00:05:14.200 --> 00:05:17.600]  在第六章臨尾的時候
[00:05:17.600 --> 00:05:19.440]  保羅又再一次提到
[00:05:19.440 --> 00:05:21.360]  有些人在他們當中
[00:05:21.360 --> 00:05:24.640]  是專門好一些問難和爭辯
[00:05:24.640 --> 00:05:27.080]  專門很刁鑽問這些問題
[00:05:27.080 --> 00:05:28.200]  想找答案
[00:05:28.200 --> 00:05:30.080]  其實是想考驗別人
[00:05:30.080 --> 00:05:32.040]  於是保羅就說
[00:05:32.040 --> 00:05:34.520]  在他們當中因為這樣的緣故
[00:05:34.520 --> 00:05:36.640]  他們就產生一些嫉妒
[00:05:36.640 --> 00:05:37.440]  紛爭
[00:05:37.440 --> 00:05:38.240]  毀謗
[00:05:38.240 --> 00:05:40.240]  和惡意的猜忌
[00:05:40.240 --> 00:05:41.600]  猜忌的意思是
[00:05:41.600 --> 00:05:45.560]  從此大家失去彼此的信任
[00:05:45.560 --> 00:05:47.160]  在討論的過程當中
[00:05:47.160 --> 00:05:49.920]  有時不是討論的問題
[00:05:49.920 --> 00:05:52.120]  有時是討論的過程當中
[00:05:52.120 --> 00:05:54.440]  是我們的態度
[00:05:54.440 --> 00:05:59.160]  引致大家對方有不同情緒的反應
[00:05:59.160 --> 00:06:01.640]  於是使大家開始猜忌
[00:06:01.640 --> 00:06:03.400]  大家的動機
[00:06:03.400 --> 00:06:05.640]  因此引起大家的不信
[00:06:05.640 --> 00:06:08.000]  大家有很多的不信任
[00:06:08.000 --> 00:06:09.920]  似乎教會裏面發生這件事
[00:06:09.920 --> 00:06:15.080]  保羅沒有說他們究竟在討論什麼
[00:06:15.080 --> 00:06:17.200]  在六章第二十節
[00:06:17.200 --> 00:06:19.080]  他再提一次
[00:06:19.080 --> 00:06:23.120]  你們要避免世俗的空談
[00:06:23.120 --> 00:06:24.560]  世俗的空談
[00:06:24.560 --> 00:06:26.960]  保羅也沒有解釋什麼是空談
[00:06:26.960 --> 00:06:27.880]  但無論如何
[00:06:27.880 --> 00:06:30.640]  似乎教會的弟兄姊妹
[00:06:30.640 --> 00:06:33.960]  是信徒很喜歡討論這些問題的
[00:06:33.960 --> 00:06:35.760]  但在討論的過程當中
[00:06:35.760 --> 00:06:37.480]  他們不是平心靜氣
[00:06:37.480 --> 00:06:39.080]  不是彼此的接納
[00:06:39.080 --> 00:06:40.880]  不是彼此的聆聽
[00:06:40.880 --> 00:06:44.400]  反而在討論的過程當中
[00:06:44.400 --> 00:06:47.240]  彼此引起紛爭
[00:06:47.240 --> 00:06:50.320]  保羅說這些事全部都不要得
[00:06:50.320 --> 00:06:53.280]  你提醒信徒千萬不要這樣
[00:06:53.280 --> 00:06:58.160]  要放下這些東西
[00:06:58.160 --> 00:06:59.920]  提摩太前書
[00:06:59.920 --> 00:07:05.240]  大概是在主後六十四至六十五年寫的
[00:07:05.240 --> 00:07:10.080]  當時保羅剛剛從羅馬的監獄被釋放出來
[00:07:10.080 --> 00:07:15.160]  後來他又再一次被捕
[00:07:15.160 --> 00:07:17.160]  他來前書
[00:07:17.160 --> 00:07:19.760]  他被釋放出來之後
[00:07:19.760 --> 00:07:23.560]  保羅又被拉回監獄
[00:07:23.560 --> 00:07:27.120]  於是又寫成後書
[00:07:27.120 --> 00:07:30.040]  大概是六十七年
[00:07:30.040 --> 00:07:30.800]  換句話說
[00:07:30.800 --> 00:07:37.720]  前後書大概是在主後六十至七十年寫的
[00:07:37.720 --> 00:07:40.000]  為何要說這個日子呢?
[00:07:40.000 --> 00:07:42.480]  主耶穌被釘十字架
[00:07:42.480 --> 00:07:46.840]  復活升天是何時的事?
[00:07:46.840 --> 00:07:48.720]  何時的事?
[00:07:48.720 --> 00:07:52.200]  大概是主後三十年左右
[00:07:52.200 --> 00:07:54.320]  看你怎樣計算
[00:07:54.320 --> 00:08:00.040]  三十年的加減兩年左右
[00:08:00.040 --> 00:08:00.840]  換句話說
[00:08:00.840 --> 00:08:03.920]  寫提摩太前後書的時候
[00:08:03.920 --> 00:08:07.200]  距離主耶穌被釘升天
[00:08:07.200 --> 00:08:11.200]  五旬節教會開始成型的大概距離是多少?
[00:08:11.200 --> 00:08:14.080]  三十年左右
[00:08:14.080 --> 00:08:15.840]  三十年前發生甚麼事?
[00:08:15.840 --> 00:08:17.040]  香港
[00:08:17.040 --> 00:08:18.880]  三十年前
[00:08:18.880 --> 00:08:20.720]  可以說不是太遠
[00:08:20.720 --> 00:08:23.680]  大概那時候中英聯合聲明左右
