
[00:00:00.000 --> 00:00:03.260]  阿兄姐妹們,平安,讓我們一起祈禱
[00:00:03.260 --> 00:00:06.540]  真是天父,我們感謝責任祢自己的恩典
[00:00:06.540 --> 00:00:09.880]  祢主的清神,讓我們可以聚集在一起
[00:00:09.880 --> 00:00:13.160]  歌頌祢,聆聽祢的話語
[00:00:13.160 --> 00:00:16.200]  我們求聖靈,在我們中間帶領我們
[00:00:16.200 --> 00:00:19.260]  幫助我們從祢自己的
[00:00:19.260 --> 00:00:21.860]  話語當中得到智慧
[00:00:21.860 --> 00:00:25.300]  教導我們應該怎樣去行事為人
[00:00:25.300 --> 00:00:30.220]  以及明白到奉獻所帶來的果效
[00:00:30.220 --> 00:00:32.940]  奉耶穌基督的名祈禱,阿們
[00:00:32.940 --> 00:00:38.420]  保羅在哥林多後書
[00:00:38.420 --> 00:00:41.760]  用了兩章聖經來講捐獻
[00:00:41.760 --> 00:00:43.900]  內容是很豐富的
[00:00:43.900 --> 00:00:48.640]  我們將這兩章聖經分為四次來講解
[00:00:48.640 --> 00:00:51.480]  今天這段經文
[00:00:51.480 --> 00:00:54.800]  特別提到的是奉獻的果效
[00:00:55.240 --> 00:00:59.640]  可能有些果效是我們從來沒想到的
[00:00:59.640 --> 00:01:03.640]  在未書上這段經文之前
[00:01:03.640 --> 00:01:07.600]  讓我講一個小故事,是我最近看到的
[00:01:07.600 --> 00:01:11.760]  話說有一位哲學系的教授
[00:01:11.760 --> 00:01:13.820]  進入課堂
[00:01:13.820 --> 00:01:16.280]  看到一大班同學
[00:01:16.280 --> 00:01:21.380]  教授沒話說,他就打開他的公事包
[00:01:21.380 --> 00:01:24.680]  然後請同學們排隊
[00:01:24.680 --> 00:01:28.040]  去領取一個氣球
[00:01:28.040 --> 00:01:30.960]  告訴他們,領了氣球之後
[00:01:30.960 --> 00:01:34.060]  先在上面寫上自己的名字
[00:01:34.060 --> 00:01:37.020]  然後吹氣球,綁好
[00:01:37.020 --> 00:01:38.980]  就調到外面的走廊
[00:01:38.980 --> 00:01:43.280]  等所有的同學都做完之後
[00:01:43.280 --> 00:01:44.860]  教授就說
[00:01:44.860 --> 00:01:48.100]  現在我給大家五分鐘的時間
[00:01:48.100 --> 00:01:51.760]  你們出去走廊找回自己的氣球
[00:01:52.400 --> 00:01:56.740]  過了五分鐘之後,沒人找回自己的氣球
[00:01:56.740 --> 00:02:00.020]  教授對他們說
[00:02:00.020 --> 00:02:04.400]  現在你們隨便撿起一個氣球
[00:02:04.400 --> 00:02:11.000]  將它交給氣球上有名字的那個人
[00:02:11.000 --> 00:02:18.380]  不用五分鐘,所有同學都拿著自己的氣球
[00:02:19.880 --> 00:02:22.540]  教授就這樣對同學們說
[00:02:22.540 --> 00:02:26.420]  這個氣球就好像快樂一樣
[00:02:26.420 --> 00:02:30.580]  每個人如果只是尋求自己的快樂
[00:02:30.580 --> 00:02:32.940]  往往都找不到的
[00:02:32.940 --> 00:02:36.460]  但是如果我們尋求別人的快樂
[00:02:36.460 --> 00:02:40.640]  就很容易連自己的快樂都找到
[00:02:40.640 --> 00:02:43.940]  作為一名基督徒
[00:02:43.940 --> 00:02:46.900]  我們已經擁有很多的恩典
[00:02:46.900 --> 00:02:49.160]  各方面的恩典都有
[00:02:49.940 --> 00:02:56.800]  可惜,很多基督徒仍然不斷地去想獲得更多的恩典
[00:02:56.800 --> 00:03:01.000]  在今天的經文中,保羅告訴我們
[00:03:01.000 --> 00:03:05.420]  當我們願意捐獻、付出的時候
[00:03:05.420 --> 00:03:08.620]  我們就會得到更多的恩典
[00:03:08.620 --> 00:03:10.420]  更多的感謝
[00:03:10.420 --> 00:03:14.000]  讓我們一起來思想經文
[00:03:15.660 --> 00:03:21.420]  在《哥倫多後書》九章六至十一段的經文中
[00:03:21.420 --> 00:03:25.460]  保羅提到一個有關捐獻的果效
[00:03:25.460 --> 00:03:29.380]  跟我們一般用錢之後的情況是相反的
[00:03:29.380 --> 00:03:34.360]  一般來說,我們用錢之後
[00:03:34.360 --> 00:03:37.720]  剩餘的錢當然會少了
[00:03:37.720 --> 00:03:40.060]  比如說我的錢包有一百元
[00:03:40.060 --> 00:03:42.100]  捐五十元給教會
[00:03:42.100 --> 00:03:46.020]  那我的錢包只會剩下五十元,對不對?
[00:03:46.020 --> 00:03:51.240]  但保羅卻從一個農夫的角度去看捐獻
[00:03:51.240 --> 00:03:53.700]  我們中間有沒有農夫?
[00:03:53.700 --> 00:03:56.780]  雖然我不是農夫
[00:03:56.780 --> 00:03:58.900]  我都有類似的經驗
[00:03:58.900 --> 00:04:01.000]  就是第六節所說的
[00:04:01.000 --> 00:04:05.660]  「少種的少收,多種的多收」
[00:04:05.660 --> 00:04:09.200]  為甚麼我會說我有類似的經驗呢?
[00:04:13.100 --> 00:04:20.300]  我有位朋友去年就在澳大利亞買了一個蘆筍根
[00:04:20.300 --> 00:04:22.300]  回家種植
[00:04:22.300 --> 00:04:24.300]  今年就有收成了
[00:04:24.300 --> 00:04:27.100]  收到一枝新鮮蘆筍
[00:04:27.100 --> 00:04:29.100]  還拍了一張照片給我看
[00:04:29.100 --> 00:04:32.100]  提醒他不要吃光那些蘆筍
[00:04:32.100 --> 00:04:35.100]  最低限度都要留一枝
[00:04:35.100 --> 00:04:40.100]  讓它吸收陽光,讓根部健康生長
[00:04:41.100 --> 00:04:43.100]  他只種了一棵
[00:04:43.100 --> 00:04:45.100]  收到一棵之後
[00:04:45.100 --> 00:04:47.100]  收到一棵之後
[00:04:47.100 --> 00:04:50.100]  要等很久才有收成
[00:04:50.100 --> 00:04:52.100]  我有些不同
[00:04:52.100 --> 00:04:55.100]  我幾年前已經買了二十棵
[00:04:55.100 --> 00:04:58.100]  今年我差不多每天都有收成
[00:04:58.100 --> 00:05:00.100]  兩至三枝
[00:05:00.100 --> 00:05:02.100]  有時一次收到五、六枝
[00:05:02.100 --> 00:05:06.100]  所以我是從實際經驗經歷到
[00:05:06.100 --> 00:05:11.100]  少種的就少收,多種的就多收的道理
[00:05:11.100 --> 00:05:13.100]  我想有人說
[00:05:13.100 --> 00:05:16.100]  現在說捐錢就是種菜
[00:05:16.100 --> 00:05:19.100]  怎麼可以比較呢?
[00:05:19.100 --> 00:05:23.100]  捐錢和種菜最大的差異在哪呢?
[00:05:23.100 --> 00:05:27.100]  我相信是信心和時間
[00:05:27.100 --> 00:05:30.100]  我相信大家都同意
[00:05:30.100 --> 00:05:32.100]  在種菜來說
[00:05:32.100 --> 00:05:34.100]  多種的會多收
[00:05:34.100 --> 00:05:37.100]  除非有千載或從外
[00:05:37.100 --> 00:05:42.100]  但不是今天種明天就有收
[00:05:42.100 --> 00:05:46.100]  而是要等種菜幾個月
[00:05:46.100 --> 00:05:49.100]  甚至一年以上才有收
[00:05:49.100 --> 00:05:54.100]  要視乎一個人有沒有信心和耐心
[00:05:54.100 --> 00:05:56.100]  所以保羅在第七節說
[00:05:56.100 --> 00:06:00.100]  各人要隨心所願
[00:06:00.100 --> 00:06:03.100]  不要為難,不要勉強
[00:06:03.100 --> 00:06:06.100]  因為上帝愛樂捐的人
[00:06:06.100 --> 00:06:08.100]  他的意思是
[00:06:08.100 --> 00:06:12.100]  我們是否樂意捐錢資助窮人
[00:06:12.100 --> 00:06:16.100]  幫助那些比我們更加有需要的人
[00:06:16.100 --> 00:06:21.100]  是上帝在我們心裡的工作
[00:06:21.100 --> 00:06:24.100]  我們每個人對上帝的信心
[00:06:24.100 --> 00:06:27.100]  是會有程度上的差異
[00:06:27.100 --> 00:06:31.100]  所以保羅鼓勵哥林多的信道
[00:06:31.100 --> 00:06:35.100]  不用勉強去捐獻
[00:06:35.100 --> 00:06:37.100]  如果有人以為種菜例子
[00:06:37.100 --> 00:06:40.100]  不能用來類比捐錢
[00:06:40.100 --> 00:06:44.100]  保羅在八節九節就進一步解釋
[00:06:44.100 --> 00:06:45.100]  首先是
