
[00:00:00.000 --> 00:00:02.000]  早晨各位頂姐妹
[00:00:02.000 --> 00:00:04.000]  我再說一次
[00:00:04.000 --> 00:00:08.000]  我的題目是基督裡的君丙
[00:00:08.000 --> 00:00:10.000]  我們事不宜遲
[00:00:10.000 --> 00:00:13.000]  因為我今天要說的話實在太多了
[00:00:13.000 --> 00:00:16.000]  所以我們先看看今天的經文
[00:00:16.000 --> 00:00:21.000]  我很想大家一起了解一下今天的經文
[00:00:21.000 --> 00:00:25.000]  記住在哥倫多後書八章一到十五節
[00:00:25.000 --> 00:00:26.000]  我們一起重讀
[00:00:26.000 --> 00:00:27.000]  預備起
[00:00:27.000 --> 00:00:31.000]  弟兄們
[00:00:31.000 --> 00:00:32.000]  弟兄們
[00:00:32.000 --> 00:00:38.000]  我把神賜給馬提頓宗教會的恩告訴你們
[00:00:38.000 --> 00:00:43.000]  就是他們在患難中受大試煉的時候
[00:00:43.000 --> 00:00:46.000]  仍有滿足的快樂
[00:00:46.000 --> 00:00:52.000]  在極窮之間患格外顯出他們樂捐的喉因
[00:00:52.000 --> 00:00:56.000]  我可以證明他們是按著力量
[00:00:56.000 --> 00:00:58.000]  而且也過了力量
[00:00:58.000 --> 00:01:01.000]  自己甘心樂意地捐助
[00:01:01.000 --> 00:01:03.000]  再三地求我們
[00:01:03.000 --> 00:01:09.000]  准他們在這供給聖徒的恩情上有份
[00:01:09.000 --> 00:01:11.000]  並且他們所做的
[00:01:11.000 --> 00:01:15.000]  不但照我們所賞望的
[00:01:15.000 --> 00:01:17.000]  更照神的旨意
[00:01:17.000 --> 00:01:20.000]  先把自己獻給主
[00:01:20.000 --> 00:01:22.000]  又歸附了我們
[00:01:22.000 --> 00:01:25.000]  因此我勸提多
[00:01:25.000 --> 00:01:30.000]  既然在你們中間開辦這慈慰的事
[00:01:30.000 --> 00:01:32.000]  就當辦成了
[00:01:32.000 --> 00:01:37.000]  你們既然在信心、口才、知識、熱心
[00:01:37.000 --> 00:01:42.000]  和待我們的愛心上都格外顯出滿足來
[00:01:42.000 --> 00:01:48.000]  就當在這慈慰的事上也格外顯出滿足來
[00:01:48.000 --> 00:01:55.000]  我說者話,不是吩咐你們,乃是藉著別人的熱心
[00:01:55.000 --> 00:01:58.000]  試驗你們愛心的實在
[00:01:58.000 --> 00:02:03.000]  你們知道我們主耶穌基督的恩典
[00:02:03.000 --> 00:02:08.000]  祂本來富足,卻為你們成了貧窮
[00:02:08.000 --> 00:02:13.000]  叫你們因祂的貧窮可以成了富足
[00:02:13.000 --> 00:02:18.000]  我在這事上把我的意見告訴你們
[00:02:18.000 --> 00:02:20.000]  是與你們有益
[00:02:20.000 --> 00:02:23.000]  因為你們下手辦這事
[00:02:23.000 --> 00:02:27.000]  而且起此心意已經有一年了
[00:02:27.000 --> 00:02:30.000]  如今就當辦成這事
[00:02:30.000 --> 00:02:32.000]  既有願做的心
[00:02:32.000 --> 00:02:36.000]  也當照你們所有的去辦成
[00:02:36.000 --> 00:02:39.000]  因為人若有願做的心
[00:02:39.000 --> 00:02:43.000]  必蒙月立,乃是照他所有的
[00:02:43.000 --> 00:02:46.000]  並不是照他所無的
[00:02:46.000 --> 00:02:51.000]  我願不是要別人輕省你們受累
[00:02:51.000 --> 00:02:55.000]  乃要均平,就是要你們的富足
[00:02:55.000 --> 00:02:58.000]  現在可以補他們的不足
[00:02:58.000 --> 00:03:04.000]  使他們的富裕將來也可以補你們的不足
[00:03:04.000 --> 00:03:06.000]  這就均平了
[00:03:06.000 --> 00:03:13.000]  如經上所記,多收的也沒有餘,少收的也沒有缺
[00:03:13.000 --> 00:03:15.000]  我們同心禱告
[00:03:15.000 --> 00:03:17.000]  在恩主,我們實在感謝祢
[00:03:17.000 --> 00:03:19.000]  頭主祢也幫助我們
[00:03:19.000 --> 00:03:21.000]  聖靈也幫助我們
[00:03:21.000 --> 00:03:23.000]  透過今天的經文
[00:03:23.000 --> 00:03:27.000]  我們可以更清楚神在慈惠方面的教導
[00:03:27.000 --> 00:03:30.000]  讓我們的心,讓我們的靈
[00:03:30.000 --> 00:03:35.000]  都與基督一起去做地上要做的工作
[00:03:35.000 --> 00:03:38.000]  按神的旨意去成就
[00:03:38.000 --> 00:03:42.000]  我們同心禱告,奉主明求,阿門
[00:03:42.000 --> 00:03:46.000]  今天我們是基督的均平
[00:03:46.000 --> 00:03:50.000]  我簡單說說義事線
[00:03:50.000 --> 00:03:52.000]  剛才大家都讀過
[00:03:52.000 --> 00:03:59.000]  臨後八章,整章都是在說慈惠方面的捐獻
[00:03:59.000 --> 00:04:05.000]  一開始的時候,寶羅就用了馬亭教會的例子
[00:04:05.000 --> 00:04:10.000]  其實是想說給哥倫多教會的會眾聽
[00:04:10.000 --> 00:04:18.000]  讓他們再提起一個捐助的行動
[00:04:18.000 --> 00:04:23.000]  那個行動其實在一年前就已經啟動了
[00:04:23.000 --> 00:04:27.000]  但是遲遲都沒有實行
[00:04:27.000 --> 00:04:33.000]  寶羅就在當中去勸勉他們
[00:04:33.000 --> 00:04:35.000]  也讓他們知道
[00:04:35.000 --> 00:04:41.000]  馬亭頓教會在一個這樣極窮的教會裡
[00:04:41.000 --> 00:04:45.000]  他已經做得很好,還在做
[00:04:45.000 --> 00:04:48.000]  哥倫多教會是一間很豐盛的教會
[00:04:48.000 --> 00:04:50.000]  資源很充足的教會
[00:04:50.000 --> 00:04:54.000]  神的恩典很充裕給他們的教會
[00:04:54.000 --> 00:04:59.000]  為什麼他們捐獻的行動
[00:04:59.000 --> 00:05:01.000]  本來一年前已經啟動了
[00:05:01.000 --> 00:05:04.000]  但現在仍然還沒有進行呢?
[00:05:04.000 --> 00:05:07.000]  寶羅就很心急,不明白裡面的原因
[00:05:07.000 --> 00:05:12.000]  也很想藉著書信去教導他們
[00:05:12.000 --> 00:05:17.000]  所以在十三至第十五節當中
[00:05:17.000 --> 00:05:21.000]  說到一個均平的觀念
[00:05:21.000 --> 00:05:24.000]  所以我今天很想和大家分享
[00:05:24.000 --> 00:05:27.000]  什麼叫做均平呢?
[00:05:27.000 --> 00:05:29.000]  在基督裡面的均平
[00:05:29.000 --> 00:05:33.000]  均平的意思,和本譯作均平
[00:05:33.000 --> 00:05:38.000]  在新漢語譯本譯作均等
[00:05:38.000 --> 00:05:41.000]  也在其他的經文裡
[00:05:41.000 --> 00:05:46.000]  特別是哥羅西書四章一節譯作公平
[00:05:46.000 --> 00:05:52.000]  均平是不是等於相等的意思呢?
[00:05:52.000 --> 00:05:56.000]  譬如現在政府派每人五千元
[00:05:56.000 --> 00:06:00.000]  人人有份,無論你是貧或富
[00:06:00.000 --> 00:06:03.000]  都有相同的金額
[00:06:03.000 --> 00:06:05.000]  是不是這樣呢?
[00:06:05.000 --> 00:06:10.000]  當然,在十三至第十五節裡
[00:06:10.000 --> 00:06:12.000]  其實不是這個意思
[00:06:12.000 --> 00:06:16.000]  哥羅西書四章一節
[00:06:16.000 --> 00:06:19.000]  把這個字譯作公平
[00:06:19.000 --> 00:06:21.000]  在原文是同一個字
[00:06:21.000 --> 00:06:26.000]  它說到一個主人和一個僕人的對待
[00:06:26.000 --> 00:06:30.000]  主人要對待你的僕人要公正公平
[00:06:30.000 --> 00:06:33.000]  要知道你們有同一位的主
[00:06:33.000 --> 00:06:37.000]  意思就是主人需要用一個公平
[00:06:37.000 --> 00:06:39.000]  去對待他的僕人
[00:06:39.000 --> 00:06:44.000]  其實在當中,已不左書也有同樣的教導
[00:06:44.000 --> 00:06:48.000]  對於主人和僕人的概念
[00:06:48.000 --> 00:06:51.000]  在當中說到
[00:06:51.000 --> 00:06:55.000]  意思就是僕人要做好僕人的本份
[00:06:55.000 --> 00:06:59.000]  好像服侍基督一樣
[00:06:59.000 --> 00:07:05.000]  而主人也要不可以苛待一些的僕人
[00:07:05.000 --> 00:07:07.000]  不可以威嚇他們
[00:07:07.000 --> 00:07:12.000]  因為他們都是神所愛的人
[00:07:12.000 --> 00:07:15.000]  當中有一個很共通的特點
[00:07:15.000 --> 00:07:18.000]  就是他們都有同一位的主
[00:07:18.000 --> 00:07:20.000]  這個字眼很重要
[00:07:20.000 --> 00:07:22.000]  就是說在神的眼裡
[00:07:22.000 --> 00:07:26.000]  祂不偏待任何人
[00:07:26.000 --> 00:07:28.000]  弟兄姊妹,你想想
[00:07:28.000 --> 00:07:30.000]  我們和基督的關係
[00:07:30.000 --> 00:07:32.000]  除了兒女的身份之外
[00:07:32.000 --> 00:07:36.000]  其實也是主人和僕人的關係
[00:07:36.000 --> 00:07:39.000]  基督是主,我們是僕人
[00:07:39.000 --> 00:07:44.000]  我們不會認為我們可以和基督同等
[00:07:44.000 --> 00:07:46.000]  應該不會吧
