
[00:00:00.000 --> 00:00:03.200]  好感謝主今日又可以同大家見面
[00:00:03.200 --> 00:00:05.200]  上一次見面是幾時呀?記唔記得呀?
[00:00:05.200 --> 00:00:09.200]  七月中呢,我就嚟呢度講咗彼得
[00:00:09.200 --> 00:00:11.700]  七月中呀,今次七月尾
[00:00:11.700 --> 00:00:14.700]  所以好少可我一個月可以同大家見兩次
[00:00:14.700 --> 00:00:16.200]  咁點解要見大家兩次呢?
[00:00:16.200 --> 00:00:18.200]  因為我即將被猜出去
[00:00:18.200 --> 00:00:21.200]  但我唔係猜輸咗即係嗰啲出去嗰啲
[00:00:21.200 --> 00:00:24.200]  我係被猜遣出去同頂姐妹呢
[00:00:24.200 --> 00:00:26.200]  我哋會擴展新嘅分堂
[00:00:26.200 --> 00:00:29.900]  咁我好想我哋一齊去領袖神嘅話語之前
[00:00:29.900 --> 00:00:34.000]  我哋喺神面前再一次
[00:00:34.000 --> 00:00:36.000]  喺神面前伏伏
[00:00:36.000 --> 00:00:38.000]  我哋求神引領我哋
[00:00:38.000 --> 00:00:41.000]  整個教會引領我哋整個心靈
[00:00:41.000 --> 00:00:46.000]  讓我哋全然嘅歸向主
[00:00:46.000 --> 00:00:49.000]  我哋一齊禱告
[00:00:49.000 --> 00:00:53.000]  天上帝,祢係慈悲仁愛嘅
[00:00:53.000 --> 00:00:56.000]  我哋仰望祢,我哋相信祢
[00:00:56.000 --> 00:00:59.000]  生命有好多嘢我哋睇唔通
[00:00:59.000 --> 00:01:02.000]  生命亦都有好多嘅衝擊
[00:01:02.000 --> 00:01:05.000]  有好多好嘅嘢同唔好嘅嘢
[00:01:05.000 --> 00:01:08.000]  同我哋一齊,我哋成日想
[00:01:08.000 --> 00:01:11.000]  拎走嗰啲唔好嘅嘢,但係你講過
[00:01:11.000 --> 00:01:14.000]  呢啲嘢要去到最後,去到結局嘅時候
[00:01:14.000 --> 00:01:17.000]  先至有分曉
[00:01:17.000 --> 00:01:20.000]  最後,上帝你先至要承傳
[00:01:20.000 --> 00:01:23.000]  你所有美善嘅旨意喺我哋身上
[00:01:23.000 --> 00:01:26.000]  今天仍然有好多嘢我哋要面對
[00:01:26.000 --> 00:01:29.000]  要去學習,要去掙扎
[00:01:29.000 --> 00:01:32.000]  但係求你幫助我哋,從你嘅話語
[00:01:32.000 --> 00:01:35.000]  得著智慧同埋指導
[00:01:35.000 --> 00:01:38.000]  叫我哋知道點樣活好每一天
[00:01:38.000 --> 00:01:41.000]  同埋預備主你返嚟
[00:01:41.000 --> 00:01:44.000]  我哋將今天嘅時間交託
[00:01:44.000 --> 00:01:47.000]  求你帶領我哋,聽我哋同心禱告
[00:01:47.000 --> 00:01:50.000]  奉耶穌基督嘅聖名
[00:01:50.000 --> 00:01:53.000]  大家多唔多搭巴士嘅
[00:01:53.000 --> 00:01:56.000]  你拍一下手掌,1,2,3
[00:01:56.000 --> 00:01:59.000]  都唔少
[00:01:59.000 --> 00:02:02.000]  有幾多個你搭巴士係會攞個apps出嚟
[00:02:02.000 --> 00:02:06.000]  有啲個apps關於巴士嘅,你會睇下仲有幾多分鐘先到
[00:02:06.000 --> 00:02:09.000]  有,會嘅,你拍下手,1,2,3
[00:02:09.000 --> 00:02:12.000]  唔係好多
[00:02:12.000 --> 00:02:15.000]  我而家係一個盲人
[00:02:15.000 --> 00:02:18.000]  我好多時搭巴士
[00:02:18.000 --> 00:02:21.000]  我就會睇下嗰個
[00:02:21.000 --> 00:02:24.000]  九巴嘅apps幾多分鐘會有車到
[00:02:24.000 --> 00:02:27.000]  咁我諗下諗下
[00:02:27.000 --> 00:02:30.000]  幾多分鐘有車到,呢個幾好
[00:02:30.000 --> 00:02:33.000]  會唔會有個人,阿強哥整個主載來嘅apps
[00:02:33.000 --> 00:02:36.000]  我搞一撳知道住幾時返
[00:02:36.000 --> 00:02:39.000]  呢個一定係異端,聖經話無人知道住幾時返
[00:02:39.000 --> 00:02:42.000]  所以如果個apps呢,整個全部係問號嘅
[00:02:42.000 --> 00:02:45.000]  有五六個問號,主載來嘅時間,問號問號問號
[00:02:45.000 --> 00:02:48.000]  但係主載來之前有好多跡象
[00:02:48.000 --> 00:02:51.000]  喺《馬特福音》耶穌有講關於
[00:02:51.000 --> 00:02:54.000]  天國嘅事
[00:02:54.000 --> 00:02:57.000]  喺《輔佐經文》呢,我哋睇一睇
[00:02:57.000 --> 00:03:00.000]  《使徒行傳》第一章第三節
[00:03:00.000 --> 00:03:03.000]  《使徒行傳》第一章第三節,當耶穌
[00:03:03.000 --> 00:03:06.000]  升天之前,復活之後
[00:03:06.000 --> 00:03:09.000]  耶穌做咗兩樣好重要嘅嘢
[00:03:09.000 --> 00:03:12.000]  去預備門徒
[00:03:12.000 --> 00:03:15.000]  預備門徒出去傳福音,同埋預備門徒
[00:03:15.000 --> 00:03:18.000]  去為祂作見證
[00:03:18.000 --> 00:03:21.000]  亦都預備佢哋明白神國嘅事
[00:03:21.000 --> 00:03:24.000]  我哋讀一讀,喺powerpoint嘅,喺螢光幕
[00:03:24.000 --> 00:03:27.000]  你手上應該無印出嚟,《使徒行傳》第一章第三節
[00:03:27.000 --> 00:03:30.000]  預備起,係啦
[00:03:30.000 --> 00:03:33.000]  你有冇諗過耶穌復活之後
[00:03:33.000 --> 00:03:36.000]  直到祂升天之前,大概有五十日
[00:03:36.000 --> 00:03:39.000]  咁好易計啫
[00:03:39.000 --> 00:03:42.000]  即係五旬節,聖靈降臨之前
[00:03:42.000 --> 00:03:45.000]  咁五旬節距離二月節呢
[00:03:45.000 --> 00:03:48.000]  就大概有七個禮拜
[00:03:48.000 --> 00:03:51.000]  有四十九或者前後,你計埋五十日咁啦
[00:03:51.000 --> 00:03:54.000]  咁耶穌先,呢度講耶穌喺復活之後
[00:03:54.000 --> 00:03:57.000]  有四十日嘅時間同門徒一齊
[00:03:57.000 --> 00:04:00.000]  祂做兩樣嘢,第一
[00:04:00.000 --> 00:04:03.000]  祂將好多祂復活嘅證據
[00:04:03.000 --> 00:04:06.000]  就確具顯明畀門徒知,咁點解要做呢樣嘢
[00:04:06.000 --> 00:04:09.000]  因為耶穌要差派佢哋去為主
[00:04:09.000 --> 00:04:12.000]  作見證,要見證主
[00:04:12.000 --> 00:04:15.000]  從死裏面復活,呢個就係神嘅遺旨
[00:04:15.000 --> 00:04:18.000]  聖經點樣講,事情又點樣發生
[00:04:18.000 --> 00:04:21.000]  我哋又點樣宣講,我哋又點樣相信
[00:04:21.000 --> 00:04:24.000]  今日有兩個我哋相信
[00:04:24.000 --> 00:04:27.000]  係絕對嘅真理,第一就係主已經
[00:04:27.000 --> 00:04:30.000]  喺死裏面復活,第二就係主要
[00:04:30.000 --> 00:04:33.000]  從天要再來,呢兩樣嘢
[00:04:33.000 --> 00:04:36.000]  對我哋嚟講都係匪夷所思嘅
[00:04:36.000 --> 00:04:39.000]  人死咗能夠活過嚟,我哋覺得
[00:04:39.000 --> 00:04:42.000]  係好出奇嘅事,第二就係
[00:04:42.000 --> 00:04:45.000]  主要再來,呢樣嘢已經
[00:04:45.000 --> 00:04:48.000]  講咗兩千年,弟兄姊妹
[00:04:48.000 --> 00:04:51.000]  我哋等咗幾耐呢?我哋唔係等咗
[00:04:51.000 --> 00:04:54.000]  二千年,我哋每人都係等咗自己
[00:04:54.000 --> 00:04:57.000]  嗰一世,所以你去茶餐廳食嘢
[00:04:57.000 --> 00:05:00.000]  出嗰啲餐慢咗
[00:05:00.000 --> 00:05:03.000]  你唔係話你餐廳朝頭早開門
[00:05:03.000 --> 00:05:06.000]  等到而家晏晝兩點你都未出,唔係
[00:05:06.000 --> 00:05:09.000]  我哋係等咗嗰半個鐘或者嗰一個鐘
[00:05:09.000 --> 00:05:12.000]  所以主再來,主喺每一個世代
[00:05:12.000 --> 00:05:15.000]  都可以再來,大臣憐憫
[00:05:15.000 --> 00:05:18.000]  每一代嘅人,畀我哋有好多機會
[00:05:18.000 --> 00:05:21.000]  耶穌喺復活之後
[00:05:21.000 --> 00:05:24.000]  佢活生生咁將佢復活嘅
[00:05:24.000 --> 00:05:27.000]  證據顯明畀門徒知
[00:05:27.000 --> 00:05:30.000]  所以唔怪得知點解門徒可以為見證
[00:05:30.000 --> 00:05:33.000]  主呢個復活嘅訊息連命
[00:05:33.000 --> 00:05:36.000]  都可以擺上,即係有時我哋話
[00:05:36.000 --> 00:05:39.000]  當我哋用人頭擔保
[00:05:39.000 --> 00:05:42.000]  如果呢樣嘢係假嘅
[00:05:42.000 --> 00:05:45.000]  你殺我頭啦,呢個就係人頭擔保嘅意思
[00:05:45.000 --> 00:05:48.000]  點解基督教信仰可以
[00:05:48.000 --> 00:05:51.000]  傳兩千幾年
[00:05:51.000 --> 00:05:54.000]  教會曾經受好多逼迫
[00:05:54.000 --> 00:05:57.000]  啲人就相信,如果呢樣嘢唔係真嘅
[00:05:57.000 --> 00:06:00.000]  依然有人肯為耶穌埋命
