
[00:00:00.000 --> 00:00:04.000]  請姐妹平安讓我們做一次同心低頭祈禱
[00:00:04.000 --> 00:00:11.000]  主一你就是愛的源頭
[00:00:11.000 --> 00:00:14.000]  我們一起相聚
[00:00:14.000 --> 00:00:17.000]  不單只是去享受見證你的愛
[00:00:17.000 --> 00:00:22.000]  更要將你的愛和周圍的人分享
[00:00:22.000 --> 00:00:24.000]  讓更多的人
[00:00:24.000 --> 00:00:27.000]  無論是他們自己還是整個家庭
[00:00:27.000 --> 00:00:30.000]  都來得著你的慈愛
[00:00:30.000 --> 00:00:32.000]  又願僕人口中的言語
[00:00:32.000 --> 00:00:35.000]  弟兄姊妹的心思意念
[00:00:35.000 --> 00:00:36.000]  夢聖靈的啟迪
[00:00:36.000 --> 00:00:38.000]  夢主的月立
[00:00:38.000 --> 00:00:39.000]  禱告籍主耶穌
[00:00:39.000 --> 00:00:41.000]  基督聖名而求
[00:00:41.000 --> 00:00:42.000]  阿門
[00:00:42.000 --> 00:00:49.000]  中國人很重視家庭
[00:00:49.000 --> 00:00:52.000]  要承傳美好的事物
[00:00:52.000 --> 00:00:55.000]  讓下一代可以承繼一些有意義
[00:00:55.000 --> 00:00:58.000]  或者有價值的事物
[00:00:58.000 --> 00:01:00.000]  譬如我們
[00:01:00.000 --> 00:01:03.000]  有些人在我們弟兄姊妹當中
[00:01:03.000 --> 00:01:05.000]  你的名字
[00:01:05.000 --> 00:01:08.000]  其實一早由你的祖先
[00:01:08.000 --> 00:01:10.000]  已經定了
[00:01:10.000 --> 00:01:13.000]  當然定了第一當然是姓氏
[00:01:13.000 --> 00:01:14.000]  沒理由改了姓氏
[00:01:14.000 --> 00:01:16.000]  所以你的姓氏就定了
[00:01:16.000 --> 00:01:18.000]  然後在你的名字
[00:01:18.000 --> 00:01:20.000]  可能其中一個字
[00:01:20.000 --> 00:01:23.000]  是根據鄉下
[00:01:23.000 --> 00:01:25.000]  一副對聯
[00:01:25.000 --> 00:01:28.000]  按照這個輩分排列
[00:01:28.000 --> 00:01:30.000]  一直排下去
[00:01:30.000 --> 00:01:33.000]  所以當聽到你的名字
[00:01:33.000 --> 00:01:37.000]  就知道你在你的家族裡
[00:01:37.000 --> 00:01:39.000]  是屬於誰的輩分
[00:01:39.000 --> 00:01:41.000]  有些人
[00:01:41.000 --> 00:01:43.000]  他們的名字就是這樣
[00:01:43.000 --> 00:01:47.000]  由祖先一直定下來
[00:01:47.000 --> 00:01:49.000]  當然有些人認為
[00:01:49.000 --> 00:01:50.000]  有價值的事物
[00:01:50.000 --> 00:01:52.000]  應該是很實在的
[00:01:52.000 --> 00:01:53.000]  捉得到的
[00:01:53.000 --> 00:01:54.000]  看得到的
[00:01:54.000 --> 00:01:56.000]  譬如是甚麼呢
[00:01:56.000 --> 00:01:58.000]  那些家傳之寶
[00:01:58.000 --> 00:02:00.000]  可能是一個古董
[00:02:00.000 --> 00:02:02.000]  可能是一些物業
[00:02:02.000 --> 00:02:04.000]  可能是股票
[00:02:04.000 --> 00:02:07.000]  將這些留給下一代
[00:02:07.000 --> 00:02:10.000]  我們認為是非常之好的
[00:02:10.000 --> 00:02:13.000]  因為能夠為他們的生活
[00:02:13.000 --> 00:02:15.000]  帶來一定的保障
[00:02:15.000 --> 00:02:17.000]  但對於基督徒來說
[00:02:17.000 --> 00:02:19.000]  這些是物質
[00:02:19.000 --> 00:02:22.000]  物質是否真的可以帶來生活的保障呢
[00:02:22.000 --> 00:02:24.000]  有些時候其實不一定
[00:02:24.000 --> 00:02:26.000]  因為物質是有限制的
[00:02:26.000 --> 00:02:31.000]  它未必會永遠永遠流傳下去
[00:02:31.000 --> 00:02:34.000]  甚至有些物質
[00:02:34.000 --> 00:02:36.000]  有些財產
[00:02:36.000 --> 00:02:39.000]  可以變成一家人
[00:02:39.000 --> 00:02:41.000]  彼此爭奪
[00:02:41.000 --> 00:02:43.000]  分裂的一個源頭
[00:02:43.000 --> 00:02:46.000]  因為當人都很希望
[00:02:46.000 --> 00:02:48.000]  拿得更多的時候
[00:02:48.000 --> 00:02:50.000]  這些帶來的物質
[00:02:50.000 --> 00:02:52.000]  這些財產
[00:02:52.000 --> 00:02:55.000]  就會引起了紛爭
[00:02:55.000 --> 00:02:58.000]  有甚麼是恆久不變
[00:02:58.000 --> 00:03:00.000]  而且能夠為下一代
[00:03:00.000 --> 00:03:03.000]  帶來真正的幫助呢
[00:03:03.000 --> 00:03:04.000]  當然對於我們基督徒來說
[00:03:04.000 --> 00:03:06.000]  我們很明白
[00:03:06.000 --> 00:03:09.000]  就是要對上帝傳言的信靠
[00:03:09.000 --> 00:03:12.000]  這個才是恆久不變
[00:03:12.000 --> 00:03:15.000]  亦都是帶來最大的幫助
[00:03:15.000 --> 00:03:17.000]  今天我們所看的經文
[00:03:17.000 --> 00:03:19.000]  提摩太后書第一章
[00:03:19.000 --> 00:03:21.000]  第三到第七節
[00:03:21.000 --> 00:03:25.000]  正好就是講出這個情況
[00:03:25.000 --> 00:03:28.000]  提摩太后書有一個很重要的主題
[00:03:28.000 --> 00:03:31.000]  就是保羅要勉勵他
[00:03:31.000 --> 00:03:33.000]  屬靈的兒子
[00:03:33.000 --> 00:03:35.000]  他的徒弟
[00:03:35.000 --> 00:03:38.000]  如何在一個艱難的處境當中
[00:03:38.000 --> 00:03:40.000]  要去堅持
[00:03:40.000 --> 00:03:42.000]  面對很多的挑戰
[00:03:42.000 --> 00:03:44.000]  不要放棄
[00:03:44.000 --> 00:03:46.000]  亦都要較準那個焦點
[00:03:46.000 --> 00:03:48.000]  不要陷在一個
[00:03:48.000 --> 00:03:51.000]  不斷的無益的爭辯當中
[00:03:51.000 --> 00:03:54.000]  因為提摩太后要接觸
[00:03:54.000 --> 00:03:56.000]  保羅牧養教會
[00:03:56.000 --> 00:03:58.000]  傳福音的棒子
[00:03:58.000 --> 00:04:01.000]  而他面對的挑戰和衝擊
[00:04:01.000 --> 00:04:03.000]  亦都是相當之大
[00:04:03.000 --> 00:04:06.000]  當保羅知道自己的時日無多
[00:04:06.000 --> 00:04:08.000]  他就要去勉勵
[00:04:08.000 --> 00:04:10.000]  他這位屬靈的兒子
[00:04:10.000 --> 00:04:13.000]  讓他來接觸他的工作
[00:04:13.000 --> 00:04:15.000]  我們從經文裏面
[00:04:15.000 --> 00:04:20.000]  就可以看到這些蛛絲馬跡
[00:04:20.000 --> 00:04:23.000]  在第三節經文一開始提到
[00:04:23.000 --> 00:04:26.000]  保羅說我感謝上帝
[00:04:26.000 --> 00:04:28.000]  就是我接觸祖先
[00:04:28.000 --> 00:04:32.000]  用純潔的良心所侍奉的上帝
[00:04:32.000 --> 00:04:36.000]  在祈禱裏面晝夜不停地來想念你
[00:04:36.000 --> 00:04:38.000]  就是提摩太后
[00:04:38.000 --> 00:04:41.000]  他說我一想起你的眼淚
[00:04:41.000 --> 00:04:43.000]  就急切想見你
[00:04:43.000 --> 00:04:47.000]  好讓我的心滿心快樂
[00:04:47.000 --> 00:04:50.000]  從這段經文裏面
[00:04:50.000 --> 00:04:52.000]  大家就可以去想像
[00:04:52.000 --> 00:04:55.000]  當時的提摩太后
[00:04:55.000 --> 00:04:57.000]  是面對一個甚麼處境呢
[00:04:57.000 --> 00:05:01.000]  是快樂還是不快樂呢
[00:05:01.000 --> 00:05:06.000]  是很順利還是有很多困難呢
[00:05:06.000 --> 00:05:09.000]  第四節保羅說
[00:05:09.000 --> 00:05:12.000]  他一想起提摩太后的眼淚
[00:05:12.000 --> 00:05:14.000]  眼淚有兩種
[00:05:14.000 --> 00:05:16.000]  一種就是很感動
[00:05:16.000 --> 00:05:18.000]  感動到流眼淚
[00:05:18.000 --> 00:05:21.000]  另一種就是很困難
[00:05:21.000 --> 00:05:23.000]  困難到會流眼淚
[00:05:23.000 --> 00:05:26.000]  很明顯提摩太后似乎
[00:05:26.000 --> 00:05:28.000]  都是面對很大的困難
[00:05:28.000 --> 00:05:31.000]  以至保羅很焦急
[00:05:31.000 --> 00:05:34.000]  他要為他的兒子打氣
[00:05:34.000 --> 00:05:36.000]  來幫助他
[00:05:36.000 --> 00:05:40.000]  使他不要在困難當中
[00:05:40.000 --> 00:05:42.000]  一直被拉下去
[00:05:42.000 --> 00:05:45.000]  這裡是其中一個痕跡
[00:05:45.000 --> 00:05:48.000]  後面其實還有的
