
[00:00:00.000 --> 00:00:04.000]  讓我們廣道而先,我們同心地禱告
[00:00:04.000 --> 00:00:08.000]  差的恩主,我們洩立在你跟前
[00:00:08.000 --> 00:00:15.000]  感謝你賜下寶貴的壞語,引領我們當守的正路
[00:00:15.000 --> 00:00:21.000]  感謝你賜下寶貴的聖靈,引導我們進入真理
[00:00:21.000 --> 00:00:27.000]  求聖靈在當中自由運行,親自去教導我們、督察我們、勉勵我們
[00:00:27.000 --> 00:00:32.000]  以致無論講的、聽的,一同去蒙福,聽我們的禱告
[00:00:32.000 --> 00:00:37.000]  奉教的救主,耶穌基督,寶貴聖名去求,阿們
[00:00:37.000 --> 00:00:41.000]  教會剛剛出了2024年新的月曆
[00:00:41.000 --> 00:00:47.000]  我們會延續教會這幾年的目標,我們同心持守信仰,同行承擔使命
[00:00:47.000 --> 00:00:53.000]  有沒有一些重要的元素,幫我們真的可以落實去實踐這個目標呢?
[00:00:53.000 --> 00:00:57.000]  我想起有一年,有一個冬季奧運會
[00:00:57.000 --> 00:01:02.000]  有一個滑冰的對制賽,有以下一個這樣的場景
[00:01:02.000 --> 00:01:07.000]  那個賽制是三個人一隊的,要一起去過終點
[00:01:07.000 --> 00:01:11.000]  成績是以你最後衝刺的計數
[00:01:11.000 --> 00:01:16.000]  有某場賽事三個人一隊,頭兩個其實都滑得挺快的
[00:01:16.000 --> 00:01:19.000]  很快衝了去過終點
[00:01:19.000 --> 00:01:25.000]  但是第三位拋離他們很遠,因為是計算最後那個怎樣去衝刺的
[00:01:25.000 --> 00:01:30.000]  結果他們這一隊就不可以進入決賽了
[00:01:30.000 --> 00:01:35.000]  我問大家,如果你是其實都滑得很快的那個
[00:01:35.000 --> 00:01:38.000]  因為人家遲了,那就進不了決賽了
[00:01:38.000 --> 00:01:45.000]  當你接受訪問的時候,你對賽果你會怎樣回應呢?
[00:01:45.000 --> 00:01:49.000]  當時真實的場景就是,其中有一位隊員就說
[00:01:49.000 --> 00:01:53.000]  其實我們這兩位,我們滑得不錯的
[00:01:53.000 --> 00:01:59.000]  因為落後那個跟不上,所以我們就進不了決賽了
[00:01:59.000 --> 00:02:08.000]  這番言論當時引起一些很大的公憤,說他們欺凌隊友
[00:02:08.000 --> 00:02:13.000]  那時候報道說有六十萬人聯署要求國家隊開除他們
[00:02:13.000 --> 00:02:18.000]  那個隊員知道自己闖下大禍,接著一場賽事他拿銀牌
[00:02:18.000 --> 00:02:21.000]  他拿銀牌的時候,他放下國旗
[00:02:21.000 --> 00:02:27.000]  在觀眾席向著當時的會眾去叩頭道歉
[00:02:27.000 --> 00:02:31.000]  希望自己的國民可以原諒他
[00:02:31.000 --> 00:02:34.000]  這番言論可能真是無心之失
[00:02:34.000 --> 00:02:36.000]  但是看見人性裏面一種掙扎
[00:02:36.000 --> 00:02:41.000]  在運動場上,你去顧念自己的聲望
[00:02:41.000 --> 00:02:45.000]  還是看重整個國家隊整體的好處
[00:02:45.000 --> 00:02:48.000]  當時有很大的張力
[00:02:48.000 --> 00:02:51.000]  同樣教會作為一個屬靈的團隊
[00:02:51.000 --> 00:02:55.000]  我們人仍然有很多限制,很多罪聲
[00:02:55.000 --> 00:03:00.000]  我們怎樣可以將整體的益處凌駕我自己個人的慾求
[00:03:00.000 --> 00:03:04.000]  而真是可以踏實地做到同心同行呢?
[00:03:04.000 --> 00:03:07.000]  很想藉著今天的課題,我們同心地去學習
[00:03:07.000 --> 00:03:12.000]  我們會繼續看約翰一書3章11至18節
[00:03:12.000 --> 00:03:16.000]  想和大家首先重溫一下上文
[00:03:16.000 --> 00:03:19.000]  今天是第11節,直接的上文就是第10節
[00:03:19.000 --> 00:03:24.000]  這奏顯明,誰是神的兒女,誰是魔鬼的兒女
[00:03:24.000 --> 00:03:29.000]  凡不行義的,不是出於神,不愛他弟兄的,也是如此
[00:03:29.000 --> 00:03:35.000]  以約翰將神的兒女、魔鬼的兒女去區分
[00:03:35.000 --> 00:03:43.000]  引證上帝的兒女,第一個憑據是他們會行公義
[00:03:43.000 --> 00:03:48.000]  即不犯罪,不做違背律法的事
[00:03:48.000 --> 00:03:52.000]  在上文上一次講到,我們已經講了
[00:03:52.000 --> 00:03:56.000]  引證上帝的兒女,第二個憑據就是
[00:03:56.000 --> 00:04:01.000]  他們能夠在群體內愛他的弟兄,當然要包括弟兄姊妹
[00:04:01.000 --> 00:04:05.000]  這是今天我們要學的課題
[00:04:05.000 --> 00:04:11.000]  你見到約翰將公義和愛連在一起討論
[00:04:11.000 --> 00:04:17.000]  行公義的生命也是一個有愛的生命,分不開
[00:04:17.000 --> 00:04:21.000]  如果我們沒有公義去規範什麼是對或錯
[00:04:21.000 --> 00:04:26.000]  我們只是講愛,是一個很放縱地去歷愛
[00:04:26.000 --> 00:04:31.000]  但如果我們只講理據、對或錯的法則
[00:04:31.000 --> 00:04:34.000]  我們沒有帶著一個建立生命愛的動機
[00:04:34.000 --> 00:04:38.000]  只是冷冰冰死守規條的一個愛學
[00:04:38.000 --> 00:04:43.000]  我們很熟悉的同一個作者約翰在福音書也這樣講過
[00:04:43.000 --> 00:04:50.000]  道成了肉身在我們中間,充滿有因典,有真理
[00:04:50.000 --> 00:04:54.000]  如果上帝只跟我們講理據、講真理
[00:04:54.000 --> 00:04:58.000]  我們看清、看錯我們裡面有多少罪性、有多少邪惡
[00:04:58.000 --> 00:05:02.000]  我肯定我們擔當不起
[00:05:02.000 --> 00:05:06.000]  你很感謝神,祂莫大的恩典
[00:05:06.000 --> 00:05:12.000]  將罪人本來該受的責備,轉介到由耶穌代我們去承擔
[00:05:12.000 --> 00:05:15.000]  以致我們在救恩的這個安全網裡面
[00:05:15.000 --> 00:05:18.000]  我們學習,我們追求成長
[00:05:18.000 --> 00:05:25.000]  所以有些宗教、有些哲學,都是宣揚無私的愛、一些道德倫理
[00:05:25.000 --> 00:05:29.000]  我們看見基督信仰裡面宣揚社己的愛
[00:05:29.000 --> 00:05:34.000]  是定立在上帝救贖計劃這個框架底下
[00:05:34.000 --> 00:05:41.000]  不只是講道德倫理,是人要回歸跟上帝這個愛的關係裡面
[00:05:41.000 --> 00:05:46.000]  以致我們會區分,誰是神的兒女、誰是魔鬼的兒女
[00:05:46.000 --> 00:05:50.000]  仍然在魔鬼的權勢掌管底下
[00:05:50.000 --> 00:05:55.000]  我們從這個向道,我們思想在信仰群體裡面
[00:05:55.000 --> 00:05:58.000]  去實踐彼此相愛的功課
[00:05:58.000 --> 00:06:02.000]  我們簡單看看今天的經文,很簡單的結構
[00:06:02.000 --> 00:06:08.000]  十一節是一個序言,去論述彼此相愛的勸勉
[00:06:08.000 --> 00:06:12.000]  接著約翰用了一個反面、一個正面的例子
[00:06:12.000 --> 00:06:16.000]  十二節、十五節是引用了舊約裡面
[00:06:16.000 --> 00:06:19.000]  該引殺弟弟阿伯反面的例子
[00:06:19.000 --> 00:06:26.000]  讓我們看見從一個人去愛、或者去恨一個弟兄、一個對立的態度
[00:06:26.000 --> 00:06:30.000]  引證他裡面是不是真的有神的生命
[00:06:30.000 --> 00:06:35.000]  十五節、十八節,引用了耶穌為人寫明正面的例子
[00:06:35.000 --> 00:06:38.000]  成為我們學校的榜樣
[00:06:38.000 --> 00:06:42.000]  我們先來看序言十一節
[00:06:42.000 --> 00:06:48.000]  我們要彼此相愛,這就是你們從起初所聽到的信息
[00:06:48.000 --> 00:06:54.000]  作者提出,彼此相愛這個信息是他們起初聽過的
[00:06:54.000 --> 00:07:00.000]  估計是耶穌在世的時候,耶穌當初傳給門徒的一個信息
[00:07:00.000 --> 00:07:05.000]  也是約翰當初傳給當時的修信人
[00:07:05.000 --> 00:07:09.000]  作者在這裡強調,處裡面的姿態要彼此相愛
[00:07:09.000 --> 00:07:12.000]  不是說我們不用愛其他人
[00:07:12.000 --> 00:07:16.000]  我相信是特別針對當時在約翰一書的背景
[00:07:16.000 --> 00:07:19.000]  信仰群體受到假教師的影響
[00:07:19.000 --> 00:07:23.000]  要糾正他們在屬靈的家裡面的一些表現
[00:07:23.000 --> 00:07:27.000]  接著約翰用了一個反面例子
[00:07:27.000 --> 00:07:30.000]  我們看十二至十五節
[00:07:30.000 --> 00:07:34.000]  在《創世記》裡面記載了人類歷史
[00:07:34.000 --> 00:07:37.000]  第一宗的殺人事件
[00:07:37.000 --> 00:07:40.000]  當時夏娃生了該隱和弟弟阿伯
[00:07:40.000 --> 00:07:43.000]  阿伯是牧羊,該隱是耕地的
[00:07:43.000 --> 00:07:46.000]  兩個人都拿去獻祭
[00:07:46.000 --> 00:07:53.000]  該隱拿去地裡出產的作為貢物獻給耶和華
[00:07:53.000 --> 00:07:59.000]  阿伯將他的羊群裡頭生的羊和脂肪獻上
[00:07:59.000 --> 00:08:04.000]  留意第四節,他說,耶和華不只是看中那些貢物
[00:08:04.000 --> 00:08:08.000]  耶和華看中了阿伯這個人和他的貢物
[00:08:08.000 --> 00:08:11.000]  看不中該隱這個人和他的貢物
[00:08:11.000 --> 00:08:15.000]  於是該隱很生氣,垂頭喪氣
[00:08:15.000 --> 00:08:20.000]  六節,耶和華對該隱說,為什麼這麼生氣?為什麼垂頭喪氣?
[00:08:20.000 --> 00:08:23.000]  如果做得對的,你抬起頭來
[00:08:23.000 --> 00:08:27.000]  他已經提醒他,如果你做得不對的,你小心
[00:08:27.000 --> 00:08:30.000]  罪好像會躲在門上
[00:08:30.000 --> 00:08:34.000]  他想控制你的時候,你要制伏他
[00:08:34.000 --> 00:08:40.000]  神已經提醒了他,但是最後一發不可收拾
[00:08:40.000 --> 00:08:45.000]  該隱依然攻擊他弟弟,將他殺了
[00:08:45.000 --> 00:08:50.000]  希伯來書這樣說,他說,因著信阿伯獻祭
[00:08:50.000 --> 00:08:57.000]  給神,給該隱所獻的更加美,因此獲得被稱讚為義人
[00:08:57.000 --> 00:09:01.000]  義人不只是說道德行為有多公義
[00:09:01.000 --> 00:09:06.000]  是說一個願意去信靠神,跟上帝有好的關係
[00:09:06.000 --> 00:09:09.000]  上帝喜悅的人
[00:09:09.000 --> 00:09:14.000]  回到約翰一書,作者約翰形容這樣說
[00:09:14.000 --> 00:09:20.000]  不像該隱屬那邪惡者,殺了自己的弟弟
[00:09:20.000 --> 00:09:24.000]  為什麼殺了他呢?因為自己的行為是邪惡
[00:09:24.000 --> 00:09:27.000]  而弟弟的行為是正直的
[00:09:27.000 --> 00:09:32.000]  約翰用了屬那邪惡者去形容該隱
