
[00:00:00.000 --> 00:00:03.000]  很多人對自由有個誤解
[00:00:03.000 --> 00:00:06.040]  那我們先來看看這個自由的誤解是什麼
[00:00:06.040 --> 00:00:08.300]  在迦納泰書五章一節
[00:00:08.300 --> 00:00:10.160]  這邊聖經是這樣說的
[00:00:10.160 --> 00:00:12.760]  這是保羅寫給迦納泰教會的書信
[00:00:12.760 --> 00:00:14.200]  其中第一段話,他說
[00:00:14.200 --> 00:00:17.600]  基督釋放了我們,教我們得以自由
[00:00:17.600 --> 00:00:19.300]  所以要站立得穩
[00:00:19.300 --> 00:00:23.200]  不要再被奴僕的惡挾制
[00:00:23.200 --> 00:00:24.200]  所以他說
[00:00:24.200 --> 00:00:27.200]  基督釋放了我們,教我們得以自由
[00:00:27.200 --> 00:00:30.200]  第一個我想要澄清的是
[00:00:30.200 --> 00:00:33.200]  尤其是我接觸的年輕人多吧
[00:00:33.200 --> 00:00:38.200]  很多的年輕人其實不是對信仰沒有興趣
[00:00:38.200 --> 00:00:39.200]  有興趣
[00:00:39.200 --> 00:00:41.200]  可是他們很怕加入一間教會
[00:00:41.200 --> 00:00:42.200]  是因為他們覺得
[00:00:42.200 --> 00:00:44.200]  這個信仰一旦加入了
[00:00:44.200 --> 00:00:46.200]  就好像沒有了自由
[00:00:46.200 --> 00:00:50.200]  所以他們覺得好像基督教的信仰蠻挺好的
[00:00:50.200 --> 00:00:52.200]  我也願意來知道一下聽一下
[00:00:52.200 --> 00:00:54.200]  可是如果我再進一步加入的話
[00:00:54.200 --> 00:00:56.200]  搞不好我就失去了自由
[00:00:56.200 --> 00:00:59.200]  所以他們會比較有這方面的顧慮
[00:00:59.200 --> 00:01:03.200]  但是這段經文我們首先有個提醒
[00:01:03.200 --> 00:01:05.200]  就是保羅其實講得很清楚
[00:01:05.200 --> 00:01:07.200]  他說其實基督教的信仰
[00:01:07.200 --> 00:01:11.200]  第一個很注重的地方其實是自由
[00:01:11.200 --> 00:01:13.200]  是這個信仰是使我們得自由的
[00:01:13.200 --> 00:01:16.200]  不是使我們變得不自由的
[00:01:16.200 --> 00:01:18.200]  所以這段經文其實它原文
[00:01:18.200 --> 00:01:20.200]  第一個字是自由的
[00:01:20.200 --> 00:01:21.200]  它是說for freedom
[00:01:21.200 --> 00:01:23.200]  就是為了自由的緣故
[00:01:23.200 --> 00:01:25.200]  基督釋放了我們
[00:01:25.200 --> 00:01:27.200]  所以這邊告訴我們的是
[00:01:27.200 --> 00:01:31.200]  其實耶穌基督來世上我們定時
[00:01:31.200 --> 00:01:33.200]  祂的目的其實是為了
[00:01:33.200 --> 00:01:36.200]  讓我們可以享受更大的自由
[00:01:36.200 --> 00:01:38.200]  所以教會本身不是一個
[00:01:38.200 --> 00:01:39.200]  如果你去到一個教會
[00:01:39.200 --> 00:01:41.200]  覺得奇怪教會很多的瑕疵
[00:01:41.200 --> 00:01:43.200]  很多的規條
[00:01:43.200 --> 00:01:44.200]  這個也不行那個也不行
[00:01:44.200 --> 00:01:47.200]  那個不是基督教的原意
[00:01:47.200 --> 00:01:48.200]  那個是有時候教會
[00:01:48.200 --> 00:01:51.200]  特別是比較古老的教會
[00:01:51.200 --> 00:01:54.200]  會誤用了聖經很多的真理
[00:01:54.200 --> 00:01:56.200]  或是前面很多的瑕疵
[00:01:56.200 --> 00:01:57.200]  而造成一些的誤會
[00:01:57.200 --> 00:01:59.200]  所以教會本身來這個信仰
[00:01:59.200 --> 00:02:00.200]  你得到之後
[00:02:00.200 --> 00:02:03.200]  應該使你活得更加自由
[00:02:03.200 --> 00:02:05.200]  而不是更多的束縛
[00:02:05.200 --> 00:02:06.200]  更多的不自由
[00:02:06.200 --> 00:02:07.200]  這是第一點
[00:02:07.200 --> 00:02:08.200]  那第二點就是
[00:02:08.200 --> 00:02:10.200]  我們很多人對自由的
[00:02:10.200 --> 00:02:12.200]  其中有個不理解的地方就是
[00:02:12.200 --> 00:02:15.200]  我們覺得自由好像是絕對的
[00:02:15.200 --> 00:02:17.200]  但是基督教所說的自由
[00:02:17.200 --> 00:02:19.200]  其實不是一個絕對的自由
[00:02:19.200 --> 00:02:22.200]  包括我們所說的自由
[00:02:22.200 --> 00:02:25.200]  民主自由也不是一個絕對的自由
[00:02:25.200 --> 00:02:26.200]  大家都知道在美國
[00:02:26.200 --> 00:02:28.200]  我們有言論自由
[00:02:28.200 --> 00:02:30.200]  可是言論自由有它的界限
[00:02:30.200 --> 00:02:31.200]  比方說你不可以跑到一個
[00:02:31.200 --> 00:02:33.200]  購物中心大喊說著火了
[00:02:33.200 --> 00:02:35.200]  然後大家引起恐慌
[00:02:35.200 --> 00:02:36.200]  大家就跑
[00:02:36.200 --> 00:02:39.200]  警察只會抓你是可以判你入罪的
[00:02:39.200 --> 00:02:42.200]  因為你說那不是有言論自由嗎
[00:02:42.200 --> 00:02:44.200]  言論自由有它的界限
[00:02:44.200 --> 00:02:45.200]  你不能夠在公眾場合
[00:02:45.200 --> 00:02:49.200]  散播一些威脅性的言語
[00:02:49.200 --> 00:02:50.200]  造成別人的傷害
[00:02:50.200 --> 00:02:51.200]  這是不行的
[00:02:51.200 --> 00:02:52.200]  所以任何的自由
[00:02:52.200 --> 00:02:54.200]  其實有它的一些的界限
[00:02:54.200 --> 00:02:55.200]  所以所謂的自由
[00:02:55.200 --> 00:02:57.200]  其實它有一條底線
[00:02:57.200 --> 00:02:59.200]  底線過了其實你的人生
[00:02:59.200 --> 00:03:01.200]  就反而變得不太自由
[00:03:01.200 --> 00:03:04.200]  你也不能濫用你的自由
[00:03:04.200 --> 00:03:05.200]  造成別人的不自由
[00:03:05.200 --> 00:03:06.200]  這樣也不行
[00:03:06.200 --> 00:03:09.200]  所以自由本身有它的界限
[00:03:09.200 --> 00:03:11.200]  就像我常常說
[00:03:11.200 --> 00:03:13.200]  一條魚在海裡面是自由的
[00:03:13.200 --> 00:03:15.200]  就根據神的創造
[00:03:15.200 --> 00:03:16.200]  那如果那條魚說
[00:03:16.200 --> 00:03:17.200]  這海裡游著不太爽
[00:03:17.200 --> 00:03:19.200]  好像陸地這麼寬敞
[00:03:19.200 --> 00:03:21.200]  我來陸地上走走吧
[00:03:21.200 --> 00:03:23.200]  魚上的陸地感覺很自由
[00:03:23.200 --> 00:03:25.200]  可是那個自由大概只有五秒鐘
[00:03:25.200 --> 00:03:27.200]  很快牠就死掉了
[00:03:27.200 --> 00:03:29.200]  所以神給我們有些的界限
[00:03:29.200 --> 00:03:31.200]  所以在這些界限裡面
[00:03:31.200 --> 00:03:33.200]  我們可以很自由
[00:03:33.200 --> 00:03:35.200]  但是有時候過了那條界線
[00:03:35.200 --> 00:03:36.200]  你發現奇怪
[00:03:36.200 --> 00:03:38.200]  怎麼這個自由變成捆綁
[00:03:38.200 --> 00:03:42.200]  任何東西都是有那條線的
[00:03:42.200 --> 00:03:44.200]  像以前說的錢
[00:03:44.200 --> 00:03:46.200]  錢在某種界限以內
[00:03:46.200 --> 00:03:48.200]  讓你覺得很自由
[00:03:48.200 --> 00:03:50.200]  有很多人喜歡錢是因為
[00:03:50.200 --> 00:03:52.200]  他看錢成為是自由
[00:03:52.200 --> 00:03:53.200]  有了錢我可以很自由的
[00:03:53.200 --> 00:03:55.200]  做我想做的事情
[00:03:55.200 --> 00:03:56.200]  可是錢多到一種地步
[00:03:56.200 --> 00:03:58.200]  你發現就不自由了
[00:03:58.200 --> 00:03:59.200]  因為光要處理
[00:03:59.200 --> 00:04:01.200]  想說怎麼樣處理這個錢
[00:04:01.200 --> 00:04:03.200]  本身就可以浪費
[00:04:03.200 --> 00:04:05.200]  耗盡你一輩子的時間
[00:04:05.200 --> 00:04:07.200]  所以錢到某個數目很自由
[00:04:07.200 --> 00:04:08.200]  可是過了某個數目
[00:04:08.200 --> 00:04:12.200]  你發現錢變成你的負累
[00:04:12.200 --> 00:04:14.200]  這種Burden比多過於自由
[00:04:14.200 --> 00:04:15.200]  所以自由是這樣子的
