
[00:00:00.000 --> 00:00:02.000]  孔子冥問候弟兄姊妹平安
[00:00:02.000 --> 00:00:04.000]  孔主的冥問候弟兄姊妹平安
[00:00:04.000 --> 00:00:09.000]  我今天是講獵王記下第五章
[00:00:09.000 --> 00:00:11.000]  賴曼求醫的第二講
[00:00:11.000 --> 00:00:13.000]  今天我是跟大家一起分享的是
[00:00:13.000 --> 00:00:17.000]  賴曼求醫之旅第二講
[00:00:17.000 --> 00:00:21.000]  你見到我給你一個題目
[00:00:21.000 --> 00:00:23.000]  題目Subtitle就是
[00:00:23.000 --> 00:00:27.000]  以色列王大驚
[00:00:27.000 --> 00:00:30.000]  在你們手上的程序表裏面
[00:00:30.000 --> 00:00:33.000]  也刊載了我們今天的講道大綱
[00:00:33.000 --> 00:00:35.000]  有一個附題
[00:00:35.000 --> 00:00:39.000]  這裡說以色列王大驚
[00:00:39.000 --> 00:00:42.000]  神人大方
[00:00:42.000 --> 00:00:45.000]  賴曼大路
[00:00:45.000 --> 00:00:48.000]  賴曼的僕人大勸
[00:00:48.000 --> 00:00:50.000]  賴曼的僕人大勸
[00:00:50.000 --> 00:00:52.000]  你見到我每一個動詞裏面
[00:00:52.000 --> 00:00:54.000]  有一個附詞有一個大字
[00:00:54.000 --> 00:00:57.000]  你可以看到在我的每一句話裏面
[00:00:57.000 --> 00:01:00.000]  都有一個附詞大在其中
[00:01:00.000 --> 00:01:02.000]  就是說他們的反應
[00:01:02.000 --> 00:01:04.000]  他們對這個賴曼求醫的反應
[00:01:04.000 --> 00:01:05.000]  是很震驚的
[00:01:05.000 --> 00:01:09.000]  是來表現出他們對這一次的求醫的事情
[00:01:09.000 --> 00:01:12.000]  有很多地方都充滿震驚
[00:01:12.000 --> 00:01:19.000]  但是每一個人的反應都是不同的
[00:01:19.000 --> 00:01:22.000]  但每一個人的回應是不同的
[00:01:22.000 --> 00:01:25.000]  所以是一個很有趣的故事
[00:01:25.000 --> 00:01:28.000]  所以是一個很有趣的故事
[00:01:28.000 --> 00:01:31.000]  我上次提到賴曼來到
[00:01:31.000 --> 00:01:34.000]  因為小女子一句說話
[00:01:34.000 --> 00:01:37.000]  上次我在前一堂的時候講過
[00:01:37.000 --> 00:01:39.000]  因為一個小女子的一句話
[00:01:39.000 --> 00:01:45.000]  於是她就開始了求醫之旅
[00:01:45.000 --> 00:01:48.000]  於是賴曼開始她的求醫之旅
[00:01:48.000 --> 00:01:52.000]  賴曼是屬於敘利亞的元帥
[00:01:52.000 --> 00:01:55.000]  賴曼是敘利亞的元帥
[00:01:55.000 --> 00:01:56.000]  元帥
[00:01:56.000 --> 00:02:00.000]  她來到這個阿薩馬利亞鄉南行
[00:02:00.000 --> 00:02:03.000]  她向南行
[00:02:03.000 --> 00:02:05.000]  作者用了很美妙的筆法
[00:02:05.000 --> 00:02:08.000]  作者用了很美妙的筆法
[00:02:08.000 --> 00:02:14.000]  因為美妙的筆法裏面有很多敘事的張力
[00:02:14.000 --> 00:02:20.000]  因為在記載的時候裏面有很多不同的張力在其中
[00:02:20.000 --> 00:02:24.000]  張力即是說有很多東西不合邏輯的
[00:02:24.000 --> 00:02:25.000]  但一起出現的
[00:02:25.000 --> 00:02:29.000]  張力的意思就是有很多本身沒有邏輯的事情
[00:02:29.000 --> 00:02:30.000]  但一同出現
[00:02:30.000 --> 00:02:34.000]  其實大家等於會聽故事或者看劇集
[00:02:34.000 --> 00:02:39.000]  當弟兄姊妹聽故事看解劇的時候
[00:02:39.000 --> 00:02:40.000]  就是有這個情形
[00:02:40.000 --> 00:02:41.000]  也有這個情況
[00:02:41.000 --> 00:02:42.000]  那些主角
[00:02:42.000 --> 00:02:43.000]  這些主角
[00:02:43.000 --> 00:02:45.000]  面對很多方面的壓力
[00:02:45.000 --> 00:02:47.000]  面對很多方面的壓力
[00:02:47.000 --> 00:02:48.000]  不知怎樣做
[00:02:48.000 --> 00:02:49.000]  不知要怎樣做
[00:02:49.000 --> 00:02:51.000]  那就是增加故事的情緒
[00:02:51.000 --> 00:02:54.000]  增加故事的情緒
[00:02:54.000 --> 00:02:55.000]  我相信今天的故事
[00:02:55.000 --> 00:02:56.000]  寫故事的人
[00:02:56.000 --> 00:02:59.000]  他們向聖經學習
[00:02:59.000 --> 00:03:02.000]  學了作者怎樣將這些故事的張力寫下來
[00:03:02.000 --> 00:03:04.000]  我相信今天寫故事的人
[00:03:04.000 --> 00:03:06.000]  也從聖經那裏
[00:03:06.000 --> 00:03:07.000]  學到不少
[00:03:07.000 --> 00:03:08.000]  有關怎樣寫
[00:03:08.000 --> 00:03:10.000]  加強張力在其中
[00:03:10.000 --> 00:03:13.000]  我們今天第二講主要是因為
[00:03:13.000 --> 00:03:17.000]  乃蠻帶了他的主公亞拿王一封信
[00:03:17.000 --> 00:03:20.000]  這次我們第二章裏面主要談到的是
[00:03:20.000 --> 00:03:25.000]  乃蠻帶著他的主公一封信
[00:03:25.000 --> 00:03:27.000]  以色列王看到之後
[00:03:27.000 --> 00:03:29.000]  以色列王看了之後
[00:03:29.000 --> 00:03:33.000]  他撕裂衣服
[00:03:33.000 --> 00:03:35.000]  講了一大堆好像很驚奇的說話
[00:03:35.000 --> 00:03:42.000]  講了一大罐好像很驚奇的說話
[00:03:42.000 --> 00:03:44.000]  他撕裂衣服之後其實慘了
[00:03:44.000 --> 00:03:48.000]  他撕裂衣服的意思就是很淒涼
[00:03:48.000 --> 00:03:50.000]  所以在這個故事我見到
[00:03:50.000 --> 00:03:53.000]  以色列王是一個弱者的表現
[00:03:53.000 --> 00:03:55.000]  在這裏我們看到以色列王
[00:03:55.000 --> 00:03:58.000]  好像一個熱鬧者的表現
[00:03:58.000 --> 00:03:59.000]  你看他大驚
[00:03:59.000 --> 00:04:01.000]  你看到他大驚
[00:04:01.000 --> 00:04:03.000]  但是先知神人呢
[00:04:03.000 --> 00:04:05.000]  很大方
[00:04:05.000 --> 00:04:09.000]  乃蠻得到藥方
[00:04:09.000 --> 00:04:12.000]  大路很憤怒
[00:04:12.000 --> 00:04:15.000]  但是乃蠻的僕人呢
[00:04:15.000 --> 00:04:20.000]  他勸他的主人不要怒
[00:04:20.000 --> 00:04:24.000]  很多種不同的反應在這裏
[00:04:24.000 --> 00:04:27.000]  一會兒我們會看他們的反應
[00:04:27.000 --> 00:04:29.000]  我們熟悉地來看他們的反應
[00:04:29.000 --> 00:04:30.000]  各位聽眾
[00:04:30.000 --> 00:04:32.000]  這個故事其實一直說下去
[00:04:32.000 --> 00:04:33.000]  第3往第4往
[00:04:33.000 --> 00:04:36.000]  第3往就是乃蠻得到醫治後的表現
[00:04:36.000 --> 00:04:39.000]  我們這堂道也有第三章
[00:04:39.000 --> 00:04:41.000]  在下一堂的
[00:04:41.000 --> 00:04:42.000]  這個課文
[00:04:42.000 --> 00:04:45.000]  這一堂的講
[00:04:45.000 --> 00:04:48.000]  這一段的經文的講到總共有四堂
[00:04:48.000 --> 00:04:51.000]  下一段的第三章的裏面就講到乃蠻
[00:04:51.000 --> 00:04:54.000]  他得到醫好之後的反應
[00:04:54.000 --> 00:04:56.000]  OK
[00:04:56.000 --> 00:04:59.000]  乃蠻得到醫治後有強者的表現
[00:04:59.000 --> 00:05:03.000]  乃蠻得到醫治後他變成一個強者的表現
[00:05:03.000 --> 00:05:06.000]  所以大家看這段故事裏面
[00:05:06.000 --> 00:05:07.000]  有兩種人
[00:05:07.000 --> 00:05:09.000]  強者弱者
[00:05:09.000 --> 00:05:10.000]  所以在這一段聖經裏面
