
[00:00:00.000 --> 00:00:03.280]  前一次我講約拿書的時候
[00:00:03.280 --> 00:00:06.680]  我有提到關於神蹟的問題
[00:00:06.680 --> 00:00:09.720]  神蹟有沒有可能發生呢?
[00:00:09.720 --> 00:00:13.560]  那就是說你信不信有神蹟呢?
[00:00:13.560 --> 00:00:16.900]  一般來說信耶穌的人
[00:00:16.900 --> 00:00:19.080]  當然信有神蹟啦
[00:00:19.080 --> 00:00:22.000]  因為耶穌行了很多神蹟
[00:00:22.000 --> 00:00:25.820]  不信有神的人當然
[00:00:25.820 --> 00:00:27.720]  他不會信有神蹟
[00:00:28.280 --> 00:00:30.760]  而且還會用各種方法
[00:00:30.760 --> 00:00:33.760]  來解釋去淡化
[00:00:33.760 --> 00:00:35.080]  那個神蹟
[00:00:35.080 --> 00:00:40.680]  有一個故事是關於
[00:00:40.680 --> 00:00:43.040]  淡化神蹟的
[00:00:43.040 --> 00:00:45.000]  這個故事是這樣的
[00:00:45.000 --> 00:00:49.220]  有一個牧師他很熱心
[00:00:49.220 --> 00:00:52.100]  很想去說服一個
[00:00:52.100 --> 00:00:54.000]  不信有神蹟的人
[00:00:54.760 --> 00:00:58.280]  想他去相信有神蹟
[00:00:58.280 --> 00:00:59.560]  這個牧師就說
[00:00:59.560 --> 00:01:04.080]  你說如果有一個人
[00:01:04.080 --> 00:01:07.380]  他從十樓那麼高跳到地面
[00:01:07.380 --> 00:01:08.560]  不死的
[00:01:08.560 --> 00:01:10.720]  那是不是一個神蹟呢?
[00:01:10.720 --> 00:01:13.040]  那個人就說
[00:01:13.040 --> 00:01:15.680]  這個意外而已
[00:01:15.680 --> 00:01:19.580]  那牧師又再說
[00:01:19.580 --> 00:01:22.980]  如果他再上去十樓再跳一次下來
[00:01:22.980 --> 00:01:24.440]  又不死的
[00:01:25.320 --> 00:01:27.540]  那是不是一個神蹟呢?
[00:01:27.540 --> 00:01:30.020]  這個人就說
[00:01:30.020 --> 00:01:32.780]  巧合而已
[00:01:32.780 --> 00:01:36.500]  牧師又再說
[00:01:36.500 --> 00:01:39.940]  第三次再跳又不死的
[00:01:39.940 --> 00:01:41.680]  那就是神蹟了吧
[00:01:41.680 --> 00:01:44.460]  這個人就說
[00:01:44.460 --> 00:01:47.480]  他習慣了而已
[00:01:47.480 --> 00:01:51.940]  慢慢回去想想
[00:01:51.940 --> 00:01:53.940]  這個笑話很幽默的
[00:01:53.940 --> 00:01:55.560]  這個笑話講完了
[00:01:55.560 --> 00:01:58.760]  意思就是說
[00:01:58.760 --> 00:02:01.640]  不信神的人
[00:02:01.640 --> 00:02:03.200]  他總有辦法
[00:02:03.200 --> 00:02:04.820]  或者總有解釋
[00:02:04.820 --> 00:02:06.140]  總有藉口
[00:02:06.140 --> 00:02:08.140]  去將神蹟淡化
[00:02:08.140 --> 00:02:09.740]  原因
[00:02:09.740 --> 00:02:11.240]  我們很容易理解
[00:02:11.240 --> 00:02:12.900]  就是因為他不信有神
[00:02:12.900 --> 00:02:14.480]  或者不信有神蹟
[00:02:14.480 --> 00:02:16.900]  那當然是用別的方法來解釋了
[00:02:16.900 --> 00:02:19.560]  不過這樣
[00:02:19.560 --> 00:02:22.060]  信耶穌的人
[00:02:22.060 --> 00:02:24.440]  一方面當然是要信有神蹟
[00:02:24.440 --> 00:02:26.520]  但是另一方面
[00:02:26.520 --> 00:02:30.120]  我們也需要去淡化神蹟
[00:02:30.120 --> 00:02:33.660]  我所說要淡化的神蹟
[00:02:33.660 --> 00:02:34.960]  那些神蹟是指
[00:02:34.960 --> 00:02:36.880]  在生活上
[00:02:36.880 --> 00:02:39.700]  一些發生在個人身上的
[00:02:39.700 --> 00:02:41.360]  一些很特別的神蹟
[00:02:41.360 --> 00:02:42.080]  譬如
[00:02:42.080 --> 00:02:45.700]  神蹟地發了達
[00:02:45.700 --> 00:02:48.200]  自己沒有做過什麼
[00:02:48.200 --> 00:02:50.560]  神蹟地很有成就
[00:02:50.560 --> 00:02:51.740]  沒有什麼努力過
[00:02:52.400 --> 00:02:53.600]  神蹟地
[00:02:53.600 --> 00:02:56.800]  不知道為什麼治好了大病
[00:02:56.800 --> 00:03:01.120]  這些神蹟發生的時候
[00:03:01.120 --> 00:03:02.560]  如果有
[00:03:02.560 --> 00:03:04.440]  當然感謝神
[00:03:04.440 --> 00:03:06.160]  如果沒有
[00:03:06.160 --> 00:03:08.000]  你不需要埋怨
[00:03:08.000 --> 00:03:11.120]  沒有是很正常的
[00:03:11.120 --> 00:03:15.320]  今天這一段經文
[00:03:15.320 --> 00:03:16.760]  剛才我們讀的那段經文
[00:03:16.760 --> 00:03:18.520]  是主耶穌教導我們
[00:03:18.520 --> 00:03:21.680]  不要刻意去追求一些特別的神蹟
[00:03:22.720 --> 00:03:24.040]  而另一方面
[00:03:24.040 --> 00:03:26.440]  也叫我們不要忘記
[00:03:26.440 --> 00:03:28.840]  在我們日常的生活裡面
[00:03:28.840 --> 00:03:31.640]  就是所謂我們的生活全流
[00:03:31.640 --> 00:03:33.960]  都在神的手裡面
[00:03:33.960 --> 00:03:35.280]  這是一個神蹟
[00:03:35.280 --> 00:03:38.320]  因為有神的同在
[00:03:38.320 --> 00:03:41.560]  有神在我們的生命裡面
[00:03:41.560 --> 00:03:42.920]  這是一個神蹟
[00:03:42.920 --> 00:03:46.280]  為什麼這樣說
[00:03:46.280 --> 00:03:49.600]  不是每一個人都有神在他的生命裡面
[00:03:50.400 --> 00:03:52.480]  在我們決志信耶穌那一刻
[00:03:52.480 --> 00:03:54.640]  是一個神蹟
[00:03:54.640 --> 00:03:56.160]  看不到的神蹟
[00:03:56.160 --> 00:03:56.840]  神
[00:03:56.840 --> 00:03:59.520]  在我們的生命裡面
[00:03:59.520 --> 00:04:03.640]  我們看看今天的經文
[00:04:03.640 --> 00:04:06.280]  看馬可福音八章十一節
[00:04:06.280 --> 00:04:11.840]  法利塞人出來盤問耶穌
[00:04:11.840 --> 00:04:15.200]  求他從天上顯個神蹟給他們看
[00:04:15.200 --> 00:04:16.960]  想要試探他
[00:04:20.440 --> 00:04:22.440]  首先我要問的問題就是
[00:04:22.440 --> 00:04:26.560]  向主耶穌求神蹟
[00:04:26.560 --> 00:04:28.400]  可不可以呢
[00:04:28.400 --> 00:04:31.800]  可不可以呢
[00:04:31.800 --> 00:04:34.360]  當然可以
[00:04:34.360 --> 00:04:38.360]  從聖經裡面很多的記載
[00:04:38.360 --> 00:04:40.400]  很多人向耶穌求神蹟
[00:04:40.400 --> 00:04:44.000]  耶穌還會應運求神蹟的人
[00:04:44.000 --> 00:04:48.800]  就是在馬可福音前兩章第六第七章裡面
[00:04:49.120 --> 00:04:53.960]  記載了耶穌行了很多的醫病趕鬼的神蹟
[00:04:53.960 --> 00:04:56.280]  譬如在六章五十六節
[00:04:56.280 --> 00:04:58.120]  或者看看特別這一節聖經
[00:04:58.120 --> 00:05:00.600]  馬可福音六章五十六節
[00:05:00.600 --> 00:05:17.720]  很神蹟的是不是
[00:05:18.240 --> 00:05:20.880]  摸摸衣服也能夠治好
[00:05:20.880 --> 00:05:25.080]  另外在第七章裡面
[00:05:25.080 --> 00:05:27.400]  二十四節和三十一節都有
[00:05:27.400 --> 00:05:31.480]  二十四節記載了一個希臘裔的婦人
[00:05:31.480 --> 00:05:34.120]  她的小女兒被鬼附
[00:05:34.120 --> 00:05:37.640]  這個婦人來求耶穌趕鬼
[00:05:37.640 --> 00:05:40.440]  耶穌應運她
[00:05:40.440 --> 00:05:42.480]  治好了她的女兒
[00:05:42.480 --> 00:05:45.440]  另外在三十一節又記載
[00:05:45.440 --> 00:05:49.200]  在帝加玻利的地方
[00:05:49.200 --> 00:05:55.360]  有人帶了一個又聾又啞的人來求耶穌醫治
[00:05:55.360 --> 00:06:00.400]  耶穌也應運把那個又聾又啞的人治好了
[00:06:00.400 --> 00:06:03.520]  從很多的記載 包括這些記載
[00:06:03.520 --> 00:06:08.120]  看來向耶穌求神蹟是沒有問題的
[00:06:08.120 --> 00:06:11.680]  但是為什麼
[00:06:12.600 --> 00:06:15.720]  這一次法利塞人來求神蹟
[00:06:15.720 --> 00:06:17.720]  耶穌不理睬他們呢
[00:06:17.720 --> 00:06:22.120]  看完經文我們很清楚知道
[00:06:22.120 --> 00:06:27.920]  因為他們來求神蹟的心態不正確
[00:06:27.920 --> 00:06:32.440]  第一 他們求神蹟的目的
[00:06:32.440 --> 00:06:35.200]  只是想看神蹟 想看熱鬧
[00:06:35.200 --> 00:06:40.440]  在四本福音書裡面
[00:06:40.440 --> 00:06:44.040]  我找不到有記載法利塞人
[00:06:44.040 --> 00:06:48.120]  會帶他的親戚朋友來求耶穌醫治
[00:06:48.120 --> 00:06:50.120]  沒有的
[00:06:50.120 --> 00:06:55.960]  很奇怪 我也是研究這段經文才想起
[00:06:55.960 --> 00:06:58.440]  我翻了四本福音書去看
[00:06:58.440 --> 00:07:00.920]  沒有的 真的是
[00:07:00.920 --> 00:07:02.200]  他批評是有的
[00:07:02.200 --> 00:07:05.000]  他的親戚朋友是沒有病的
[00:07:05.000 --> 00:07:08.600]  為什麼他從來不帶親戚朋友去求耶穌醫治呢
[00:07:08.600 --> 00:07:11.480]  很有趣 大家可以去想一下這個問題
[00:07:11.480 --> 00:07:17.160]  如果他們肯帶他們的親戚朋友
[00:07:17.160 --> 00:07:19.640]  當然是有病有困難的
[00:07:19.640 --> 00:07:21.640]  去求耶穌醫治的時候
[00:07:21.640 --> 00:07:23.640]  那他們就能看到神蹟了
[00:07:23.640 --> 00:07:25.640]  他們就沒有做 很有趣
[00:07:25.640 --> 00:07:34.200]  法利塞人看不到剛才我提到的
[00:07:34.200 --> 00:07:36.200]  耶穌行過的神蹟
[00:07:36.200 --> 00:07:40.520]  他們也看不到在剛才我們讀經文裡面
[00:07:40.520 --> 00:07:46.120]  有提到的兩個關於吃飽的神蹟
