
[00:00:00.000 --> 00:00:01.860]  各位姐妹大家早安
[00:00:01.860 --> 00:00:06.340]  很高興可以來這裡跟大家一起分享整個華語
[00:00:06.340 --> 00:00:09.860]  我們開始之前我們一起先有個祈禱
[00:00:09.860 --> 00:00:14.580]  真是主感謝祢
[00:00:14.580 --> 00:00:17.060]  讓我們可以齊齊聚在這裡
[00:00:17.060 --> 00:00:19.620]  一起去聆聽祢的華語
[00:00:19.620 --> 00:00:21.300]  也一起去敬拜祢
[00:00:21.300 --> 00:00:24.600]  一起去在祢的面前獻上我們的頌讚
[00:00:24.600 --> 00:00:26.180]  主這是祢的祝福
[00:00:26.180 --> 00:00:28.940]  神肯靠祢今早也使用孩子
[00:00:28.940 --> 00:00:32.200]  在祢的華語當中可以帶給大英姐妹有鼓勵
[00:00:32.200 --> 00:00:34.060]  也很有勸戒
[00:00:34.060 --> 00:00:37.540]  神肯靠祢的靈在當中去感動我們眾人
[00:00:37.540 --> 00:00:39.820]  感謝主祈禱給我們耶穌的名字
[00:00:39.820 --> 00:00:41.820]  Amen
[00:00:41.820 --> 00:00:45.100]  大英姐妹我想先考考你們
[00:00:45.100 --> 00:00:48.540]  在澳洲來說
[00:00:48.540 --> 00:00:52.180]  很多人說墨爾本是文化的中心
[00:00:52.180 --> 00:00:55.660]  雪梨是經濟的中心
[00:00:55.660 --> 00:00:59.740]  罕培拉是政治的中心
[00:00:59.740 --> 00:01:03.460]  柏斯是什麼中心?
[00:01:03.460 --> 00:01:06.860]  抗吧
[00:01:06.860 --> 00:01:10.180]  抗疫的中心
[00:01:10.180 --> 00:01:13.780]  還有什麼其他?
[00:01:13.780 --> 00:01:15.540]  柏斯好像是
[00:01:15.540 --> 00:01:18.340]  在網上搜尋
[00:01:18.340 --> 00:01:22.940]  搜尋柏斯是以什麼去著名的呢?
[00:01:22.940 --> 00:01:25.340]  最多人的回答就是
[00:01:25.340 --> 00:01:28.820]  柏斯是最孤獨的城市
[00:01:28.820 --> 00:01:29.820]  是呀
[00:01:29.820 --> 00:01:34.580]  想想其實柏斯真的是一個抗疫的中心
