
[00:00:00.000 --> 00:00:01.700]  我們再一次低頭祈禱
[00:00:01.700 --> 00:00:03.100]  神我們感謝祢
[00:00:03.100 --> 00:00:06.100]  今天早上讓我們一同到祢的面前
[00:00:06.100 --> 00:00:09.100]  願我們口中的言語
[00:00:09.100 --> 00:00:10.200]  我們的歌頌
[00:00:10.200 --> 00:00:12.200]  我們心裡的意念
[00:00:12.200 --> 00:00:13.600]  在祢面前
[00:00:13.600 --> 00:00:15.400]  都蒙月臘
[00:00:15.400 --> 00:00:16.900]  誰聽我們的禱告
[00:00:16.900 --> 00:00:18.700]  奉耶穌名字祈求
[00:00:18.700 --> 00:00:19.400]  阿們
[00:00:19.400 --> 00:00:22.600]  聖潔的敬拜
[00:00:22.600 --> 00:00:26.400]  在今年跟大家
[00:00:27.400 --> 00:00:31.400]  幾堂裡面提過關於榮耀的敬拜
[00:00:31.400 --> 00:00:34.400]  一個更新認罪的敬拜
[00:00:34.400 --> 00:00:38.000]  一個確信我們自己所信的什麼敬拜
[00:00:38.000 --> 00:00:42.400]  探討過什麼是同心合意的敬拜
[00:00:42.400 --> 00:00:46.000]  今天跟大家再看回這個題目
[00:00:46.000 --> 00:00:47.200]  聖潔的敬拜
[00:00:47.200 --> 00:00:49.600]  容許我回頭說說
[00:00:49.600 --> 00:00:51.600]  曾經所提過的
[00:00:51.600 --> 00:00:53.200]  這個敬拜
[00:00:53.200 --> 00:00:56.000]  除了在我們集體一體在這個地方
[00:00:56.000 --> 00:00:58.400]  歌頌讚美祈禱讀經聽道
[00:00:58.400 --> 00:00:59.800]  抹餅
[00:00:59.800 --> 00:01:01.400]  奉差遣之外
[00:01:01.400 --> 00:01:07.600]  這個敬拜在羅馬書第十二章說得很清楚
[00:01:07.600 --> 00:01:10.000]  這個敬拜也是我們的侍奉
[00:01:10.000 --> 00:01:12.600]  不單是我們侍奉
[00:01:12.600 --> 00:01:14.200]  其實是我們每天的生活
[00:01:14.200 --> 00:01:16.800]  剛才已不所書
[00:01:16.800 --> 00:01:19.000]  第五章一到二十節
[00:01:19.000 --> 00:01:21.200]  有很多聖經
[00:01:21.200 --> 00:01:23.200]  在和諧本裡面將它分成三段
[00:01:24.200 --> 00:01:27.200]  我很快速跟大家再看一看
[00:01:27.200 --> 00:01:29.200]  已不所書第五章
[00:01:29.200 --> 00:01:31.400]  所以你們孝化神
[00:01:31.400 --> 00:01:34.600]  好像蒙慈愛的兒女一樣
[00:01:34.600 --> 00:01:37.800]  我們要憑愛心行事
[00:01:37.800 --> 00:01:40.200]  好似基督愛我們
[00:01:40.200 --> 00:01:41.600]  為我們寫了自己
[00:01:41.600 --> 00:01:45.200]  當作輕鄉的貢物和祭物
[00:01:45.200 --> 00:01:48.200]  輕鄉的貢物和祭物
[00:01:48.200 --> 00:01:51.200]  接著第三節就說到
[00:01:51.400 --> 00:01:54.800]  至於淫亂一切污穢或貪婪
[00:01:54.800 --> 00:01:57.200]  在你中間連提都不可以提
[00:01:57.200 --> 00:02:01.000]  這樣才合聖徒的體統
[00:02:01.000 --> 00:02:03.200]  你說真的說都不能說
[00:02:03.200 --> 00:02:03.800]  是的
[00:02:03.800 --> 00:02:07.400]  因為這些淫詞妄語嬉笑話
[00:02:07.400 --> 00:02:09.000]  都是不恰當的
[00:02:09.000 --> 00:02:12.000]  總要說一些感謝的話
[00:02:12.000 --> 00:02:14.400]  在這個世代大家聽到的是
[00:02:14.400 --> 00:02:16.000]  感謝的話少
[00:02:16.000 --> 00:02:17.800]  批評
[00:02:17.800 --> 00:02:20.600]  論斷的話多
[00:02:21.400 --> 00:02:23.000]  基督徒是要很小心
[00:02:23.000 --> 00:02:24.600]  接著第五節說
[00:02:24.600 --> 00:02:25.600]  因為你們確實知道
[00:02:25.600 --> 00:02:26.800]  無論是淫亂的
[00:02:26.800 --> 00:02:27.400]  是污穢的
[00:02:27.400 --> 00:02:28.000]  是貪心的
[00:02:28.000 --> 00:02:31.400]  基督耶穌在神的國裏是沒有份的
[00:02:31.400 --> 00:02:33.800]  神的國裏是沒有份的
[00:02:33.800 --> 00:02:35.600]  如果你相信耶穌
[00:02:35.600 --> 00:02:38.200]  仍然活在這樣的境況裏
[00:02:38.200 --> 00:02:40.800]  其實你得不得救
[00:02:40.800 --> 00:02:42.800]  其實是一個很大的問題
[00:02:42.800 --> 00:02:44.000]  我不敢說絕對
[00:02:44.000 --> 00:02:45.200]  因為為甚麼呢
[00:02:45.200 --> 00:02:47.000]  一個聖潔的生命
[00:02:47.000 --> 00:02:49.400]  怎可以還在這些地方打滾呢
[00:02:51.000 --> 00:02:53.800]  但無疑在這個世界上的那種誘惑衝突
[00:02:53.800 --> 00:02:55.800]  有兩個特別的東西
[00:02:55.800 --> 00:02:58.400]  一個就是欲念
[00:02:58.400 --> 00:03:00.200]  一個就是貪心
[00:03:00.200 --> 00:03:02.000]  這兩個東西
[00:03:02.000 --> 00:03:03.800]  沒有一個人沒有的
[00:03:03.800 --> 00:03:05.000]  每個人都有的
[00:03:05.000 --> 00:03:08.200]  所以如果你說沒有的話
[00:03:08.200 --> 00:03:09.800]  那我告訴你
