
[00:00:00.000 --> 00:00:04.600]  有一次我和太太和兩位基督徒夫婦
[00:00:04.600 --> 00:00:07.040]  在愛爾蘭去旅遊
[00:00:07.040 --> 00:00:08.960]  我們坐船繞了一圈
[00:00:08.960 --> 00:00:11.040]  回到船上的時候
[00:00:11.040 --> 00:00:13.600]  有兩位白人女士
[00:00:13.600 --> 00:00:14.920]  我們不認識的
[00:00:14.920 --> 00:00:17.080]  一起去船上
[00:00:17.080 --> 00:00:19.400]  突然下船的時候走過來說
[00:00:19.400 --> 00:00:21.840]  「你們是不是基督徒?」
[00:00:21.840 --> 00:00:23.680]  我們說「是的,你怎麼知道?」
[00:00:23.680 --> 00:00:26.600]  她說「你們笑得不一樣」
[00:00:26.600 --> 00:00:30.200]  我覺得有時候是這樣的
[00:00:30.200 --> 00:00:33.680]  有些夫婦結婚二十多年
[00:00:33.680 --> 00:00:35.640]  有時候大家在一起的時候
[00:00:35.640 --> 00:00:37.880]  拍照的時候是相似的
[00:00:37.880 --> 00:00:38.840]  真的很有趣
[00:00:38.840 --> 00:00:40.120]  結婚之後是相似的
[00:00:40.120 --> 00:00:41.520]  其實不是相似的
[00:00:41.520 --> 00:00:42.960]  也不是一起胖
[00:00:42.960 --> 00:00:46.280]  我後來想了想
[00:00:46.280 --> 00:00:51.000]  主要是她們的表情和笑容是相似的
[00:00:51.000 --> 00:00:52.560]  雖然她們的樣子未必一定相似
[00:00:52.560 --> 00:00:53.680]  但是她們的表情
[00:00:53.680 --> 00:00:58.360]  因為她們的生命恩愛很深刻的時候
[00:00:58.360 --> 00:01:00.640]  你會發覺她們是相似的
[00:01:00.640 --> 00:01:02.800]  這是從心裡面出來的
[00:01:02.800 --> 00:01:07.640]  今天邀請我跟大家說家庭培靈的主日
[00:01:07.640 --> 00:01:09.240]  我選擇了一個題目
[00:01:09.240 --> 00:01:11.760]  叫做「讓我家有真愛」
[00:01:11.760 --> 00:01:15.280]  這個也是我想和大家一起分享的
[00:01:15.280 --> 00:01:17.560]  今天我想和大家一起看
[00:01:17.560 --> 00:01:20.240]  《聖經》裡面教我們怎麼用心
[00:01:20.240 --> 00:01:21.640]  不是用表情
[00:01:21.640 --> 00:01:24.680]  不是單單用外表來講述我們的家庭
[00:01:24.680 --> 00:01:26.000]  我知道今天我講的說話
[00:01:26.000 --> 00:01:28.360]  有時候有些地方可能會得罪你的弟兄姊妹
[00:01:28.360 --> 00:01:29.760]  或者是得罪你的朋友
[00:01:29.760 --> 00:01:31.160]  我不認識你的
[00:01:31.160 --> 00:01:33.920]  如果剛好你突然講我
[00:01:33.920 --> 00:01:36.840]  那麼這個世界真理有它的共通性
[00:01:36.840 --> 00:01:38.760]  無意中講中你
[00:01:38.760 --> 00:01:39.400]  應該沒有的
[00:01:39.400 --> 00:01:40.720]  我完全沒有這樣的內容
[00:01:40.720 --> 00:01:43.120]  不過我是按照我自己所了解的
[00:01:43.120 --> 00:01:44.760]  和大家來講一下
[00:01:44.760 --> 00:01:46.720]  一些心底裡面的說話
[00:01:46.720 --> 00:01:51.640]  應該可以打出一些大綱給大家
[00:01:51.640 --> 00:01:54.720]  因為我們的程序單裡面沒有
[00:01:54.720 --> 00:01:56.920]  你可以看著螢光幕
[00:01:56.920 --> 00:01:58.680]  我和大家一起來分享
[00:01:58.680 --> 00:02:03.360]  我所引用的經文就是《路加福音》第十章
[00:02:03.360 --> 00:02:05.800]  二十五節到三十七節
[00:02:05.800 --> 00:02:08.040]  這段《聖經》如果你是基督徒的話
[00:02:08.040 --> 00:02:09.400]  你應該會很熟悉的
[00:02:09.400 --> 00:02:11.320]  這段《聖經》就是所謂
[00:02:11.320 --> 00:02:16.720]  著名的好撒瑪利亞人的比喻那段《聖經》
[00:02:16.720 --> 00:02:18.880]  不如我讀給大家聽
[00:02:18.880 --> 00:02:20.880]  因為大家手上未必一定有《聖經》
[00:02:20.880 --> 00:02:24.120]  我和大家簡單地讀一讀
[00:02:24.120 --> 00:02:26.160]  這段《聖經》也不是太長
[00:02:26.160 --> 00:02:27.760]  不過也很有意思的
[00:02:27.760 --> 00:02:29.520]  如果你不是基督徒也不要緊
[00:02:29.520 --> 00:02:31.280]  今晚我們一起來講家庭
[00:02:31.280 --> 00:02:32.480]  我們講信仰
[00:02:32.480 --> 00:02:36.360]  我覺得這個是完全不需要有什麼秘技的
[00:02:36.360 --> 00:02:39.120]  我們看看基督徒怎麼看信仰
[00:02:39.120 --> 00:02:40.400]  你看看基督徒
[00:02:40.400 --> 00:02:42.440]  尤其是耶穌怎麼看外
[00:02:42.440 --> 00:02:44.400]  待會看看這段《聖經》
[00:02:44.400 --> 00:02:47.720]  怎麼用在我們的家庭裡面
[00:02:47.720 --> 00:02:49.400]  那裡說
[00:02:49.400 --> 00:02:53.960]  有一個律法師起來要試探耶穌
[00:02:53.960 --> 00:02:56.680]  說老師我應該做些什麼
[00:02:56.680 --> 00:02:58.400]  才可以承受永生呢?
[00:02:58.400 --> 00:02:59.320]  他問耶穌
[00:02:59.320 --> 00:03:00.720]  耶穌就對他說
[00:03:00.720 --> 00:03:02.680]  律法上寫的是什麼呢?
[00:03:02.680 --> 00:03:04.320]  律法上你是律法師
[00:03:04.320 --> 00:03:05.200]  你應該知道
[00:03:05.200 --> 00:03:07.040]  你念的是什麼呢?
[00:03:07.040 --> 00:03:08.520]  你怎麼讀的呢?
[00:03:08.520 --> 00:03:10.880]  這個律法師回答得很厲害
[00:03:10.880 --> 00:03:15.040]  他回答說你要盡心盡性盡義盡力的
[00:03:15.040 --> 00:03:16.320]  愛主你的神
[00:03:16.320 --> 00:03:19.080]  又要愛鄰舍如同自己
[00:03:19.080 --> 00:03:20.320]  這兩句話
[00:03:20.320 --> 00:03:21.960]  真的是金科玉律
[00:03:21.960 --> 00:03:23.400]  全心愛神
[00:03:23.400 --> 00:03:25.120]  全心愛其他的人
[00:03:25.120 --> 00:03:26.160]  這個其實真的是
[00:03:26.160 --> 00:03:28.680]  一句就將基督教都講完了
[00:03:28.680 --> 00:03:29.840]  這個律法師
[00:03:29.840 --> 00:03:31.000]  真的厲害
[00:03:31.000 --> 00:03:32.120]  不僅如此
[00:03:32.120 --> 00:03:34.480]  耶穌就回答說你回答的事
[00:03:34.480 --> 00:03:35.440]  你說得對的
[00:03:35.440 --> 00:03:36.680]  耶穌是稱讚的
[00:03:36.680 --> 00:03:37.680]  你說得對的
[00:03:37.680 --> 00:03:38.680]  你這樣行
[00:03:38.680 --> 00:03:40.200]  就必得永生了
[00:03:40.200 --> 00:03:43.840]  那人要顯明自己有理
[00:03:43.840 --> 00:03:45.120]  這件事還沒完
[00:03:45.120 --> 00:03:48.400]  那人要顯明自己厲害和有理
[00:03:48.400 --> 00:03:50.200]  於是再挑戰耶穌
[00:03:50.200 --> 00:03:51.440]  要問耶穌說
[00:03:51.440 --> 00:03:53.320]  那誰是我鄰舍呢?
[00:03:53.320 --> 00:03:55.440]  剛才你說愛鄰舍如同自己嘛
[00:03:55.440 --> 00:03:56.160]  我說
[00:03:56.160 --> 00:03:57.520]  誰是我鄰舍呢?
[00:03:57.520 --> 00:03:58.600]  耶穌回答說
[00:03:58.600 --> 00:04:02.720]  就講了這個好撒瑪利亞人的一個比喻故事
[00:04:02.720 --> 00:04:06.080]  他說有一個人在耶路撒冷下到耶利哥去
[00:04:06.080 --> 00:04:08.840]  這個猶太人落在強盜的手中
[00:04:08.840 --> 00:04:11.080]  那些人就把他脫去衣裳
[00:04:11.080 --> 00:04:12.320]  被他打得半死
[00:04:12.320 --> 00:04:13.960]  就扔下他
[00:04:13.960 --> 00:04:16.040]  那些強盜就走了
[00:04:16.040 --> 00:04:19.760]  偶然有一個祭司從這條路路經過
[00:04:19.760 --> 00:04:22.400]  看見他就從那邊過去了
[00:04:22.400 --> 00:04:26.360]  遲些又有一個利美人來到這個地方
[00:04:26.360 --> 00:04:28.360]  看見這個躺在地上的人
[00:04:28.360 --> 00:04:31.440]  於是照樣從旁邊走過去
[00:04:31.440 --> 00:04:34.160]  唯有一個撒瑪利亞人行路
[00:04:34.160 --> 00:04:36.400]  來到那裡看見他
[00:04:36.400 --> 00:04:38.120]  就動了持心
[00:04:38.120 --> 00:04:42.320]  上前用油和酒倒在他的傷處
[00:04:42.320 --> 00:04:45.760]  包裹好了就扶他騎上自己的身後
