
[00:00:00.000 --> 00:00:02.960]  各位來賓朋友早晨
[00:00:02.960 --> 00:00:08.000]  歡迎大家繼續來到我們今天教會重開實體崇拜
[00:00:08.000 --> 00:00:14.000]  又歡迎各位朋友弟兄姊妹在網上直播
[00:00:14.000 --> 00:00:17.000]  來聽這場講道是神的訊息
[00:00:17.000 --> 00:00:22.000]  我們一起繼續去看約書亞記的十一章至十二章
[00:00:22.000 --> 00:00:25.000]  我們在一開頭的年初的時候
[00:00:25.000 --> 00:00:28.000]  我們從約書亞記開始第一章看到現在
[00:00:28.000 --> 00:00:33.000]  上一個主日我們有復活節慶祝
[00:00:33.000 --> 00:00:39.000]  我們慶祝主耶穌基督來到我們道成肉身
[00:00:39.000 --> 00:00:43.000]  為我們的罪受死釘死在十字架上
[00:00:43.000 --> 00:00:47.000]  和主耶穌已經復活
[00:00:47.000 --> 00:00:56.000]  我們上一個星期在教會外停車場有個戶外崇拜
[00:00:56.000 --> 00:01:00.000]  感謝主我們有準備一個美好的天氣
[00:01:00.000 --> 00:01:06.000]  我們當中有六十多位弟兄姊妹來到停車場慶祝主日
[00:01:06.000 --> 00:01:11.000]  我們藉著主耶穌基督在十字架上的大能
[00:01:11.000 --> 00:01:13.000]  我們得到一個新的生命
[00:01:13.000 --> 00:01:20.000]  但是我們這個新的生命很多時候都受到撒旦來攻擊我們
[00:01:20.000 --> 00:01:24.000]  因為我們知道我們跟隨主耶穌基督這條路是很難走
[00:01:24.000 --> 00:01:27.000]  撒旦往往來攻擊我們個人的生命
[00:01:27.000 --> 00:01:30.000]  阻擋我們去跟隨神
[00:01:30.000 --> 00:01:33.000]  有時會令到我們有洩氣的情況
[00:01:33.000 --> 00:01:36.000]  但是神他用了寶血來潔淨我們罪之後
[00:01:36.000 --> 00:01:39.000]  他繼續為我們來支持我們
[00:01:39.000 --> 00:01:43.000]  我們去做我們的榜樣可以跟隨他
[00:01:43.000 --> 00:01:46.000]  在過去那幾個月裡面
[00:01:46.000 --> 00:01:51.000]  那兩三個月裡面我們從約書亞記第一章看到
[00:01:51.000 --> 00:01:56.000]  我們的子民一直跟隨約書亞跟隨耶和華
[00:01:56.000 --> 00:02:00.000]  帶領耶和華進入迦南地
[00:02:00.000 --> 00:02:06.000]  他們經歷了一個長年很久的征戰
[00:02:06.000 --> 00:02:09.000]  過了約旦河去到耶利哥城
[00:02:09.000 --> 00:02:11.000]  攻陷耶利哥城上到艾城
[00:02:11.000 --> 00:02:21.000]  前一個主日我們看到他們去到南方的各個地方攻佔了迦南地
[00:02:21.000 --> 00:02:24.000]  我們今天會繼續從十一章去看
[00:02:24.000 --> 00:02:28.000]  從十一章看到至六十二章
[00:02:28.000 --> 00:02:32.000]  看到約書亞繼續帶領這些以色列子民
[00:02:32.000 --> 00:02:35.000]  繼續為進入迦南地而征戰
[00:02:35.000 --> 00:02:42.000]  而進入英許之地完成了剛才大家所讀的經文當中
[00:02:42.000 --> 00:02:49.000]  看到他進入迦南地之後就開始在那裡有一個新的生活
[00:02:49.000 --> 00:02:50.000]  新的一頁當中
[00:02:50.000 --> 00:02:52.000]  所以今天的主題我們就新的一頁
[00:02:52.000 --> 00:02:54.000]  這個主題
[00:02:54.000 --> 00:03:00.000]  希望大家從這個經文當中能夠看到一個功課
[00:03:00.000 --> 00:03:06.000]  主耶穌基督在我們的屬靈征戰中
[00:03:06.000 --> 00:03:09.000]  他所扮演的是什麼角色
[00:03:09.000 --> 00:03:14.000]  我們的生命是受到魔鬼撒旦來攻擊我們
[00:03:14.000 --> 00:03:16.000]  我們一直都在征戰當中
[00:03:16.000 --> 00:03:20.000]  我們跟隨主耶穌基督的道路是很難走
[00:03:20.000 --> 00:03:24.000]  主耶穌基督在我們信主之後
[00:03:24.000 --> 00:03:27.000]  他的角色是什麼呢
[00:03:27.000 --> 00:03:31.000]  我們怎樣可以繼續跟隨主耶穌基督呢
[00:03:31.000 --> 00:03:35.000]  我們從今天的經文一起去看探討這個功課
[00:03:35.000 --> 00:03:37.000]  我們一起安靜我們的心
[00:03:37.000 --> 00:03:38.000]  我們低頭祈禱
[00:03:38.000 --> 00:03:39.000]  我們開始
[00:03:39.000 --> 00:03:42.000]  主耶穌基督我們感謝祢
[00:03:42.000 --> 00:03:44.000]  感謝祢道成肉身來到我們中間
[00:03:44.000 --> 00:03:46.000]  使我們能夠認識神
[00:03:46.000 --> 00:03:50.000]  祢又設下神又設下寶貴的聖經
[00:03:50.000 --> 00:03:51.000]  祢的話語
[00:03:51.000 --> 00:03:56.000]  使我們能夠明白到我們生命中得到一個指引
[00:03:56.000 --> 00:03:58.000]  求祢安靜我們的心
[00:03:58.000 --> 00:04:00.000]  打開我們的耳朵
[00:04:00.000 --> 00:04:01.000]  將我們冷靜
[00:04:01.000 --> 00:04:04.000]  使我們看得清楚聽得明白
[00:04:04.000 --> 00:04:06.000]  捆綁撒旦的作為
[00:04:06.000 --> 00:04:08.000]  使我們能夠緊緊地跟隨祢
[00:04:08.000 --> 00:04:10.000]  聽祢的教導
[00:04:10.000 --> 00:04:11.000]  求祢親自做我們的導師
[00:04:11.000 --> 00:04:13.000]  帶領以下的時間
[00:04:13.000 --> 00:04:14.000]  我們以上的禱告
[00:04:14.000 --> 00:04:16.000]  是奉主耶穌基督得勝的名字祈求
[00:04:16.000 --> 00:04:17.000]  阿們
[00:04:17.000 --> 00:04:20.000]  這裡經文一開始就提到
[00:04:20.000 --> 00:04:24.000]  我們前一個主人
[00:04:24.000 --> 00:04:28.000]  我們知道下面這個地圖當中
[00:04:28.000 --> 00:04:30.000]  有個藍色的部分是死海
[00:04:30.000 --> 00:04:36.000]  上面有個嘉利利湖
[00:04:36.000 --> 00:04:38.000]  連在一起中間有條約旦河
[00:04:38.000 --> 00:04:41.000]  將這兩個湖連在一起
[00:04:41.000 --> 00:04:46.000]  約書亞帶著這群以色列民
[00:04:46.000 --> 00:04:49.000]  從東邊過了約旦河去到耶利哥城
[00:04:49.000 --> 00:04:56.000]  然後在第十章看到他一路攻佔了南邊的地方
[00:04:56.000 --> 00:05:01.000]  南邊的地方那條線下面
[00:05:01.000 --> 00:05:03.000]  有條橫線那裡
[00:05:03.000 --> 00:05:08.000]  南邊的地方就是他征服了南邊的地方
[00:05:08.000 --> 00:05:10.000]  在第十章提到的時候
[00:05:10.000 --> 00:05:13.000]  我們來到十一章這裡的經文
[00:05:13.000 --> 00:05:15.000]  第十一章的第一節
[00:05:15.000 --> 00:05:19.000]  就提到夏所王耶賓
[00:05:19.000 --> 00:05:25.000]  夏所王這個地方就在嘉利利湖上一點
[00:05:25.000 --> 00:05:29.000]  大家看到上面紅色圓圈的部分
[00:05:29.000 --> 00:05:33.000]  這個地區離南邊有一段距離
[00:05:33.000 --> 00:05:39.000]  如果看比例大約一百公里
[00:05:39.000 --> 00:05:43.000]  你看的時候經文提到夏所王耶賓
[00:05:43.000 --> 00:05:47.000]  聽見這件事就覺得不對勁
[00:05:47.000 --> 00:05:53.000]  約書亞帶著這群以色列民
[00:05:53.000 --> 00:05:55.000]  南邊這麼多的王
[00:05:55.000 --> 00:06:00.000]  我們上次看到耶路撒冷王
[00:06:00.000 --> 00:06:05.000]  有這麼多的聯軍集在一起對付這群以色列民
[00:06:05.000 --> 00:06:10.000]  誰知道神就行了神蹟奇事
[00:06:10.000 --> 00:06:15.000]  下冰雹打死敵黨神的人
[00:06:15.000 --> 00:06:18.000]  將白天的時間延長
[00:06:18.000 --> 00:06:22.000]  一氣呵成
[00:06:22.000 --> 00:06:25.000]  約書亞就帶領以色列民
[00:06:25.000 --> 00:06:29.000]  一路追擊這群南方的諸王
[00:06:29.000 --> 00:06:33.000]  結果就大勝
[00:06:33.000 --> 00:06:42.000]  這個情況之下北方的夏所王耶賓聽見這些事情
[00:06:42.000 --> 00:06:45.000]  他就想辦法
[00:06:45.000 --> 00:06:51.000]  不如去聯盟做一個聯軍
[00:06:51.000 --> 00:06:56.000]  去見馬頓王約巴
[00:06:56.000 --> 00:07:00.000]  新倫王和阿薩王
[00:07:00.000 --> 00:07:03.000]  北方的山地再去北邊
[00:07:03.000 --> 00:07:05.000]  又去南邊
[00:07:05.000 --> 00:07:08.000]  又去西邊又去東邊
[00:07:08.000 --> 00:07:12.000]  召集了一群聯軍
[00:07:12.000 --> 00:07:16.000]  一同去敵黨耶和華軍隊
[00:07:16.000 --> 00:07:18.000]  這群不是普通的人
[00:07:18.000 --> 00:07:21.000]  摩西五經提到
[00:07:21.000 --> 00:07:25.000]  這群是作惡敵黨耶和華神
[00:07:25.000 --> 00:07:27.000]  犯了很嚴重的罪
[00:07:27.000 --> 00:07:36.000]  這群敵黨神跟從撒旦的嘉南人
[00:07:36.000 --> 00:07:44.000]  和那邊地區的敵黨耶和華
[00:07:44.000 --> 00:07:46.000]  作惡多端
[00:07:46.000 --> 00:07:53.000]  這群阿摩尼人 哈人 比利時人 耶布斯人 嘉南人
[00:07:53.000 --> 00:07:55.000]  他們一同去敵黨耶和華
[00:07:55.000 --> 00:08:01.000]  這群人一同出了一個聯軍
[00:08:01.000 --> 00:08:04.000]  我們看到第四節的時候
[00:08:04.000 --> 00:08:11.000]  這群聯軍的人數多到海邊的沙
[00:08:11.000 --> 00:08:13.000]  海邊的沙
[00:08:13.000 --> 00:08:14.000]  而且不止這麼簡單
[00:08:14.000 --> 00:08:16.000]  不只是步兵
[00:08:16.000 --> 00:08:21.000]  他提到這裡有騎兵 馬匹 還有車輛
[00:08:21.000 --> 00:08:25.000]  好像想起現在的裝甲車
[00:08:25.000 --> 00:08:29.000]  有馬兵又有裝甲車
[00:08:29.000 --> 00:08:35.000]  來跟以色列人對敵
[00:08:35.000 --> 00:08:37.000]  我們根據歷史學家
[00:08:37.000 --> 00:08:45.000]  當時約瑟夫是主後大約37年出生的猶太人
[00:08:45.000 --> 00:08:46.000]  他是一個歷史學家
[00:08:46.000 --> 00:08:52.000]  他寫了一套猶大的歷史書
[00:08:52.000 --> 00:08:56.000]  這套歷史書記載了這件事
[00:08:56.000 --> 00:09:01.000]  這件事提到原來人數多於海邊的沙
[00:09:01.000 --> 00:09:02.000]  多了多少人呢
[00:09:02.000 --> 00:09:04.000]  30萬人 步兵
[00:09:04.000 --> 00:09:07.000]  然後有1萬人的騎兵
[00:09:07.000 --> 00:09:10.000]  有2萬輛的裝甲車
[00:09:10.000 --> 00:09:12.000]  好像現代的裝甲車
[00:09:12.000 --> 00:09:17.000]  相比之下我們看文素記的時候
[00:09:17.000 --> 00:09:19.000]  文素記在數點百姓
[00:09:19.000 --> 00:09:21.000]  在26章52節
[00:09:21.000 --> 00:09:26.000]  以色列人有60萬人
[00:09:26.000 --> 00:09:30.000]  他們現在的敵人有30萬
[00:09:30.000 --> 00:09:32.000]  這些30萬是士兵
[00:09:32.000 --> 00:09:34.000]  還有裝甲車
[00:09:34.000 --> 00:09:40.000]  有戰車和馬車
[00:09:40.000 --> 00:09:42.000]  當時出埃及的時候
[00:09:42.000 --> 00:09:44.000]  埃及人也有這些車輛
[00:09:44.000 --> 00:09:46.000]  所以來到這裡的時候
[00:09:46.000 --> 00:09:50.000]  北方的聯軍也有這些車輛
[00:09:50.000 --> 00:09:53.000]  他們不是這麼簡單
[00:09:53.000 --> 00:09:55.000]  他們不是防守
[00:09:55.000 --> 00:09:57.000]  是出來攻擊以色列人
[00:09:57.000 --> 00:09:59.000]  如果有人來攻擊你
[00:09:59.000 --> 00:10:01.000]  南方的豬王是防守的
[00:10:01.000 --> 00:10:03.000]  有人來攻擊你
[00:10:03.000 --> 00:10:05.000]  大家記得耶利哥城嗎
[00:10:05.000 --> 00:10:07.000]  他們就關上城門
[00:10:07.000 --> 00:10:09.000]  你來攻我吧
[00:10:09.000 --> 00:10:11.000]  但是他們不是
[00:10:11.000 --> 00:10:13.000]  他們是走出城門
[00:10:13.000 --> 00:10:15.000]  在米倫的水邊
[00:10:15.000 --> 00:10:21.000]  就是加里尼湖和地中海之間的地方
[00:10:21.000 --> 00:10:23.000]  出城後聚在一起
[00:10:23.000 --> 00:10:29.000]  準備和以色列人作生死之戰
[00:10:29.000 --> 00:10:31.000]  出來迎擊他們
[00:10:31.000 --> 00:10:33.000]  出來攻擊他們
[00:10:33.000 --> 00:10:35.000]  他們見到這個情況的時候
[00:10:35.000 --> 00:10:39.000]  當然是懼怕
[00:10:39.000 --> 00:10:41.000]  他們很懼怕
[00:10:41.000 --> 00:10:43.000]  你看到他們的情況
[00:10:43.000 --> 00:10:45.000]  人這麼多 裝備又這麼多
[00:10:45.000 --> 00:10:49.000]  這麼多的聯軍在一起
[00:10:49.000 --> 00:10:51.000]  但是耶和華神就和他們說
[00:10:51.000 --> 00:10:53.000]  和約書亞這樣說
[00:10:53.000 --> 00:10:59.000]  你不可以怕 不要懼怕
[00:10:59.000 --> 00:11:01.000]  明天這個時候
[00:11:01.000 --> 00:11:07.000]  耶和華神必然將北方的聯軍
[00:11:07.000 --> 00:11:09.000]  交給以色列人
[00:11:09.000 --> 00:11:11.000]  還要全面殺掉
[00:11:11.000 --> 00:11:15.000]  不只是打勝仗這麼簡單
[00:11:15.000 --> 00:11:17.000]  完全完全全打勝仗
[00:11:17.000 --> 00:11:19.000]  不是打一場仗就走回去
[00:11:19.000 --> 00:11:21.000]  不是
[00:11:21.000 --> 00:11:23.000]  明天這個時候就全面殺掉
[00:11:23.000 --> 00:11:25.000]  這些是敵黨
[00:11:25.000 --> 00:11:27.000]  專門是敵黨耶和華神
[00:11:27.000 --> 00:11:29.000]  作惡多端
[00:11:29.000 --> 00:11:31.000]  他們犯盡惡事
[00:11:31.000 --> 00:11:33.000]  神不可以饒恕
[00:11:33.000 --> 00:11:35.000]  神是憐憫的神
[00:11:35.000 --> 00:11:37.000]  但是他們的罪惡
[00:11:37.000 --> 00:11:39.000]  到了一個地步
[00:11:39.000 --> 00:11:41.000]  他們在十年前是沒有辦法
[00:11:41.000 --> 00:11:43.000]  他這樣和約書亞說
[00:11:43.000 --> 00:11:47.000]  你要砍斷他們的馬匹
[00:11:47.000 --> 00:11:49.000]  有馬匹
[00:11:49.000 --> 00:11:51.000]  有一萬的騎兵
[00:11:51.000 --> 00:11:53.000]  砍斷馬匹還要燒他們的戰車
[00:11:53.000 --> 00:11:55.000]  燒了他們的戰車
[00:11:55.000 --> 00:11:59.000]  於是約書亞就出發了
[00:11:59.000 --> 00:12:01.000]  他就上去迎擊他們
[00:12:01.000 --> 00:12:03.000]  在南面吉甲那裡
[00:12:03.000 --> 00:12:05.000]  在死海那裡
[00:12:05.000 --> 00:12:07.000]  上去加里里湖那裡
[00:12:07.000 --> 00:12:09.000]  那個地方
[00:12:09.000 --> 00:12:11.000]  那裡的米鄰水邊
[00:12:11.000 --> 00:12:13.000]  他就突襲他們
[00:12:13.000 --> 00:12:15.000]  他那個時候
[00:12:15.000 --> 00:12:17.000]  已經在附近
[00:12:17.000 --> 00:12:19.000]  他很可能是
[00:12:19.000 --> 00:12:21.000]  臨天光地突襲他們
[00:12:21.000 --> 00:12:23.000]  突襲他們
[00:12:23.000 --> 00:12:25.000]  然後就攻打
[00:12:25.000 --> 00:12:27.000]  這班北方的聯軍
[00:12:27.000 --> 00:12:29.000]  又說
[00:12:29.000 --> 00:12:31.000]  真的
[00:12:31.000 --> 00:12:33.000]  真的這樣做
[00:12:33.000 --> 00:12:35.000]  他已經去了約書亞
[00:12:35.000 --> 00:12:37.000]  就將這班
[00:12:37.000 --> 00:12:39.000]  就將這班北方的聯軍
[00:12:39.000 --> 00:12:41.000]  交在以色列人的手裡
[00:12:41.000 --> 00:12:43.000]  以色列人就擊殺他們
[00:12:43.000 --> 00:12:45.000]  這班北方的聯軍
[00:12:45.000 --> 00:12:47.000]  趕到西頓大城
[00:12:47.000 --> 00:12:49.000]  一切的
[00:12:49.000 --> 00:12:51.000]  直到東邊的平原
[00:12:51.000 --> 00:12:53.000]  一直追擊
[00:12:53.000 --> 00:12:55.000]  追擊到
[00:12:55.000 --> 00:12:57.000]  向東邊走
[00:12:57.000 --> 00:12:59.000]  沒有留下一個
[00:12:59.000 --> 00:13:01.000]  約書亞就照
[00:13:01.000 --> 00:13:03.000]  耶和華吩咐的去行
[00:13:03.000 --> 00:13:05.000]  一一聽耶和華吩咐
[00:13:05.000 --> 00:13:07.000]  砍斷這些馬匹的馬根
[00:13:07.000 --> 00:13:09.000]  燒了他們的戰車
[00:13:09.000 --> 00:13:11.000]  耶和華神
[00:13:11.000 --> 00:13:13.000]  跟著他的英雄
[00:13:13.000 --> 00:13:15.000]  就將這個戰士交了
[00:13:15.000 --> 00:13:17.000]  從耶和華神的帶領
[00:13:17.000 --> 00:13:19.000]  就得勝了
[00:13:19.000 --> 00:13:21.000]  提到當時
[00:13:21.000 --> 00:13:23.000]  約書亞還轉回去追擊
[00:13:23.000 --> 00:13:25.000]  去進城
[00:13:25.000 --> 00:13:27.000]  他們出來和他戰爭
[00:13:27.000 --> 00:13:29.000]  他們奪回了夏所
[00:13:29.000 --> 00:13:31.000]  殺了夏所王
[00:13:31.000 --> 00:13:33.000]  這個就是
[00:13:33.000 --> 00:13:35.000]  這班聯軍的首領
[00:13:35.000 --> 00:13:37.000]  這個聯盟
[00:13:37.000 --> 00:13:39.000]  我們想想現代的政權
[00:13:39.000 --> 00:13:41.000]  都很多時候
[00:13:41.000 --> 00:13:43.000]  我們有歐盟
[00:13:43.000 --> 00:13:45.000]  有東亞聯盟
[00:13:45.000 --> 00:13:47.000]  有個領袖
[00:13:47.000 --> 00:13:49.000]  這些聯盟就是敵黨耶和華神的聯盟
[00:13:49.000 --> 00:13:51.000]  他就將這個
