
[00:00:00.000 --> 00:00:02.800]  以下我想請大家投票
[00:00:02.800 --> 00:00:04.960]  怎樣投票? 舉手投票
[00:00:04.960 --> 00:00:06.680]  我的問題是
[00:00:06.680 --> 00:00:09.120]  以下有六樣東西
[00:00:09.120 --> 00:00:12.400]  如果你覺得是代表復活節的
[00:00:12.400 --> 00:00:14.560]  請你投下神聖的一票
[00:00:14.560 --> 00:00:15.560]  就是你舉手
[00:00:15.560 --> 00:00:17.560]  我再問多一次這個問題
[00:00:17.560 --> 00:00:20.120]  就是以下六樣東西
[00:00:20.120 --> 00:00:22.800]  如果你覺得是代表復活節的
[00:00:22.800 --> 00:00:24.320]  請你舉手
[00:00:24.320 --> 00:00:26.680]  你可以舉超過一次的手
[00:00:26.680 --> 00:00:27.800]  大家明白吧
[00:00:27.800 --> 00:00:29.480]  好了,我們開始了
[00:00:30.000 --> 00:00:31.200]  以下的東西
[00:00:31.200 --> 00:00:35.080]  哪樣東西你覺得是可以代表復活節的呢?
[00:00:35.080 --> 00:00:36.080]  第一樣東西
[00:00:36.080 --> 00:00:40.040]  復活蛋你覺得是代表復活節的請舉手
[00:00:40.040 --> 00:00:43.760]  這個大家很容易回答的
[00:00:43.760 --> 00:00:45.360]  第二樣東西
[00:00:45.360 --> 00:00:48.120]  羔羊得勝的旗幟
[00:00:48.120 --> 00:00:50.240]  你覺得可以代表復活節的請舉手
[00:00:50.240 --> 00:00:52.080]  這個也很容易回答
[00:00:52.080 --> 00:00:53.960]  第三個就難回答了
[00:00:53.960 --> 00:00:55.120]  百合花
[00:00:55.120 --> 00:00:57.640]  你覺得可以代表復活節的請舉手
[00:00:59.160 --> 00:01:00.680]  也有人舉手
[00:01:00.680 --> 00:01:02.840]  昨天兩場崇拜安吃白果
[00:01:02.840 --> 00:01:04.320]  沒有人舉手
[00:01:04.320 --> 00:01:05.160]  第四樣東西
[00:01:05.160 --> 00:01:06.040]  蝴蝶
[00:01:06.040 --> 00:01:08.160]  你覺得可以代表復活節的請舉手
[00:01:08.160 --> 00:01:10.560]  也多了一點
[00:01:10.560 --> 00:01:11.560]  第五樣東西
[00:01:11.560 --> 00:01:13.960]  復活套
[00:01:13.960 --> 00:01:15.800]  你覺得可以代表復活節的請舉手
[00:01:15.800 --> 00:01:19.480]  這個應該是很多人舉手的
[00:01:19.480 --> 00:01:20.880]  好,最後一樣東西
[00:01:20.880 --> 00:01:21.760]  麵包
[00:01:21.760 --> 00:01:24.040]  你覺得可以代表復活節的請舉手
[00:01:24.040 --> 00:01:25.200]  也不是那麼多了
[00:01:25.200 --> 00:01:26.240]  好了,開始猜了
[00:01:26.240 --> 00:01:27.960]  你覺得答案是什麼呢?
[00:01:27.960 --> 00:01:29.440]  答案是全部都是
[00:01:29.440 --> 00:01:31.760]  Yeah,你全中了
[00:01:31.760 --> 00:01:32.840]  感謝主
[00:01:32.840 --> 00:01:34.080]  好,我解釋一下
[00:01:34.080 --> 00:01:36.680]  為什麼這六樣東西可以代表復活節
[00:01:36.680 --> 00:01:38.560]  第一樣東西,復活蛋就很簡單了
[00:01:38.560 --> 00:01:39.720]  蛋代表什麼?
[00:01:39.720 --> 00:01:42.320]  蛋代表新的生命
[00:01:42.320 --> 00:01:45.160]  就好像耶穌本來想要死的
[00:01:45.160 --> 00:01:46.400]  誰知道
[00:01:46.400 --> 00:01:47.600]  祂不是死了
[00:01:47.600 --> 00:01:50.480]  祂是重新得著新的生命
[00:01:50.480 --> 00:01:51.480]  復活
[00:01:51.480 --> 00:01:52.560]  所以
[00:01:52.560 --> 00:01:55.800]  復活蛋是代表耶穌的復活
[00:01:55.800 --> 00:01:58.520]  其實從十二世紀開始
[00:01:58.520 --> 00:02:02.440]  人們已經開始用復活蛋來慶祝耶穌復活
[00:02:02.440 --> 00:02:03.520]  時至今日
[00:02:03.520 --> 00:02:05.720]  不知道大家知不知道在美國白宮
[00:02:05.720 --> 00:02:07.720]  每一年的復活節
[00:02:07.720 --> 00:02:09.560]  都有滾復活蛋比賽
[00:02:09.560 --> 00:02:11.320]  叫做Easter Egg Hunt
[00:02:11.320 --> 00:02:14.040]  連美國總統也參加了
[00:02:14.040 --> 00:02:16.960]  所以復活蛋是代表復活節的
[00:02:16.960 --> 00:02:18.440]  第二樣東西
[00:02:18.440 --> 00:02:20.560]  高揚德聖的旗幟
[00:02:20.560 --> 00:02:23.560]  高揚是誰啊?
[00:02:23.560 --> 00:02:24.360]  耶穌
[00:02:24.360 --> 00:02:25.960]  耶穌是神的高揚
[00:02:25.960 --> 00:02:27.280]  為什麼是神的高揚?
[00:02:27.280 --> 00:02:29.200]  神的高揚是代替
[00:02:29.200 --> 00:02:30.120]  代表
[00:02:30.120 --> 00:02:32.680]  代替了你和我的罪
[00:02:32.680 --> 00:02:34.000]  而受死的
[00:02:34.000 --> 00:02:36.880]  但是耶穌不是被死亡困住
[00:02:36.880 --> 00:02:38.240]  我們每一個人
[00:02:38.240 --> 00:02:40.160]  耶穌還沒回來之前
[00:02:40.160 --> 00:02:42.800]  我們都被死亡的權勢困住
[00:02:42.800 --> 00:02:44.120]  人總有一死
[00:02:44.120 --> 00:02:47.200]  但是耶穌已經突破了死亡的權勢
[00:02:47.200 --> 00:02:50.920]  所以耶穌是打敗了死亡黑暗的權勢
[00:02:50.920 --> 00:02:52.320]  得到最後勝利
[00:02:52.320 --> 00:02:56.000]  所以高揚德聖的旗幟是代表復活節的
[00:02:56.000 --> 00:02:58.040]  第三樣東西就更加難解釋
[00:02:58.040 --> 00:02:59.720]  為什麼是百合花?
[00:02:59.720 --> 00:03:02.320]  原來百合花為什麼代表復活節?
