
[00:00:00.000 --> 00:00:03.200]  幾多天了?已經九百五十九天了
[00:00:03.200 --> 00:00:05.440]  所以有些人就好像解放似的
[00:00:05.440 --> 00:00:09.020]  就說「我們復常了,可以脫下口罩了」
[00:00:09.020 --> 00:00:14.360]  香港是不是進入一個復常狀態呢?
[00:00:14.360 --> 00:00:17.120]  教會又是不是可以復常呢?
[00:00:17.120 --> 00:00:19.520]  或者我們怎樣復常呢?
[00:00:19.520 --> 00:00:21.580]  就是要恢復所有聚會了
[00:00:21.580 --> 00:00:23.920]  今天我們已經有一個主要學
[00:00:23.920 --> 00:00:25.800]  今早還有點心吃
[00:00:25.800 --> 00:00:27.720]  愛言又可以恢復了
[00:00:27.720 --> 00:00:31.160]  是不是所有事情都可以一切如前呢?
[00:00:31.160 --> 00:00:33.780]  香港變了
[00:00:33.780 --> 00:00:39.600]  其實教會在這三年裏面有很多的改變
[00:00:39.600 --> 00:00:41.600]  當我們重新思想
[00:00:41.600 --> 00:00:43.080]  我們要重新出發了
[00:00:43.080 --> 00:00:44.320]  我們要復常了
[00:00:44.320 --> 00:00:46.360]  我們要向前走了
[00:00:46.360 --> 00:00:50.240]  我們都可能要看教會的現況
[00:00:50.240 --> 00:00:51.760]  在過去三年裏面
[00:00:51.760 --> 00:00:53.920]  無論是整個世界
[00:00:53.920 --> 00:00:55.920]  整個香港
[00:00:55.920 --> 00:00:58.800]  我們的社會都有很多的改變
[00:00:58.800 --> 00:01:02.620]  就要讓教會有一個新的常態
[00:01:02.620 --> 00:01:07.280]  回應香港社會的一個新的形態
[00:01:07.280 --> 00:01:09.860]  當我們說要重新出發之前
[00:01:09.860 --> 00:01:12.880]  重新思想教會是什麼
[00:01:12.880 --> 00:01:15.440]  我們要想教會是什麼
[00:01:15.440 --> 00:01:16.840]  福音是什麼
[00:01:16.840 --> 00:01:21.120]  我們作為門徒的使命有沒有改變過呢?
[00:01:21.120 --> 00:01:23.720]  大家都記得我在一月和二月
[00:01:23.720 --> 00:01:27.560]  我用八福作為我宣講的道
[00:01:27.560 --> 00:01:30.240]  我們說尋找耶穌的地圖
[00:01:30.240 --> 00:01:33.120]  我們要去作天國的臣子
[00:01:33.120 --> 00:01:34.420]  我們要活出仁義
[00:01:34.420 --> 00:01:36.400]  不知道大家還記得多少
[00:01:36.400 --> 00:01:40.440]  我們要重整土瓜人正信會的屬靈的群體
[00:01:40.440 --> 00:01:44.320]  要成為天國子民的群體
[00:01:44.320 --> 00:01:45.800]  然後由二月開始
[00:01:45.800 --> 00:01:47.960]  我就會用哥林多前書
[00:01:47.960 --> 00:01:53.720]  成為我接下來說的一個主題經文
[00:01:53.720 --> 00:01:55.800]  哥林多
[00:01:55.800 --> 00:01:56.800]  多什麼呢?
[00:01:56.800 --> 00:01:59.200]  就是「問題多多哥林多」
[00:01:59.200 --> 00:02:02.240]  早兩天陳淑娟牧師也是這樣說的
[00:02:02.240 --> 00:02:04.440]  所以我說這個題目的時候
[00:02:04.440 --> 00:02:06.160]  我也要很小心
[00:02:06.160 --> 00:02:08.800]  當我們要說教會問題的時候
[00:02:08.800 --> 00:02:10.760]  不多不少就會「我有問題嗎?」
[00:02:10.760 --> 00:02:12.880]  或者「你有問題嗎?他有問題嗎?」
[00:02:12.880 --> 00:02:16.120]  所以待會不會有任何的名字出現
[00:02:16.120 --> 00:02:19.680]  除了我們尊敬的譚善光牧師的名字
[00:02:19.680 --> 00:02:21.480]  會在講道裡面出現之外
[00:02:21.480 --> 00:02:24.360]  我想說的就是
[00:02:24.360 --> 00:02:28.600]  我們都懷了謙卑的心去聆聽神的話語
[00:02:28.600 --> 00:02:32.400]  如果上帝的道是篤進了我個人的問題
[00:02:32.400 --> 00:02:35.320]  我們真的要謙卑去聆聽
[00:02:35.320 --> 00:02:36.760]  去反思
[00:02:36.760 --> 00:02:38.080]  如果不關我的事
[00:02:38.080 --> 00:02:39.240]  我們為隔壁那個
[00:02:39.240 --> 00:02:40.880]  可能是關隔壁的事
[00:02:40.880 --> 00:02:43.680]  我們為隔壁那個祈禱
[00:02:43.680 --> 00:02:47.920]  當我們去看哥林多前書的時候
[00:02:47.920 --> 00:02:50.720]  無論如何都要說一下哥林多的背景
[00:02:50.720 --> 00:02:51.800]  什麼是哥林多呢?
[00:02:51.800 --> 00:02:53.600]  可能什麼是哥林多都不知道
[00:02:53.600 --> 00:02:56.680]  我都以為我都想漏了一件事
[00:02:56.680 --> 00:02:58.280]  如果你看到這個地圖就知道了
[00:02:58.280 --> 00:03:01.080]  在地中海雅典
[00:03:01.080 --> 00:03:02.280]  或者希臘雅典
[00:03:02.280 --> 00:03:04.000]  你就會有一點印象
[00:03:04.000 --> 00:03:04.640]  土耳其
[00:03:04.640 --> 00:03:05.840]  現在最後是土耳其地震
[00:03:05.840 --> 00:03:08.920]  土耳其在這個地圖的右邊
[00:03:08.920 --> 00:03:11.280]  左邊那個愛琴海之後就是希臘
[00:03:11.280 --> 00:03:13.080]  希臘下面有個雅典
[00:03:13.080 --> 00:03:15.760]  雅典再下去一點就是哥林多
[00:03:15.760 --> 00:03:17.440]  我剛剛有個藍色箭頭指著
[00:03:17.440 --> 00:03:21.240]  就有個小島好像困住了
[00:03:21.240 --> 00:03:24.200]  你也知道雅典是一個重要的城市
[00:03:24.200 --> 00:03:27.440]  所以哥林多正在雅典的西邊
[00:03:27.440 --> 00:03:31.520]  如果你看到其實要雅典下去哥林多
[00:03:31.520 --> 00:03:36.000]  這個叫做巴萊賓尼撒半島
[00:03:36.000 --> 00:03:37.440]  就必然會經過哥林多
[00:03:37.440 --> 00:03:39.840]  所以哥林多成為了一個
[00:03:39.840 --> 00:03:43.800]  這個圖看完後我用一些文字幫忙
[00:03:43.800 --> 00:03:46.880]  東西陸路和兩灣之間的交匯處
[00:03:46.880 --> 00:03:49.160]  就是說你如果由陸路下來
[00:03:49.160 --> 00:03:52.080]  你就必然要經過哥林多
[00:03:52.080 --> 00:03:52.840]  橫著走也可以
[00:03:52.840 --> 00:03:55.080]  因為它有條類似運河
[00:03:55.080 --> 00:03:59.560]  可以直接過了那個彎道
[00:03:59.560 --> 00:04:00.760]  兩灣之間的
[00:04:00.760 --> 00:04:04.120]  所以哥林多是一個很重要的交通樞紐
[00:04:04.120 --> 00:04:06.320]  所以一想到交通樞紐就明白
[00:04:06.320 --> 00:04:09.200]  它一定是一個商業繁榮的都市
[00:04:09.200 --> 00:04:10.480]  就好像香港一樣
[00:04:10.480 --> 00:04:13.520]  香港正正在中國的最南那裡
[00:04:13.520 --> 00:04:15.080]  也連著東南亞
[00:04:15.080 --> 00:04:17.600]  在航道上都是一個重要的交通樞紐
[00:04:17.600 --> 00:04:22.240]  所以為什麼香港成為一個繁榮的都市
[00:04:22.240 --> 00:04:24.880]  地理位置很關鍵
[00:04:24.880 --> 00:04:26.200]  第二個是歷史
[00:04:26.200 --> 00:04:30.320]  其實哥林多曾經被羅馬帝國摧毀過
[00:04:30.320 --> 00:04:32.680]  在主前的146年
[00:04:32.680 --> 00:04:36.520]  到主後44年
[00:04:36.520 --> 00:04:39.400]  應該是主前我打錯了
[00:04:39.400 --> 00:04:40.000]  不是AD
[00:04:40.000 --> 00:04:40.600]  所以我打錯了
[00:04:40.600 --> 00:04:43.120]  是主前44年重建
[00:04:43.120 --> 00:04:44.760]  我們用耶穌基督
[00:04:44.760 --> 00:04:46.880]  哥林多做主前主後
[00:04:46.880 --> 00:04:49.680]  所以耶穌之前的四十幾年就重建
[00:04:49.680 --> 00:04:50.880]  這個打錯了不好意思
[00:04:50.880 --> 00:04:53.080]  我也混亂了
[00:04:53.080 --> 00:04:56.760]  接著就開始重建
[00:04:56.760 --> 00:04:59.520]  對於羅馬帝國來說
[00:04:59.520 --> 00:05:02.840]  哥林多都是一個我們重要發展的城市
[00:05:02.840 --> 00:05:04.560]  裡面有很多羅馬的文化
[00:05:04.560 --> 00:05:05.880]  新都市
[00:05:05.880 --> 00:05:08.840]  而保羅就在主後的51年
[00:05:08.840 --> 00:05:09.960]  大概100年之後
[00:05:09.960 --> 00:05:11.600]  重建了之後100年之後
[00:05:11.600 --> 00:05:15.800]  保羅就進入哥林多的地方
[00:05:15.800 --> 00:05:16.880]  人口
[00:05:16.880 --> 00:05:19.080]  哥林多都是一個繁殊的地方
[00:05:19.080 --> 00:05:21.680]  裡面有很多羅馬的退役軍人
[00:05:21.680 --> 00:05:22.680]  自由人是什麼意思
[00:05:22.680 --> 00:05:25.240]  自由人就是說那些曾經做奴隸的
[00:05:25.240 --> 00:05:26.200]  但是釋放了
[00:05:26.200 --> 00:05:28.640]  很多人都喜歡去那裡聚集
[00:05:28.640 --> 00:05:30.120]  也有很多客人
[00:05:30.120 --> 00:05:31.600]  也有很多做生意的人
[00:05:31.600 --> 00:05:35.200]  猶太人也遷徙到歐洲不同地方
[00:05:35.200 --> 00:05:36.240]  也有很多猶太人聚集
[00:05:36.240 --> 00:05:41.080]  因為那裡是做生意的地方
[00:05:41.080 --> 00:05:42.880]  另外就是宗教
[00:05:42.880 --> 00:05:44.880]  那個宗教最出名的就是
[00:05:44.880 --> 00:05:48.560]  他們在山上有一個愛情神的神廟
[00:05:48.560 --> 00:05:50.360]  裡面有很多廟祭的
[00:05:50.360 --> 00:05:51.200]  廟祭都知道
[00:05:51.200 --> 00:05:51.960]  即是妓女
[00:05:51.960 --> 00:05:55.440]  都是透過性行為去做一個拜偶像
[00:05:55.440 --> 00:05:56.280]  敬拜的東西
[00:05:56.280 --> 00:05:58.920]  所以都是一個比較淫亂
[00:05:58.920 --> 00:06:02.680]  或者比較道德敗壞的地方
[00:06:02.680 --> 00:06:05.600]  簡單來講就是
[00:06:05.600 --> 00:06:07.480]  這個是一個經濟繁榮的大都會
[00:06:07.480 --> 00:06:09.080]  哥倫多這個城市
[00:06:09.080 --> 00:06:11.120]  但是它是道德淪亡
[00:06:11.120 --> 00:06:12.760]  沉迷煙惡
[00:06:12.760 --> 00:06:14.720]  一個很淫亂的地方
[00:06:14.720 --> 00:06:17.920]  所以我們看哥倫多前書的時候
[00:06:17.920 --> 00:06:20.240]  發覺保羅都有講這些問題的
[00:06:20.240 --> 00:06:22.080]  也都牽涉了下去
[00:06:22.080 --> 00:06:24.000]  其實保羅為什麼會在哥倫多出現呢
[00:06:24.000 --> 00:06:27.120]  就是當保羅在第二次宣教之旅裡面
[00:06:27.120 --> 00:06:29.360]  在主後五十一年
[00:06:29.360 --> 00:06:31.920]  就去到哥倫多這個地方
[00:06:31.920 --> 00:06:37.400]  遇到阿基拉和伯基拉這對夫婦
[00:06:37.400 --> 00:06:38.800]  大家一起吃帳篷
[00:06:38.800 --> 00:06:41.960]  吃了之後就開始教會
[00:06:41.960 --> 00:06:43.520]  開始教會在哪裡開呢
[00:06:43.520 --> 00:06:44.520]  就在家裡開
[00:06:44.520 --> 00:06:47.680]  很多時候最基本的時候就是這樣
[00:06:47.680 --> 00:06:49.680]  慢慢就越來越多人聚集
[00:06:49.680 --> 00:06:51.920]  就成立了哥倫多教會
[00:06:51.920 --> 00:06:53.360]  而保羅也都在這個地方
[00:06:53.360 --> 00:06:55.960]  就總共住了一年零六個月
[00:06:55.960 --> 00:06:59.200]  一會兒會再補充的
[00:06:59.200 --> 00:07:01.080]  好 去到這裡
[00:07:01.080 --> 00:07:03.280]  原來有 不好意思
