
[00:00:00.000 --> 00:00:02.000]  主持人:大家早晨
[00:00:02.000 --> 00:00:06.000]  主持人:今天我們開始看貼索羅尼加前書
[00:00:06.000 --> 00:00:12.000]  主持人:貼索羅尼加前書是史奴保羅第一卷寫的書信
[00:00:12.000 --> 00:00:17.000]  主持人:大約在聖書在耶穌基督被釘復活之後二十年左右
[00:00:17.000 --> 00:00:21.000]  主持人:是一卷很早期寫成的書卷
[00:00:21.000 --> 00:00:28.000]  主持人:而這卷書寫給一班信徒主不是很久的基督徒
[00:00:28.000 --> 00:00:38.000]  主持人:因為他們的信仰受到逼迫 被排擠 被隔離 甚至被襲擊
[00:00:38.000 --> 00:00:41.000]  主持人:真是被抓到官府裡面
[00:00:41.000 --> 00:00:45.000]  主持人:而這班信徒在他們接受保羅的教導裡面
[00:00:45.000 --> 00:00:48.000]  主持人:他們知道耶穌會再回來
[00:00:48.000 --> 00:00:52.000]  主持人:不過他們不確定耶穌再回來的意思是什麼
[00:00:52.000 --> 00:00:54.000]  主持人:也不太清楚那個意義
[00:00:54.000 --> 00:00:58.000]  主持人:所以不太知道怎樣去應對
[00:00:58.000 --> 00:01:00.000]  主持人:而同時這班人因為他們信主之前
[00:01:00.000 --> 00:01:04.000]  主持人:是受希臘文化非常深遠的影響
[00:01:04.000 --> 00:01:07.000]  主持人:所以保羅寫這封信去幫助他們
[00:01:07.000 --> 00:01:13.000]  主持人:讓他們明白怎樣去透過基督教信仰裡面的內涵
[00:01:13.000 --> 00:01:18.000]  主持人:來應對當時他們所身處的社會
[00:01:18.000 --> 00:01:25.000]  主持人:以及不同道德觀的規範
[00:01:25.000 --> 00:01:29.000]  主持人:貼薩諾尼加城在第一世紀是馬其頓的首府
[00:01:29.000 --> 00:01:31.000]  主持人:也是最大的城市
[00:01:31.000 --> 00:01:33.000]  主持人:是一個無論在陸路在海路
[00:01:33.000 --> 00:01:36.000]  主持人:都是很重要的一個貿易的城市
[00:01:36.000 --> 00:01:38.000]  主持人:而在這個城市當中
[00:01:38.000 --> 00:01:41.000]  主持人:也是有很多傳統的希臘宗教哲學
[00:01:41.000 --> 00:01:43.000]  主持人:以及一些神秘宗教
[00:01:43.000 --> 00:01:45.000]  主持人:在這個城市裡面都是很發達的
[00:01:45.000 --> 00:01:48.000]  主持人:我們知道是一個很多元化很多不同宗教
[00:01:48.000 --> 00:01:51.000]  主持人:很多不同的理論的一個地方
[00:01:51.000 --> 00:01:53.000]  主持人:同時貼薩諾尼加也是當時一個
[00:01:53.000 --> 00:01:58.000]  主持人:非常重視敬拜羅馬皇帝的一個地方
[00:01:58.000 --> 00:02:00.000]  主持人:因此在這個城市當中
[00:02:00.000 --> 00:02:03.000]  主持人:任何的人或者事
[00:02:03.000 --> 00:02:07.000]  主持人:如果被視為是攻擊皇帝的崇拜
[00:02:07.000 --> 00:02:10.000]  主持人:或者阻礙皇帝崇拜的話
[00:02:10.000 --> 00:02:15.000]  主持人:是等同於威脅城市的經濟和政治利益
[00:02:15.000 --> 00:02:17.000]  主持人:就是說如果這些人
[00:02:17.000 --> 00:02:19.000]  主持人:用現在或者現代的字眼
[00:02:19.000 --> 00:02:22.000]  主持人:他們是等同於叛國
[00:02:22.000 --> 00:02:24.000]  主持人:所以對於貼薩諾尼加人來說
[00:02:24.000 --> 00:02:27.000]  主持人:保羅和他的宣教團隊
[00:02:27.000 --> 00:02:30.000]  主持人:宣稱另一位獨一無二的神
[00:02:30.000 --> 00:02:32.000]  主持人:就等同於攻擊這個城市
[00:02:32.000 --> 00:02:35.000]  主持人:又或者那些接受了耶穌基督
[00:02:35.000 --> 00:02:37.000]  主持人:而又留在貼薩諾尼加城的信徒
[00:02:37.000 --> 00:02:40.000]  主持人:就等同於不忠於這個城市
[00:02:40.000 --> 00:02:44.000]  主持人:是這個城市的人很不喜歡的人
[00:02:44.000 --> 00:02:47.000]  主持人:保羅去貼薩諾尼加的時候
[00:02:47.000 --> 00:02:50.000]  主持人:西拉和提摩太同一起去的
[00:02:50.000 --> 00:02:52.000]  主持人:我們知道保羅每一次去到一個城市
[00:02:52.000 --> 00:02:54.000]  主持人:他按照他的慣例
[00:02:54.000 --> 00:02:56.000]  主持人:他都是去到猶太會堂當中
[00:02:56.000 --> 00:02:57.000]  主持人:來到全港基督
[00:02:57.000 --> 00:03:00.000]  主持人:就是那位永生的神就是尼塞亞
[00:03:00.000 --> 00:03:02.000]  主持人:這次來到貼薩諾尼加
[00:03:02.000 --> 00:03:03.000]  主持人:沒有分別
[00:03:03.000 --> 00:03:05.000]  主持人:保羅都是去到會堂當中
[00:03:05.000 --> 00:03:08.000]  主持人:去向當時在會堂裡面的猶太人
[00:03:08.000 --> 00:03:10.000]  主持人:也有一些對猶太教信仰
[00:03:10.000 --> 00:03:12.000]  主持人:很有興趣的希臘人
[00:03:12.000 --> 00:03:15.000]  主持人:甚至有其他一些尊貴的婦女在裡面
[00:03:15.000 --> 00:03:18.000]  主持人:保羅全港的福音非常有果效
[00:03:18.000 --> 00:03:20.000]  主持人:以致一些猶太人
[00:03:20.000 --> 00:03:22.000]  主持人:以及很多沒有受國禮
[00:03:22.000 --> 00:03:25.000]  主持人:但是很喜歡猶太宗教的
[00:03:25.000 --> 00:03:26.000]  主持人:這些希臘人
[00:03:26.000 --> 00:03:28.000]  主持人:以及一些很尊貴的婦女
[00:03:28.000 --> 00:03:30.000]  主持人:她們聽了保羅的宣講之後
[00:03:30.000 --> 00:03:33.000]  主持人:都願意來接受這個信仰
[00:03:33.000 --> 00:03:35.000]  主持人:不過當然
[00:03:35.000 --> 00:03:38.000]  主持人:對猶太人來說
[00:03:38.000 --> 00:03:39.000]  主持人:會堂有一班人信耶穌
[00:03:39.000 --> 00:03:40.000]  主持人:代表什麼呢
[00:03:40.000 --> 00:03:43.000]  主持人:代表人數少了
[00:03:43.000 --> 00:03:45.000]  主持人:於是在會堂裡面的領袖
[00:03:45.000 --> 00:03:49.000]  主持人:非常不歡迎保羅這個做法
[00:03:49.000 --> 00:03:52.000]  主持人:而且他們的反應非常激烈
[00:03:52.000 --> 00:03:55.000]  主持人:他們不單止在心裡面來厭惡保羅
