
[00:00:00.000 --> 00:00:03.600]  各位聽眾姐妹早晨
[00:00:03.600 --> 00:00:08.900]  今天的天氣算不算好呢?
[00:00:08.900 --> 00:00:13.000]  昨晚睡得怎樣?
[00:00:13.000 --> 00:00:17.400]  吃了早餐沒有?
[00:00:17.400 --> 00:00:22.600]  不知道附近有什麼早餐好吃的地方呢?
[00:00:22.600 --> 00:00:26.600]  暑假去了哪裡玩?
[00:00:26.600 --> 00:00:30.600]  去過的地方哪裡最漂亮?
[00:00:30.600 --> 00:00:34.500]  哪裡最划算?
[00:00:34.500 --> 00:00:38.300]  如果我不斷問這些問題
[00:00:38.300 --> 00:00:41.700]  然後不斷說這些話題
[00:00:41.700 --> 00:00:45.100]  或者我只對這些有興趣
[00:00:45.100 --> 00:00:53.400]  我想你們大大概概會認為我都是貪玩識食的人
[00:00:53.400 --> 00:00:57.800]  你大大概概都會喜歡跟我聊天
[00:00:57.800 --> 00:01:03.900]  你又大大概概會覺得我頗平易近人
[00:01:03.900 --> 00:01:08.000]  如果你同樣喜歡這些話題
[00:01:08.000 --> 00:01:10.700]  又喜歡跟我聊天的話
[00:01:10.700 --> 00:01:15.400]  我們大大概概的相處都頗融洽
[00:01:15.400 --> 00:01:18.100]  就算交不成朋友
[00:01:18.100 --> 00:01:23.600]  我以上說的話都不會惹起你的反感
[00:01:23.600 --> 00:01:26.800]  亦都不會讓你受到威脅
[00:01:26.800 --> 00:01:32.700]  更加不應該引起你的敵意
[00:01:32.700 --> 00:01:39.200]  我們很多時候都希望耶穌多說這些話題
[00:01:39.200 --> 00:01:42.600]  為耶穌說說飲飲食食
[00:01:42.600 --> 00:01:45.900]  怎樣玩就多好
[00:01:45.900 --> 00:01:52.500]  如果耶穌能夠多說一些投資的必殺技
[00:01:52.500 --> 00:01:55.500]  這樣就棒了
[00:01:55.500 --> 00:01:59.900]  如果耶穌能夠進一步教我們美容
[00:01:59.900 --> 00:02:04.500]  瘦身、容光煥發
[00:02:04.500 --> 00:02:07.900]  就完美了
[00:02:07.900 --> 00:02:09.300]  想像一下
[00:02:09.300 --> 00:02:12.200]  你回到家打開電視
[00:02:12.200 --> 00:02:17.600]  見到耶穌介紹加利利的風光
[00:02:17.600 --> 00:02:18.900]  多好
[00:02:18.900 --> 00:02:20.300]  大家想想
[00:02:20.300 --> 00:02:24.600]  耶穌教我們春天應該走一條什麼路
[00:02:24.600 --> 00:02:27.700]  去欣賞加利利的田野
[00:02:27.700 --> 00:02:30.700]  遍地的野花
[00:02:30.700 --> 00:02:39.500]  夏天教你怎樣在加利利湖游船河釣魚
[00:02:39.500 --> 00:02:41.200]  想想都開心
[00:02:41.200 --> 00:02:46.600]  秋天祂又帶我們上加密山看日落
[00:02:46.600 --> 00:02:54.600]  冬天又帶我們上喀門山滑雪
[00:02:54.600 --> 00:02:56.700]  想想都寫意
[00:02:56.700 --> 00:02:57.900]  看完這些旅遊節目
[00:02:57.900 --> 00:03:01.100]  耶穌繼續主持飲食節目
[00:03:01.100 --> 00:03:04.500]  教我們今晚吃好一點
[00:03:04.500 --> 00:03:10.800]  教我們怎樣慢火烤一條加利利的聖彼得魚
[00:03:10.800 --> 00:03:15.500]  教我們怎樣品嘗一支戈蘭高地的紅酒
[00:03:15.500 --> 00:03:17.800]  想起都快活
[00:03:17.800 --> 00:03:20.600]  如果耶穌真是這樣的話
[00:03:20.600 --> 00:03:25.100]  真是通街都是粉絲
[00:03:25.100 --> 00:03:28.300]  我們會愛到他燶
[00:03:28.300 --> 00:03:31.600]  因為他簡直是最高品味的人
[00:03:31.600 --> 00:03:37.200]  優雅的典範
[00:03:37.200 --> 00:03:38.900]  不過我們知道
[00:03:38.900 --> 00:03:41.000]  耶穌沒有主持旅遊的節目
[00:03:41.000 --> 00:03:44.100]  也沒有主持飲食的節目
[00:03:44.100 --> 00:03:48.900]  祂主要的話題是講天國近了
[00:03:48.900 --> 00:03:52.600]  你們應當悔改
[00:03:52.600 --> 00:03:56.000]  因此祂失去了很多粉絲
[00:03:56.000 --> 00:03:58.300]  祂講天國
[00:03:58.300 --> 00:04:01.600]  天國是一個新的世界
[00:04:01.600 --> 00:04:04.200]  是一個和我們現在這個世界
[00:04:04.200 --> 00:04:07.600]  全然不同的一個新的世界
[00:04:07.600 --> 00:04:11.300]  這個世界和我們這個世界很多東西都不一樣
[00:04:11.300 --> 00:04:13.400]  在這個新的世界裏面
[00:04:13.400 --> 00:04:15.900]  飢渴慕夷的人是有福的
[00:04:15.900 --> 00:04:19.200]  因為那些人會得到飽足
[00:04:19.200 --> 00:04:21.200]  在這個新的世界裏面
[00:04:21.200 --> 00:04:23.500]  人不是渴慕那些美食
[00:04:23.500 --> 00:04:26.300]  而是渴慕神的正義
[00:04:26.300 --> 00:04:28.900]  耶穌說有人打你的右臉
[00:04:28.900 --> 00:04:32.400]  連左臉也轉過來由他打
[00:04:32.400 --> 00:04:35.100]  他又說要愛你們的仇敵
[00:04:35.100 --> 00:04:38.100]  為那些逼迫你們的人禱告
[00:04:38.100 --> 00:04:42.100]  他又說要愛你們的仇敵
[00:04:42.100 --> 00:04:45.600]  為那些逼迫你們的人禱告
[00:04:45.600 --> 00:04:48.800]  這樣你們就可以作你們天父的兒女
[00:04:48.800 --> 00:04:51.300]  因為神都叫那個日頭
[00:04:51.300 --> 00:04:53.500]  召好人也召歹人
[00:04:53.500 --> 00:04:58.300]  降雨給義人也降雨給不義的人
[00:04:58.300 --> 00:04:59.600]  這種生活的形態
[00:04:59.600 --> 00:05:03.900]  和我們慣常的生活形態很不一樣
[00:05:03.900 --> 00:05:05.700]  我們慣常的生活形態
[00:05:05.700 --> 00:05:08.700]  其實是受我們的慾望牽引
[00:05:08.700 --> 00:05:10.400]  耶穌說的生活形態
[00:05:10.400 --> 00:05:13.200]  是受天父的愛來主導
[00:05:13.200 --> 00:05:14.900]  天國的生活形態
[00:05:14.900 --> 00:05:19.000]  和我們慣常的生活形態
[00:05:19.000 --> 00:05:21.600]  有一種張力
[00:05:21.600 --> 00:05:27.300]  耶穌和我們有一種對抗性
[00:05:27.300 --> 00:05:29.300]  如果耶穌只是問
[00:05:29.300 --> 00:05:31.200]  昨晚你睡得怎樣?
[00:05:31.200 --> 00:05:33.200]  睡得好不好?
[00:05:33.200 --> 00:05:35.800]  如果耶穌只是這樣說
[00:05:35.800 --> 00:05:41.300]  我們會感覺到祂對我們的關懷
[00:05:41.300 --> 00:05:46.100]  但如果耶穌指著你
[00:05:46.100 --> 00:05:50.500]  你昨晚為甚麼不睡?
[00:05:50.500 --> 00:05:55.200]  想起那些邪惡的念頭
[00:05:55.200 --> 00:05:57.500]  又或者祂指著你
[00:05:57.500 --> 00:05:59.700]  你從頭到腳
[00:05:59.700 --> 00:06:03.900]  你都是一個自私的人
[00:06:03.900 --> 00:06:06.300]  又或者祂對你說
[00:06:06.300 --> 00:06:09.900]  你來到這裡崇拜
[00:06:09.900 --> 00:06:15.100]  內心半點的敬虔也沒有
[00:06:15.100 --> 00:06:17.300]  如果耶穌這樣說
[00:06:17.300 --> 00:06:22.500]  我想我們大概也不太喜歡祂
[00:06:22.500 --> 00:06:25.600]  如果耶穌指著你
[00:06:25.600 --> 00:06:28.500]  當眾的指著你
[00:06:28.500 --> 00:06:31.700]  公然揭露你的罪
[00:06:31.700 --> 00:06:37.800]  你和祂之間就不可能和平共處
[00:06:37.800 --> 00:06:40.000]  不要說耶穌指著你
[00:06:40.000 --> 00:06:41.600]  如果我現在指著你
[00:06:41.600 --> 00:06:44.400]  你也想殺了我
[00:06:44.400 --> 00:06:48.400]  耶穌將火雕在地上
[00:06:48.400 --> 00:06:51.700]  我們看回今天福音書的經課
[00:06:51.700 --> 00:06:55.900]  我們看看耶穌在這個世界所帶來的影響
[00:06:55.900 --> 00:06:59.300]  路加福音第十二章四十九至第五十九節
[00:06:59.300 --> 00:07:01.800]  我們讀多一點
[00:07:01.800 --> 00:07:03.000]  我們再看這段經文
[00:07:03.000 --> 00:07:09.000]  路加福音第十二章四十九至第五十九節
[00:07:09.000 --> 00:07:11.300]  經文說
[00:07:11.300 --> 00:07:14.300]  我來要把火雕在地上
[00:07:14.300 --> 00:07:16.100]  燙藥已經著起來
[00:07:16.100 --> 00:07:18.800]  不也是我所願意的嗎?
[00:07:18.800 --> 00:07:20.800]  我有當受的洗
[00:07:20.800 --> 00:07:22.500]  還沒有成就
[00:07:22.500 --> 00:07:25.100]  我是何等的迫切呢?
[00:07:25.100 --> 00:07:29.200]  你們以為我來到是要地上太平嗎?
[00:07:29.200 --> 00:07:31.200]  我告訴你們不是
[00:07:31.200 --> 00:07:32.900]  那是要叫人分真
[00:07:32.900 --> 00:07:34.200]  從今以後
[00:07:34.200 --> 00:07:36.100]  一家五個人將要分真
[00:07:36.100 --> 00:07:37.900]  三個人和兩個人相爭
[00:07:37.900 --> 00:07:40.100]  兩個人和三個人相爭
[00:07:40.100 --> 00:07:41.500]  父親和兒子相爭
[00:07:41.500 --> 00:07:43.700]  兒子和父親相爭
[00:07:43.700 --> 00:07:45.500]  母親和女兒相爭
[00:07:45.500 --> 00:07:47.400]  女兒和母親相爭
[00:07:47.400 --> 00:07:49.200]  婆婆和媳婦相爭
[00:07:49.200 --> 00:07:51.300]  媳婦和婆婆相爭
[00:07:51.300 --> 00:07:52.500]  耶穌又對著人說
[00:07:52.500 --> 00:07:54.900]  你們看見西邊起了雲彩
[00:07:54.900 --> 00:07:56.900]  心想要下一陣雨了
[00:07:56.900 --> 00:07:58.300]  果然就有
[00:07:58.300 --> 00:07:59.300]  起了南風
[00:07:59.300 --> 00:08:01.500]  你們想將要燥熱了
[00:08:01.500 --> 00:08:03.100]  也就有了
[00:08:03.100 --> 00:08:04.700]  假冒為善的人
[00:08:04.700 --> 00:08:06.500]  你們知道分辨天色
[00:08:06.500 --> 00:08:07.900]  天地的氣息
[00:08:07.900 --> 00:08:11.200]  怎麼不知道分辨這個時候呢?
[00:08:11.200 --> 00:08:14.100]  你們又為何不自己審量
[00:08:14.100 --> 00:08:16.200]  什麼是合理的呢?
[00:08:16.200 --> 00:08:19.000]  你和告你的對頭去見官
[00:08:19.000 --> 00:08:20.500]  還在路上
[00:08:20.500 --> 00:08:23.700]  務要盡力地和他了結
[00:08:23.700 --> 00:08:26.500]  恐怕他拉你到官面前
[00:08:26.500 --> 00:08:28.500]  官交給差役
[00:08:28.500 --> 00:08:30.700]  差役把你下到監獄
[00:08:30.700 --> 00:08:31.900]  我告訴你
[00:08:31.900 --> 00:08:32.900]  若有搬民前
[00:08:32.900 --> 00:08:34.100]  唯有還清
[00:08:34.100 --> 00:08:38.300]  你斷不能從那裡出來
