
[00:00:00.000 --> 00:00:04.960]  說到祈禱這件事,很多人都做祈禱這件事
[00:00:04.960 --> 00:00:10.800]  千萬不要以為祈禱只有信主的人才有祈禱
[00:00:10.800 --> 00:00:14.440]  不信主的人也有祈禱
[00:00:14.440 --> 00:00:20.200]  最近因為你知道我們教會比較高調
[00:00:20.200 --> 00:00:24.960]  所以在網絡的時空上都很活躍
[00:00:24.960 --> 00:00:34.200]  很多人上網找我們教會,聽我們教會講道,甚至打電話來教會
[00:00:34.200 --> 00:00:41.760]  包括不信主的人都會打來
[00:00:41.760 --> 00:00:44.760]  最近我收到一個電話
[00:00:44.760 --> 00:00:49.720]  有一個人很喜歡打來,叫我為他代禱
[00:00:49.720 --> 00:00:54.960]  他說他不信主,很想找人代禱,他就會心安理得
[00:00:54.960 --> 00:00:57.560]  他希望有人代禱他,心安理得
[00:00:57.560 --> 00:00:59.360]  我問他有什麼祈禱事項
[00:00:59.360 --> 00:01:02.640]  他說牧師我牙痛
[00:01:02.640 --> 00:01:04.040]  他說牧師我牙痛
[00:01:04.040 --> 00:01:07.080]  求你祈求神使我的牙不痛
[00:01:07.080 --> 00:01:08.960]  能夠祈求神讓我的牙不痛
[00:01:08.960 --> 00:01:12.360]  過了兩天他又打來,他說牧師我沒錢
[00:01:12.360 --> 00:01:13.720]  他說牧師我沒錢
[00:01:13.720 --> 00:01:15.480]  祈求神給我點錢
[00:01:15.480 --> 00:01:16.920]  祈求神給我點錢
[00:01:16.920 --> 00:01:18.920]  有一次他說牧師
[00:01:18.920 --> 00:01:19.920]  牧師
[00:01:19.920 --> 00:01:20.920]  你為我祈禱
[00:01:20.920 --> 00:01:21.920]  你為我祈禱
[00:01:21.920 --> 00:01:23.920]  我不是沒錢,只是錢不夠
[00:01:23.920 --> 00:01:25.920]  不是沒錢,只是錢不夠用
[00:01:25.920 --> 00:01:27.920]  求你幫我祈禱一下
[00:01:27.920 --> 00:01:28.920]  幫我祈禱一下
[00:01:28.920 --> 00:01:29.920]  他又不肯收線
[00:01:29.920 --> 00:01:30.920]  他又不肯收線
[00:01:30.920 --> 00:01:32.920]  打了好多次來我家
[00:01:32.920 --> 00:01:34.920]  打了好次來我家
[00:01:34.920 --> 00:01:37.920]  有一次他說他女兒不見了
[00:01:37.920 --> 00:01:39.920]  有一次他女兒不見了
[00:01:39.920 --> 00:01:41.920]  要我為他女兒祈禱
[00:01:41.920 --> 00:01:42.920]  要為他女兒祈禱
[00:01:42.920 --> 00:01:44.920]  原來他說他女兒有牙痛
[00:01:44.920 --> 00:01:45.920]  他女兒有牙痛
[00:01:45.920 --> 00:01:47.920]  要再為他女兒牙痛祈禱
[00:01:47.920 --> 00:01:48.920]  要為他女兒牙痛祈禱
[00:01:48.920 --> 00:01:51.920]  我開始發覺這個循環
[00:01:51.920 --> 00:01:52.920]  不斷地重複
[00:01:52.920 --> 00:01:55.920]  我發現這個循環不斷地重複
[00:01:55.920 --> 00:01:56.920]  主人祈禱
[00:01:56.920 --> 00:01:57.920]  不信主人祈禱
[00:01:57.920 --> 00:01:58.920]  怎麼祈禱呢?亂祈禱
[00:01:58.920 --> 00:02:01.920]  怎麼祈禱呢?亂祈禱
[00:02:01.920 --> 00:02:03.920]  所以他聽見你是牧師
[00:02:03.920 --> 00:02:05.920]  他就說你給我祈禱
[00:02:05.920 --> 00:02:08.920]  求聖母保守我
[00:02:08.920 --> 00:02:09.920]  你幫我祈禱
[00:02:09.920 --> 00:02:10.920]  求聖靈保守我
[00:02:10.920 --> 00:02:12.920]  求聖靈保守我
[00:02:12.920 --> 00:02:13.920]  求聖靈保守我
[00:02:13.920 --> 00:02:14.920]  求耶穌保守我
[00:02:14.920 --> 00:02:15.920]  求耶穌保守我
[00:02:15.920 --> 00:02:17.920]  求所有人都保守我
[00:02:17.920 --> 00:02:18.920]  求所有人都保守我
[00:02:18.920 --> 00:02:21.920]  究竟祈禱的真正原則是什麼
[00:02:21.920 --> 00:02:22.920]  他不理的
[00:02:22.920 --> 00:02:24.920]  祈禱真正的原則是什麼
[00:02:24.920 --> 00:02:25.920]  他不理
[00:02:25.920 --> 00:02:28.920]  這是一種傳統宗教思維之下的祈禱
[00:02:28.920 --> 00:02:31.920]  這是一種傳統宗教思維之下的祈禱
[00:02:31.920 --> 00:02:32.920]  這班教會的人
[00:02:32.920 --> 00:02:34.920]  對聖經多一點了解的人
[00:02:34.920 --> 00:02:35.920]  他們都祈禱
[00:02:35.920 --> 00:02:36.920]  他們又怎麼祈禱呢?
[00:02:36.920 --> 00:02:39.920]  這些經常被教會對聖經多一點了解的人
[00:02:39.920 --> 00:02:40.920]  怎麼祈禱呢?
[00:02:40.920 --> 00:02:41.920]  在教會裏面
[00:02:41.920 --> 00:02:43.920]  我就見譬如學生
[00:02:43.920 --> 00:02:45.920]  譬如有學生
[00:02:45.920 --> 00:02:47.920]  祈求主給我有好的成績
[00:02:47.920 --> 00:02:49.920]  祈求主給我有好的成績
[00:02:49.920 --> 00:02:51.920]  如果申請入大學那些呢
[00:02:51.920 --> 00:02:52.920]  申請進大學
[00:02:52.920 --> 00:02:54.920]  祈求主給我一間好的大學
[00:02:54.920 --> 00:02:56.920]  祈求主給我一間好的大學
[00:02:56.920 --> 00:03:00.920]  但是通常我們祈禱是沒有後面
[00:03:00.920 --> 00:03:02.920]  接著要祈禱的真正內容
[00:03:02.920 --> 00:03:04.920]  只是將心願講了出來
[00:03:04.920 --> 00:03:06.920]  沒有後面真正的內容
[00:03:06.920 --> 00:03:08.920]  而是將心願講了出來
[00:03:08.920 --> 00:03:10.920]  好的成績是不是祈禱一定可以得到回來呢?
[00:03:10.920 --> 00:03:12.920]  好的成績是不是因為祈禱可以得到呢?
[00:03:12.920 --> 00:03:14.920]  或者有些人呢
[00:03:14.920 --> 00:03:16.920]  就會經常跟牧師說
[00:03:16.920 --> 00:03:18.920]  牧師啊我信了這麼多年了
[00:03:18.920 --> 00:03:20.920]  牧師我信了這麼多年了
[00:03:20.920 --> 00:03:21.920]  最近身體都不太好
[00:03:21.920 --> 00:03:22.920]  最近身體都不太好
[00:03:22.920 --> 00:03:24.920]  你為我身體健康祈禱了
[00:03:24.920 --> 00:03:26.920]  你能不能為我身體健康祈禱?
[00:03:26.920 --> 00:03:27.920]  那我想問一下
[00:03:27.920 --> 00:03:29.920]  是不是祈禱你身體就會健康呢?
[00:03:29.920 --> 00:03:30.920]  我想問我幫你祈禱
