
[00:00:00.000 --> 00:00:02.000]  基督姐妹們平安
[00:00:02.000 --> 00:00:09.000]  很感恩能夠再次來到粵語堂,在這裡與大家分享神的話語
[00:00:09.000 --> 00:00:17.000]  讓我們首先一同來禱告
[00:00:17.000 --> 00:00:21.000]  天父上帝
[00:00:21.000 --> 00:00:24.000]  感謝祢賜給我們祢寶貴的話語
[00:00:24.000 --> 00:00:29.000]  求聖靈帶領我們,被祢的話語勉勵
[00:00:31.000 --> 00:00:33.000]  生命得著更新
[00:00:33.000 --> 00:00:37.000]  禱告奉耶穌的名
[00:00:37.000 --> 00:00:39.000]  阿們
[00:00:39.000 --> 00:00:44.000]  今天要跟大家分享的主題是,忠心的代價
[00:00:44.000 --> 00:00:52.000]  有一家獵頭公司做了一項關於人才招聘的問卷調查
[00:00:52.000 --> 00:00:59.000]  有一家獵頭公司做了一項關於人才招聘的問卷調查
[00:01:00.000 --> 00:01:05.000]  那問題就是,僱主覺得一個員工最重要的十項品質是什麼
[00:01:05.000 --> 00:01:13.000]  問題是,僱主覺得僱傭是一個最重要的十項品質是什麼呢
[00:01:13.000 --> 00:01:16.000]  調查統計的結果就顯示
[00:01:16.000 --> 00:01:19.000]  調查結果顯示
[00:01:19.000 --> 00:01:22.000]  排在第一位的就是loyalty,就是忠心
[00:01:22.000 --> 00:01:27.000]  排在第一位的就是loyalty,就是忠心
[00:01:27.000 --> 00:01:31.000]  作為一個老闆,都想找一個忠心可靠的員工
[00:01:31.000 --> 00:01:36.000]  作為一個老闆,都很想找一個又忠心又可靠的員工
[00:01:36.000 --> 00:01:42.000]  誰也不想找一個不能按時上下班,也不能保證工作質量的人
[00:01:42.000 --> 00:01:51.000]  他們都不想找一個不能夠依時上班,也不能夠有工作保證的員工
[00:01:51.000 --> 00:01:54.000]  那做老闆的對員工有這樣的期望
[00:01:55.000 --> 00:01:57.000]  那做老闆的對員工有這樣的期望
[00:01:57.000 --> 00:02:01.000]  其實也對客戶有這樣的期望
[00:02:01.000 --> 00:02:04.000]  其實對客戶也有同樣的期望
[00:02:04.000 --> 00:02:07.000]  現在常說要有這個loyalty customer
[00:02:07.000 --> 00:02:13.000]  現在我們常常都要找這個有loyalty的客戶
[00:02:13.000 --> 00:02:17.000]  每個公司都希望擁有自己的忠實客戶
[00:02:17.000 --> 00:02:20.000]  每一個公司都希望有自己忠實的客戶
[00:02:20.000 --> 00:02:24.000]  所以可見忠心在一個人的品質上是多麼的重要
[00:02:25.000 --> 00:02:28.000]  所以可見忠心在一個人的品質上是多麼的重要
[00:02:28.000 --> 00:02:30.000]  不單是在職場中
[00:02:30.000 --> 00:02:33.000]  也在我們的信仰中
[00:02:33.000 --> 00:02:35.000]  也在我們的信仰中
[00:02:35.000 --> 00:02:37.000]  那忠心也是非常的重要
[00:02:37.000 --> 00:02:43.000]  而且擁有忠心這個品質的人也越來越少了
[00:02:43.000 --> 00:02:46.000]  擁有這種品質的人越來越少
[00:02:46.000 --> 00:02:49.000]  因為忠心是需要付上代價的
[00:02:49.000 --> 00:02:51.000]  因為忠心是需要付上代價的
[00:02:51.000 --> 00:02:54.000]  那今天就讓我們透過代言理書的第六章
[00:02:55.000 --> 00:02:56.000]  那今天就讓我們透過代言理書的第六章
[00:02:56.000 --> 00:02:59.000]  我們來看一看代言理他在職場上和信仰上
[00:02:59.000 --> 00:03:02.000]  因著忠心所付上的代價
[00:03:02.000 --> 00:03:05.000]  我們來看一看在職場上和信仰上
[00:03:05.000 --> 00:03:08.000]  忠心所付上的代價是甚麼
[00:03:08.000 --> 00:03:12.000]  首先我們來看忠心工作遭人嫉妒和陷害
[00:03:12.000 --> 00:03:14.000]  首先我們來看一看
[00:03:14.000 --> 00:03:19.000]  忠心工作是會遭人嫉妒和陷害的
[00:03:20.000 --> 00:03:26.000]  在第六章一開始曾經奪取以色列的強大的巴比倫帝國已經不復存在了
[00:03:26.000 --> 00:03:34.000]  在第六章一開始說到奪取以色列強大的巴比倫帝國已經不復存在了
[00:03:34.000 --> 00:03:36.000]  一個嶄新的時代開始了
[00:03:36.000 --> 00:03:38.000]  一個嶄新的時代又開始了
[00:03:38.000 --> 00:03:43.000]  正像在第二章當中神在尼布賈尼撒的夢中所應許的
[00:03:44.000 --> 00:03:50.000]  正如在第二章當中神在尼布賈尼撒的夢中所預告的
[00:03:50.000 --> 00:03:53.000]  金的國崩潰了並被銀的國取代
[00:03:53.000 --> 00:03:55.000]  金的國已經崩潰了
[00:03:55.000 --> 00:03:58.000]  銀的國取代了他
[00:03:58.000 --> 00:04:02.000]  馬袋和波斯帝國的君王大利烏
[00:04:02.000 --> 00:04:06.000]  馬袋和波斯帝國的君王大利烏
