
[00:00:00.000 --> 00:00:02.000]  凌姐妹平安
[00:00:02.000 --> 00:00:09.000]  很開心在這裡跟大家一同來到京拜
[00:00:09.000 --> 00:00:12.000]  好像每年都是聖誕節那樣
[00:00:12.000 --> 00:00:16.000]  所以每年都是開心時候來到大家當中
[00:00:16.000 --> 00:00:18.000]  非常感恩
[00:00:18.000 --> 00:00:21.000]  首先代表國際基督教學院的眾同工
[00:00:21.000 --> 00:00:23.000]  帶給大家民安
[00:00:23.000 --> 00:00:26.000]  祝大家聖誕蒙恩
[00:00:26.000 --> 00:00:28.000]  讓我們一起再有個祈禱
[00:00:28.000 --> 00:00:30.000]  身為天父我們感謝你
[00:00:30.000 --> 00:00:34.000]  讓我們可以在主日的時候來到你的殿當中
[00:00:34.000 --> 00:00:36.000]  一同來到京拜
[00:00:36.000 --> 00:00:38.000]  來到服侍你
[00:00:38.000 --> 00:00:39.000]  我們感謝你
[00:00:39.000 --> 00:00:43.000]  因為我們能夠被稱為你的兒女
[00:00:43.000 --> 00:00:46.000]  我們又可以在這個聖誕的時候
[00:00:46.000 --> 00:00:48.000]  我們來到先念你
[00:00:48.000 --> 00:00:49.000]  我們恭敬將以下
[00:00:49.000 --> 00:00:51.000]  言讀你華語的時間
[00:00:51.000 --> 00:00:53.000]  交託在你的手中
[00:00:53.000 --> 00:00:54.000]  我們求你的聖靈
[00:00:54.000 --> 00:00:58.000]  引導我們一同進入真理裡面
[00:00:58.000 --> 00:01:00.000]  你的華語改變
[00:01:00.000 --> 00:01:02.000]  轉化我們的生命
[00:01:02.000 --> 00:01:04.000]  恭敬將以下的時間交託
[00:01:04.000 --> 00:01:05.000]  我們的禱告
[00:01:05.000 --> 00:01:07.000]  奉耶穌基督的名求
[00:01:07.000 --> 00:01:09.000]  阿們
[00:01:09.000 --> 00:01:16.000]  究竟人生是困苦的
[00:01:16.000 --> 00:01:19.000]  還是喜樂的呢
[00:01:19.000 --> 00:01:23.000]  或許不同際遇的人
[00:01:23.000 --> 00:01:26.000]  會有不同的答案
[00:01:26.000 --> 00:01:28.000]  那基督徒呢
[00:01:28.000 --> 00:01:30.000]  我不知道你信得住多久
[00:01:30.000 --> 00:01:32.000]  但是作為基督徒
[00:01:32.000 --> 00:01:35.000]  你又如何看待你的人生呢
[00:01:35.000 --> 00:01:39.000]  你的人生是苦難困難多
[00:01:39.000 --> 00:01:44.000]  還是你的人生是開心喜樂的時間多呢
[00:01:44.000 --> 00:01:49.000]  我們剛剛經歷了幾年的新冠疫情
[00:01:49.000 --> 00:01:51.000]  根據世衛的公佈
[00:01:51.000 --> 00:01:54.000]  到剛剛的星期五
[00:01:54.000 --> 00:02:00.000]  全世界總共有七億七千萬人感染
[00:02:00.000 --> 00:02:03.000]  其中一個可能是你
[00:02:03.000 --> 00:02:09.000]  總共接近六百九十八萬人
[00:02:09.000 --> 00:02:11.000]  差不多七百萬人
[00:02:11.000 --> 00:02:16.000]  就是整個香港這樣的人離開世界
[00:02:16.000 --> 00:02:19.000]  我在想
[00:02:19.000 --> 00:02:22.000]  其實我們每個人一生可能都在追求
[00:02:22.000 --> 00:02:27.000]  追尋一個喜樂的人生
[00:02:27.000 --> 00:02:30.000]  不過我們總是覺得
[00:02:30.000 --> 00:02:34.000]  人生苦多過開心
[00:02:34.000 --> 00:02:37.000]  你的人生又如何呢
[00:02:37.000 --> 00:02:39.000]  今天這段經文
[00:02:39.000 --> 00:02:43.000]  是記載耶穌離開世界之前
[00:02:43.000 --> 00:02:45.000]  跟門徒說的話
[00:02:45.000 --> 00:02:52.000]  說的正正就是困苦和喜樂之間的關係
[00:02:52.000 --> 00:02:55.000]  你會說為什麼在聖誕的時候
[00:02:55.000 --> 00:02:59.000]  又說到耶穌基督的受難呢
[00:02:59.000 --> 00:03:02.000]  其實耶穌從來都沒有叫過我們
[00:03:02.000 --> 00:03:04.000]  跟祂慶祝生日的
[00:03:04.000 --> 00:03:06.000]  我想你找聖經
[00:03:06.000 --> 00:03:09.000]  你找不到哪一書耶穌說
[00:03:09.000 --> 00:03:12.000]  請你紀念我的生辰
[00:03:12.000 --> 00:03:17.000]  相反在教會歷世歷代的發展裡面
[00:03:17.000 --> 00:03:19.000]  我們每一次紀念耶穌
[00:03:19.000 --> 00:03:22.000]  都是思念祂的受難
[00:03:22.000 --> 00:03:23.000]  因為祂的受難
[00:03:23.000 --> 00:03:25.000]  因為祂的受苦
[00:03:25.000 --> 00:03:27.000]  我們今天才坐在這裏
[00:03:27.000 --> 00:03:29.000]  來敬拜祂
[00:03:29.000 --> 00:03:32.000]  所以教會在主日的裡面
[00:03:32.000 --> 00:03:36.000]  經常說的不是耶穌的出生
[00:03:36.000 --> 00:03:41.000]  經常說的是耶穌為我們來代死
[00:03:41.000 --> 00:03:45.000]  而當我們去紀念聖誕的時候
[00:03:45.000 --> 00:03:47.000]  在歷代的教會
[00:03:47.000 --> 00:03:51.000]  同樣思念的是耶穌從死裡面復活
[00:03:51.000 --> 00:03:55.000]  以至今天我們能夠思念祂
[00:03:55.000 --> 00:03:57.000]  來紀念祂
[00:03:57.000 --> 00:03:59.000]  所以聖誕節
[00:03:59.000 --> 00:04:03.000]  固然是要紀念耶穌基督的降生
[00:04:03.000 --> 00:04:05.000]  但是祂降生的目的
[00:04:05.000 --> 00:04:08.000]  是為了寫命在十字架上
[00:04:08.000 --> 00:04:14.000]  我們不應該忘記祂來的真正目的
[00:04:14.000 --> 00:04:16.000]  所以當我們來到思想到
[00:04:16.000 --> 00:04:19.000]  在聖誕節思想到喜樂這個題目的時候
[00:04:19.000 --> 00:04:22.000]  我選擇和大家看約翰福音十六章
[00:04:22.000 --> 00:04:25.000]  剛才我們讀了一篇
[00:04:25.000 --> 00:04:31.000]  如果你有聖經可以打開
[00:04:31.000 --> 00:04:33.000]  約翰福音十四章到十六章
[00:04:33.000 --> 00:04:36.000]  其實是一個大的段落
[00:04:36.000 --> 00:04:42.000]  或者說這段叫做耶穌最後的講話
[00:04:42.000 --> 00:04:46.000]  大概篇幅和登山寶墳差不多
[00:04:46.000 --> 00:04:51.000]  可以說是聖經裡面記載耶穌最長的講論之一
[00:04:51.000 --> 00:04:56.000]  來到十六章差不多到最後的部分了
[00:04:56.000 --> 00:05:01.000]  耶穌在這裡講了一段說話
[00:05:01.000 --> 00:05:03.000]  在這裡一開始的時候
[00:05:03.000 --> 00:05:05.000]  如果剛才你有留心聽
[00:05:05.000 --> 00:05:07.000]  有一段說話
[00:05:07.000 --> 00:05:09.000]  我們如果用和合本的翻譯
[00:05:09.000 --> 00:05:12.000]  他說等不多時
[00:05:12.000 --> 00:05:15.000]  剛才就一直講到不久不久
[00:05:15.000 --> 00:05:16.000]  你說什麼不久呢
[00:05:16.000 --> 00:05:18.000]  什麼等不多時呢
[00:05:18.000 --> 00:05:21.000]  究竟聖經說的是什麼呢
[00:05:21.000 --> 00:05:24.000]  其實如果你細心
[00:05:24.000 --> 00:05:29.000]  這一段說話是重複了四次
[00:05:29.000 --> 00:05:32.000]  聖經怎麼說呢
[00:05:32.000 --> 00:05:37.000]  耶穌說十六節等不多時你們就不得見我
[00:05:37.000 --> 00:05:41.000]  再等不多時你們還要見我
[00:05:41.000 --> 00:05:44.000]  接著有幾個門徒就彼此說
[00:05:44.000 --> 00:05:46.000]  他說他對我們說
[00:05:46.000 --> 00:05:48.000]  等不多時你們就不得見我
[00:05:48.000 --> 00:05:51.000]  再等不多時你們還要見我
[00:05:51.000 --> 00:05:54.000]  又說因我往父那裡去
[00:05:54.000 --> 00:05:56.000]  這是什麼意思呢
[00:05:56.000 --> 00:05:58.000]  門徒彼此說
[00:05:58.000 --> 00:06:02.000]  等不多時到底是什麼意思呢
[00:06:02.000 --> 00:06:04.000]  我們不明白他所說的話
[00:06:04.000 --> 00:06:07.000]  耶穌看出他們要問他就說
[00:06:07.000 --> 00:06:10.000]  我說等不多時你們就不得見我
[00:06:10.000 --> 00:06:14.000]  再等不多時你們還要見我
[00:06:14.000 --> 00:06:20.000]  你們為者話彼此相問嗎
[00:06:20.000 --> 00:06:23.000]  是不是很沉啊
[00:06:23.000 --> 00:06:25.000]  你們沒有反應啊
[00:06:25.000 --> 00:06:28.000]  是不是很沉啊 是很沉啊
[00:06:28.000 --> 00:06:32.000]  當然我們會相信
[00:06:32.000 --> 00:06:35.000]  當時大概的確是這樣
[00:06:35.000 --> 00:06:38.000]  所以約翰記載下來是什麼
[00:06:38.000 --> 00:06:41.000]  但大概當約翰寫約翰呼音的時候
[00:06:41.000 --> 00:06:45.000]  他不需要這麼詳細
[00:06:45.000 --> 00:06:47.000]  他就說耶穌說了一個說話
[00:06:47.000 --> 00:06:48.000]  門徒不明白
[00:06:48.000 --> 00:06:50.000]  耶穌去解就行了
[00:06:50.000 --> 00:06:53.000]  為什麼他刻意重複
[00:06:53.000 --> 00:06:55.000]  四次重複
[00:06:55.000 --> 00:06:58.000]  等不多時你又見不到
[00:06:58.000 --> 00:07:01.000]  再等不多時你又會見到
[00:07:01.000 --> 00:07:05.000]  這句話為什麼重要到約翰要選擇四次
[00:07:05.000 --> 00:07:08.000]  來記載這句話呢
[00:07:08.000 --> 00:07:11.000]  所以讀聖經其實很好玩
[00:07:11.000 --> 00:07:13.000]  我們經常覺得讀聖經很悶
[00:07:13.000 --> 00:07:14.000]  我想告訴你
[00:07:14.000 --> 00:07:18.000]  讀聖經是很精彩的
[00:07:18.000 --> 00:07:20.000]  如果你熟悉約翰呼音
[00:07:20.000 --> 00:07:25.000]  你知道約翰是刻意記載耶穌說的話
[00:07:25.000 --> 00:07:28.000]  另外三卷呼音書都有說耶穌說話
[00:07:28.000 --> 00:07:31.000]  但是主要說耶穌做了些什麼
[00:07:31.000 --> 00:07:35.000]  耶穌行了些什麼事情
[00:07:35.000 --> 00:07:38.000]  約翰相反總是說耶穌說了些什麼
[00:07:38.000 --> 00:07:41.000]  而且每一次耶穌做了些什麼之後
[00:07:41.000 --> 00:07:44.000]  耶穌當然會說一段說話
[00:07:44.000 --> 00:07:47.000]  來回應祂做的事
[00:07:47.000 --> 00:07:50.000]  這是約翰呼音特別的地方
[00:07:50.000 --> 00:07:52.000]  這裡也不例外
[00:07:52.000 --> 00:07:57.000]  在這段長長的講道講論裡面
[00:07:57.000 --> 00:08:00.000]  耶穌突然間到了這個階段
[00:08:00.000 --> 00:08:04.000]  祂說了一句很重要的說話
[00:08:04.000 --> 00:08:08.000]  我們叫做等不多時的宣告
[00:08:08.000 --> 00:08:12.000]  等不多時就好像剛才另外一個翻譯一樣
[00:08:12.000 --> 00:08:14.000]  不久
[00:08:14.000 --> 00:08:18.000]  講的很短暫 如果用今天我們常用的東西
[00:08:18.000 --> 00:08:20.000]  就是一會兒
[00:08:20.000 --> 00:08:24.000]  例如一會兒你可能會去喝茶吃飯
[00:08:24.000 --> 00:08:26.000]  一會兒你就會做些什麼
[00:08:26.000 --> 00:08:29.000]  意思是說很短短到
[00:08:29.000 --> 00:08:31.000]  都不用去形容多久
[00:08:31.000 --> 00:08:33.000]  總之一會兒
[00:08:33.000 --> 00:08:36.000]  很快就會發生這件事情
[00:08:36.000 --> 00:08:38.000]  是這個字
[00:08:38.000 --> 00:08:44.000]  耶穌說很快你們就見不到我
[00:08:44.000 --> 00:08:47.000]  不過很快你們又會再見到我
