
[00:00:00.000 --> 00:00:02.000]  各位電影節目早晨
[00:00:02.000 --> 00:00:06.000]  在過去這幾個星期大家一起去學習
[00:00:06.000 --> 00:00:09.000]  同心去與神同行
[00:00:09.000 --> 00:00:11.000]  在這個學習的功課上
[00:00:11.000 --> 00:00:13.000]  我不知道現在為止
[00:00:13.000 --> 00:00:16.000]  你在小組當中的討論分享是怎樣
[00:00:16.000 --> 00:00:18.000]  但卻是我們可以見到
[00:00:18.000 --> 00:00:20.000]  在過去三個星期我們一起從
[00:00:20.000 --> 00:00:22.000]  《尼希米》第一第二章裡面見到
[00:00:22.000 --> 00:00:26.000]  神是怎樣開尼希米的眼睛
[00:00:26.000 --> 00:00:29.000]  尼希米也能夠緊貼著神的視野
[00:00:29.000 --> 00:00:31.000]  他的心意是怎樣
[00:00:31.000 --> 00:00:35.000]  儘管這個城牆已經毀壞了一百四十年
[00:00:35.000 --> 00:00:39.000]  但卻是他能夠有這份回應的心
[00:00:39.000 --> 00:00:42.000]  就因為他有一份很渴望神引領的心
[00:00:42.000 --> 00:00:44.000]  我記得在前兩個星期
[00:00:44.000 --> 00:00:47.000]  Pastor Ada也說到關於他自己的生命經歷
[00:00:47.000 --> 00:00:49.000]  當他的生命處境到了一個地步
[00:00:49.000 --> 00:00:53.000]  他很想知道神在他生命裡面是怎樣
[00:00:53.000 --> 00:00:55.000]  我們教會也是一樣的
[00:00:55.000 --> 00:00:57.000]  整體教會我們究竟想神
[00:00:57.000 --> 00:00:59.000]  在我們當中是怎樣彰顯他的心意
[00:00:59.000 --> 00:01:01.000]  當我們有緊貼神的視野
[00:01:01.000 --> 00:01:03.000]  和他有緊密關係
[00:01:03.000 --> 00:01:05.000]  當我們有一份渴望他的心的時候
[00:01:05.000 --> 00:01:07.000]  我們會看得見
[00:01:07.000 --> 00:01:09.000]  但我們看見也需要印證
[00:01:09.000 --> 00:01:10.000]  所以在上個星期
[00:01:10.000 --> 00:01:12.000]  江牧師也和大家分享
[00:01:12.000 --> 00:01:15.000]  其實我們一起學習如何印證
[00:01:15.000 --> 00:01:18.000]  其實有幾段經文十分幫助我們
[00:01:18.000 --> 00:01:21.000]  就是我們心中要有感受
[00:01:21.000 --> 00:01:22.000]  我們常常說
[00:01:22.000 --> 00:01:24.000]  我們印證神的心意是一般傳統的方法
[00:01:24.000 --> 00:01:27.000]  起碼心裡要有感動
[00:01:27.000 --> 00:01:29.000]  所以十幾年前
[00:01:29.000 --> 00:01:31.000]  我們直堂的弟兄姊妹有這份感動
[00:01:31.000 --> 00:01:33.000]  這麼多年來
[00:01:33.000 --> 00:01:35.000]  仍然讓我們弟兄姊妹有這份感動
[00:01:35.000 --> 00:01:37.000]  就像李米記第二章十二節說的
[00:01:37.000 --> 00:01:39.000]  神感動我心
[00:01:39.000 --> 00:01:41.000]  要為耶路撒冷做的事
[00:01:41.000 --> 00:01:43.000]  所以我要問你和我
[00:01:43.000 --> 00:01:45.000]  我自己要檢視一下
[00:01:45.000 --> 00:01:48.000]  究竟我們的心有沒有緊貼神的心意
[00:01:48.000 --> 00:01:50.000]  我們有沒有打開我們的心
[00:01:50.000 --> 00:01:52.000]  去看見他要我們做的事情
[00:01:52.000 --> 00:01:54.000]  這是十分重要的
[00:01:54.000 --> 00:01:55.000]  心中的感動
[00:01:55.000 --> 00:01:57.000]  另外內心的平安
[00:01:57.000 --> 00:01:59.000]  也是十分重要的
[00:01:59.000 --> 00:02:01.000]  所以這班弟兄姊妹
[00:02:01.000 --> 00:02:03.000]  這班以色列民
[00:02:03.000 --> 00:02:05.000]  就說我們起來建造
[00:02:05.000 --> 00:02:08.000]  如果他們看到過去日子
[00:02:08.000 --> 00:02:09.000]  有這麼大的阻礙
[00:02:09.000 --> 00:02:11.000]  但是都不能阻礙他們
[00:02:11.000 --> 00:02:13.000]  去重建的時候
[00:02:13.000 --> 00:02:16.000]  他們心裡一定有一份很大的平安
[00:02:16.000 --> 00:02:17.000]  更加就是李兄米
[00:02:17.000 --> 00:02:19.000]  如何幫助他們能夠同行
[00:02:19.000 --> 00:02:21.000]  就是綠色的字
[00:02:21.000 --> 00:02:23.000]  在李兄米的二章十八節
[00:02:23.000 --> 00:02:24.000]  一個很重要的約節
[00:02:24.000 --> 00:02:26.000]  在上一個十一堂課裡
[00:02:26.000 --> 00:02:28.000]  當時結束的時候所引用的
[00:02:28.000 --> 00:02:31.000]  就是我告訴他們
[00:02:31.000 --> 00:02:33.000]  我神私恩的手
[00:02:33.000 --> 00:02:35.000]  怎樣幫助我
[00:02:35.000 --> 00:02:37.000]  其實我們恩全浸信會都是這樣
[00:02:37.000 --> 00:02:38.000]  我們過去
[00:02:38.000 --> 00:02:40.000]  特別是這三四年
[00:02:40.000 --> 00:02:42.000]  就有三分二的弟兄姊妹
[00:02:42.000 --> 00:02:45.000]  可能都是過去三四年
[00:02:45.000 --> 00:02:47.000]  才參加恩全
[00:02:47.000 --> 00:02:49.000]  可能未有過去十年前
[00:02:49.000 --> 00:02:50.000]  或者十七年前直堂的弟兄姊妹
[00:02:50.000 --> 00:02:54.000]  那種見到神的手的工作的經歷
[00:02:54.000 --> 00:02:56.000]  但是所以我們在每一堂課的講道之後
[00:02:56.000 --> 00:02:59.000]  我們都有一個是同心見堂
[00:02:59.000 --> 00:03:00.000]  共證神恩
[00:03:00.000 --> 00:03:02.000]  就和大家一起數算
[00:03:02.000 --> 00:03:04.000]  神在我們等候的十年裡面
[00:03:04.000 --> 00:03:06.000]  究竟見到什麼樣的神蹟
[00:03:06.000 --> 00:03:08.000]  以致我們今時仍然能夠
[00:03:08.000 --> 00:03:12.000]  保持著這份火熱的心
[00:03:12.000 --> 00:03:14.000]  究竟我們面對困難的時候
