
[00:00:00.000 --> 00:00:04.000]  容許我們開始之前我們一起禱告
[00:00:04.000 --> 00:00:14.000]  親愛的主神
[00:00:14.000 --> 00:00:15.000]  求祢幫助我們
[00:00:15.000 --> 00:00:17.000]  今日使我們不見一人
[00:00:17.000 --> 00:00:19.000]  只見耶穌
[00:00:19.000 --> 00:00:22.000]  將我們的注意力集中在祢
[00:00:22.000 --> 00:00:24.000]  和祢的說話上
[00:00:24.000 --> 00:00:28.000]  求祢的聖靈開啟我們每一個人的心
[00:00:28.000 --> 00:00:31.000]  讓我們將祢的說話能夠深藏在裡面
[00:00:31.000 --> 00:00:34.000]  對我們生命產生震撼的過後
[00:00:34.000 --> 00:00:35.000]  聽我們的禱告
[00:00:35.000 --> 00:00:37.000]  奉耶穌基督的名求
[00:00:37.000 --> 00:00:38.000]  阿們
[00:00:38.000 --> 00:00:42.000]  今日我想藉著約書下記第九章
[00:00:42.000 --> 00:00:44.000]  和你分享一個主題
[00:00:44.000 --> 00:00:47.000]  就是究竟我們怎樣面對失敗呢
[00:00:47.000 --> 00:00:49.000]  尤其是屬靈上的失敗
[00:00:49.000 --> 00:00:51.000]  我們所有人都會有失敗的
[00:00:51.000 --> 00:00:54.000]  因為聖經清楚地告訴我們
[00:00:54.000 --> 00:00:56.000]  我們都是軟弱的
[00:00:56.000 --> 00:00:59.000]  只有神是不失敗
[00:00:59.000 --> 00:01:00.000]  是完全的
[00:01:00.000 --> 00:01:03.000]  所以在座每一個的教徒
[00:01:03.000 --> 00:01:07.000]  沒有一個是屬靈永不磨損型的
[00:01:07.000 --> 00:01:09.000]  包括我在內
[00:01:09.000 --> 00:01:10.000]  我們都會磨損
[00:01:10.000 --> 00:01:12.000]  我們都會有失敗的時候
[00:01:12.000 --> 00:01:15.000]  問題是我們有失敗多少
[00:01:15.000 --> 00:01:19.000]  所以既然我們一定會有失敗的時候
[00:01:19.000 --> 00:01:21.000]  如何去面對失敗
[00:01:21.000 --> 00:01:25.000]  就成為我們一定要認識的一個題目
[00:01:25.000 --> 00:01:29.000]  今日我的講道會較為複雜一點
[00:01:29.000 --> 00:01:31.000]  因為我們的資料很多
[00:01:31.000 --> 00:01:33.000]  所以我鼓勵你們
[00:01:33.000 --> 00:01:35.000]  打開你的程序表
[00:01:35.000 --> 00:01:37.000]  那兩個講道的大綱
[00:01:37.000 --> 00:01:41.000]  你可以逐個逐個的重點跟著下去的時候
[00:01:41.000 --> 00:01:43.000]  對你們會有幫助的
[00:01:43.000 --> 00:01:47.000]  約書下記第九章
[00:01:47.000 --> 00:01:49.000]  一個最重要的主題之一
[00:01:49.000 --> 00:01:53.000]  就是有關失敗會產生的後果
[00:01:53.000 --> 00:01:57.000]  以及究竟我們如何處理我們的失敗
[00:01:57.000 --> 00:02:01.000]  使這些負面的效果減到最低
[00:02:01.000 --> 00:02:03.000]  首先我們逐段逐段的看下去
[00:02:03.000 --> 00:02:04.000]  我們看第一段
[00:02:04.000 --> 00:02:08.000]  我們就看一下失敗會產生的後果
[00:02:08.000 --> 00:02:13.000]  我們看回約書下記第九章第一至第二節
[00:02:13.000 --> 00:02:16.000]  當中裏面就講到約旦河西
[00:02:16.000 --> 00:02:19.000]  住在山地高原並且對著黎巴嫩山
[00:02:19.000 --> 00:02:21.000]  沿著大海一帶的諸王
[00:02:21.000 --> 00:02:25.000]  就是赫人、阿摩利人、迦南人、比利時人、
[00:02:25.000 --> 00:02:28.000]  希美人、耶布斯人的諸王
[00:02:28.000 --> 00:02:31.000]  聽見這事就都聚集
[00:02:31.000 --> 00:02:37.000]  同心合意的要跟約書下和以色列人爭戰
[00:02:37.000 --> 00:02:39.000]  我們驟眼看下來的時候
[00:02:39.000 --> 00:02:41.000]  這段經文好像沒什麼特別
[00:02:41.000 --> 00:02:45.000]  只是形容迦南所有的王一起起來
[00:02:45.000 --> 00:02:48.000]  對抗著一個很強大的外敵
[00:02:48.000 --> 00:02:49.000]  就是以色列人
[00:02:49.000 --> 00:02:53.000]  但是當我們整卷約書下看的時候
[00:02:53.000 --> 00:02:59.000]  我們就會發現這段經文有一個很不尋常的地方
[00:02:59.000 --> 00:03:01.000]  就是在約書下記裏面
[00:03:01.000 --> 00:03:05.000]  其實這個言語的結構
[00:03:05.000 --> 00:03:06.000]  一個文法的結構
[00:03:06.000 --> 00:03:10.000]  是重複出現在約書下記上面的
[00:03:10.000 --> 00:03:14.000]  而通常在一些重要的事情和一些戰役之前
[00:03:14.000 --> 00:03:21.000]  這個結構就是迦南人聽到以色列人的一些事蹟
[00:03:21.000 --> 00:03:26.000]  然後就說到他們的反應
[00:03:26.000 --> 00:03:30.000]  而這個結構在第九章之前
[00:03:30.000 --> 00:03:32.000]  曾經出現在兩處的地方
[00:03:32.000 --> 00:03:34.000]  第一個是第二章
[00:03:34.000 --> 00:03:36.000]  而第二個是第五章
[00:03:36.000 --> 00:03:40.000]  所以容許我們很快地看看兩段經文
[00:03:40.000 --> 00:03:42.000]  首先我們看看第二章
[00:03:42.000 --> 00:03:46.000]  當中第二章的背景就是說到
[00:03:46.000 --> 00:03:50.000]  當時以色列人要面對耶利哥城
[00:03:50.000 --> 00:03:53.000]  而他們要去打敗這個城的時候
[00:03:53.000 --> 00:03:57.000]  他猜險探子去窺探這個城
[00:03:57.000 --> 00:04:00.000]  就看看由哪條道路上去是最有效最有果效
[00:04:00.000 --> 00:04:03.000]  怎樣攻擊是最好的
[00:04:03.000 --> 00:04:05.000]  但是他發現一件事就是
[00:04:05.000 --> 00:04:07.000]  當兩個探子去到耶利哥城的時候
[00:04:07.000 --> 00:04:09.000]  他就發現一件事就是
[00:04:09.000 --> 00:04:12.000]  耶利哥王已經知道了
[00:04:12.000 --> 00:04:15.000]  以色列人會猜險人去窺探他們
[00:04:15.000 --> 00:04:18.000]  而他就發散了人要去捉這兩個探子
[00:04:18.000 --> 00:04:20.000]  而在這個時間的時候
[00:04:20.000 --> 00:04:22.000]  聖經就出現了一個人物
[00:04:22.000 --> 00:04:24.000]  這個人物就是拉合
[00:04:24.000 --> 00:04:27.000]  拉合要拯救以色列人的兩個探子
[00:04:27.000 --> 00:04:32.000]  下面這段話就是拉合和他們兩個人說的話
[00:04:32.000 --> 00:04:34.000]  他就對他們兩個人說
[00:04:34.000 --> 00:04:39.000]  我知道耶和華已經將這地賜給你們
[00:04:39.000 --> 00:04:41.000]  你們使我們十分之害怕
[00:04:41.000 --> 00:04:45.000]  你們所有的居民都在你們的面前膽戰心驚
[00:04:45.000 --> 00:04:48.000]  因為我們聽到了你們從埃及出來的時候
[00:04:48.000 --> 00:04:52.000]  耶和華怎樣使到紅海的水在你們面前乾了
[00:04:52.000 --> 00:04:57.000]  以及你們怎樣對待約旦河東阿摩利人的兩個王
[00:04:57.000 --> 00:04:59.000]  西王和鄂
[00:04:59.000 --> 00:05:01.000]  將他們完全的消滅
[00:05:01.000 --> 00:05:04.000]  我們要注意這個結構就出現了
[00:05:04.000 --> 00:05:06.000]  我們聽見了
[00:05:06.000 --> 00:05:08.000]  我們聽到了這些事跡
[00:05:08.000 --> 00:05:10.000]  接著就有反應
[00:05:10.000 --> 00:05:12.000]  反應就是我們都心裏害怕
[00:05:12.000 --> 00:05:16.000]  沒有一個人再有勇氣在你們面前站立
[00:05:16.000 --> 00:05:19.000]  接著我們再看第五章
[00:05:19.000 --> 00:05:22.000]  當中裏面講到約旦河西阿摩利人的諸王
[00:05:22.000 --> 00:05:25.000]  以及靠海迦南人的諸王
[00:05:25.000 --> 00:05:29.000]  在聽見耶和華在以色列人面前
[00:05:29.000 --> 00:05:32.000]  對約旦河水乾了的事跡
[00:05:32.000 --> 00:05:34.000]  等他們過去
[00:05:34.000 --> 00:05:36.000]  接著他們做些甚麼呢
[00:05:36.000 --> 00:05:39.000]  他們的心就因為以色列人的緣故
[00:05:39.000 --> 00:05:42.000]  消化不再有氮氣
[00:05:42.000 --> 00:05:45.000]  當我們將第二章第五章
[00:05:45.000 --> 00:05:48.000]  和我們現在研讀的第九章去比較的時候
[00:05:48.000 --> 00:05:52.000]  我就發現那件不尋常的事
[00:05:52.000 --> 00:05:55.000]  就是埃及人的王
[00:05:55.000 --> 00:05:57.000]  突然的態度完全的改變
[00:05:57.000 --> 00:05:59.000]  由以前很害怕
[00:05:59.000 --> 00:06:01.000]  不敢和以色列人打仗
[00:06:01.000 --> 00:06:04.000]  去到一個地步是同心合意的
[00:06:04.000 --> 00:06:06.000]  都出來如同一人
[00:06:06.000 --> 00:06:08.000]  要和以色列人爭戰
[00:06:08.000 --> 00:06:11.000]  為甚麼會有這樣的改變呢
[00:06:11.000 --> 00:06:14.000]  究竟發生了甚麼事
[00:06:14.000 --> 00:06:18.000]  使得迦南的王有這樣的改變呢
[00:06:18.000 --> 00:06:21.000]  當我們研究聖經由第五章
[00:06:21.000 --> 00:06:23.000]  到第九章的時候
[00:06:23.000 --> 00:06:25.000]  我就發現一件事
[00:06:25.000 --> 00:06:27.000]  當中裏面說到
[00:06:27.000 --> 00:06:30.000]  當以色列人要攻打耶利哥的時候
[00:06:30.000 --> 00:06:32.000]  當中裏面他攻破了城
[00:06:32.000 --> 00:06:35.000]  接著他就有很多的財寶
[00:06:35.000 --> 00:06:36.000]  當中有一個人
[00:06:36.000 --> 00:06:38.000]  他的名字叫阿干
[00:06:38.000 --> 00:06:41.000]  他在不准以色列人取得的
[00:06:41.000 --> 00:06:44.000]  事物上取得了居為己有
[00:06:44.000 --> 00:06:47.000]  因為阿干犯罪得罪他的時候
[00:06:47.000 --> 00:06:50.000]  就不再幫助以色列人
[00:06:50.000 --> 00:06:52.000]  在艾城之戰的時候
[00:06:52.000 --> 00:06:55.000]  結果以色列人就被打敗
[00:06:55.000 --> 00:06:59.000]  我相信就是因為這個被打敗的事跡
[00:06:59.000 --> 00:07:03.000]  鼓勵了當時迦南地方的國王
[00:07:03.000 --> 00:07:05.000]  他們的想法就是
[00:07:05.000 --> 00:07:07.000]  原來以色列人不是無敵的
[00:07:07.000 --> 00:07:10.000]  以色列人是可以被打敗的
[00:07:10.000 --> 00:07:13.000]  只要我們更加努力的話
[00:07:13.000 --> 00:07:16.000]  所以我就看到他們聚在一起的時候
[00:07:16.000 --> 00:07:18.000]  要和他爭戰
[00:07:18.000 --> 00:07:19.000]  這是甚麼呢
[00:07:19.000 --> 00:07:22.000]  這就是罪的後果
[00:07:22.000 --> 00:07:25.000]  沒錯
[00:07:25.000 --> 00:07:27.000]  以色列人犯罪
[00:07:27.000 --> 00:07:30.000]  但是阿干已經被處死
[00:07:30.000 --> 00:07:32.000]  而艾城的時候
[00:07:32.000 --> 00:07:35.000]  他也在靠著神的能力的時候
[00:07:35.000 --> 00:07:38.000]  他將城攻陷為己有
[00:07:38.000 --> 00:07:41.000]  表面上看來一切的事情已經平復
[00:07:41.000 --> 00:07:42.000]  但是不是
[00:07:42.000 --> 00:07:45.000]  罪是會有後果的
[00:07:45.000 --> 00:07:47.000]  罪的後果就是
[00:07:47.000 --> 00:07:49.000]  他們開始要面對的
[00:07:49.000 --> 00:07:51.000]  不是每一個城邦膽小的
[00:07:51.000 --> 00:07:54.000]  被他們輕易的攻陷
[00:07:54.000 --> 00:07:56.000]  而是他們現在要面對的
[00:07:56.000 --> 00:07:58.000]  強大的聯盟
[00:07:58.000 --> 00:08:01.000]  當當地的人認識到
[00:08:01.000 --> 00:08:04.000]  以色列人可能可以被打敗的時候
[00:08:04.000 --> 00:08:06.000]  他們就聚在一起
[00:08:06.000 --> 00:08:08.000]  要去抵抗他們
[00:08:08.000 --> 00:08:11.000]  前面的路已經變得很艱辛
[00:08:11.000 --> 00:08:13.000]  就算是依靠神的時候
[00:08:13.000 --> 00:08:15.000]  都要用很多的功夫
[00:08:15.000 --> 00:08:20.000]  這個原因可能就是使到約書亞
[00:08:20.000 --> 00:08:23.000]  在他在生的時間裡
[00:08:23.000 --> 00:08:26.000]  他沒有完全攻陷迦南地
[00:08:26.000 --> 00:08:29.000]  去到約書亞記第十三章的時候
[00:08:29.000 --> 00:08:30.000]  聖經怎麼說呢
[00:08:30.000 --> 00:08:31.000]  聖經就說
[00:08:31.000 --> 00:08:33.000]  神就跟約書亞說
[00:08:33.000 --> 00:08:35.000]  祢的年紀已經大了
[00:08:35.000 --> 00:08:39.000]  但是還有很多未得之地
[00:08:39.000 --> 00:08:42.000]  罪的後果
[00:08:42.000 --> 00:08:44.000]  在我們的情況裡的時候
[00:08:44.000 --> 00:08:46.000]  當我們犯罪
[00:08:46.000 --> 00:08:48.000]  當我們有失敗的時候
[00:08:48.000 --> 00:08:49.000]  沒錯
[00:08:49.000 --> 00:08:51.000]  我們可以認罪悔改
[00:08:51.000 --> 00:08:52.000]  沒錯
[00:08:52.000 --> 00:08:54.000]  當我們認罪悔改的時候
[00:08:54.000 --> 00:08:57.000]  約翰一書裡面很清楚跟我們說
[00:08:57.000 --> 00:08:58.000]  神是信實的
[00:08:58.000 --> 00:08:59.000]  是公義的
[00:08:59.000 --> 00:09:01.000]  祂必定要赦免我們的罪
[00:09:01.000 --> 00:09:04.000]  洗淨我們一切的不義
[00:09:04.000 --> 00:09:07.000]  但是我們仍然要承擔
[00:09:07.000 --> 00:09:10.000]  罪給我們的後果
[00:09:10.000 --> 00:09:13.000]  對一個曾經很妒忌一個人
[00:09:13.000 --> 00:09:17.000]  妒忌到一個憎恨的情況的時候
[00:09:17.000 --> 00:09:20.000]  就算他肯在神面前認罪悔改
[00:09:20.000 --> 00:09:22.000]  但是要跟那個人去復和
[00:09:22.000 --> 00:09:26.000]  是需要很漫長的道路
[00:09:26.000 --> 00:09:29.000]  當一個陷在色情犯罪的人裡面
[00:09:29.000 --> 00:09:31.000]  如果他認罪悔改的時候
[00:09:31.000 --> 00:09:32.000]  沒錯
[00:09:32.000 --> 00:09:33.000]  神是會赦免他的罪
[00:09:33.000 --> 00:09:35.000]  但是在我的經驗裡面
[00:09:35.000 --> 00:09:38.000]  在絕大部分的個案裡面的時候
[00:09:38.000 --> 00:09:41.000]  那個人是要常常面對色情
[00:09:41.000 --> 00:09:43.000]  以及以前他看過的畫面
[00:09:43.000 --> 00:09:47.000]  影像給他的衝擊和試探
[00:09:47.000 --> 00:09:49.000]  我也曾經認識過
[00:09:49.000 --> 00:09:52.000]  有一些已經戒除了海洛英毒癮的人
[00:09:52.000 --> 00:09:55.000]  在戒除了六年之後
[00:09:55.000 --> 00:09:56.000]  忍受不住試探
[00:09:56.000 --> 00:10:00.000]  重新再陷在吸毒的裡面
[00:10:00.000 --> 00:10:03.000]  罪的後果
[00:10:03.000 --> 00:10:05.000]  最好的時候是怎樣呢
