
[00:00:00.000 --> 00:00:04.160]  我近期和一個想戒煙的人
[00:00:04.160 --> 00:00:06.600]  我們幾個人去探望他
[00:00:06.600 --> 00:00:08.840]  他三十歲還不夠
[00:00:08.840 --> 00:00:11.040]  不過已經吸煙十多年了
[00:00:11.040 --> 00:00:13.120]  相信了主幾年
[00:00:13.120 --> 00:00:18.360]  原來知道他為什麼要戒煙
[00:00:18.360 --> 00:00:20.920]  因為他六隻牙都痛
[00:00:20.920 --> 00:00:23.920]  一隻要導牙根
[00:00:23.920 --> 00:00:25.680]  又有些保牙
[00:00:25.680 --> 00:00:27.320]  又牙肉發炎
[00:00:27.320 --> 00:00:28.880]  要用很多錢
[00:00:29.760 --> 00:00:32.200]  我不是醫生
[00:00:32.200 --> 00:00:35.360]  估計也可能和吸煙有些關係
[00:00:35.360 --> 00:00:38.400]  另外他也有小朋友
[00:00:38.400 --> 00:00:41.080]  所以又不想影響小朋友
[00:00:41.080 --> 00:00:43.920]  近期政府又在討論什麼
[00:00:43.920 --> 00:00:48.640]  煙要加煙草稅
[00:00:48.640 --> 00:00:51.080]  要加一倍
[00:00:51.080 --> 00:00:54.360]  所以要想著戒煙
[00:00:54.360 --> 00:00:57.760]  但是他的方法
[00:00:57.760 --> 00:00:59.080]  很想用什麼方法呢
[00:00:59.480 --> 00:01:01.760]  我近期又看到有些戒煙的方法
[00:01:01.760 --> 00:01:03.880]  買一支水煙回來吸
[00:01:03.880 --> 00:01:05.800]  大家有沒有看新聞
[00:01:05.800 --> 00:01:09.160]  一支類似煙的
[00:01:09.160 --> 00:01:10.320]  不過是水
[00:01:10.320 --> 00:01:12.760]  你吃又噴又煙
[00:01:12.760 --> 00:01:15.000]  不過不是吃煙
[00:01:15.000 --> 00:01:17.160]  大家有沒有知道
[00:01:17.160 --> 00:01:18.640]  不知道嗎
[00:01:18.640 --> 00:01:20.040]  有人知道是吧
[00:01:20.040 --> 00:01:23.000]  又說近期新聞有賣
[00:01:23.000 --> 00:01:25.440]  他很想試這種
[00:01:25.440 --> 00:01:27.440]  因為他說仍然可以噴煙
[00:01:27.440 --> 00:01:29.200]  不過不會影響人
[00:01:29.720 --> 00:01:30.520]  不是吸煙
[00:01:30.520 --> 00:01:32.760]  我看過一些報紙也說
[00:01:32.760 --> 00:01:34.160]  其實這樣是一般般
[00:01:34.160 --> 00:01:36.680]  因為心癮的心理
[00:01:36.680 --> 00:01:38.400]  其實是幫不了的
[00:01:38.400 --> 00:01:40.320]  因為你仍然在吸煙
[00:01:40.320 --> 00:01:42.320]  我自己想
[00:01:42.320 --> 00:01:44.360]  你還可以在家裡吸煙
[00:01:44.360 --> 00:01:46.040]  因為你不覺得影響人
[00:01:46.040 --> 00:01:49.280]  隨時拿一支水煙出來噴
[00:01:49.280 --> 00:01:52.600]  那不就更加影響人
[00:01:52.600 --> 00:01:54.800]  所以和他聊的時候
[00:01:54.800 --> 00:01:55.560]  和他分析一下
[00:01:55.560 --> 00:01:56.640]  他就說
[00:01:57.240 --> 00:02:00.520]  是喔 其實如果要戒煙
[00:02:00.520 --> 00:02:02.240]  真的要怎樣
[00:02:02.240 --> 00:02:04.240]  真的要戒掉
[00:02:04.240 --> 00:02:06.680]  我們幾個人一起
[00:02:06.680 --> 00:02:08.560]  又睡他 又和他聊
[00:02:08.560 --> 00:02:11.480]  心理分析 輔導 祈禱
[00:02:11.480 --> 00:02:13.040]  就令他覺得
[00:02:13.040 --> 00:02:14.720]  我真的要戒煙了
[00:02:14.720 --> 00:02:16.200]  為了減少錢
[00:02:16.200 --> 00:02:17.600]  為了家裡 為了自己的身體
[00:02:17.600 --> 00:02:18.800]  為了自己的牙齒不用那麼痛
[00:02:18.800 --> 00:02:20.960]  等等 為了信仰
[00:02:20.960 --> 00:02:21.760]  什麼都說了
[00:02:21.760 --> 00:02:23.440]  接著和他祈禱
[00:02:23.440 --> 00:02:25.960]  他就很決心戒煙了
[00:02:26.920 --> 00:02:29.920]  哇 那我們很開心就走了
[00:02:29.920 --> 00:02:34.040]  我發現一個普遍的真理
[00:02:34.040 --> 00:02:37.480]  原來羊是要牧養的
[00:02:37.480 --> 00:02:39.280]  是不是
[00:02:39.280 --> 00:02:42.280]  你和旁邊那個說一下
[00:02:42.280 --> 00:02:43.920]  你說我要牧養的
[00:02:43.920 --> 00:02:47.440]  你和旁邊那個說一下
[00:02:47.440 --> 00:02:47.800]  你說
[00:02:47.800 --> 00:02:50.240]  其實我要被牧養的
[00:02:50.240 --> 00:02:54.480]  接著你和他說
[00:02:54.480 --> 00:02:54.920]  你說
[00:02:54.920 --> 00:02:56.720]  你願意我牧養你
[00:02:57.640 --> 00:02:59.400]  哈哈哈哈
[00:02:59.400 --> 00:03:01.240]  我很想牧養你
[00:03:01.240 --> 00:03:05.960]  如果他是你的組員
[00:03:05.960 --> 00:03:07.080]  或者你是組長
[00:03:07.080 --> 00:03:08.640]  給錢牧養 是不是
[00:03:08.640 --> 00:03:10.200]  你和他說 你說
[00:03:10.200 --> 00:03:12.200]  我們要一起給錢牧養
[00:03:12.200 --> 00:03:18.120]  這樣就容易一點 是不是
[00:03:18.120 --> 00:03:21.440]  這段聖經說
[00:03:21.440 --> 00:03:23.720]  無要牧養
[00:03:23.720 --> 00:03:26.240]  牧養的理念
[00:03:26.240 --> 00:03:28.840]  其實在舊約新約也很清楚
[00:03:28.840 --> 00:03:30.680]  舊約有一段聖經
[00:03:30.680 --> 00:03:31.720]  大家看到了吧
[00:03:31.720 --> 00:03:33.240]  就說到
[00:03:33.240 --> 00:03:34.840]  以色列民
[00:03:34.840 --> 00:03:36.880]  是沒有被牧養
[00:03:36.880 --> 00:03:39.600]  沒有被當中的官員
[00:03:39.600 --> 00:03:41.560]  或者有權勢的人牧養
[00:03:41.560 --> 00:03:43.640]  痛苦流離
[00:03:43.640 --> 00:03:47.080]  神就藉著先知說什麼
[00:03:47.080 --> 00:03:49.280]  我要牧養我的子民
[00:03:49.280 --> 00:03:50.760]  牧養我的羊群
[00:03:50.760 --> 00:03:53.120]  將來我要興起一個大牧人
[00:03:53.120 --> 00:03:54.200]  牧養他們
[00:03:54.200 --> 00:03:56.080]  要歸為一個牧人
[00:03:56.840 --> 00:03:58.760]  所以羊群
[00:03:58.760 --> 00:04:00.800]  可以看成是以色列民
[00:04:00.800 --> 00:04:01.640]  在舊約裏面
[00:04:01.640 --> 00:04:04.120]  新約耶穌來到
[00:04:04.120 --> 00:04:06.800]  也很多時候說牧養這個事
[00:04:06.800 --> 00:04:08.640]  聖經裏面提到
[00:04:08.640 --> 00:04:10.400]  耶穌一出來見到
[00:04:10.400 --> 00:04:12.360]  很多人就說
[00:04:12.360 --> 00:04:13.680]  他們好像
[00:04:13.680 --> 00:04:17.880]  沒有牧羊的羊
[00:04:17.880 --> 00:04:19.280]  沒有牧人的羊
[00:04:19.280 --> 00:04:21.360]  困苦流離
[00:04:21.360 --> 00:04:24.520]  耶穌的憐憫心就出了
[00:04:25.240 --> 00:04:27.920]  就呼籲我們要出來抽莊稼
[00:04:27.920 --> 00:04:30.240]  耶穌又提到
[00:04:30.240 --> 00:04:31.720]  如果失去一隻羊
[00:04:31.720 --> 00:04:33.560]  要放下
[00:04:33.560 --> 00:04:34.880]  九十九隻
[00:04:34.880 --> 00:04:36.440]  暫時放下
[00:04:36.440 --> 00:04:38.000]  然後再去找那隻
[00:04:38.000 --> 00:04:39.680]  找到回來就
[00:04:39.680 --> 00:04:40.640]  很開心
[00:04:40.640 --> 00:04:41.320]  請人吃飯
[00:04:41.320 --> 00:04:42.640]  很開心找到一隻羊
[00:04:42.640 --> 00:04:44.120]  很開心去找羊
[00:04:44.120 --> 00:04:46.040]  然後耶穌又提到
[00:04:46.040 --> 00:04:48.720]  牠的圈外還有羊
[00:04:48.720 --> 00:04:50.000]  圈外有圈
[00:04:50.000 --> 00:04:51.440]  羊外有羊
[00:04:51.440 --> 00:04:52.760]  要將牠
[00:04:52.760 --> 00:04:54.240]  抓回來
[00:04:54.560 --> 00:04:56.520]  要歸為一個大圈
[00:04:56.520 --> 00:04:58.160]  我相信這個是
[00:04:58.160 --> 00:04:58.960]  預表
[00:04:58.960 --> 00:05:00.680]  外邦人都要
[00:05:00.680 --> 00:05:01.400]  信耶穌
[00:05:01.400 --> 00:05:03.480]  而去到彼得
[00:05:03.480 --> 00:05:05.360]  彼得前書的作者是彼得
[00:05:05.360 --> 00:05:07.040]  他也很經歷
[00:05:07.040 --> 00:05:08.240]  被牧羊
[00:05:08.240 --> 00:05:11.000]  很經歷羊這個訊息
[00:05:11.000 --> 00:05:13.080]  所以很強調寫羊
[00:05:13.080 --> 00:05:14.960]  在《約翰福音》尾的時候
[00:05:14.960 --> 00:05:17.840]  耶穌三次呼召彼得
[00:05:17.840 --> 00:05:19.080]  記得那個故事嗎
[00:05:19.080 --> 00:05:20.960]  你牧養我的羊
[00:05:20.960 --> 00:05:22.520]  你牧養我的羊
[00:05:23.040 --> 00:05:24.560]  你牧養我的羊
[00:05:24.560 --> 00:05:26.960]  然後彼得就
[00:05:26.960 --> 00:05:28.640]  真的牧養他的羊
[00:05:28.640 --> 00:05:30.480]  所以我們看到
[00:05:30.480 --> 00:05:33.120]  牧養
[00:05:33.120 --> 00:05:34.880]  是很重要的
[00:05:34.880 --> 00:05:37.200]  在耶穌裡面的講
[00:05:37.200 --> 00:05:38.640]  都時常講到
[00:05:38.640 --> 00:05:40.160]  但是
[00:05:40.160 --> 00:05:41.800]  牧養容易嗎
[00:05:41.800 --> 00:05:45.120]  我看到很多人搖頭
[00:05:45.120 --> 00:05:47.320]  這裡有幾個是組長
[00:05:47.320 --> 00:05:48.640]  組長、實長
[00:05:48.640 --> 00:05:49.840]  舉起手
[00:05:49.840 --> 00:05:52.320]  都有很多
[00:05:53.240 --> 00:05:53.920]  容易嗎
[00:05:53.920 --> 00:05:56.040]  有沒有吐血
[00:05:56.040 --> 00:05:57.120]  有
[00:05:57.120 --> 00:05:59.120]  牧養
[00:05:59.120 --> 00:06:00.200]  牧養是
[00:06:00.200 --> 00:06:01.600]  其實不容易的
[00:06:01.600 --> 00:06:04.640]  我經歷過一個例子
[00:06:04.640 --> 00:06:07.000]  其實也不是很久
[00:06:07.000 --> 00:06:08.000]  經歷而已
[00:06:08.000 --> 00:06:11.160]  我想大概半年至九個月
[00:06:11.160 --> 00:06:12.880]  我們的區域
[00:06:12.880 --> 00:06:14.760]  有一個人
[00:06:14.760 --> 00:06:16.160]  這個是假名
[00:06:16.160 --> 00:06:17.480]  叫做阿洪
[00:06:17.480 --> 00:06:18.800]  其實是我自己來的
[00:06:18.800 --> 00:06:20.720]  叫阿洪
[00:06:22.040 --> 00:06:23.520]  他信了耶穌之後
[00:06:23.520 --> 00:06:25.080]  也不錯
[00:06:25.080 --> 00:06:26.240]  他就開始
[00:06:26.240 --> 00:06:27.480]  信了
[00:06:27.480 --> 00:06:30.040]  他搬上樓搬上新屋
[00:06:30.040 --> 00:06:32.720]  不過也因為太太未信
[00:06:32.720 --> 00:06:34.320]  還有很多家人未信
[00:06:34.320 --> 00:06:36.800]  無論如何都要放神壇在那裡
[00:06:36.800 --> 00:06:38.520]  就是整座那些
[00:06:38.520 --> 00:06:42.760]  又有天神
[00:06:42.760 --> 00:06:45.160]  又有土地
[00:06:45.160 --> 00:06:47.880]  又有觀音
[00:06:47.880 --> 00:06:49.960]  觀音放在神座那裡
[00:06:51.000 --> 00:06:53.400]  下面又有五方土龍神
[00:06:53.400 --> 00:06:54.520]  財神那些
[00:06:54.520 --> 00:06:57.320]  我們又覺得怎樣呢
[00:06:57.320 --> 00:07:00.040]  信了耶穌就要跟祂談
[00:07:00.040 --> 00:07:00.800]  不要要那些
[00:07:00.800 --> 00:07:02.520]  我們用了很多努力
[00:07:02.520 --> 00:07:03.720]  苦力
[00:07:03.720 --> 00:07:06.160]  拉上他的太太一起
[00:07:06.160 --> 00:07:07.720]  太太信了主
[00:07:07.720 --> 00:07:09.600]  那多好
[00:07:09.600 --> 00:07:11.880]  就一起誓他們信主
[00:07:11.880 --> 00:07:15.720]  他們願意扔掉那些偶像
[00:07:15.720 --> 00:07:17.800]  我們很開心
[00:07:18.160 --> 00:07:21.920]  那整組人去家裡要敬拜主
[00:07:21.920 --> 00:07:24.200]  就擇定一個好日子
[00:07:24.200 --> 00:07:25.200]  不是吉日
[00:07:25.200 --> 00:07:26.840]  一個好的日子
[00:07:26.840 --> 00:07:28.640]  就去拆樓像
[00:07:28.640 --> 00:07:30.160]  真的全拆了
[00:07:30.160 --> 00:07:32.920]  我記得他住14樓
[00:07:32.920 --> 00:07:35.160]  我們以為14樓搬到地下那個
[00:07:35.160 --> 00:07:37.200]  垃圾房那裡扔掉那些東西
[00:07:37.200 --> 00:07:39.120]  不過有電梯的
[00:07:39.120 --> 00:07:40.160]  不用走下去
[00:07:40.160 --> 00:07:42.160]  然後就全扔掉
[00:07:42.160 --> 00:07:45.240]  他自己親手打爛那個觀音
[00:07:45.240 --> 00:07:47.080]  打了幾次才爛的
[00:07:47.680 --> 00:07:50.040]  我們又幫他打爛香爐灰
[00:07:50.040 --> 00:07:52.160]  又幫他扔了很多東西
[00:07:52.160 --> 00:07:53.760]  總之整個大包
[00:07:53.760 --> 00:07:55.880]  和那個壇一起扔掉
[00:07:55.880 --> 00:07:57.480]  那很開心
[00:07:57.480 --> 00:08:00.160]  這個模樣算不算成功
[00:08:00.160 --> 00:08:02.280]  都算成功
[00:08:02.280 --> 00:08:04.800]  然後過了一個月
[00:08:04.800 --> 00:08:05.360]  兩個月
[00:08:05.360 --> 00:08:05.840]  三個月
[00:08:05.840 --> 00:08:06.360]  四個月
[00:08:06.360 --> 00:08:09.400]  我們又有童工上去探望他
[00:08:09.400 --> 00:08:11.120]  探望他的子女
[00:08:11.120 --> 00:08:12.680]  童工回來說
[00:08:12.680 --> 00:08:15.680]  他不是拆了偶像的
[00:08:16.560 --> 00:08:18.240]  為什麼偶像全部都在那裡
[00:08:18.240 --> 00:08:21.560]  那壇東西在那裡
[00:08:21.560 --> 00:08:22.920]  我不是說
[00:08:22.920 --> 00:08:25.440]  我親自和祖上一起搬的
