
[00:00:00.000 --> 00:00:02.000]  佛陀師父讓我們聽上帝的說話
[00:00:02.000 --> 00:00:04.000]  以先讓我們同心投靈
[00:00:04.000 --> 00:00:06.000]  第一是什麼?我們聽到先投心打高
[00:00:06.000 --> 00:00:10.000]  慈悲的父神多謝你
[00:00:10.000 --> 00:00:13.000]  讓我們能夠有生命再次回到你的根前
[00:00:13.000 --> 00:00:16.000]  可以一同敬拜,一起守望
[00:00:16.000 --> 00:00:18.000]  求主你與我們同在
[00:00:18.000 --> 00:00:23.000]  讓我們珍惜每一天能夠活著的生命
[00:00:23.000 --> 00:00:27.000]  並且讓我們活在你的旨意當中
[00:00:27.000 --> 00:00:28.000]  求你與我們同在
[00:00:28.000 --> 00:00:30.000]  讓聖靈居在我們其間
[00:00:30.000 --> 00:00:34.000]  有助我們能夠將主的說話清楚領受
[00:00:34.000 --> 00:00:36.000]  請主感謝你
[00:00:36.000 --> 00:00:38.000]  讓我們能夠再次來到你的根前
[00:00:38.000 --> 00:00:42.000]  與眾弟兄姊妹一起來敬拜
[00:00:42.000 --> 00:00:45.000]  感謝父神你給我們這個生命
[00:00:45.000 --> 00:00:47.000]  能夠讓我們依然的
[00:00:47.000 --> 00:00:49.000]  有一天能夠再次
[00:00:49.000 --> 00:00:53.000]  跟主耶穌所護教的所有的門徒
[00:00:53.000 --> 00:00:54.000]  能夠住在一起
[00:00:54.000 --> 00:00:55.000]  我們感謝你
[00:00:55.000 --> 00:00:58.000]  你的兒子所做成的救恩
[00:00:58.000 --> 00:01:01.000]  讓我們今天繼續的在你裡面
[00:01:01.000 --> 00:01:03.000]  能夠帶著感恩心活著
[00:01:03.000 --> 00:01:05.000]  讓我們有機會一起來到國的
[00:01:05.000 --> 00:01:06.000]  學的
[00:01:06.000 --> 00:01:08.000]  讓我們都能夠透過聖靈的帶領
[00:01:08.000 --> 00:01:11.000]  清楚明白當中的你的說話的意義
[00:01:11.000 --> 00:01:12.000]  我們打高
[00:01:12.000 --> 00:01:14.000]  奉主耶穌的名臣
[00:01:14.000 --> 00:01:15.000]  Amen
[00:01:15.000 --> 00:01:19.000]  在聖經裡面羅馬書曾經有一個這樣的說話
[00:01:19.000 --> 00:01:21.000]  在聖經中羅馬書曾經有這麼一句話
[00:01:21.000 --> 00:01:25.000]  世人都犯了罪虧缺了神的榮耀
[00:01:25.000 --> 00:01:28.000]  世人都犯了罪虧缺了神的榮耀
[00:01:28.000 --> 00:01:29.000]  耶穌在聖經
[00:01:29.000 --> 00:01:32.000]  透過他的僕人說得那麼清楚那麼明白
[00:01:32.000 --> 00:01:34.000]  耶穌透過聖經
[00:01:34.000 --> 00:01:37.000]  他的僕人講得這麼明白
[00:01:37.000 --> 00:01:38.000]  那就是說上帝很明白
[00:01:38.000 --> 00:01:40.000]  這個世界是充滿了罪人
[00:01:40.000 --> 00:01:43.000]  上帝非常明白世界上充滿了罪人
[00:01:43.000 --> 00:01:47.000]  甚至很多人是反叛去活逆上帝的
[00:01:47.000 --> 00:01:50.000]  所以很多人反叛叛逆上帝
[00:01:50.000 --> 00:01:53.000]  既然上帝都知道這個是事實
[00:01:53.000 --> 00:01:55.000]  就算上帝都知道這是事實
[00:01:55.000 --> 00:01:56.000]  那我們有個問題
[00:01:56.000 --> 00:01:57.000]  那我們就有個問題
[00:01:57.000 --> 00:02:01.000]  為什麼上帝仍然將這麼多這麼可怕的罪人
[00:02:01.000 --> 00:02:03.000]  存留在這個世界裡面呢
[00:02:03.000 --> 00:02:07.000]  上帝為什麼將這麼多可怕的罪人存留在世界上呢
[00:02:07.000 --> 00:02:10.000]  甚至將這些假冒偽善的人
[00:02:10.000 --> 00:02:12.000]  擺在我們的身邊
[00:02:12.000 --> 00:02:16.000]  甚至將假冒偽善的人擺在我們身邊
[00:02:16.000 --> 00:02:21.000]  上帝既然知道這些人都不是容易對付的
[00:02:21.000 --> 00:02:23.000]  上帝知道這些人不容易對付
[00:02:23.000 --> 00:02:25.000]  為什麼他容許這些人
[00:02:25.000 --> 00:02:28.000]  甚至加諸於我們身上很多的作惡的行為呢
[00:02:28.000 --> 00:02:30.000]  為什麼允許這麼多人假冒偽善
[00:02:30.000 --> 00:02:33.000]  假在我們身上的作為呢
[00:02:33.000 --> 00:02:37.000]  甚至容許他們陷害上帝的子民
[00:02:37.000 --> 00:02:40.000]  甚至允許他們陷害上帝的子民
[00:02:40.000 --> 00:02:41.000]  最嚴重的
[00:02:41.000 --> 00:02:42.000]  在今天我們看到
[00:02:42.000 --> 00:02:46.000]  就是他騎劫了神家裡面的一切
[00:02:46.000 --> 00:02:49.000]  更嚴重的是要他騎劫神家的一切
[00:02:49.000 --> 00:02:51.000]  我剛才講的這個現象
[00:02:51.000 --> 00:02:52.000]  前面我講的這個現象
[00:02:52.000 --> 00:02:54.000]  《使徒行傳》也都講到
[00:02:54.000 --> 00:02:55.000]  《使徒行傳》也講到
[00:02:55.000 --> 00:02:57.000]  而今天我們正正就要講這段經文
[00:02:57.000 --> 00:02:59.000]  今天我們正好要講這個經文
[00:02:59.000 --> 00:03:01.000]  《使徒行傳》第六章第八節
[00:03:01.000 --> 00:03:03.000]  《使徒行傳》第六章第八節
[00:03:03.000 --> 00:03:05.000]  至到七章五十三節
[00:03:05.000 --> 00:03:07.000]  至到七章五十三節
[00:03:07.000 --> 00:03:09.000]  他思想這段這麼長的經文
[00:03:09.000 --> 00:03:11.000]  其實思想這麼一段很長的經文
[00:03:11.000 --> 00:03:12.000]  就在一個題目上面
[00:03:12.000 --> 00:03:13.000]  就在一個題目上面
[00:03:13.000 --> 00:03:14.000]  這個題目就是什麼?
[00:03:14.000 --> 00:03:15.000]  這個題目是什麼?
[00:03:15.000 --> 00:03:18.000]  在大家的程序表上電視都登出來了
[00:03:18.000 --> 00:03:21.000]  在程序表已經登出來了
[00:03:21.000 --> 00:03:27.000]  上帝為何將一群明知會騎劫神的人
[00:03:27.000 --> 00:03:31.000]  陳設在忠心的人的面前呢?
[00:03:31.000 --> 00:03:35.000]  上帝為什麼將一群明知會騎劫他的人
[00:03:35.000 --> 00:03:39.000]  陳設在眾多人的面前呢?
[00:03:39.000 --> 00:03:41.000]  這條題目是非常之重要
[00:03:41.000 --> 00:03:43.000]  這條題目非常重要
[00:03:43.000 --> 00:03:48.000]  我們做基督徒不可以說是掩耳盜鈴
[00:03:48.000 --> 00:03:50.000]  或者核子魔杖
[00:03:50.000 --> 00:03:52.000]  什麼都當不知算數了
[00:03:52.000 --> 00:03:55.000]  什麼當不知道就算數
[00:03:55.000 --> 00:03:56.000]  知道以為沒問題
[00:03:56.000 --> 00:03:58.000]  不知道不代表沒問題
[00:03:58.000 --> 00:03:59.000]  實際上
[00:03:59.000 --> 00:04:00.000]  實際上
[00:04:00.000 --> 00:04:01.000]  歷歷在目給我們看見
[00:04:01.000 --> 00:04:02.000]  歷歷在目
[00:04:02.000 --> 00:04:03.000]  今天
[00:04:03.000 --> 00:04:04.000]  今天
[00:04:04.000 --> 00:04:06.000]  上帝是容許這些罪人
[00:04:06.000 --> 00:04:08.000]  上帝允許這些罪人
[00:04:08.000 --> 00:04:10.000]  甚至是騎劫上帝的人
[00:04:10.000 --> 00:04:11.000]  甚至騎劫上帝的人
[00:04:11.000 --> 00:04:13.000]  去專門對付
[00:04:13.000 --> 00:04:14.000]  去專門對付
[00:04:14.000 --> 00:04:16.000]  忠心相信主的人
[00:04:16.000 --> 00:04:17.000]  真心相信主的人
[00:04:17.000 --> 00:04:19.000]  為什麼上帝要這麼做呢?
[00:04:19.000 --> 00:04:20.000]  為什麼上帝要這麼做呢?
[00:04:20.000 --> 00:04:21.000]  就是今天這段經文
[00:04:21.000 --> 00:04:22.000]  我們一起來思想一下
[00:04:22.000 --> 00:04:24.000]  今天這段經文我們一起來思想
[00:04:24.000 --> 00:04:28.000]  今天我會嘗試用45分鐘的時間
[00:04:28.000 --> 00:04:30.000]  今天嘗試用45分鐘的時間
[00:04:30.000 --> 00:04:35.000]  講一段是我有紀錄以來最長要處理的經文
[00:04:35.000 --> 00:04:38.000]  講一段是我有紀錄以來最長要處理的經文
[00:04:38.000 --> 00:04:40.000]  現在11點鐘
[00:04:40.000 --> 00:04:41.000]  現在11點鐘
[00:04:41.000 --> 00:04:42.000]  所以大家預了
[00:04:42.000 --> 00:04:43.000]  所以大家預了
