
[00:00:00.000 --> 00:00:01.540]  今天我們繼續講
[00:00:01.540 --> 00:00:03.240]  在登山補訓裏面
[00:00:03.240 --> 00:00:08.640]  屬於勝過法利賽人的義的系列裏面
[00:00:08.640 --> 00:00:10.640]  今天我們會講
[00:00:10.640 --> 00:00:13.640]  以牙還牙
[00:00:13.640 --> 00:00:16.340]  從經文的教導我們知道
[00:00:16.340 --> 00:00:18.740]  是不以牙還牙
[00:00:18.740 --> 00:00:25.500]  記得十多二十年前的時候
[00:00:25.500 --> 00:00:27.500]  當我還在香港的時候
[00:00:27.840 --> 00:00:31.240]  常常聽到新聞的報告
[00:00:31.240 --> 00:00:34.640]  不是每天都聽到
[00:00:34.640 --> 00:00:38.940]  很常聽到就是有報導關於
[00:00:38.940 --> 00:00:44.540]  中東以色列和巴勒斯坦的衝突
[00:00:44.540 --> 00:00:46.540]  或者是他們的相爭
[00:00:46.540 --> 00:00:49.040]  每次報告
[00:00:49.040 --> 00:00:53.040]  每次新聞報告都會講及有傷亡的
[00:00:55.040 --> 00:01:00.640]  每當以色列人受到巴勒斯坦人的襲擊
[00:01:00.640 --> 00:01:02.640]  有傷亡的時候
[00:01:02.640 --> 00:01:04.640]  以色列人就會報復
[00:01:04.640 --> 00:01:09.440]  就會派戰機立即去轟炸巴勒斯坦人的地方
[00:01:09.440 --> 00:01:11.940]  無論是平民區
[00:01:11.940 --> 00:01:13.940]  無論是軍事基地
[00:01:13.940 --> 00:01:15.440]  只要炸
[00:01:15.440 --> 00:01:16.740]  就是不管
[00:01:16.740 --> 00:01:19.540]  總之目的就是要報復
[00:01:19.540 --> 00:01:22.540]  要對方都有傷亡
[00:01:23.040 --> 00:01:28.640]  甚至他們揚言要兩倍四倍的報復
[00:01:28.640 --> 00:01:30.640]  這個
[00:01:30.640 --> 00:01:34.340]  很多政治軍事的因素在裡面
[00:01:34.340 --> 00:01:37.640]  以色列人
[00:01:37.640 --> 00:01:40.040]  他們還不避諱
[00:01:40.040 --> 00:01:43.440]  他們說他們是報復
[00:01:43.440 --> 00:01:45.240]  是以牙還牙
[00:01:45.240 --> 00:01:48.440]  以眼還眼的這種政策
[00:01:51.040 --> 00:01:58.040]  這個就是我以前對猶太人的印象
[00:01:58.040 --> 00:02:00.040]  他們是有仇必報的人
[00:02:00.040 --> 00:02:06.040]  當我今天讀
[00:02:06.040 --> 00:02:10.040]  或者這個星期我去研讀經文的時候
[00:02:10.040 --> 00:02:13.040]  這段經文是記載耶穌說
[00:02:13.040 --> 00:02:16.040]  不要與惡人作對
[00:02:16.040 --> 00:02:19.540]  其實這句話當我們看整段經文的時候
[00:02:19.540 --> 00:02:21.040]  我們會領會到
[00:02:21.040 --> 00:02:23.040]  其實他說不要以眼還眼
[00:02:23.040 --> 00:02:25.040]  以牙還牙
[00:02:25.040 --> 00:02:29.040]  耶穌也是猶太人
[00:02:29.040 --> 00:02:33.040]  究竟猶太人是怎樣的呢
[00:02:33.040 --> 00:02:38.040]  究竟以牙還牙是什麼意思呢
[00:02:38.040 --> 00:02:42.040]  而耶穌教導我們不要與惡人作對又是什麼意思呢
[00:02:42.040 --> 00:02:45.040]  我相信大家都會很有興趣
[00:02:45.040 --> 00:02:47.040]  想知道究竟是什麼一回事
[00:02:47.540 --> 00:02:52.540]  能夠不以牙還牙
[00:02:52.540 --> 00:02:54.540]  或者說不與惡人作對
[00:02:54.540 --> 00:03:00.540]  是我們基督徒品格最高的境界
[00:03:00.540 --> 00:03:03.540]  當然也是最難做得到的
[00:03:03.540 --> 00:03:06.540]  也引起最多的爭論
[00:03:06.540 --> 00:03:10.540]  我們今天就著經文
[00:03:10.540 --> 00:03:12.540]  我和大家一起去學習
[00:03:16.540 --> 00:03:18.540]  我們先看經文
[00:03:18.540 --> 00:03:21.540]  馬太福音五章第38節
[00:03:21.540 --> 00:03:24.540]  經文說
[00:03:24.540 --> 00:03:26.540]  你們聽見有話說
[00:03:26.540 --> 00:03:29.540]  以眼還眼 以牙還牙
[00:03:29.540 --> 00:03:32.540]  這句話無論你信耶穌
[00:03:32.540 --> 00:03:35.540]  或者你以前沒有踏入教會也好
[00:03:35.540 --> 00:03:38.540]  你都會聽見這句話的
[00:03:38.540 --> 00:03:41.540]  以牙還牙
[00:03:41.540 --> 00:03:48.540]  你這樣對我 我就會用相同的方法對付你
[00:03:48.540 --> 00:03:53.540]  這句話 以眼還眼 以牙還牙
[00:03:53.540 --> 00:03:58.540]  是出自摩西五經裡有好幾處的地方
[00:03:58.540 --> 00:04:01.540]  包括有出埃及記 利未記 新命記
[00:04:01.540 --> 00:04:03.540]  我們抽一段來看看
[00:04:03.540 --> 00:04:07.540]  利未記第24章20節
[00:04:07.540 --> 00:04:10.540]  經文說
[00:04:10.540 --> 00:04:15.540]  其實這裡是說一個普遍的司法制度
[00:04:15.540 --> 00:04:18.540]  或者是一個律法
[00:04:18.540 --> 00:04:24.540]  以雙還雙 以眼還眼 以牙還牙
[00:04:24.540 --> 00:04:27.540]  他怎樣叫人的身體有殘疾
[00:04:27.540 --> 00:04:29.540]  也要照樣向他行
[00:04:29.540 --> 00:04:31.540]  21節
[00:04:31.540 --> 00:04:34.540]  打死生畜的 要賠上生畜
[00:04:34.540 --> 00:04:37.540]  打死人的 必必自死
[00:04:39.540 --> 00:04:43.540]  這兩段聖經的法例
[00:04:43.540 --> 00:04:44.540]  我想都很清楚
[00:04:44.540 --> 00:04:46.540]  不需要怎樣解釋 很簡單
[00:04:46.540 --> 00:04:49.540]  就是公平的
[00:04:49.540 --> 00:04:52.540]  你犯這個罪就有相同的懲罰
[00:04:52.540 --> 00:04:59.540]  既然以眼還眼 以牙還牙
[00:04:59.540 --> 00:05:03.540]  這個律法是聖經所定
[00:05:03.540 --> 00:05:05.540]  在律法書所寫的
[00:05:05.540 --> 00:05:06.540]  有什麼問題呢
[00:05:06.540 --> 00:05:09.540]  為什麼耶穌要抽這段說話
[00:05:09.540 --> 00:05:10.540]  抽這句經文
[00:05:10.540 --> 00:05:13.540]  或者這節的律法出來說呢
[00:05:13.540 --> 00:05:15.540]  我們上次都說了
[00:05:15.540 --> 00:05:16.540]  兩次都說了
[00:05:16.540 --> 00:05:21.540]  耶穌現在是批判當時
[00:05:21.540 --> 00:05:24.540]  那些法律錯人教錯他們
[00:05:24.540 --> 00:05:27.540]  將律法錯演繹
[00:05:27.540 --> 00:05:33.540]  以致猶太人領受錯 走錯了出來
[00:05:35.540 --> 00:05:37.540]  那他們究竟有什麼問題呢
[00:05:37.540 --> 00:05:40.540]  原來就是由於
[00:05:40.540 --> 00:05:43.540]  法理錯人傳統的錯誤教導
[00:05:43.540 --> 00:05:46.540]  以致令當時的猶太人
[00:05:46.540 --> 00:05:47.540]  錯誤的理解
[00:05:47.540 --> 00:05:50.540]  也錯誤的應用這些律法
[00:05:50.540 --> 00:05:54.540]  譬如
[00:05:54.540 --> 00:06:02.540]  譬如他們不單止要將這個律法
[00:06:02.540 --> 00:06:06.540]  將這個律法變成他們很熱衷
[00:06:06.540 --> 00:06:08.540]  來去執法
[00:06:08.540 --> 00:06:12.540]  原本這個只是律法
[00:06:12.540 --> 00:06:17.540]  律法寫出來是對犯罪的人的懲罰
[00:06:17.540 --> 00:06:19.540]  他們一路轉變成
[00:06:19.540 --> 00:06:21.540]  變成很熱衷
[00:06:21.540 --> 00:06:24.540]  很想去擅自執法
[00:06:24.540 --> 00:06:26.540]  即是師自執法
[00:06:26.540 --> 00:06:31.540]  他們想執法
[00:06:31.540 --> 00:06:33.540]  他們忘記了本來
[00:06:33.540 --> 00:06:35.540]  這個律法的意義
[00:06:35.540 --> 00:06:41.540]  當時的群眾是有很強烈的
[00:06:41.540 --> 00:06:45.540]  擅自執法的意欲
[00:06:45.540 --> 00:06:48.540]  當我們看福音書的時候
[00:06:48.540 --> 00:06:49.540]  我們看到
[00:06:49.540 --> 00:06:52.540]  有很多次耶穌
[00:06:52.540 --> 00:06:56.540]  幾乎被這些很想擅自執法的群眾
[00:06:56.540 --> 00:06:58.540]  來去處死
[00:06:59.540 --> 00:07:01.540]  譬如那些群眾想
[00:07:01.540 --> 00:07:03.540]  用石頭打死耶穌
[00:07:03.540 --> 00:07:06.540]  想在山崖上推他下去
[00:07:06.540 --> 00:07:11.540]  從書信裡面也看到保羅
[00:07:11.540 --> 00:07:13.540]  保羅也有很多次
[00:07:13.540 --> 00:07:17.540]  幾乎被那些擅自執法的群眾
[00:07:17.540 --> 00:07:19.540]  幾乎被他們害命
[00:07:19.540 --> 00:07:22.540]  從很多的
[00:07:22.540 --> 00:07:24.540]  這些記載
[00:07:24.540 --> 00:07:27.540]  我們可以看到當時的猶太人的確是
[00:07:27.540 --> 00:07:30.540]  他們那種擅自執法的
[00:07:30.540 --> 00:07:33.540]  那些錯誤的氣氛
[00:07:33.540 --> 00:07:36.540]  那些風氣是很普遍的
[00:07:36.540 --> 00:07:42.540]  耶穌現在就是需要糾正他們這種的錯誤
[00:07:42.540 --> 00:07:50.540]  私人執法我們知道
[00:07:50.540 --> 00:07:53.540]  就算在現今文明的社會
[00:07:54.540 --> 00:07:57.540]  久不久也一樣會發生
[00:07:57.540 --> 00:08:00.540]  群眾在憤怒之下
[00:08:00.540 --> 00:08:01.540]  有時候也忘記了
[00:08:01.540 --> 00:08:03.540]  要審清楚就執法
[00:08:03.540 --> 00:08:07.540]  如果在一些沒有什麼王法的地方
[00:08:07.540 --> 00:08:10.540]  特別是我們中國人更加會領會
[00:08:10.540 --> 00:08:12.540]  更加會
[00:08:12.540 --> 00:08:15.540]  私人執法、擅自執法
[00:08:15.540 --> 00:08:18.540]  而且執法通常會是
[00:08:18.540 --> 00:08:21.540]  高於那個人犯的法
[00:08:23.540 --> 00:08:26.540]  就是罰的比他應該的更重
[00:08:26.540 --> 00:08:30.540]  我們回看聖經
[00:08:30.540 --> 00:08:34.540]  其實這條律法的原本意義是非常好的
[00:08:34.540 --> 00:08:36.540]  是很公正的
[00:08:36.540 --> 00:08:40.540]  比如我們看看新命記第十九章十八節
[00:08:40.540 --> 00:08:45.540]  這裡是吩咐審判官
[00:08:45.540 --> 00:08:49.540]  他說審判官要細細地查究
[00:08:49.540 --> 00:08:52.540]  若見證人果然是作假見證的
[00:08:52.540 --> 00:08:55.540]  要以假見證陷害弟兄
[00:08:55.540 --> 00:08:57.540]  這裡是說要審
[00:08:57.540 --> 00:08:59.540]  當然要審本來犯罪的人
[00:08:59.540 --> 00:09:01.540]  但是同時也要留意
[00:09:01.540 --> 00:09:04.540]  究竟有沒有人作假證供陷害人
[00:09:04.540 --> 00:09:06.540]  誰是誰非
[00:09:06.540 --> 00:09:12.540]  審判官要很仔細地查問
[00:09:12.540 --> 00:09:15.540]  第十九節
[00:09:15.540 --> 00:09:20.540]  你們就要待他如同他想要待的弟兄
[00:09:20.540 --> 00:09:23.540]  這樣就把那惡從你們中間除掉
[00:09:23.540 --> 00:09:27.540]  法官小心審查
[00:09:27.540 --> 00:09:30.540]  避免有冤屈出錯
[00:09:30.540 --> 00:09:35.540]  如果真的發現有作假證供陷害人
[00:09:35.540 --> 00:09:39.540]  就要定那個作假證供的人相同的罪
[00:09:39.540 --> 00:09:44.540]  比如就是如果他誣告別人殺人
[00:09:44.540 --> 00:09:47.540]  那個誣告別人的人就要判殺人罪
[00:09:47.540 --> 00:09:50.540]  如果誣告別人偷東西
[00:09:50.540 --> 00:09:53.540]  或者誣告別人瞎打眼睛
[00:09:53.540 --> 00:09:57.540]  他就要被判偷東西的罪
[00:09:57.540 --> 00:09:59.540]  或者要瞎打眼睛
[00:09:59.540 --> 00:10:02.540]  這個我們如此類推
[00:10:02.540 --> 00:10:05.540]  就是以牙還牙以眼還眼
[00:10:05.540 --> 00:10:08.540]  這樣做的目的
[00:10:08.540 --> 00:10:13.540]  其實是為了伸張公義
